a,b,theta,E,E_p,E_t,machine_type,status,file_name
3.7,13.0,5.0,-15.228023623814805,-3.374955858278553,-2.1195279768144246,1,Done,naphthalene_theta=5_a=3.7_b=13.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.4,7.3,10.0,-17.404873384162787,-0.2805936065269634,-4.210921542777214,1,Done,naphthalene_theta=10_a=6.4_b=7.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.8,12.8,0.0,-15.749263550387695,-3.3505469743395224,-2.262042400427162,2,Done,naphthalene_theta=0_a=3.8_b=12.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.6,6.8,5.0,-16.938351074350063,-0.19180282403249294,-4.13868635657127,1,Done,naphthalene_theta=5_a=6.6_b=6.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.7,13.1,5.0,-14.98195185221266,-3.3749558582785535,-2.058010033913888,1,Done,naphthalene_theta=5_a=3.7_b=13.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.5,7.1,10.0,-17.59743612271268,-0.2489005864481441,-4.274908737454098,1,Done,naphthalene_theta=10_a=6.5_b=7.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.9,12.8,0.0,-15.732753762160428,-3.3037554361508232,-2.281310722464696,2,Done,naphthalene_theta=0_a=3.9_b=12.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.7,6.8,5.0,-16.902876679087058,-0.16805157053750008,-4.1416933845030135,1,Done,naphthalene_theta=5_a=6.7_b=6.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.6,7.1,10.0,-17.618663531029593,-0.2218260399531573,-4.2937528627808215,1,Done,naphthalene_theta=10_a=6.6_b=7.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.7,13.2,5.0,-14.717478977632705,-3.3749558582785535,-1.9918918152689,1,Done,naphthalene_theta=5_a=3.7_b=13.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.9,12.9,0.0,-15.472025866969487,-3.3037554361508232,-2.2161287486669607,2,Done,naphthalene_theta=0_a=3.9_b=12.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.5,6.7,5.0,-16.78464752039872,-0.2173330684308894,-4.0874953458842365,1,Done,naphthalene_theta=5_a=6.5_b=6.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.5,7.0,10.0,-17.63091252627782,-0.2489005864481441,-4.283277838345384,1,Done,naphthalene_theta=10_a=6.5_b=7.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.6,12.9,5.0,-14.645762114902027,-3.035240769619122,-2.1438201439159457,1,Done,naphthalene_theta=5_a=3.6_b=12.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.6,6.7,5.0,-16.96132547070738,-0.19180282403249294,-4.144429955660598,1,Done,naphthalene_theta=5_a=6.6_b=6.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.9,13.0,0.0,-15.193845664267428,-3.3037554361508232,-2.1465836979914457,2,Done,naphthalene_theta=0_a=3.9_b=13.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
6.6,7.0,10.0,-17.69416804413777,-0.2218260399531573,-4.3126289910578635,1,Done,naphthalene_theta=10_a=6.6_b=7.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
3.7,12.9,5.0,-15.451459854259154,-3.374955858278553,-2.175387034425512,1,Done,naphthalene_theta=5_a=3.7_b=12.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
