a,b,theta,A1,A2,cx,cy,cz,E,E_p,E_t,machine_type,status,file_name,E_i0,E_ip1,E_ip2,E_it1,E_it2,E_it3,E_it4
5.9,8.4,70.0,-10.0,32.0,0.0,-3.1,7.0,-35.99610838922672,-3.8106460914714266,-4.645683061156888,2,Done,naphthalene_A1=-10_A2=32_a=5.9_b=8.4_theta=70.0_cx=0.0_cy=-3.1_cz=7.0.log,-0.4903036834439263,-0.1642802354763262,-0.0644415119313635,-2.0709932158642914,-0.01751505912397988,-0.01751505912397988,-2.0709932158642914
5.9,8.4,70.5,-9.0,32.0,0.0,-3.0,7.0,-35.94441411527805,-3.7151855052215983,-4.643814963870682,2,Done,naphthalene_A1=-9_A2=32_a=5.9_b=8.4_theta=70.5_cx=0.0_cy=-3.0_cz=7.0.log,-0.4974215293768793,-0.1740229557035491,-0.07020017120521516,-2.0959881941380445,-0.017885290057165548,-0.017885290057165548,-2.0959881941380445
6.0,8.3,69.0,-7.0,32.0,0.0,-2.9,7.1,-35.44658909691498,-3.6107207779423334,-4.648605375201441,1,Done,naphthalene_A1=-7_A2=32_a=6.0_b=8.3_theta=69.0_cx=0.0_cy=-2.9_cz=7.1.log,-0.4932987886131741,-0.16106550180120394,-0.06674070860026404,-2.027237571048317,-0.019891439500497654,-0.019891439500497654,-2.027237571048317
6.0,8.3,70.0,-8.0,32.0,0.0,-2.9,7.0,-35.904687711969025,-3.624651499965694,-4.670880725112512,2,Done,naphthalene_A1=-8_A2=32_a=6.0_b=8.3_theta=70.0_cx=0.0_cy=-2.9_cz=7.0.log,-0.5204373412416317,-0.16886733350111172,-0.071657877007965,-2.091819645225769,-0.02066453179577365,-0.02066453179577365,-2.091819645225769
6.0,8.5,68.5,-6.0,32.0,0.0,-3.0,7.0,-35.26356451027095,-3.585261442232877,-4.554461932479171,1,Done,naphthalene_A1=-6_A2=32_a=6.0_b=8.5_theta=68.5_cx=0.0_cy=-3.0_cz=7.0.log,-0.4846416607615538,-0.16829567193053666,-0.06357429316267371,-2.093766181234969,-0.016776479809777808,-0.016776479809777808,-2.093766181234969
5.9,8.4,70.5,-10.0,32.0,0.0,-3.0,7.0,-36.08078082336578,-3.792949054506608,-4.6505098680208885,2,Done,naphthalene_A1=-10_A2=32_a=5.9_b=8.4_theta=70.5_cx=0.0_cy=-3.0_cz=7.0.log,-0.5117005194188096,-0.1696266207145527,-0.07013114512665197,-2.0787191189592704,-0.0187625489779748,-0.0187625489779748,-2.0787191189592704
6.0,8.2,69.5,-9.0,32.0,0.0,-2.8,7.0,-36.0372165691806,-3.6610533550265245,-4.665551910205976,2,Done,naphthalene_A1=-9_A2=32_a=6.0_b=8.2_theta=69.5_cx=0.0_cy=-2.8_cz=7.0.log,-0.57520013890462,-0.1649422585614957,-0.07482680241810158,-2.0805219552421494,-0.025218999391654503,-0.025218999391654503,-2.0805219552421494
6.0,8.4,68.0,-7.0,32.0,0.0,-2.9,7.1,-35.341448541381396,-3.61109477392165,-4.613270287081832,1,Done,naphthalene_A1=-7_A2=32_a=6.0_b=8.4_theta=68.0_cx=0.0_cy=-2.9_cz=7.1.log,-0.5082077988190576,-0.15677207830594853,-0.06418486032634974,-2.032021079794504,-0.01994101278251037,-0.01994101278251037,-2.032021079794504
6.0,8.4,69.0,-8.0,32.0,0.0,-3.0,7.0,-35.721009259927094,-3.6383920864318497,-4.632005225663307,2,Done,naphthalene_A1=-8_A2=32_a=6.0_b=8.4_theta=69.0_cx=0.0_cy=-3.0_cz=7.0.log,-0.5062782055465505,-0.16147965827258304,-0.06458019168348983,-2.093993967340793,-0.018888051010435447,-0.018888051010435447,-2.093993967340793
5.9,8.4,71.0,-10.0,32.0,0.0,-3.0,6.9,-36.137015759246424,-3.7615559841506174,-4.652103115920909,2,Done,naphthalene_A1=-10_A2=32_a=5.9_b=8.4_theta=71.0_cx=0.0_cy=-3.0_cz=6.9.log,-0.5319050864200108,-0.18044614809332413,-0.07385478948708624,-2.089246854186058,-0.019022965629119426,-0.019022965629119426,-2.089246854186058
6.0,8.2,70.0,-9.0,32.0,0.0,-2.8,7.0,-36.09953960729764,-3.6637152524781413,-4.682410593901295,2,Done,naphthalene_A1=-9_A2=32_a=6.0_b=8.2_theta=70.0_cx=0.0_cy=-2.8_cz=7.0.log,-0.5667287539108656,-0.16726906562689692,-0.0761602611746639,-2.0808708507101983,-0.02466679061762989,-0.02466679061762989,-2.0808708507101983
5.8,8.3,67.0,-6.0,32.0,0.0,-2.9,7.1,-35.25346034427639,-3.766920567199122,-4.463715828780551,1,Done,naphthalene_A1=-6_A2=32_a=5.8_b=8.3_theta=67.0_cx=0.0_cy=-2.9_cz=7.1.log,-0.5083514985744841,-0.17901981784962118,-0.0653708542813547,-2.069759531208547,-0.020058357127709314,-0.020058357127709314,-2.069759531208547
6.0,8.4,68.5,-7.0,32.0,0.0,-2.9,7.1,-35.35647740610875,-3.616100421117153,-4.618551411287626,1,Done,naphthalene_A1=-7_A2=32_a=6.0_b=8.4_theta=68.5_cx=0.0_cy=-2.9_cz=7.1.log,-0.5006939940503798,-0.15894702798686922,-0.06544615549501033,-2.0305131732311565,-0.019460967683698985,-0.019460967683698985,-2.0305131732311565
6.0,8.4,69.5,-8.0,32.0,0.0,-3.0,7.0,-35.71072060568257,-3.6371464790427126,-4.6328956622746755,2,Done,naphthalene_A1=-8_A2=32_a=6.0_b=8.4_theta=69.5_cx=0.0_cy=-3.0_cz=7.0.log,-0.4985309671028517,-0.16364268527831882,-0.06587160722119734,-2.0937843790452457,-0.018404240778181702,-0.018404240778181702,-2.0937843790452457
6.0,8.2,70.0,-10.0,32.0,0.0,-2.9,7.0,-36.036049401038326,-3.683395848609507,-4.683103992487304,2,Done,naphthalene_A1=-10_A2=32_a=6.0_b=8.2_theta=70.0_cx=0.0_cy=-2.9_cz=7.0.log,-0.5505421335110441,-0.15967242955230174,-0.07147715409519151,-2.0698229097470167,-0.0235416651412379,-0.0235416651412379,-2.0698229097470167
6.0,8.2,70.5,-9.0,32.0,0.0,-2.8,7.0,-36.12679989682511,-3.656234705762472,-4.6955757536925375,2,Done,naphthalene_A1=-9_A2=32_a=6.0_b=8.2_theta=70.5_cx=0.0_cy=-2.8_cz=7.0.log,-0.5583922836231068,-0.16952872910769656,-0.07753074303036556,-2.081160132889636,-0.02412085686228238,-0.02412085686228238,-2.081160132889636
5.8,8.4,67.0,-6.0,32.0,0.0,-3.0,7.1,-35.355980417109095,-3.766920567199122,-4.510258872935083,1,Done,naphthalene_A1=-6_A2=32_a=5.8_b=8.4_theta=67.0_cx=0.0_cy=-3.0_cz=7.1.log,-0.480276701215189,-0.17526103288400918,-0.0610410351655446,-2.0695863383589312,-0.017400224751327187,-0.017400224751327187,-2.0695863383589312
6.0,8.4,69.0,-7.0,32.0,0.0,-2.9,7.1,-35.33812022837811,-3.6107207779423334,-4.620675532612951,1,Done,naphthalene_A1=-7_A2=32_a=6.0_b=8.4_theta=69.0_cx=0.0_cy=-2.9_cz=7.1.log,-0.4932987886131741,-0.16106550180120394,-0.06674070860026404,-2.028955065936316,-0.0189865700667724,-0.0189865700667724,-2.028955065936316
6.0,8.4,70.0,-8.0,32.0,0.0,-3.0,7.0,-35.66583607078064,-3.624651499965694,-4.630821114289574,2,Done,naphthalene_A1=-8_A2=32_a=6.0_b=8.4_theta=70.0_cx=0.0_cy=-3.0_cz=7.0.log,-0.490894170361571,-0.16574421629775316,-0.06719628081191331,-2.0934693690214767,-0.017925450665643442,-0.017925450665643442,-2.0934693690214767
6.0,8.2,70.5,-10.0,32.0,0.0,-2.9,7.0,-36.1063154602889,-3.6896263954113238,-4.698378840839723,2,Done,naphthalene_A1=-10_A2=32_a=6.0_b=8.2_theta=70.5_cx=0.0_cy=-2.9_cz=7.0.log,-0.5421491872402839,-0.16197852871846408,-0.07273154653375967,-2.0719545611937065,-0.02300263408687897,-0.02300263408687897,-2.0719545611937065
6.0,8.3,69.5,-9.0,32.0,0.0,-2.9,7.0,-35.986183690605685,-3.6610533550265245,-4.67175547403167,2,Done,naphthalene_A1=-9_A2=32_a=6.0_b=8.3_theta=69.5_cx=0.0_cy=-2.9_cz=7.0.log,-0.5434669582173228,-0.16205885011004284,-0.07021460391115397,-2.084285760181956,-0.02210780480527319,-0.02210780480527319,-2.084285760181956
5.8,8.5,67.0,-6.0,32.0,0.0,-3.0,7.1,-35.379168167244636,-3.766920567199122,-4.516711558331735,1,Done,naphthalene_A1=-6_A2=32_a=5.8_b=8.5_theta=67.0_cx=0.0_cy=-3.0_cz=7.1.log,-0.48027670121518895,-0.17526103288400918,-0.0610410351655446,-2.069759531208547,-0.016571284038946033,-0.016571284038946033,-2.069759531208547
5.8,8.2,70.5,-11.0,32.0,0.0,-3.0,7.1,-35.741523817298,-3.886916794464923,-4.598282838240267,1,Done,naphthalene_A1=-11_A2=32_a=5.8_b=8.2_theta=70.5_cx=0.0_cy=-3.0_cz=7.1.log,-0.4982843556790613,-0.16736444714479148,-0.06993912707548589,-2.0055338826787192,-0.020311871223384514,-0.020311871223384514,-2.0055338826787192
5.9,8.3,71.0,-11.0,32.0,0.0,-3.1,7.0,-36.09786666557193,-3.8287943081231774,-4.685995558538707,2,Done,naphthalene_A1=-11_A2=32_a=5.9_b=8.3_theta=71.0_cx=0.0_cy=-3.1_cz=7.0.log,-0.4884744918672368,-0.16432290617376566,-0.06678149674553424,-2.0460245929134544,-0.018259913485962898,-0.018259913485962898,-2.0460245929134544
5.8,8.2,68.5,-8.0,32.0,0.0,-2.8,7.1,-35.50441916345154,-3.7990710420417595,-4.4914787537418315,2,Done,naphthalene_A1=-8_A2=32_a=5.8_b=8.2_theta=68.5_cx=0.0_cy=-2.8_cz=7.1.log,-0.5452654018299654,-0.17935114313149825,-0.0740411599399522,-2.062331067805644,-0.0234305958438199,-0.0234305958438199,-2.062331067805644
6.0,8.3,70.0,-9.0,32.0,0.0,-2.9,7.0,-36.013105124467984,-3.663715252478141,-4.679355875210604,2,Done,naphthalene_A1=-9_A2=32_a=6.0_b=8.3_theta=70.0_cx=0.0_cy=-2.9_cz=7.0.log,-0.5352766975993289,-0.16431976854801178,-0.0715072745224461,-2.0849245653662365,-0.02158634396619164,-0.02158634396619164,-2.0849245653662365
5.9,8.3,67.0,-6.0,32.0,0.0,-2.9,7.1,-35.337150097591795,-3.717933371488471,-4.532967204839224,1,Done,naphthalene_A1=-6_A2=32_a=5.9_b=8.3_theta=67.0_cx=0.0_cy=-2.9_cz=7.1.log,-0.5083514985744841,-0.16776730853598565,-0.06348204909591004,-2.0520656317239627,-0.02048757398733869,-0.02048757398733869,-2.0520656317239627
6.0,8.2,71.0,-10.0,32.0,0.0,-2.9,7.0,-36.143865658552386,-3.6867787550436337,-4.7100492718454925,1,Done,naphthalene_A1=-10_A2=32_a=6.0_b=8.2_theta=71.0_cx=0.0_cy=-2.9_cz=7.0.log,-0.5339413563488051,-0.16421936702681705,-0.07402107957750559,-2.073968240758404,-0.0224686230358202,-0.0224686230358202,-2.073968240758404
5.8,8.2,71.0,-11.0,32.0,0.0,-3.0,7.0,-36.034976358292624,-3.838405251328368,-4.62943619969883,2,Done,naphthalene_A1=-11_A2=32_a=5.8_b=8.2_theta=71.0_cx=0.0_cy=-3.0_cz=7.0.log,-0.5180151526001282,-0.178237940359395,-0.07341678743250668,-2.0546741907892283,-0.02059613322489895,-0.02059613322489895,-2.0546741907892283
5.8,8.3,68.5,-8.0,32.0,0.0,-2.9,7.1,-35.681360667804256,-3.7990710420417595,-4.556337559799432,2,Done,naphthalene_A1=-8_A2=32_a=5.8_b=8.3_theta=68.5_cx=0.0_cy=-2.9_cz=7.1.log,-0.5153852581279352,-0.17582892946666107,-0.06936934794066474,-2.0637122172920503,-0.020463101071072742,-0.020463101071072742,-2.0637122172920503
6.0,8.3,70.5,-9.0,32.0,0.0,-2.9,7.0,-36.00659408140928,-3.6562347057624716,-4.6836681239365126,2,Done,naphthalene_A1=-9_A2=32_a=6.0_b=8.3_theta=70.5_cx=0.0_cy=-2.9_cz=7.0.log,-0.5272740626242012,-0.16651668114354834,-0.07283696817466989,-2.085477401735261,-0.021071785828098655,-0.021071785828098655,-2.085477401735261
5.9,8.4,67.0,-6.0,32.0,0.0,-2.9,7.1,-35.426766055519685,-3.717933371488471,-4.55742252455093,1,Done,naphthalene_A1=-6_A2=32_a=5.9_b=8.4_theta=67.0_cx=0.0_cy=-2.9_cz=7.1.log,-0.5083514985744841,-0.16776730853598565,-0.06348204909591004,-2.050932976155309,-0.01956889932625927,-0.01956889932625927,-2.050932976155309
6.0,8.3,70.0,-10.0,32.0,0.0,-2.9,6.9,-36.17766836739611,-3.683395848609507,-4.684689710207749,1,Done,naphthalene_A1=-10_A2=32_a=6.0_b=8.3_theta=70.0_cx=0.0_cy=-2.9_cz=6.9.log,-0.5813133413321339,-0.16779617400607094,-0.07391377538442613,-2.0830589781398885,-0.023458833835320547,-0.023458833835320547,-2.0830589781398885
5.8,8.2,71.5,-11.0,32.0,0.0,-3.0,7.0,-36.020300155039884,-3.771677720535081,-4.6561449078435535,2,Done,naphthalene_A1=-11_A2=32_a=5.8_b=8.2_theta=71.5_cx=0.0_cy=-3.0_cz=7.0.log,-0.5099209011532366,-0.18036833690712228,-0.07461846910882741,-2.060566509666387,-0.020070907397894192,-0.020070907397894192,-2.060566509666387
5.8,8.4,68.5,-8.0,32.0,0.0,-3.0,7.0,-35.94706095231231,-3.79907104204176,-4.577642779331653,2,Done,naphthalene_A1=-8_A2=32_a=5.8_b=8.4_theta=68.5_cx=0.0_cy=-3.0_cz=7.0.log,-0.5141490634414367,-0.18128763895947486,-0.06706701382063329,-2.1098034543683752,-0.018531625246396292,-0.018531625246396292,-2.1098034543683752
6.0,8.4,69.5,-9.0,32.0,0.0,-3.0,6.9,-35.982677165302455,-3.6610533550265245,-4.643342448864131,2,Done,naphthalene_A1=-9_A2=32_a=6.0_b=8.4_theta=69.5_cx=0.0_cy=-3.0_cz=6.9.log,-0.5417764462181367,-0.16713979857740924,-0.06801392632769421,-2.1132390715938527,-0.020096007792744786,-0.020096007792744786,-2.1132390715938527
5.9,8.5,67.0,-6.0,32.0,0.0,-3.0,7.1,-35.300547439721406,-3.717933371488471,-4.545101993251592,1,Done,naphthalene_A1=-6_A2=32_a=5.9_b=8.5_theta=67.0_cx=0.0_cy=-3.0_cz=7.1.log,-0.480276701215189,-0.164443388057407,-0.05930910765891895,-2.0520656317239627,-0.01698795074480586,-0.01698795074480586,-2.0520656317239627
6.0,8.3,70.5,-10.0,32.0,0.0,-2.9,6.9,-36.21725922834594,-3.6896263954113238,-4.690988655609544,1,Done,naphthalene_A1=-10_A2=32_a=6.0_b=8.3_theta=70.5_cx=0.0_cy=-2.9_cz=6.9.log,-0.5724886682000943,-0.17017945693805814,-0.07524284155806528,-2.086650845361873,-0.022906625061295927,-0.022906625061295927,-2.086650845361873
5.8,8.3,70.5,-11.0,32.0,0.0,-3.1,7.0,-36.03662671009079,-3.886916794464923,-4.634399176342413,2,Done,naphthalene_A1=-11_A2=32_a=5.8_b=8.3_theta=70.5_cx=0.0_cy=-3.1_cz=7.0.log,-0.4964583015535027,-0.1725941154290922,-0.06754705891944468,-2.04464595351601,-0.01835341248079203,-0.01835341248079203,-2.04464595351601
5.9,8.2,68.5,-8.0,32.0,0.0,-2.8,7.1,-35.65165183495265,-3.760551340703387,-4.567795264883898,2,Done,naphthalene_A1=-8_A2=32_a=5.9_b=8.2_theta=68.5_cx=0.0_cy=-2.8_cz=7.1.log,-0.5452654018299654,-0.16792355856159702,-0.07186683779582381,-2.048456194170285,-0.02385793023859151,-0.02385793023859151,-2.048456194170285
6.0,8.4,70.0,-9.0,32.0,0.0,-3.0,6.9,-35.98506672284565,-3.663715252478141,-4.643110270117177,2,Done,naphthalene_A1=-9_A2=32_a=6.0_b=8.4_theta=70.0_cx=0.0_cy=-3.0_cz=6.9.log,-0.5334305632277392,-0.1694101297762245,-0.06933922751341015,-2.1156254920642823,-0.019583332032198086,-0.019583332032198086,-2.1156254920642823
6.0,8.3,67.0,-6.0,32.0,0.0,-2.8,7.1,-35.22624523530249,-3.581811392214149,-4.5812930049723946,1,Done,naphthalene_A1=-6_A2=32_a=6.0_b=8.3_theta=67.0_cx=0.0_cy=-2.8_cz=7.1.log,-0.53765747055877,-0.15996673167683184,-0.06585152691695839,-2.029777104064124,-0.022847639105748385,-0.022847639105748385,-2.029777104064124
5.8,8.3,71.0,-11.0,32.0,0.0,-3.1,7.0,-36.034015013254255,-3.838405251328368,-4.65463009866653,2,Done,naphthalene_A1=-11_A2=32_a=5.8_b=8.3_theta=71.0_cx=0.0_cy=-3.1_cz=7.0.log,-0.4884744918672368,-0.17473894462455064,-0.06867030181456357,-2.050876500259619,-0.01785265957005322,-0.01785265957005322,-2.050876500259619
6.0,8.3,71.0,-10.0,32.0,0.0,-2.9,6.9,-36.22597032180056,-3.6867787550436337,-4.694089182536118,1,Done,naphthalene_A1=-10_A2=32_a=6.0_b=8.3_theta=71.0_cx=0.0_cy=-2.9_cz=6.9.log,-0.5637794568901882,-0.1724924587761052,-0.07660830329405144,-2.0902125920692924,-0.022361318842740733,-0.022361318842740733,-2.0902125920692924
5.9,8.3,68.5,-8.0,32.0,0.0,-2.9,7.0,-36.02530391945038,-3.760551340703387,-4.609803921863204,2,Done,naphthalene_A1=-8_A2=32_a=5.9_b=8.3_theta=68.5_cx=0.0_cy=-2.9_cz=7.0.log,-0.5443900253740139,-0.17339356325101107,-0.06966302264481783,-2.100750995072304,-0.021772086940472942,-0.021772086940472942,-2.100750995072304
6.0,8.4,70.5,-9.0,32.0,0.0,-3.0,6.9,-35.955603873822845,-3.6562347057624716,-4.639990290394053,2,Done,naphthalene_A1=-9_A2=32_a=6.0_b=8.4_theta=70.5_cx=0.0_cy=-3.0_cz=6.9.log,-0.5252697956748307,-0.17160892480751502,-0.07070092420326546,-2.1179259438067675,-0.019077559030847624,-0.019077559030847624,-2.1179259438067675
6.0,8.4,67.0,-6.0,32.0,0.0,-2.9,7.1,-35.170268833753646,-3.581811392214149,-4.585957914387109,1,Done,naphthalene_A1=-6_A2=32_a=6.0_b=8.4_theta=67.0_cx=0.0_cy=-2.9_cz=7.1.log,-0.5083514985744841,-0.15704630018444732,-0.06167231034487487,-2.0321760747465305,-0.01999246864579618,-0.01999246864579618,-2.0321760747465305
5.8,8.3,71.5,-11.0,32.0,0.0,-3.1,7.0,-35.97800472599921,-3.771677720535081,-4.670839937025448,2,Done,naphthalene_A1=-11_A2=32_a=5.8_b=8.3_theta=71.5_cx=0.0_cy=-3.1_cz=7.0.log,-0.4806055164663121,-0.17680596257559955,-0.06983245036099106,-2.056842865393264,-0.017357554112095386,-0.017357554112095386,-2.056842865393264
6.0,8.4,70.0,-10.0,32.0,0.0,-3.0,6.9,-35.99154513655232,-3.683395848609507,-4.652605123963442,1,Done,naphthalene_A1=-10_A2=32_a=6.0_b=8.4_theta=70.0_cx=0.0_cy=-3.0_cz=6.9.log,-0.5488164809648879,-0.16477910592220724,-0.06923631578683853,-2.0916803380532656,-0.02048694647965021,-0.02048694647965021,-2.0916803380532656
5.9,8.4,68.5,-8.0,32.0,0.0,-3.0,7.0,-35.959852115949616,-3.760551340703387,-4.611496943805832,2,Done,naphthalene_A1=-8_A2=32_a=5.9_b=8.4_theta=68.5_cx=0.0_cy=-3.0_cz=7.0.log,-0.5141490634414367,-0.16999434150056913,-0.06515687331557274,-2.104583198641194,-0.0189570770598948,-0.0189570770598948,-2.104583198641194
5.8,8.1,69.5,-9.0,32.0,0.0,-2.8,7.1,-34.021845212206244,-4.46346921735676,-3.79403401928721,2,Done,naphthalene_A1=-9_A2=32_a=5.8_b=8.1_theta=69.5_cx=0.0_cy=-2.8_cz=7.1.log,-0.544528077589348,-0.1788754904991947,-0.0767099600052461,-2.0552119668282103,-0.024423944210866463,-0.024423944210866463,-2.0552119668282103
6.0,8.5,67.0,-6.0,32.0,0.0,-3.0,7.0,-35.31886571133509,-3.581811392214149,-4.557056686229771,1,Done,naphthalene_A1=-6_A2=32_a=6.0_b=8.5_theta=67.0_cx=0.0_cy=-3.0_cz=7.0.log,-0.5073204996879213,-0.16190009005367756,-0.0595965072279796,-2.0991684148320933,-0.018177082180045545,-0.018177082180045545,-2.0991684148320933
5.8,8.4,70.5,-11.0,32.0,0.0,-3.2,7.0,-35.919805682846345,-3.886916794464923,-4.631787479680497,2,Done,naphthalene_A1=-11_A2=32_a=5.8_b=8.4_theta=70.5_cx=0.0_cy=-3.2_cz=7.0.log,-0.4680873194010928,-0.1691980313626118,-0.06303714460227637,-2.0387034337036307,-0.015840862412005663,-0.015840862412005663,-2.0387034337036307
6.0,8.2,68.5,-8.0,32.0,0.0,-2.8,7.0,-35.830931441858404,-3.6302005709148943,-4.62240244008717,2,Done,naphthalene_A1=-8_A2=32_a=6.0_b=8.2_theta=68.5_cx=0.0_cy=-2.8_cz=7.0.log,-0.57601401937427,-0.16518698743311688,-0.07217871025204659,-2.0882258954807185,-0.025314380909549072,-0.025314380909549072,-2.0882258954807185
5.8,8.1,70.0,-9.0,32.0,0.0,-2.8,7.1,-33.84279652877012,-4.511319364915835,-3.72787940496346,2,Done,naphthalene_A1=-9_A2=32_a=5.8_b=8.1_theta=70.0_cx=0.0_cy=-2.8_cz=7.1.log,-0.5365116373868659,-0.181061735318508,-0.07796686247456819,-2.0555075240554292,-0.023882403125753626,-0.023882403125753626,-2.0555075240554292
6.0,8.4,70.5,-10.0,32.0,0.0,-3.0,6.9,-36.003324754186906,-3.6896263954113238,-4.6513199834153065,1,Done,naphthalene_A1=-10_A2=32_a=6.0_b=8.4_theta=70.5_cx=0.0_cy=-3.0_cz=6.9.log,-0.5402622646652162,-0.16709399037063122,-0.07052145630586892,-2.095793038548436,-0.0199661132064648,-0.0199661132064648,-2.095793038548436
5.8,8.1,71.5,-12.0,32.0,0.0,-3.0,7.1,-35.531488689244725,-3.883645584748592,-4.575145917013288,1,Done,naphthalene_A1=-12_A2=32_a=5.8_b=8.1_theta=71.5_cx=0.0_cy=-3.0_cz=7.1.log,-0.496292638941668,-0.16732867894461378,-0.07229354453738779,-1.9767907870991617,-0.021155244612600654,-0.021155244612600654,-1.9767907870991617
5.9,8.2,72.0,-12.0,32.0,0.0,-3.1,7.0,-36.100724346237264,-3.8408958385698497,-4.7074633031443245,2,Done,naphthalene_A1=-12_A2=32_a=5.9_b=8.2_theta=72.0_cx=0.0_cy=-3.1_cz=7.0.log,-0.4863158574444242,-0.16443962295306844,-0.06908320338698104,-2.0183332042070106,-0.019017318030819297,-0.019017318030819297,-2.0183332042070106
6.0,8.3,68.5,-8.0,32.0,0.0,-2.9,7.0,-35.84517089859583,-3.6302005709148943,-4.643819983873981,2,Done,naphthalene_A1=-8_A2=32_a=6.0_b=8.3_theta=68.5_cx=0.0_cy=-2.9_cz=7.0.log,-0.5443900253740139,-0.1622201200807467,-0.06766565836733207,-2.0930313670833134,-0.02220318632316776,-0.02220318632316776,-2.0930313670833134
5.8,8.1,70.5,-9.0,32.0,0.0,-2.8,7.1,-33.567830432148185,-4.554126842034748,-3.6402965792804025,2,Done,naphthalene_A1=-9_A2=32_a=5.8_b=8.1_theta=70.5_cx=0.0_cy=-2.8_cz=7.1.log,-0.528666507336311,-0.18316389387473464,-0.07926392566878349,-2.0557020521955565,-0.023348392103798687,-0.023348392103798687,-2.0557020521955565
6.0,8.4,71.0,-10.0,32.0,0.0,-3.0,6.9,-35.98577455384657,-3.6867787550436337,-4.647227990673857,1,Done,naphthalene_A1=-10_A2=32_a=6.0_b=8.4_theta=71.0_cx=0.0_cy=-3.0_cz=6.9.log,-0.5319050864200108,-0.16933859355049208,-0.0718461298965849,-2.09982981038047,-0.019451554951956496,-0.019451554951956496,-2.09982981038047
5.8,8.4,71.0,-11.0,32.0,0.0,-3.2,7.0,-35.88002907880582,-3.838405251328368,-4.642566218913999,1,Done,naphthalene_A1=-11_A2=32_a=5.8_b=8.4_theta=71.0_cx=0.0_cy=-3.2_cz=7.0.log,-0.460387144179549,-0.1712870120536536,-0.06412022683070973,-2.044972258707276,-0.015368974884040654,-0.015368974884040654,-2.044972258707276
5.8,8.1,72.0,-12.0,32.0,0.0,-3.0,7.1,-35.56923467165325,-3.8251114519662224,-4.6122455633303625,2,Done,naphthalene_A1=-12_A2=32_a=5.8_b=8.1_theta=72.0_cx=0.0_cy=-3.0_cz=7.1.log,-0.4884556665201672,-0.16945844801375642,-0.07338227442232892,-1.9812272828421555,-0.020631901279557496,-0.020631901279557496,-1.9812272828421555
6.0,8.4,68.5,-8.0,32.0,0.0,-3.0,7.0,-35.69996633986011,-3.6302005709148943,-4.628036852431251,2,Done,naphthalene_A1=-8_A2=32_a=6.0_b=8.4_theta=68.5_cx=0.0_cy=-3.0_cz=7.0.log,-0.5141490634414367,-0.15925639041233808,-0.06332705420209095,-2.094110056728823,-0.01937813631957397,-0.01937813631957397,-2.094110056728823
5.9,8.1,69.5,-9.0,32.0,0.0,-2.8,7.1,-34.04938788106664,-4.551574758836068,-3.7780588696477935,2,Done,naphthalene_A1=-9_A2=32_a=5.9_b=8.1_theta=69.5_cx=0.0_cy=-2.8_cz=7.1.log,-0.544528077589348,-0.16758909571217373,-0.07447916193632409,-2.0403537850943394,-0.02484876848757267,-0.02484876848757267,-2.0403537850943394
5.8,8.1,70.5,-10.0,32.0,0.0,-2.8,7.0,-34.30707737238845,-4.537569990643534,-3.7856611532624815,1,Done,naphthalene_A1=-10_A2=32_a=5.8_b=8.1_theta=70.5_cx=0.0_cy=-2.8_cz=7.0.log,-0.5739695918746293,-0.1879812881234102,-0.08212223369628191,-2.0749396262690425,-0.0253470113966614,-0.0253470113966614,-2.0749396262690425
5.8,8.4,71.5,-11.0,32.0,0.0,-3.2,7.0,-35.78834986838047,-3.771677720535081,-4.649748698400799,1,Done,naphthalene_A1=-11_A2=32_a=5.8_b=8.4_theta=71.5_cx=0.0_cy=-3.2_cz=7.0.log,-0.4528269037255086,-0.1732868864783086,-0.06524346978403628,-2.050920425943332,-0.014900852489518003,-0.014900852489518003,-2.050920425943332
5.8,8.1,72.5,-12.0,32.0,0.0,-3.0,7.0,-35.829224615124986,-3.747356687905267,-4.64462131424807,2,Done,naphthalene_A1=-12_A2=32_a=5.8_b=8.1_theta=72.5_cx=0.0_cy=-3.0_cz=7.0.log,-0.5077735619270243,-0.18021585186943406,-0.07705697300843893,-2.035579689021688,-0.02090361315640621,-0.02090361315640621,-2.035579689021688
5.8,8.1,72.0,-13.0,32.0,0.0,-3.0,7.1,-35.54956599755678,-3.91887023113668,-4.5859528942382894,2,Done,naphthalene_A1=-13_A2=32_a=5.8_b=8.1_theta=72.0_cx=0.0_cy=-3.0_cz=7.1.log,-0.5019257961539552,-0.16519828262971714,-0.07355860469397157,-1.9500977667339607,-0.021564381109783426,-0.021564381109783426,-1.9500977667339607
5.9,8.2,72.5,-13.0,32.0,0.0,-3.1,7.1,-35.77831221814267,-3.869995359738823,-4.712997941300274,2,Done,naphthalene_A1=-13_A2=32_a=5.9_b=8.2_theta=72.5_cx=0.0_cy=-3.1_cz=7.1.log,-0.4658671891083941,-0.15482428728137165,-0.06799447356024757,-1.9335666433034933,-0.0186728150874842,-0.0186728150874842,-1.9335666433034933
5.9,8.1,70.0,-9.0,32.0,0.0,-2.8,7.1,-34.01665068406146,-4.588718958257232,-3.7541896442417055,1,Done,naphthalene_A1=-9_A2=32_a=5.9_b=8.1_theta=70.0_cx=0.0_cy=-2.8_cz=7.1.log,-0.5365116373868659,-0.1698104810784571,-0.07573857443640009,-2.0402740912977606,-0.024309109896421432,-0.024309109896421432,-2.0402740912977606
