a,b,theta,A1,A2,cx,cy,cz,E,E_p,E_t,machine_type,status,file_name,E_i0,E_ip1,E_ip2,E_it1,E_it2,E_it3,E_it4
5.8,8.3,67.0,-5.0,30.0,0.0,-3.0,7.265825440709396,-34.77543452091049,-3.659099288925063,-4.528666251339018,1,Done,naphthalene_A1=-5_A2=30_a=5.8_b=8.3_theta=67.0_cx=0.0_cy=-3.0_cz=7.27.log,-0.4639225354767405,-0.16566891502588987,-0.06650225480552763,-1.9691031621186998,-0.01849271965329536,-0.01849271965329536,-1.9691031621186998
5.6,8.6,64.5,-10.0,30.0,0.0,-3.6,7.231189686234857,-34.201354488148354,-4.047543666674756,-4.292202285520034,2,Done,naphthalene_A1=-10_A2=30_a=5.6_b=8.6_theta=64.5_cx=0.0_cy=-3.6_cz=7.23.log,-0.42072600225219503,-0.13557792810024696,-0.046901979949325316,-1.919659766717814,-0.013101781310979277,-0.013101781310979277,-1.919659766717814
5.8,8.3,67.0,-5.0,30.0,0.0,-3.0,7.265825440709396,-34.77543452091049,-3.659099288925063,-4.528666251339018,1,Done,naphthalene_A1=-5_A2=30_a=5.8_b=8.3_theta=67.0_cx=0.0_cy=-3.0_cz=7.27.log,-0.4639225354767405,-0.16566891502588987,-0.06650225480552763,-1.9691031621187,-0.01849271965329536,-0.01849271965329536,-1.9691031621187
5.6,8.6,64.5,-10.0,30.0,0.0,-3.6,7.231189686234857,-34.201354488148354,-4.047543666674756,-4.292202285520034,1,Done,naphthalene_A1=-10_A2=30_a=5.6_b=8.6_theta=64.5_cx=0.0_cy=-3.6_cz=7.23.log,-0.42072600225219503,-0.13557792810024696,-0.046901979949325316,-1.919659766717814,-0.013101781310979277,-0.013101781310979277,-1.919659766717814
5.8,8.3,67.0,-5.0,30.0,0.0,-3.0,7.265825440709396,-34.77543452091049,-3.659099288925063,-4.528666251339018,2,Done,naphthalene_A1=-5_A2=30_a=5.8_b=8.3_theta=67.0_cx=0.0_cy=-3.0_cz=7.27.log,-0.4639225354767405,-0.16566891502588987,-0.06650225480552763,-1.9691031621186998,-0.01849271965329536,-0.01849271965329536,-1.9691031621186998
5.8,8.5,64.5,0.0,30.0,0.0,-3.2,7.269925160155501,-33.478751622489646,-3.563006800133735,-4.351155595009914,2,Done,naphthalene_A1=0_A2=30_a=5.8_b=8.5_theta=64.5_cx=0.0_cy=-3.2_cz=7.27.log,-0.3794163913698867,-0.16999057645443827,-0.05156751675531268,-1.9248059762467165,-0.011735692009096963,-0.011735692009096963,-1.9248059762467165
5.8,8.3,67.5,-5.0,30.0,0.0,-3.0,7.265216351307482,-34.67354948783759,-3.57280348619679,-4.550051164580509,1,Done,naphthalene_A1=-5_A2=30_a=5.8_b=8.3_theta=67.5_cx=0.0_cy=-3.0_cz=7.27.log,-0.4575275811948814,-0.16765686683356762,-0.06772966432617977,-1.967394452396548,-0.018082955706631758,-0.018082955706631758,-1.967394452396548
5.8,8.3,67.5,-5.0,30.0,0.0,-3.0,7.265216351307482,-34.67354948783759,-3.57280348619679,-4.550051164580509,1,Done,naphthalene_A1=-5_A2=30_a=5.8_b=8.3_theta=67.5_cx=0.0_cy=-3.0_cz=7.27.log,-0.4575275811948814,-0.16765686683356762,-0.06772966432617977,-1.967394452396548,-0.018082955706631758,-0.018082955706631758,-1.967394452396548
5.8,8.3,67.5,-5.0,30.0,0.0,-3.0,7.265216351307482,-34.67354948783759,-3.57280348619679,-4.550051164580509,2,Done,naphthalene_A1=-5_A2=30_a=5.8_b=8.3_theta=67.5_cx=0.0_cy=-3.0_cz=7.27.log,-0.4575275811948814,-0.16765686683356762,-0.06772966432617977,-1.967394452396548,-0.018082955706631758,-0.018082955706631758,-1.967394452396548
5.8,8.3,67.5,-5.0,30.0,0.0,-3.0,7.265216351307482,-34.67354948783759,-3.57280348619679,-4.550051164580509,2,Done,naphthalene_A1=-5_A2=30_a=5.8_b=8.3_theta=67.5_cx=0.0_cy=-3.0_cz=7.27.log,-0.4575275811948814,-0.16765686683356762,-0.06772966432617977,-1.967394452396548,-0.018082955706631758,-0.018082955706631758,-1.967394452396548
5.8,8.3,67.5,-5.0,30.0,0.0,-3.0,7.265216351307482,-34.67354948783759,-3.57280348619679,-4.550051164580509,1,Done,naphthalene_A1=-5_A2=30_a=5.8_b=8.3_theta=67.5_cx=0.0_cy=-3.0_cz=7.27.log,-0.4575275811948814,-0.16765686683356762,-0.06772966432617977,-1.967394452396548,-0.018082955706631758,-0.018082955706631758,-1.967394452396548
5.8,8.6,63.5,0.0,30.0,0.0,-3.3,7.2699251601555,-33.53239996207412,-3.6977783778565936,-4.309999724122463,2,Done,naphthalene_A1=0_A2=30_a=5.8_b=8.6_theta=63.5_cx=0.0_cy=-3.3_cz=7.27.log,-0.3689809000934474,-0.16283256985479966,-0.04557354125427082,-1.924988581595244,-0.010528990271268412,-0.010528990271268412,-1.924988581595244
5.8,8.4,66.5,-5.0,30.0,0.0,-3.1,7.228306542717434,-34.94081854703836,-3.7226516191149135,-4.5164574167865785,1,Done,naphthalene_A1=-5_A2=30_a=5.8_b=8.4_theta=66.5_cx=0.0_cy=-3.1_cz=7.23.log,-0.4531218334450386,-0.1634236843092367,-0.06188566371565685,-2.0015341339458246,-0.01667168573476374,-0.01667168573476374,-2.0015341339458246
5.6,8.6,65.0,-10.0,30.0,0.0,-3.6,7.22005900682956,-34.40434267790988,-4.055698786571156,-4.329941364470868,1,Done,naphthalene_A1=-10_A2=30_a=5.6_b=8.6_theta=65.0_cx=0.0_cy=-3.6_cz=7.22.log,-0.4163899080012925,-0.1386477070627734,-0.047443521092645824,-1.9292845150921487,-0.012769828550517559,-0.012769828550517559,-1.9292845150921487
5.8,8.4,66.5,-5.0,30.0,0.0,-3.1,7.228306542717434,-34.94081854703836,-3.7226516191149135,-4.5164574167865785,2,Done,naphthalene_A1=-5_A2=30_a=5.8_b=8.4_theta=66.5_cx=0.0_cy=-3.1_cz=7.23.log,-0.4531218334450386,-0.1634236843092367,-0.06188566371565685,-2.0015341339458246,-0.01667168573476374,-0.01667168573476374,-2.0015341339458246
5.8,8.4,66.5,-5.0,30.0,0.0,-3.1,7.228306542717434,-34.94081854703836,-3.7226516191149135,-4.5164574167865785,2,Done,naphthalene_A1=-5_A2=30_a=5.8_b=8.4_theta=66.5_cx=0.0_cy=-3.1_cz=7.23.log,-0.4531218334450386,-0.1634236843092367,-0.06188566371565685,-2.0015341339458246,-0.01667168573476374,-0.01667168573476374,-2.0015341339458246
5.8,8.4,66.5,-5.0,30.0,0.0,-3.1,7.2283065427174344,-34.94081854703836,-3.7226516191149135,-4.5164574167865785,1,Done,naphthalene_A1=-5_A2=30_a=5.8_b=8.4_theta=66.5_cx=0.0_cy=-3.1_cz=7.23.log,-0.4531218334450386,-0.1634236843092367,-0.06188566371565685,-2.0015341339458246,-0.01667168573476374,-0.01667168573476374,-2.0015341339458246
5.8,8.6,64.0,0.0,30.0,0.0,-3.3,7.2699251601555,-33.458435358363204,-3.641603055119049,-4.323517544544302,2,Done,naphthalene_A1=0_A2=30_a=5.8_b=8.6_theta=64.0_cx=0.0_cy=-3.3_cz=7.27.log,-0.3635974918142893,-0.16441640513949096,-0.04675765259889887,-1.9227107203332707,-0.010193272377364336,-0.010193272377364336,-1.9227107203332707
5.8,8.4,67.0,-5.0,30.0,0.0,-3.1,7.227766507448402,-34.856709616607986,-3.659099288925063,-4.531060201959917,1,Done,naphthalene_A1=-5_A2=30_a=5.8_b=8.4_theta=67.0_cx=0.0_cy=-3.1_cz=7.23.log,-0.4466415376518853,-0.16542983381077647,-0.06306224496802315,-1.9997300427348816,-0.01627070677932352,-0.01627070677932352,-1.9997300427348816
5.6,8.6,65.5,-10.0,30.0,0.0,-3.6,7.208397325909189,-34.442238006624386,-4.055698786571156,-4.329941364470868,2,Done,naphthalene_A1=-10_A2=30_a=5.6_b=8.6_theta=65.5_cx=0.0_cy=-3.6_cz=7.21.log,-0.4121667658328079,-0.14173442870378494,-0.04803965555038303,-1.9393591881671453,-0.012439130689017476,-0.012439130689017476,-1.9393591881671453
5.8,8.6,64.5,0.0,30.0,0.0,-3.3,7.269925160155501,-33.323686371441,-3.563006800133735,-4.333028713677777,2,Done,naphthalene_A1=0_A2=30_a=5.8_b=8.6_theta=64.5_cx=0.0_cy=-3.3_cz=7.27.log,-0.3583232702803798,-0.16591929155401886,-0.04797564953332767,-1.9204177987121511,-0.009862574719591066,-0.009862574719591066,-1.9204177987121511
5.8,8.4,67.5,-5.0,30.0,0.0,-3.1,7.227092887311647,-34.711920469533666,-3.57280348619679,-4.5417347746552,2,Done,naphthalene_A1=-5_A2=30_a=5.8_b=8.4_theta=67.5_cx=0.0_cy=-3.1_cz=7.23.log,-0.44029427401255816,-0.16737072222167626,-0.06427647679811344,-1.9979968601255682,-0.015876002988079563,-0.015876002988079563,-1.9979968601255682
5.8,8.4,67.5,-5.0,30.0,0.0,-3.1,7.227092887311647,-34.711920469533666,-3.57280348619679,-4.5417347746552,1,Done,naphthalene_A1=-5_A2=30_a=5.8_b=8.4_theta=67.5_cx=0.0_cy=-3.1_cz=7.23.log,-0.44029427401255816,-0.16737072222167626,-0.06427647679811344,-1.997996860125568,-0.015876002988079563,-0.015876002988079563,-1.997996860125568
5.8,8.4,67.5,-5.0,30.0,0.0,-3.1,7.227092887311647,-34.711920469533666,-3.57280348619679,-4.5417347746552,1,Done,naphthalene_A1=-5_A2=30_a=5.8_b=8.4_theta=67.5_cx=0.0_cy=-3.1_cz=7.23.log,-0.44029427401255816,-0.16737072222167626,-0.06427647679811344,-1.9979968601255682,-0.015876002988079563,-0.015876002988079563,-1.9979968601255682
5.8,8.4,67.5,-5.0,30.0,0.0,-3.1,7.227092887311647,-34.711920469533666,-3.57280348619679,-4.5417347746552,1,Done,naphthalene_A1=-5_A2=30_a=5.8_b=8.4_theta=67.5_cx=0.0_cy=-3.1_cz=7.23.log,-0.44029427401255816,-0.16737072222167626,-0.06427647679811344,-1.997996860125568,-0.015876002988079563,-0.015876002988079563,-1.997996860125568
5.8,8.4,67.5,-5.0,30.0,0.0,-3.1,7.227092887311647,-34.711920469533666,-3.57280348619679,-4.5417347746552,2,Done,naphthalene_A1=-5_A2=30_a=5.8_b=8.4_theta=67.5_cx=0.0_cy=-3.1_cz=7.23.log,-0.44029427401255816,-0.16737072222167626,-0.06427647679811344,-1.9979968601255682,-0.015876002988079563,-0.015876002988079563,-1.9979968601255682
5.9,8.4,63.5,0.0,30.0,0.0,-3.1,7.2699251601555,-33.555107039283016,-3.6541607851395375,-4.325016038434113,2,Done,naphthalene_A1=0_A2=30_a=5.9_b=8.4_theta=63.5_cx=0.0_cy=-3.1_cz=7.27.log,-0.4133540147449821,-0.16058482910739258,-0.051292039919644594,-1.9091157162038144,-0.014949170727049932,-0.014949170727049932,-1.9091157162038144
5.9,8.2,66.5,-5.0,30.0,0.0,-2.9,7.273215319686298,-34.73964135092683,-3.69526206277078,-4.5129615585901774,2,Done,naphthalene_A1=-5_A2=30_a=5.9_b=8.2_theta=66.5_cx=0.0_cy=-2.9_cz=7.27.log,-0.4961865896475501,-0.15594376513035968,-0.06743787217419595,-1.94256325418246,-0.02197038009762764,-0.02197038009762764,-1.94256325418246
5.9,8.2,66.5,-5.0,30.0,0.0,-2.9,7.273215319686298,-34.73964135092683,-3.6952620627707797,-4.5129615585901774,1,Done,naphthalene_A1=-5_A2=30_a=5.9_b=8.2_theta=66.5_cx=0.0_cy=-2.9_cz=7.27.log,-0.4961865896475501,-0.15594376513035968,-0.06743787217419595,-1.94256325418246,-0.02197038009762764,-0.02197038009762764,-1.94256325418246
5.9,8.2,66.5,-5.0,30.0,0.0,-2.9,7.273215319686298,-34.73964135092683,-3.69526206277078,-4.5129615585901774,1,Done,naphthalene_A1=-5_A2=30_a=5.9_b=8.2_theta=66.5_cx=0.0_cy=-2.9_cz=7.27.log,-0.4961865896475501,-0.15594376513035968,-0.06743787217419595,-1.94256325418246,-0.02197038009762764,-0.02197038009762764,-1.94256325418246
5.9,8.2,66.5,-5.0,30.0,0.0,-2.9,7.273215319686298,-34.73964135092683,-3.6952620627707797,-4.5129615585901774,1,Done,naphthalene_A1=-5_A2=30_a=5.9_b=8.2_theta=66.5_cx=0.0_cy=-2.9_cz=7.27.log,-0.4961865896475501,-0.15594376513035968,-0.06743787217419595,-1.94256325418246,-0.02197038009762764,-0.02197038009762764,-1.94256325418246
5.9,8.2,66.5,-5.0,30.0,0.0,-2.9,7.273215319686298,-34.73964135092683,-3.69526206277078,-4.5129615585901774,2,Done,naphthalene_A1=-5_A2=30_a=5.9_b=8.2_theta=66.5_cx=0.0_cy=-2.9_cz=7.27.log,-0.4961865896475501,-0.15594376513035968,-0.06743787217419595,-1.94256325418246,-0.02197038009762764,-0.02197038009762764,-1.94256325418246
5.9,8.4,64.0,0.0,30.0,0.0,-3.1,7.2699251601555,-33.62258569942787,-3.6390120662981653,-4.353179942234419,2,Done,naphthalene_A1=0_A2=30_a=5.9_b=8.4_theta=64.0_cx=0.0_cy=-3.1_cz=7.27.log,-0.407590335351415,-0.16237135004485026,-0.05255710007622838,-1.907124626915902,-0.014576429821318015,-0.014576429821318015,-1.907124626915902
5.9,8.2,67.0,-5.0,30.0,0.0,-2.9,7.272993958724692,968831.1475329556,-3.6743779023527168,-4.541805055690928,2,Done,naphthalene_A1=-5_A2=30_a=5.9_b=8.2_theta=67.0_cx=0.0_cy=-2.9_cz=7.27.log,-0.4894433672307059,-0.15805094374809414,-0.06865837913937868,-1.9407271599047813,242216.4646807507,242216.4646807507,-1.9407271599047813
5.9,8.2,67.0,-5.0,30.0,0.0,-2.9,7.272993958724692,-34.79731955972965,-3.6743779023527168,-4.541805055690928,1,Done,naphthalene_A1=-5_A2=30_a=5.9_b=8.2_theta=67.0_cx=0.0_cy=-2.9_cz=7.27.log,-0.4894433672307059,-0.15805094374809414,-0.06865837913937868,-1.9407271599047813,-0.021532378101255745,-0.021532378101255745,-1.9407271599047813
5.9,8.2,67.0,-5.0,30.0,0.0,-2.9,7.272993958724692,-34.79731955972965,-3.6743779023527168,-4.5418050556909275,1,Done,naphthalene_A1=-5_A2=30_a=5.9_b=8.2_theta=67.0_cx=0.0_cy=-2.9_cz=7.27.log,-0.4894433672307059,-0.15805094374809414,-0.06865837913937868,-1.9407271599047813,-0.021532378101255745,-0.021532378101255745,-1.9407271599047813
5.9,8.2,67.0,-5.0,30.0,0.0,-2.9,7.272993958724692,-34.79731955972965,-3.6743779023527168,-4.541805055690928,1,Done,naphthalene_A1=-5_A2=30_a=5.9_b=8.2_theta=67.0_cx=0.0_cy=-2.9_cz=7.27.log,-0.4894433672307059,-0.15805094374809414,-0.06865837913937868,-1.9407271599047813,-0.021532378101255745,-0.021532378101255745,-1.9407271599047813
5.9,8.2,67.0,-5.0,30.0,0.0,-2.9,7.272993958724692,-34.79731955972965,-3.6743779023527168,-4.5418050556909275,2,Done,naphthalene_A1=-5_A2=30_a=5.9_b=8.2_theta=67.0_cx=0.0_cy=-2.9_cz=7.27.log,-0.4894433672307059,-0.15805094374809414,-0.06865837913937868,-1.9407271599047813,-0.021532378101255745,-0.021532378101255745,-1.9407271599047813
5.9,8.2,67.5,-5.0,30.0,0.0,-2.9,7.272638660750996,-34.8062352220295,-3.637459606514312,-4.566314968833467,2,Done,naphthalene_A1=-5_A2=30_a=5.9_b=8.2_theta=67.5_cx=0.0_cy=-2.9_cz=7.27.log,-0.4828576497966424,-0.16011294157942754,-0.06991465418832378,-1.9389713869022671,-0.02110002373228781,-0.02110002373228781,-1.9389713869022671
5.9,8.4,64.5,0.0,30.0,0.0,-3.1,7.269925160155501,-33.64107590995263,-3.6082483885111287,-4.376879112503957,2,Done,naphthalene_A1=0_A2=30_a=5.9_b=8.4_theta=64.5_cx=0.0_cy=-3.1_cz=7.27.log,-0.4019364702980965,-0.16408005979610607,-0.05385416327044368,-1.9051203600538429,-0.014209963992470875,-0.014209963992470875,-1.9051203600538429
5.6,8.7,64.5,-10.0,30.0,0.0,-3.7,7.224892150311296,-34.14804123842623,-4.047543666674756,-4.307035366917262,1,Done,naphthalene_A1=-10_A2=30_a=5.6_b=8.7_theta=64.5_cx=0.0_cy=-3.7_cz=7.22.log,-0.3997226149658673,-0.1332203730707988,-0.04348330543143675,-1.9066508569230791,-0.011339105694787577,-0.011339105694787577,-1.9066508569230791
5.9,8.3,66.5,-5.0,30.0,0.0,-3.0,7.236545455755201,-34.946510062902234,-3.6952620627707797,-4.546936832484789,2,Done,naphthalene_A1=-5_A2=30_a=5.9_b=8.3_theta=66.5_cx=0.0_cy=-3.0_cz=7.24.log,-0.4779793870984577,-0.1558960743714124,-0.0640254727913998,-1.9735936236684208,-0.01951556105632335,-0.01951556105632335,-1.9735936236684208
5.9,8.3,66.5,-5.0,30.0,0.0,-3.0,7.236545455755201,-34.946510062902234,-3.69526206277078,-4.546936832484789,2,Done,naphthalene_A1=-5_A2=30_a=5.9_b=8.3_theta=66.5_cx=0.0_cy=-3.0_cz=7.24.log,-0.4779793870984577,-0.1558960743714124,-0.0640254727913998,-1.9735936236684208,-0.01951556105632335,-0.01951556105632335,-1.9735936236684208
5.9,8.3,66.5,-5.0,30.0,0.0,-3.0,7.236545455755201,-34.946510062902234,-3.6952620627707797,-4.546936832484789,1,Done,naphthalene_A1=-5_A2=30_a=5.9_b=8.3_theta=66.5_cx=0.0_cy=-3.0_cz=7.24.log,-0.4779793870984577,-0.1558960743714124,-0.0640254727913998,-1.9735936236684208,-0.01951556105632335,-0.01951556105632335,-1.9735936236684208
5.9,8.3,66.5,-5.0,30.0,0.0,-3.0,7.236545455755201,-34.946510062902234,-3.69526206277078,-4.546936832484789,1,Done,naphthalene_A1=-5_A2=30_a=5.9_b=8.3_theta=66.5_cx=0.0_cy=-3.0_cz=7.24.log,-0.4779793870984577,-0.1558960743714124,-0.0640254727913998,-1.9735936236684208,-0.01951556105632335,-0.01951556105632335,-1.9735936236684208
5.9,8.5,63.5,0.0,30.0,0.0,-3.2,7.2699251601555,-33.56123404600657,-3.6541607851395375,-4.346390911581693,2,Done,naphthalene_A1=0_A2=30_a=5.9_b=8.5_theta=63.5_cx=0.0_cy=-3.2_cz=7.27.log,-0.39050386555027217,-0.15706073283217847,-0.047761668625753366,-1.9063465145009104,-0.012827559345168993,-0.012827559345168993,-1.9063465145009104
5.9,8.3,66.5,-5.0,30.0,0.0,-3.0,7.236545455755201,-34.946510062902234,-3.6952620627707797,-4.546936832484789,1,Done,naphthalene_A1=-5_A2=30_a=5.9_b=8.3_theta=66.5_cx=0.0_cy=-3.0_cz=7.24.log,-0.4779793870984577,-0.1558960743714124,-0.0640254727913998,-1.9735936236684208,-0.01951556105632335,-0.01951556105632335,-1.9735936236684208
5.9,8.3,67.5,-5.0,30.0,0.0,-3.0,7.235849853750737,-34.921751028159626,-3.637459606514312,-4.577464566449635,2,Done,naphthalene_A1=-5_A2=30_a=5.9_b=8.3_theta=67.5_cx=0.0_cy=-3.0_cz=7.24.log,-0.4648023046320304,-0.1599981072358787,-0.06647652690298855,-1.9699277103063648,-0.01867720764130354,-0.01867720764130354,-1.9699277103063648
