a,b,theta,A1,A2,E,E_p,E_t,machine_type,status,file_name,cx,cy,cz
5.8,9.3,64.0,0.0,38.0,-22.96347870118916,-3.641542814206332,-3.920098268194124,1,Done,naphthalene_A1=0_A2=38_a=5.8_b=9.3_theta=64.0_cx=0_cy=0_cz=0.log,,,
5.8,9.4,64.0,0.0,39.0,-22.463104736874808,-3.641510183573701,-3.7950210924318526,2,Done,naphthalene_A1=0_A2=39_a=5.8_b=9.4_theta=64.0_cx=0_cy=0_cz=0.log,,,
5.8,9.0,64.5,0.0,36.0,-23.862687980756164,-3.563061393448152,-4.184141298464964,2,Done,naphthalene_A1=0_A2=36_a=5.8_b=9.0_theta=64.5_cx=0_cy=0_cz=0.log,,,
5.8,9.1,64.5,0.0,37.0,-23.494327060645453,-3.5630124476738274,-4.092075541324448,2,Done,naphthalene_A1=0_A2=37_a=5.8_b=9.1_theta=64.5_cx=0_cy=0_cz=0.log,,,
5.8,9.3,64.5,0.0,38.0,-22.86746841610875,-3.5629641293780883,-3.9353850393381435,1,Done,naphthalene_A1=0_A2=38_a=5.8_b=9.3_theta=64.5_cx=0_cy=0_cz=0.log,,,
5.8,9.4,64.5,0.0,39.0,-22.385184310376644,-3.5629289888311177,-3.8148315831786017,2,Done,naphthalene_A1=0_A2=39_a=5.8_b=9.4_theta=64.5_cx=0_cy=0_cz=0.log,,,
5.8,9.1,63.5,0.0,36.0,-23.8326879828237,-3.6977551599266008,-4.1092944157426246,2,Done,naphthalene_A1=0_A2=36_a=5.8_b=9.1_theta=63.5_cx=0_cy=0_cz=0.log,,,
5.8,9.2,63.5,0.0,37.0,-23.451145587489012,-3.6977294320240617,-4.013921680860221,2,Done,naphthalene_A1=0_A2=37_a=5.8_b=9.2_theta=63.5_cx=0_cy=0_cz=0.log,,,
5.8,9.4,63.5,0.0,38.0,-22.8124106884934,-3.6977005664957687,-3.8542523888754654,1,Done,naphthalene_A1=0_A2=38_a=5.8_b=9.4_theta=63.5_cx=0_cy=0_cz=0.log,,,
5.8,9.5,63.5,0.0,39.0,-22.331415488617488,-3.697677348740399,-3.7340151977841742,2,Done,naphthalene_A1=0_A2=39_a=5.8_b=9.5_theta=63.5_cx=0_cy=0_cz=0.log,,,
5.8,9.1,64.0,0.0,36.0,-23.771178197464906,-3.641626272990834,-4.1219814128708085,2,Done,naphthalene_A1=0_A2=36_a=5.8_b=9.1_theta=64.0_cx=0_cy=0_cz=0.log,,,
5.8,9.2,64.0,0.0,37.0,-23.399803974083625,-3.641585484787356,-4.029158251127228,2,Done,naphthalene_A1=0_A2=37_a=5.8_b=9.2_theta=64.0_cx=0_cy=0_cz=0.log,,,
5.8,9.4,64.0,0.0,38.0,-22.74928694800473,-3.641542814206332,-3.8665503298980175,1,Done,naphthalene_A1=0_A2=38_a=5.8_b=9.4_theta=64.0_cx=0_cy=0_cz=0.log,,,
5.8,9.5,64.0,0.0,39.0,-22.28593858378008,-3.641510183573701,-3.7507295541581698,2,Done,naphthalene_A1=0_A2=39_a=5.8_b=9.5_theta=64.0_cx=0_cy=0_cz=0.log,,,
5.8,9.1,64.5,0.0,36.0,-23.65044150862377,-3.563061393448152,-4.131079680431867,2,Done,naphthalene_A1=0_A2=36_a=5.8_b=9.1_theta=64.5_cx=0_cy=0_cz=0.log,,,
5.8,9.2,64.5,0.0,37.0,-23.28931452333927,-3.5630124476738274,-4.040822406997903,2,Done,naphthalene_A1=0_A2=37_a=5.8_b=9.2_theta=64.5_cx=0_cy=0_cz=0.log,,,
5.8,9.4,64.5,0.0,38.0,-22.6282314832788,-3.5629641293780883,-3.8755758061306547,1,Done,naphthalene_A1=0_A2=38_a=5.8_b=9.4_theta=64.5_cx=0_cy=0_cz=0.log,,,
5.8,9.5,64.5,0.0,39.0,-22.182272676494907,-3.5629289888311177,-3.764103674708167,2,Done,naphthalene_A1=0_A2=39_a=5.8_b=9.5_theta=64.5_cx=0_cy=0_cz=0.log,,,
5.9,8.9,63.5,0.0,36.0,-24.142134498804808,-3.6540861114626746,-4.208490568969864,2,Done,naphthalene_A1=0_A2=36_a=5.9_b=8.9_theta=63.5_cx=0_cy=0_cz=0.log,,,
5.9,9.0,63.5,0.0,37.0,-23.769138789968572,-3.654090504103806,-4.115239445440238,2,Done,naphthalene_A1=0_A2=37_a=5.9_b=9.0_theta=63.5_cx=0_cy=0_cz=0.log,,,
5.9,9.3,63.5,0.0,39.0,-22.66491069784388,-3.6540798363857903,-3.8391877562680734,2,Done,naphthalene_A1=0_A2=39_a=5.9_b=9.3_theta=63.5_cx=0_cy=0_cz=0.log,,,
5.9,9.2,63.5,0.0,38.0,-23.19228014233521,-3.6540898765670136,-3.9710250973002985,1,Done,naphthalene_A1=0_A2=38_a=5.9_b=9.2_theta=63.5_cx=0_cy=0_cz=0.log,,,
5.9,8.9,64.0,0.0,36.0,-24.195608391310092,-3.6389417852624315,-4.229431205196306,2,Done,naphthalene_A1=0_A2=36_a=5.9_b=8.9_theta=64.0_cx=0_cy=0_cz=0.log,,,
5.9,9.0,64.0,0.0,37.0,-23.829762530745946,-3.6389267249032855,-4.137977270234842,2,Done,naphthalene_A1=0_A2=37_a=5.9_b=9.0_theta=64.0_cx=0_cy=0_cz=0.log,,,
5.9,9.3,64.0,0.0,39.0,-22.726465663872666,-3.6388922118931077,-3.8621703100216114,2,Done,naphthalene_A1=0_A2=39_a=5.9_b=9.3_theta=64.0_cx=0_cy=0_cz=0.log,,,
5.9,8.9,64.5,0.0,36.0,-24.202216071542352,-3.608199442795012,-4.246454296488082,2,Done,naphthalene_A1=0_A2=36_a=5.9_b=8.9_theta=64.5_cx=0_cy=0_cz=0.log,,,
5.9,9.0,64.5,0.0,37.0,-23.843814990133986,-3.6081630471744575,-4.156872223946266,2,Done,naphthalene_A1=0_A2=37_a=5.9_b=9.0_theta=64.5_cx=0_cy=0_cz=0.log,,,
5.9,9.2,64.0,0.0,38.0,-23.23611297062598,-3.638909154688009,-3.9895736653124914,1,Done,naphthalene_A1=0_A2=38_a=5.9_b=9.2_theta=64.0_cx=0_cy=0_cz=0.log,,,
5.9,9.3,64.5,0.0,39.0,-22.74288509087637,-3.6081009236513637,-3.8816708108934113,2,Done,naphthalene_A1=0_A2=39_a=5.9_b=9.3_theta=64.5_cx=0_cy=0_cz=0.log,,,
5.9,9.0,63.5,0.0,36.0,-24.018984406604428,-3.6540861114626746,-4.17770304591977,2,Done,naphthalene_A1=0_A2=36_a=5.9_b=9.0_theta=63.5_cx=0_cy=0_cz=0.log,,,
5.9,9.1,63.5,0.0,37.0,-23.644183978787627,-3.654090504103806,-4.084000742645003,2,Done,naphthalene_A1=0_A2=37_a=5.9_b=9.1_theta=63.5_cx=0_cy=0_cz=0.log,,,
5.9,9.2,64.5,0.0,38.0,-23.23488681646995,-3.608127906685695,-4.0046577507746415,1,Done,naphthalene_A1=0_A2=38_a=5.9_b=9.2_theta=64.5_cx=0_cy=0_cz=0.log,,,
5.9,9.4,63.5,0.0,39.0,-22.52290769503452,-3.6540798363857903,-3.803687005565735,2,Done,naphthalene_A1=0_A2=39_a=5.9_b=9.4_theta=63.5_cx=0_cy=0_cz=0.log,,,
5.9,9.0,64.0,0.0,36.0,-24.04036241734866,-3.6389417852624315,-4.190619711705948,2,Done,naphthalene_A1=0_A2=36_a=5.9_b=9.0_theta=64.0_cx=0_cy=0_cz=0.log,,,
5.9,9.1,64.5,0.0,37.0,-23.65956299391109,-3.6081630471744575,-4.110809224890545,2,Done,naphthalene_A1=0_A2=37_a=5.9_b=9.1_theta=64.5_cx=0_cy=0_cz=0.log,,,
5.9,9.3,63.5,0.0,38.0,-23.01477011339739,-3.6540898765670136,-3.9266475900658406,1,Done,naphthalene_A1=0_A2=38_a=5.9_b=9.3_theta=63.5_cx=0_cy=0_cz=0.log,,,
5.9,9.4,64.5,0.0,39.0,-22.549463918199763,-3.6081009236513637,-3.833315517724259,2,Done,naphthalene_A1=0_A2=39_a=5.9_b=9.4_theta=64.5_cx=0_cy=0_cz=0.log,,,
5.9,9.0,64.5,0.0,36.0,-24.0165233121952,-3.608199442795012,-4.200031106651295,2,Done,naphthalene_A1=0_A2=36_a=5.9_b=9.0_theta=64.5_cx=0_cy=0_cz=0.log,,,
5.9,9.2,63.5,0.0,37.0,-23.4450549754547,-3.654090504103806,-4.034218491811772,2,Done,naphthalene_A1=0_A2=37_a=5.9_b=9.2_theta=63.5_cx=0_cy=0_cz=0.log,,,
5.9,9.3,64.5,0.0,38.0,-23.00675681070425,-3.608127906685695,-3.947625249333214,1,Done,naphthalene_A1=0_A2=38_a=5.9_b=9.3_theta=64.5_cx=0_cy=0_cz=0.log,,,
5.9,9.5,63.5,0.0,39.0,-22.326720458455387,-3.6540798363857903,-3.754640196420951,2,Done,naphthalene_A1=0_A2=39_a=5.9_b=9.5_theta=63.5_cx=0_cy=0_cz=0.log,,,
5.9,9.1,63.5,0.0,36.0,-23.81316363660153,-3.6540861114626746,-4.126247853419045,2,Done,naphthalene_A1=0_A2=36_a=5.9_b=9.1_theta=63.5_cx=0_cy=0_cz=0.log,,,
5.9,9.2,64.0,0.0,37.0,-23.448999503161758,-3.6389267249032855,-4.042786513338797,2,Done,naphthalene_A1=0_A2=37_a=5.9_b=9.2_theta=64.0_cx=0_cy=0_cz=0.log,,,
5.9,9.4,63.5,0.0,38.0,-22.782034184550863,-3.6540898765670136,-3.8684636078542094,1,Done,naphthalene_A1=0_A2=38_a=5.9_b=9.4_theta=63.5_cx=0_cy=0_cz=0.log,,,
5.9,9.5,64.0,0.0,39.0,-22.338393399491906,-3.6388922118931077,-3.765152243926423,2,Done,naphthalene_A1=0_A2=39_a=5.9_b=9.5_theta=64.0_cx=0_cy=0_cz=0.log,,,
5.9,9.1,64.0,0.0,36.0,-23.80716464098077,-3.6389417852624315,-4.132320267613977,2,Done,naphthalene_A1=0_A2=36_a=5.9_b=9.1_theta=64.0_cx=0_cy=0_cz=0.log,,,
5.9,9.2,64.5,0.0,37.0,-23.40928439528216,-3.6081630471744575,-4.048239575233311,2,Done,naphthalene_A1=0_A2=37_a=5.9_b=9.2_theta=64.5_cx=0_cy=0_cz=0.log,,,
5.9,9.4,64.0,0.0,38.0,-22.77700657455717,-3.638909154688009,-3.874797066295287,1,Done,naphthalene_A1=0_A2=38_a=5.9_b=9.4_theta=64.0_cx=0_cy=0_cz=0.log,,,
5.9,9.5,64.5,0.0,39.0,-22.30710449605249,-3.6081009236513637,-3.77272566218744,2,Done,naphthalene_A1=0_A2=39_a=5.9_b=9.5_theta=64.5_cx=0_cy=0_cz=0.log,,,
5.9,9.1,64.5,0.0,36.0,-23.757544915191822,-3.608199442795012,-4.135286507400451,2,Done,naphthalene_A1=0_A2=36_a=5.9_b=9.1_theta=64.5_cx=0_cy=0_cz=0.log,,,
6.0,9.0,63.5,0.0,37.0,-23.63022690149955,-3.521582355024293,-4.146765547862742,2,Done,naphthalene_A1=0_A2=37_a=6.0_b=9.0_theta=63.5_cx=0_cy=0_cz=0.log,,,
5.9,9.4,64.5,0.0,38.0,-22.72933965967968,-3.608127906685695,-3.8782709615770727,1,Done,naphthalene_A1=0_A2=38_a=5.9_b=9.4_theta=64.5_cx=0_cy=0_cz=0.log,,,
6.0,9.3,63.5,0.0,39.0,-22.51900332793593,-3.521596787672024,-3.8689524381479714,2,Done,naphthalene_A1=0_A2=39_a=6.0_b=9.3_theta=63.5_cx=0_cy=0_cz=0.log,,,
6.0,8.9,63.5,0.0,36.0,-23.99394048273097,-3.5215478418977004,-4.237711199733893,2,Done,naphthalene_A1=0_A2=36_a=6.0_b=8.9_theta=63.5_cx=0_cy=0_cz=0.log,,,
6.0,9.0,64.0,0.0,37.0,-23.711773081100546,-3.5320492218015715,-4.161918659374351,2,Done,naphthalene_A1=0_A2=37_a=6.0_b=9.0_theta=64.0_cx=0_cy=0_cz=0.log,,,
6.0,9.2,63.5,0.0,38.0,-23.0192103740992,-3.5215999252395704,-3.994002630905016,1,Done,naphthalene_A1=0_A2=38_a=6.0_b=9.2_theta=63.5_cx=0_cy=0_cz=0.log,,,
6.0,9.3,64.0,0.0,39.0,-22.60423801105935,-3.5320492216851562,-3.88503489192226,2,Done,naphthalene_A1=0_A2=39_a=6.0_b=9.3_theta=64.0_cx=0_cy=0_cz=0.log,,,
6.0,8.9,64.0,0.0,36.0,-24.068128479644656,-3.532029141439125,-4.251017549191602,2,Done,naphthalene_A1=0_A2=36_a=6.0_b=8.9_theta=64.0_cx=0_cy=0_cz=0.log,,,
6.0,9.0,64.5,0.0,37.0,-23.759510276606306,-3.5323385038645934,-4.17370831721928,2,Done,naphthalene_A1=0_A2=37_a=6.0_b=9.0_theta=64.5_cx=0_cy=0_cz=0.log,,,
6.0,9.2,64.0,0.0,38.0,-23.08748722728341,-3.532057379372418,-4.005843117134647,1,Done,naphthalene_A1=0_A2=38_a=6.0_b=9.2_theta=64.0_cx=0_cy=0_cz=0.log,,,
6.0,9.3,64.5,0.0,39.0,-22.656808289000764,-3.5323253261740315,-3.8980394091631747,2,Done,naphthalene_A1=0_A2=39_a=6.0_b=9.3_theta=64.5_cx=0_cy=0_cz=0.log,,,
6.0,8.9,64.5,0.0,36.0,-24.108302925131284,-3.532334738818463,-4.2609083618735895,2,Done,naphthalene_A1=0_A2=36_a=6.0_b=8.9_theta=64.5_cx=0_cy=0_cz=0.log,,,
6.0,9.1,63.5,0.0,37.0,-23.451092876959592,-3.521582355024293,-4.101982041727752,2,Done,naphthalene_A1=0_A2=37_a=6.0_b=9.1_theta=63.5_cx=0_cy=0_cz=0.log,,,
6.0,9.4,63.5,0.0,39.0,-22.33124229602981,-3.5215967876720238,-3.822012180171441,2,Done,naphthalene_A1=0_A2=39_a=6.0_b=9.4_theta=63.5_cx=0_cy=0_cz=0.log,,,
6.0,9.2,64.5,0.0,38.0,-23.123255297425203,-3.5323359938920484,-4.014645827410277,1,Done,naphthalene_A1=0_A2=38_a=6.0_b=9.2_theta=64.5_cx=0_cy=0_cz=0.log,,,
6.0,9.0,63.5,0.0,36.0,-23.813927943701852,-3.5215478418977004,-4.192708064976613,2,Done,naphthalene_A1=0_A2=36_a=6.0_b=9.0_theta=63.5_cx=0_cy=0_cz=0.log,,,
6.0,9.1,64.0,0.0,37.0,-23.506210845080204,-3.5320492218015715,-4.110528100369265,2,Done,naphthalene_A1=0_A2=37_a=6.0_b=9.1_theta=64.0_cx=0_cy=0_cz=0.log,,,
6.0,9.4,64.0,0.0,39.0,-22.393414731253877,-3.532049221685156,-3.832329071970889,2,Done,naphthalene_A1=0_A2=39_a=6.0_b=9.4_theta=64.0_cx=0_cy=0_cz=0.log,,,
6.0,9.3,63.5,0.0,38.0,-22.79664763738401,-3.5215999252395704,-3.9383619467262174,1,Done,naphthalene_A1=0_A2=38_a=6.0_b=9.3_theta=63.5_cx=0_cy=0_cz=0.log,,,
6.0,9.0,64.0,0.0,36.0,-23.860274577396922,-3.532029141439125,-4.199054073629668,2,Done,naphthalene_A1=0_A2=36_a=6.0_b=9.0_theta=64.0_cx=0_cy=0_cz=0.log,,,
6.0,9.1,64.5,0.0,37.0,-23.52890035149176,-3.5323385038645934,-4.116055835940642,2,Done,naphthalene_A1=0_A2=37_a=6.0_b=9.1_theta=64.5_cx=0_cy=0_cz=0.log,,,
6.0,9.4,64.5,0.0,39.0,-22.423939328058623,-3.5323253261740315,-3.83982216892764,2,Done,naphthalene_A1=0_A2=39_a=6.0_b=9.4_theta=64.5_cx=0_cy=0_cz=0.log,,,
6.0,9.0,64.5,0.0,36.0,-23.874151333700862,-3.532334738818463,-4.202370464015985,2,Done,naphthalene_A1=0_A2=36_a=6.0_b=9.0_theta=64.5_cx=0_cy=0_cz=0.log,,,
6.0,9.2,63.5,0.0,37.0,-23.20649700891227,-3.521582355024293,-4.04083307471592,2,Done,naphthalene_A1=0_A2=37_a=6.0_b=9.2_theta=63.5_cx=0_cy=0_cz=0.log,,,
6.0,9.3,64.0,0.0,38.0,-22.842354210792106,-3.532057379372418,-3.9445598630118175,1,Done,naphthalene_A1=0_A2=38_a=6.0_b=9.3_theta=64.0_cx=0_cy=0_cz=0.log,,,
6.0,9.5,63.5,0.0,39.0,-22.09542654780671,-3.5215967876720238,-3.7630582431156654,2,Done,naphthalene_A1=0_A2=39_a=6.0_b=9.5_theta=63.5_cx=0_cy=0_cz=0.log,,,
6.0,9.1,63.5,0.0,36.0,-23.561006273259412,-3.5215478418977004,-4.129477647366002,2,Done,naphthalene_A1=0_A2=36_a=6.0_b=9.1_theta=63.5_cx=0_cy=0_cz=0.log,,,
6.0,9.2,64.0,0.0,37.0,-23.238924215431318,-3.5320492218015715,-4.0437064429570455,2,Done,naphthalene_A1=0_A2=37_a=6.0_b=9.2_theta=64.0_cx=0_cy=0_cz=0.log,,,
6.0,9.3,64.5,0.0,38.0,-22.85669406934176,-3.5323359938920484,-3.9480055203894153,1,Done,naphthalene_A1=0_A2=38_a=6.0_b=9.3_theta=64.5_cx=0_cy=0_cz=0.log,,,
6.0,9.5,64.0,0.0,39.0,-22.136968964478,-3.532049221685156,-3.768217630276922,2,Done,naphthalene_A1=0_A2=39_a=6.0_b=9.5_theta=64.0_cx=0_cy=0_cz=0.log,,,
6.0,9.1,64.0,0.0,36.0,-23.583846382214688,-3.532029141439125,-4.1299470248341095,2,Done,naphthalene_A1=0_A2=36_a=6.0_b=9.1_theta=64.0_cx=0_cy=0_cz=0.log,,,
6.0,9.2,64.5,0.0,37.0,-23.24022818123921,-3.5323385038645934,-4.043887793377508,2,Done,naphthalene_A1=0_A2=37_a=6.0_b=9.2_theta=64.5_cx=0_cy=0_cz=0.log,,,
6.0,9.4,63.5,0.0,38.0,-22.52556080732029,-3.5215999252395704,-3.870590239210288,1,Done,naphthalene_A1=0_A2=38_a=6.0_b=9.4_theta=63.5_cx=0_cy=0_cz=0.log,,,
6.0,9.5,64.5,0.0,39.0,-22.14789265906439,-3.5323253261740315,-3.77081050167908,2,Done,naphthalene_A1=0_A2=39_a=6.0_b=9.5_theta=64.5_cx=0_cy=0_cz=0.log,,,
6.0,9.1,64.5,0.0,36.0,-23.575669926940463,-3.532334738818463,-4.127750112325884,2,Done,naphthalene_A1=0_A2=36_a=6.0_b=9.1_theta=64.5_cx=0_cy=0_cz=0.log,,,
5.8,8.9,64.0,0.0,37.0,-23.67176931840368,-3.641585484787356,-4.097149587207241,2,Done,naphthalene_A1=0_A2=37_a=5.8_b=8.9_theta=64.0_cx=0_cy=0_cz=0.log,,,
6.0,9.4,64.0,0.0,38.0,-22.551420494448394,-3.532057379372418,-3.8718264339258894,1,Done,naphthalene_A1=0_A2=38_a=6.0_b=9.4_theta=64.0_cx=0_cy=0_cz=0.log,,,
5.8,9.2,64.0,0.0,39.0,-22.63190994714387,-3.641510183573701,-3.8372223949991167,2,Done,naphthalene_A1=0_A2=39_a=5.8_b=9.2_theta=64.0_cx=0_cy=0_cz=0.log,,,
5.8,8.8,64.0,0.0,36.0,-24.03183079126757,-3.641626272990834,-4.187144561321475,2,Done,naphthalene_A1=0_A2=36_a=5.8_b=8.8_theta=64.0_cx=0_cy=0_cz=0.log,,,
5.8,8.9,64.5,0.0,37.0,-23.66115184919909,-3.5630124476738274,-4.133781738462858,2,Done,naphthalene_A1=0_A2=37_a=5.8_b=8.9_theta=64.5_cx=0_cy=0_cz=0.log,,,
6.0,9.4,64.5,0.0,38.0,-22.54701286437921,-3.5323359938920484,-3.8705852191487793,1,Done,naphthalene_A1=0_A2=38_a=6.0_b=9.4_theta=64.5_cx=0_cy=0_cz=0.log,,,
5.8,9.2,64.5,0.0,39.0,-22.614275661297146,-3.5629289888311177,-3.872104420908727,2,Done,naphthalene_A1=0_A2=39_a=5.8_b=9.2_theta=64.5_cx=0_cy=0_cz=0.log,,,
5.8,8.8,64.5,0.0,36.0,-24.016465581487864,-3.563061393448152,-4.22258569864789,2,Done,naphthalene_A1=0_A2=36_a=5.8_b=8.8_theta=64.5_cx=0_cy=0_cz=0.log,,,
5.8,8.9,65.0,0.0,37.0,-23.580905870185234,-3.4589850948541425,-4.165733920119236,2,Done,naphthalene_A1=0_A2=37_a=5.8_b=8.9_theta=65.0_cx=0_cy=0_cz=0.log,,,
5.8,9.1,63.5,0.0,38.0,-23.17416769359261,-3.6977005664957687,-3.944691640150268,1,Done,naphthalene_A1=0_A2=38_a=5.8_b=9.1_theta=63.5_cx=0_cy=0_cz=0.log,,,
5.8,9.2,65.0,0.0,39.0,-22.529104983434078,-3.4589079111465253,-3.9028222902852576,2,Done,naphthalene_A1=0_A2=39_a=5.8_b=9.2_theta=65.0_cx=0_cy=0_cz=0.log,,,
5.8,8.8,65.0,0.0,36.0,-23.93095353851095,-3.4590340406866744,-4.2532213642844,2,Done,naphthalene_A1=0_A2=36_a=5.8_b=8.8_theta=65.0_cx=0_cy=0_cz=0.log,,,
5.8,9.0,65.0,0.0,37.0,-23.507954067899853,-3.4589850948541425,-4.14749596954789,2,Done,naphthalene_A1=0_A2=37_a=5.8_b=9.0_theta=65.0_cx=0_cy=0_cz=0.log,,,
5.8,9.1,64.0,0.0,38.0,-23.200353685882874,-3.641542814206332,-3.979317014367553,1,Done,naphthalene_A1=0_A2=38_a=5.8_b=9.1_theta=64.0_cx=0_cy=0_cz=0.log,,,
5.8,9.3,65.0,0.0,39.0,-22.41723501123488,-3.4589079111465253,-3.874854797235457,2,Done,naphthalene_A1=0_A2=39_a=5.8_b=9.3_theta=65.0_cx=0_cy=0_cz=0.log,,,
5.8,8.9,65.0,0.0,36.0,-23.86767794028856,-3.4590340406866744,-4.2374024647288016,2,Done,naphthalene_A1=0_A2=36_a=5.8_b=8.9_theta=65.0_cx=0_cy=0_cz=0.log,,,
5.8,9.1,65.0,0.0,37.0,-23.34623219037894,-3.4589850948541425,-4.107065500167663,2,Done,naphthalene_A1=0_A2=37_a=5.8_b=9.1_theta=65.0_cx=0_cy=0_cz=0.log,,,
5.8,9.1,64.5,0.0,38.0,-23.164639581809748,-3.5629641293780883,-4.009677830763394,1,Done,naphthalene_A1=0_A2=38_a=5.8_b=9.1_theta=64.5_cx=0_cy=0_cz=0.log,,,
5.8,9.4,65.0,0.0,39.0,-22.242177291307602,-3.4589079111465253,-3.8310903672536365,2,Done,naphthalene_A1=0_A2=39_a=5.8_b=9.4_theta=65.0_cx=0_cy=0_cz=0.log,,,
5.8,9.0,65.0,0.0,36.0,-23.70535365352407,-3.4590340406866744,-4.1968213930376805,2,Done,naphthalene_A1=0_A2=36_a=5.8_b=9.0_theta=65.0_cx=0_cy=0_cz=0.log,,,
5.9,8.9,64.0,0.0,37.0,-23.896798169473186,-3.6389267249032855,-4.154736179916654,2,Done,naphthalene_A1=0_A2=37_a=5.9_b=8.9_theta=64.0_cx=0_cy=0_cz=0.log,,,
5.9,9.1,63.5,0.0,38.0,-23.30151206278242,-3.6540898765670136,-3.998333077412098,1,Done,naphthalene_A1=0_A2=38_a=5.9_b=9.1_theta=63.5_cx=0_cy=0_cz=0.log,,,
5.9,9.2,64.0,0.0,39.0,-22.83251485403161,-3.638892211893108,-3.88868260756135,2,Done,naphthalene_A1=0_A2=39_a=5.9_b=9.2_theta=64.0_cx=0_cy=0_cz=0.log,,,
5.9,8.8,64.0,0.0,36.0,-24.252069231239147,-3.638941785262432,-4.243546415178572,2,Done,naphthalene_A1=0_A2=36_a=5.9_b=8.8_theta=64.0_cx=0_cy=0_cz=0.log,,,
5.9,8.9,64.5,0.0,37.0,-23.944349622121077,-3.6081630471744575,-4.1820058819430415,2,Done,naphthalene_A1=0_A2=37_a=5.9_b=8.9_theta=64.5_cx=0_cy=0_cz=0.log,,,
5.9,9.1,64.0,0.0,38.0,-23.37475001020357,-3.638909154688009,-4.0242329252068885,1,Done,naphthalene_A1=0_A2=38_a=5.9_b=9.1_theta=64.0_cx=0_cy=0_cz=0.log,,,
5.9,9.2,64.5,0.0,39.0,-22.876991507830105,-3.6081009236513637,-3.9151974151318414,2,Done,naphthalene_A1=0_A2=39_a=5.9_b=9.2_theta=64.5_cx=0_cy=0_cz=0.log,,,
5.9,8.8,64.5,0.0,36.0,-24.2943270097021,-3.608199442795012,-4.269482031028018,2,Done,naphthalene_A1=0_A2=36_a=5.9_b=8.8_theta=64.5_cx=0_cy=0_cz=0.log,,,
5.9,8.9,65.0,0.0,37.0,-23.93872085760813,-3.5591011778451502,-4.205129625479458,2,Done,naphthalene_A1=0_A2=37_a=5.9_b=8.9_theta=65.0_cx=0_cy=0_cz=0.log,,,
5.9,9.2,65.0,0.0,39.0,-22.87003618676681,-3.5590145814348944,-3.9380017559742564,2,Done,naphthalene_A1=0_A2=39_a=5.9_b=9.2_theta=65.0_cx=0_cy=0_cz=0.log,,,
5.9,9.1,64.5,0.0,38.0,-23.401626263512306,-3.608127906685695,-4.046342612535227,1,Done,naphthalene_A1=0_A2=38_a=5.9_b=9.1_theta=64.5_cx=0_cy=0_cz=0.log,,,
5.9,8.8,65.0,0.0,36.0,-24.28299417870585,-3.559153261128813,-4.291171914112056,2,Done,naphthalene_A1=0_A2=36_a=5.9_b=8.8_theta=65.0_cx=0_cy=0_cz=0.log,,,
5.9,9.0,65.0,0.0,37.0,-23.80627859686501,-3.5591011778451502,-4.172019060293678,2,Done,naphthalene_A1=0_A2=37_a=5.9_b=9.0_theta=65.0_cx=0_cy=0_cz=0.log,,,
5.9,9.3,65.0,0.0,39.0,-22.709039711276997,-3.5590145814348944,-3.8977526371018034,2,Done,naphthalene_A1=0_A2=39_a=5.9_b=9.3_theta=65.0_cx=0_cy=0_cz=0.log,,,
5.9,8.9,65.0,0.0,36.0,-24.156975110410713,-3.559153261128813,-4.259667147038272,2,Done,naphthalene_A1=0_A2=36_a=5.9_b=8.9_theta=65.0_cx=0_cy=0_cz=0.log,,,
6.0,9.1,63.5,0.0,38.0,-23.181200825492848,-3.5215999252395704,-4.0345002437534285,1,Done,naphthalene_A1=0_A2=38_a=6.0_b=9.1_theta=63.5_cx=0_cy=0_cz=0.log,,,
5.9,9.1,65.0,0.0,37.0,-23.594669674639594,-3.5591011778451502,-4.1191168297373215,2,Done,naphthalene_A1=0_A2=37_a=5.9_b=9.1_theta=65.0_cx=0_cy=0_cz=0.log,,,
5.9,9.4,65.0,0.0,39.0,-22.491587415919643,-3.5590145814348944,-3.8433895632624626,2,Done,naphthalene_A1=0_A2=39_a=5.9_b=9.4_theta=65.0_cx=0_cy=0_cz=0.log,,,
5.9,9.0,65.0,0.0,36.0,-23.942554943379946,-3.559153261128813,-4.20606210528058,2,Done,naphthalene_A1=0_A2=36_a=5.9_b=9.0_theta=65.0_cx=0_cy=0_cz=0.log,,,
6.0,8.9,64.0,0.0,37.0,-23.838617952307693,-3.5320492218015715,-4.193629877176137,2,Done,naphthalene_A1=0_A2=37_a=6.0_b=8.9_theta=64.0_cx=0_cy=0_cz=0.log,,,
6.0,9.1,64.0,0.0,38.0,-23.27520558866672,-3.532057379372418,-4.052772707480472,1,Done,naphthalene_A1=0_A2=38_a=6.0_b=9.1_theta=64.0_cx=0_cy=0_cz=0.log,,,
6.0,9.2,64.0,0.0,39.0,-22.759494025376625,-3.5320492216851562,-3.923848895501578,2,Done,naphthalene_A1=0_A2=39_a=6.0_b=9.2_theta=64.0_cx=0_cy=0_cz=0.log,,,
6.0,8.8,64.0,0.0,36.0,-24.187867427594032,-3.532029141439125,-4.280952286178945,2,Done,naphthalene_A1=0_A2=36_a=6.0_b=8.8_theta=64.0_cx=0_cy=0_cz=0.log,,,
6.0,8.9,64.5,0.0,37.0,-23.915624724468216,-3.5323385038645934,-4.212736929184757,2,Done,naphthalene_A1=0_A2=37_a=6.0_b=8.9_theta=64.5_cx=0_cy=0_cz=0.log,,,
