a,b,theta,A1,A2,E,E_p,E_t,machine_type,status,file_name,cx,cy,cz
5.8,7.4,63.5,-10.0,5.0,-25.539158756961108,-3.9605099121690728,-4.404534733155742,1,Done,naphthalene_A1=-10_A2=5_a=5.8_b=7.4_theta=63_cx=0_cy=0_cz=0.log,,,
5.8,7.4,64.0,-10.0,0.0,-26.175809067673978,-3.949895580532029,-4.5690044766524816,1,Done,naphthalene_A1=-10_A2=0_a=5.8_b=7.4_theta=64_cx=0_cy=0_cz=0.log,,,
5.8,7.5,63.5,-10.0,10.0,-24.796319949091412,-3.9310194522258826,-4.233570261159913,2,Done,naphthalene_A1=-10_A2=10_a=5.8_b=7.5_theta=63_cx=0_cy=0_cz=0.log,,,
5.8,7.7,63.5,-10.0,15.0,-24.470146526116878,-3.8811229945858936,-4.1769751342362715,2,Done,naphthalene_A1=-10_A2=15_a=5.8_b=7.7_theta=63_cx=0_cy=0_cz=0.log,,,
5.8,7.7,64.5,-10.0,20.0,-23.55275326175615,-3.8846012825379153,-3.945887674170081,2,Done,naphthalene_A1=-10_A2=20_a=5.8_b=7.7_theta=64_cx=0_cy=0_cz=0.log,,,
5.8,7.4,64.0,-10.0,5.0,-25.785591974272393,-3.9649150323821214,-4.4639404773770375,1,Done,naphthalene_A1=-10_A2=5_a=5.8_b=7.4_theta=64_cx=0_cy=0_cz=0.log,,,
5.8,7.5,64.0,-10.0,10.0,-25.087986597442068,-3.9489110173890367,-4.297541140665999,2,Done,naphthalene_A1=-10_A2=10_a=5.8_b=7.5_theta=64_cx=0_cy=0_cz=0.log,,,
5.8,7.4,64.5,-10.0,0.0,-26.307425525272265,-3.924219126347453,-4.61474681814434,1,Done,naphthalene_A1=-10_A2=0_a=5.8_b=7.4_theta=64_cx=0_cy=0_cz=0.log,,,
5.8,7.7,64.0,-10.0,15.0,-24.757809660164643,-3.9093546693911776,-4.234775080345571,2,Done,naphthalene_A1=-10_A2=15_a=5.8_b=7.7_theta=64_cx=0_cy=0_cz=0.log,,,
5.8,7.8,63.5,-10.0,20.0,-23.65103262302,-3.8167128581553698,-4.004401726677315,2,Done,naphthalene_A1=-10_A2=20_a=5.8_b=7.8_theta=63_cx=0_cy=0_cz=0.log,,,
5.8,7.4,64.5,-10.0,5.0,-25.98863287467975,-3.95983282889938,-4.517241804220248,1,Done,naphthalene_A1=-10_A2=5_a=5.8_b=7.4_theta=64_cx=0_cy=0_cz=0.log,,,
5.8,7.5,64.5,-10.0,10.0,-25.34110781585332,-3.9593734916416,-4.355590208142528,2,Done,naphthalene_A1=-10_A2=10_a=5.8_b=7.5_theta=64_cx=0_cy=0_cz=0.log,,,
5.8,7.7,64.5,-10.0,15.0,-25.012672846904024,-3.931749873852824,-4.287293274799596,2,Done,naphthalene_A1=-10_A2=15_a=5.8_b=7.7_theta=64_cx=0_cy=0_cz=0.log,,,
5.9,7.2,63.5,-10.0,0.0,-25.2316286561545,-3.8505864754552017,-4.382613926311024,1,Done,naphthalene_A1=-10_A2=0_a=5.9_b=7.2_theta=63_cx=0_cy=0_cz=0.log,,,
5.8,7.8,64.0,-10.0,20.0,-24.01237170596141,-3.852998623857274,-4.076593614561716,2,Done,naphthalene_A1=-10_A2=20_a=5.8_b=7.8_theta=64_cx=0_cy=0_cz=0.log,,,
5.9,7.2,63.5,-10.0,5.0,-24.39363172184677,-3.814562381361612,-4.191126739780883,1,Done,naphthalene_A1=-10_A2=5_a=5.9_b=7.2_theta=63_cx=0_cy=0_cz=0.log,,,
5.9,7.3,63.5,-10.0,10.0,-23.35917270189384,-3.7603699902247167,-3.959608180361101,2,Done,naphthalene_A1=-10_A2=10_a=5.9_b=7.3_theta=63_cx=0_cy=0_cz=0.log,,,
5.9,7.5,63.5,-10.0,15.0,-23.07854520983529,-3.692645345989149,-3.9233136294642463,2,Done,naphthalene_A1=-10_A2=15_a=5.9_b=7.5_theta=63_cx=0_cy=0_cz=0.log,,,
5.9,7.2,64.0,-10.0,0.0,-25.54739670827985,-3.861240340222139,-4.4562290069588935,1,Done,naphthalene_A1=-10_A2=0_a=5.9_b=7.2_theta=64_cx=0_cy=0_cz=0.log,,,
5.8,7.8,64.5,-10.0,20.0,-24.344266765285287,-3.8846012825379153,-4.143766050052363,2,Done,naphthalene_A1=-10_A2=20_a=5.8_b=7.8_theta=64_cx=0_cy=0_cz=0.log,,,
5.9,7.2,64.0,-10.0,5.0,-24.76525820407551,-3.8368703618180007,-4.272879370109877,1,Done,naphthalene_A1=-10_A2=5_a=5.9_b=7.2_theta=64_cx=0_cy=0_cz=0.log,,,
5.9,7.3,64.0,-10.0,10.0,-23.775007263175212,-3.791700936970301,-4.0479013473086525,2,Done,naphthalene_A1=-10_A2=10_a=5.9_b=7.3_theta=64_cx=0_cy=0_cz=0.log,,,
5.9,7.5,64.0,-10.0,15.0,-23.480196790304035,-3.7308883153600623,-4.004605039895978,2,Done,naphthalene_A1=-10_A2=15_a=5.9_b=7.5_theta=64_cx=0_cy=0_cz=0.log,,,
5.8,7.9,63.5,-10.0,20.0,-24.321057680645023,-3.8167128581553698,-4.171907991083572,2,Done,naphthalene_A1=-10_A2=20_a=5.8_b=7.9_theta=63_cx=0_cy=0_cz=0.log,,,
5.9,7.2,64.5,-10.0,0.0,-25.81867304618936,-3.863766067894176,-4.522785227600252,1,Done,naphthalene_A1=-10_A2=0_a=5.9_b=7.2_theta=64_cx=0_cy=0_cz=0.log,,,
5.9,7.3,64.5,-10.0,10.0,-24.15593846410048,-3.818078947428148,-4.129945142311044,2,Done,naphthalene_A1=-10_A2=10_a=5.9_b=7.3_theta=64_cx=0_cy=0_cz=0.log,,,
5.9,7.2,64.5,-10.0,5.0,-25.09835808211937,-3.852866846777033,-4.3481560971413264,1,Done,naphthalene_A1=-10_A2=5_a=5.9_b=7.2_theta=64_cx=0_cy=0_cz=0.log,,,
5.9,7.5,64.5,-10.0,15.0,-23.85146684700157,-3.7652118574478655,-4.080260783026461,2,Done,naphthalene_A1=-10_A2=15_a=5.9_b=7.5_theta=64_cx=0_cy=0_cz=0.log,,,
5.8,7.9,64.0,-10.0,20.0,-24.615140241803605,-3.852998623857274,-4.227285748522263,2,Done,naphthalene_A1=-10_A2=20_a=5.8_b=7.9_theta=64_cx=0_cy=0_cz=0.log,,,
5.9,7.3,63.5,-10.0,0.0,-25.80587309738621,-3.8505864754552017,-4.5261750366189535,1,Done,naphthalene_A1=-10_A2=0_a=5.9_b=7.3_theta=63_cx=0_cy=0_cz=0.log,,,
5.9,7.4,63.5,-10.0,10.0,-24.27456546446774,-3.7603706177324057,-4.188456057250733,2,Done,naphthalene_A1=-10_A2=10_a=5.9_b=7.4_theta=63_cx=0_cy=0_cz=0.log,,,
5.9,7.6,63.5,-10.0,15.0,-23.922769553144466,-3.692645345989149,-4.134369715291541,2,Done,naphthalene_A1=-10_A2=15_a=5.9_b=7.6_theta=63_cx=0_cy=0_cz=0.log,,,
5.9,7.3,63.5,-10.0,5.0,-25.167790809064172,-3.814562381361612,-4.3846665115852375,1,Done,naphthalene_A1=-10_A2=5_a=5.9_b=7.3_theta=63_cx=0_cy=0_cz=0.log,,,
5.8,7.9,64.5,-10.0,20.0,-24.88139524497092,-3.8846012825379153,-4.278048169973772,2,Done,naphthalene_A1=-10_A2=20_a=5.8_b=7.9_theta=64_cx=0_cy=0_cz=0.log,,,
5.9,7.3,64.5,-10.0,0.0,-26.254092195071287,-3.863766067894176,-4.631640014820731,1,Done,naphthalene_A1=-10_A2=0_a=5.9_b=7.3_theta=64_cx=0_cy=0_cz=0.log,,,
5.9,7.4,64.5,-10.0,10.0,-24.916335002169948,-3.818078947428148,-4.320044276828412,2,Done,naphthalene_A1=-10_A2=10_a=5.9_b=7.4_theta=64_cx=0_cy=0_cz=0.log,,,
5.9,7.6,64.5,-10.0,15.0,-24.54804059793241,-3.7652118574478655,-4.25440422075917,2,Done,naphthalene_A1=-10_A2=15_a=5.9_b=7.6_theta=64_cx=0_cy=0_cz=0.log,,,
5.9,7.3,64.5,-10.0,5.0,-25.72706286143511,-3.852866846777033,-4.505332291970262,1,Done,naphthalene_A1=-10_A2=5_a=5.9_b=7.3_theta=64_cx=0_cy=0_cz=0.log,,,
5.9,7.7,63.5,-10.0,20.0,-22.99712704226841,-3.6152846582117486,-3.941639431461226,2,Done,naphthalene_A1=-10_A2=20_a=5.9_b=7.7_theta=63_cx=0_cy=0_cz=0.log,,,
5.9,7.4,63.5,-10.0,0.0,-26.1496456656605,-3.8505864754552017,-4.612118178687523,1,Done,naphthalene_A1=-10_A2=0_a=5.9_b=7.4_theta=63_cx=0_cy=0_cz=0.log,,,
5.9,7.5,63.5,-10.0,10.0,-24.909352070302702,-3.7603706177324057,-4.347152708709473,2,Done,naphthalene_A1=-10_A2=10_a=5.9_b=7.5_theta=63_cx=0_cy=0_cz=0.log,,,
5.9,7.7,63.5,-10.0,15.0,-24.50091961678117,-3.692645345989149,-4.278907231200719,2,Done,naphthalene_A1=-10_A2=15_a=5.9_b=7.7_theta=63_cx=0_cy=0_cz=0.log,,,
5.9,7.7,64.0,-10.0,20.0,-23.390295942896053,-3.6589725319063287,-4.018087719770847,2,Done,naphthalene_A1=-10_A2=20_a=5.9_b=7.7_theta=64_cx=0_cy=0_cz=0.log,,,
5.9,7.4,63.5,-10.0,5.0,-25.68202019378077,-3.814562381361612,-4.513223857764388,1,Done,naphthalene_A1=-10_A2=5_a=5.9_b=7.4_theta=63_cx=0_cy=0_cz=0.log,,,
5.9,7.4,64.0,-10.0,0.0,-26.3322234650841,-3.861240340222139,-4.652435696159955,1,Done,naphthalene_A1=-10_A2=0_a=5.9_b=7.4_theta=64_cx=0_cy=0_cz=0.log,,,
5.9,7.5,64.0,-10.0,10.0,-25.17724863940384,-3.7917009369703014,-4.398461691365809,2,Done,naphthalene_A1=-10_A2=10_a=5.9_b=7.5_theta=64_cx=0_cy=0_cz=0.log,,,
5.9,7.7,64.0,-10.0,15.0,-24.761951226159,-3.7308883153600623,-4.325043648859719,2,Done,naphthalene_A1=-10_A2=15_a=5.9_b=7.7_theta=64_cx=0_cy=0_cz=0.log,,,
5.9,7.7,64.5,-10.0,20.0,-23.75797413219697,-3.699546073505189,-4.08972049629665,2,Done,naphthalene_A1=-10_A2=20_a=5.9_b=7.7_theta=64_cx=0_cy=0_cz=0.log,,,
5.9,7.4,64.0,-10.0,5.0,-25.914545279112644,-3.8368703618180007,-4.560201138869161,1,Done,naphthalene_A1=-10_A2=5_a=5.9_b=7.4_theta=64_cx=0_cy=0_cz=0.log,,,
5.9,7.4,64.5,-10.0,0.0,-26.47477742203045,-3.863766067894176,-4.686811321560526,1,Done,naphthalene_A1=-10_A2=0_a=5.9_b=7.4_theta=64_cx=0_cy=0_cz=0.log,,,
5.9,7.5,64.5,-10.0,10.0,-25.41423155635129,-3.818078947428148,-4.44451841537375,2,Done,naphthalene_A1=-10_A2=10_a=5.9_b=7.5_theta=64_cx=0_cy=0_cz=0.log,,,
5.9,7.7,64.5,-10.0,15.0,-24.996552115306248,-3.7652118574478655,-4.366532100102631,2,Done,naphthalene_A1=-10_A2=15_a=5.9_b=7.7_theta=64_cx=0_cy=0_cz=0.log,,,
5.9,7.8,63.5,-10.0,20.0,-23.785904602380466,-3.6152846582117486,-4.138833821489243,2,Done,naphthalene_A1=-10_A2=20_a=5.9_b=7.8_theta=63_cx=0_cy=0_cz=0.log,,,
5.9,7.4,64.5,-10.0,5.0,-26.112482013413683,-3.852866846777033,-4.601687079964903,1,Done,naphthalene_A1=-10_A2=5_a=5.9_b=7.4_theta=64_cx=0_cy=0_cz=0.log,,,
6.0,7.2,63.5,-10.0,0.0,-25.42908722790889,-3.6756599053624086,-4.519441854296018,1,Done,naphthalene_A1=-10_A2=0_a=6.0_b=7.2_theta=63_cx=0_cy=0_cz=0.log,,,
6.0,7.3,63.5,-10.0,10.0,-23.600627254578285,-3.5540453297435306,-4.123134148772806,2,Done,naphthalene_A1=-10_A2=10_a=6.0_b=7.3_theta=63_cx=0_cy=0_cz=0.log,,,
6.0,7.5,63.5,-10.0,15.0,-23.24289007880725,-3.477508562617004,-4.071968238393311,2,Done,naphthalene_A1=-10_A2=15_a=6.0_b=7.5_theta=63_cx=0_cy=0_cz=0.log,,,
5.9,7.8,64.5,-10.0,20.0,-24.41169898991939,-3.699546073505189,-4.253151710727252,2,Done,naphthalene_A1=-10_A2=20_a=5.9_b=7.8_theta=64_cx=0_cy=0_cz=0.log,,,
6.0,7.2,63.5,-10.0,5.0,-24.625866897637025,-3.6211870172410254,-4.3458732157887425,1,Done,naphthalene_A1=-10_A2=5_a=6.0_b=7.2_theta=63_cx=0_cy=0_cz=0.log,,,
6.0,7.2,64.0,-10.0,0.0,-25.715141426655464,-3.6999106568400753,-4.5788300282438295,1,Done,naphthalene_A1=-10_A2=0_a=6.0_b=7.2_theta=64_cx=0_cy=0_cz=0.log,,,
6.0,7.3,64.0,-10.0,10.0,-23.96932075498625,-3.59231402707519,-4.196173175208968,2,Done,naphthalene_A1=-10_A2=10_a=6.0_b=7.3_theta=64_cx=0_cy=0_cz=0.log,,,
6.0,7.5,64.0,-10.0,15.0,-23.597634031903,-3.5206260297563863,-4.139095493097557,2,Done,naphthalene_A1=-10_A2=15_a=6.0_b=7.5_theta=64_cx=0_cy=0_cz=0.log,,,
5.9,7.9,63.5,-10.0,20.0,-24.325133985606946,-3.6152846582117486,-4.273641167295864,2,Done,naphthalene_A1=-10_A2=20_a=5.9_b=7.9_theta=63_cx=0_cy=0_cz=0.log,,,
6.0,7.2,64.0,-10.0,5.0,-24.957956484984607,-3.6532797612017016,-4.412849240645301,1,Done,naphthalene_A1=-10_A2=5_a=6.0_b=7.2_theta=64_cx=0_cy=0_cz=0.log,,,
6.0,7.3,64.5,-10.0,10.0,-24.309219076647423,-3.627234331099317,-4.263687603612199,2,Done,naphthalene_A1=-10_A2=10_a=6.0_b=7.3_theta=64_cx=0_cy=0_cz=0.log,,,
6.0,7.5,64.5,-10.0,15.0,-23.927207303815518,-3.5610401837620884,-4.201281734072837,2,Done,naphthalene_A1=-10_A2=15_a=6.0_b=7.5_theta=64_cx=0_cy=0_cz=0.log,,,
6.0,7.2,64.5,-10.0,0.0,-25.96486028609797,-3.7187058363342658,-4.6318621533573605,1,Done,naphthalene_A1=-10_A2=0_a=6.0_b=7.2_theta=64_cx=0_cy=0_cz=0.log,,,
5.9,7.9,64.0,-10.0,20.0,-24.58974365727045,-3.6589725319063287,-4.317949648364447,2,Done,naphthalene_A1=-10_A2=20_a=5.9_b=7.9_theta=64_cx=0_cy=0_cz=0.log,,,
6.0,7.2,64.5,-10.0,5.0,-25.258467258885503,-3.6811443426413466,-4.474044643400704,1,Done,naphthalene_A1=-10_A2=5_a=6.0_b=7.2_theta=64_cx=0_cy=0_cz=0.log,,,
6.0,7.4,63.5,-10.0,10.0,-24.36049166379962,-3.5540453297435306,-4.31310025107814,2,Done,naphthalene_A1=-10_A2=10_a=6.0_b=7.4_theta=63_cx=0_cy=0_cz=0.log,,,
6.0,7.6,63.5,-10.0,15.0,-23.939729893463664,-3.477508562617004,-4.246178192057413,2,Done,naphthalene_A1=-10_A2=15_a=6.0_b=7.6_theta=63_cx=0_cy=0_cz=0.log,,,
5.9,7.9,64.5,-10.0,20.0,-24.83166633232031,-3.699546073505189,-4.358143546327483,2,Done,naphthalene_A1=-10_A2=20_a=5.9_b=7.9_theta=64_cx=0_cy=0_cz=0.log,,,
6.0,7.3,63.5,-10.0,0.0,-25.8713261554949,-3.6756599053624086,-4.63000158619252,1,Done,naphthalene_A1=-10_A2=0_a=6.0_b=7.3_theta=63_cx=0_cy=0_cz=0.log,,,
6.0,7.3,63.5,-10.0,5.0,-25.25473482941743,-3.6211870172410254,-4.503090198733844,1,Done,naphthalene_A1=-10_A2=5_a=6.0_b=7.3_theta=63_cx=0_cy=0_cz=0.log,,,
6.0,7.4,64.0,-10.0,10.0,-24.659227839205407,-3.59231402707519,-4.3686499462637585,2,Done,naphthalene_A1=-10_A2=10_a=6.0_b=7.4_theta=64_cx=0_cy=0_cz=0.log,,,
6.0,7.6,64.0,-10.0,15.0,-24.2279628070537,-3.5206260297563863,-4.296677686885232,2,Done,naphthalene_A1=-10_A2=15_a=6.0_b=7.6_theta=64_cx=0_cy=0_cz=0.log,,,
6.0,7.7,63.5,-10.0,20.0,-23.13211699342355,-3.39423045545118,-4.085914020630298,2,Done,naphthalene_A1=-10_A2=20_a=6.0_b=7.7_theta=63_cx=0_cy=0_cz=0.log,,,
6.0,7.3,64.0,-10.0,0.0,-26.094099735841155,-3.6999106568400753,-4.673569605540251,1,Done,naphthalene_A1=-10_A2=0_a=6.0_b=7.3_theta=64_cx=0_cy=0_cz=0.log,,,
6.0,7.3,64.0,-10.0,5.0,-25.52086558553856,-3.6532797612017016,-4.5535765157837895,1,Done,naphthalene_A1=-10_A2=5_a=6.0_b=7.3_theta=64_cx=0_cy=0_cz=0.log,,,
6.0,7.4,64.5,-10.0,10.0,-24.930908293812536,-3.627234331099317,-4.419109907903477,2,Done,naphthalene_A1=-10_A2=10_a=6.0_b=7.4_theta=64_cx=0_cy=0_cz=0.log,,,
6.0,7.6,64.5,-10.0,15.0,-24.492761986679398,-3.5610401837620884,-4.342670404788805,2,Done,naphthalene_A1=-10_A2=15_a=6.0_b=7.6_theta=64_cx=0_cy=0_cz=0.log,,,
6.0,7.7,64.0,-10.0,20.0,-23.479306981083933,-3.441260447434616,-4.149196521553677,2,Done,naphthalene_A1=-10_A2=20_a=6.0_b=7.7_theta=64_cx=0_cy=0_cz=0.log,,,
6.0,7.3,64.5,-10.0,0.0,-26.2825485188514,-3.7187058363342658,-4.711284211545716,1,Done,naphthalene_A1=-10_A2=0_a=6.0_b=7.3_theta=64_cx=0_cy=0_cz=0.log,,,
6.0,7.3,64.5,-10.0,5.0,-25.75715949595906,-3.6811443426413466,-4.598717702669092,1,Done,naphthalene_A1=-10_A2=5_a=6.0_b=7.3_theta=64_cx=0_cy=0_cz=0.log,,,
6.0,7.5,63.5,-10.0,10.0,-24.86351371975616,-3.5540453297435306,-4.438855765067274,2,Done,naphthalene_A1=-10_A2=10_a=6.0_b=7.5_theta=63_cx=0_cy=0_cz=0.log,,,
6.0,7.7,63.5,-10.0,15.0,-24.3937685189303,-3.477508562617004,-4.359687848424073,2,Done,naphthalene_A1=-10_A2=15_a=6.0_b=7.7_theta=63_cx=0_cy=0_cz=0.log,,,
6.0,7.7,64.5,-10.0,20.0,-23.805048677138988,-3.4860790941165765,-4.208222622226458,2,Done,naphthalene_A1=-10_A2=20_a=6.0_b=7.7_theta=64_cx=0_cy=0_cz=0.log,,,
6.0,7.4,63.5,-10.0,0.0,-26.10230505676009,-3.6756599053624086,-4.6877463115088185,1,Done,naphthalene_A1=-10_A2=0_a=6.0_b=7.4_theta=63_cx=0_cy=0_cz=0.log,,,
6.0,7.4,63.5,-10.0,5.0,-25.645372354425486,-3.6211870172410254,-4.600749579985858,1,Done,naphthalene_A1=-10_A2=5_a=6.0_b=7.4_theta=63_cx=0_cy=0_cz=0.log,,,
6.0,7.5,64.0,-10.0,10.0,-25.100397489964962,-3.59231402707519,-4.4789423589536455,2,Done,naphthalene_A1=-10_A2=10_a=6.0_b=7.5_theta=64_cx=0_cy=0_cz=0.log,,,
6.0,7.7,64.0,-10.0,15.0,-24.623532560770396,-3.5206260297563863,-4.395570125314407,2,Done,naphthalene_A1=-10_A2=15_a=6.0_b=7.7_theta=64_cx=0_cy=0_cz=0.log,,,
6.0,7.8,63.5,-10.0,20.0,-23.78154717269353,-3.39423045545118,-4.248271565447794,2,Done,naphthalene_A1=-10_A2=20_a=6.0_b=7.8_theta=63_cx=0_cy=0_cz=0.log,,,
6.0,7.4,64.0,-10.0,0.0,-26.268926531891346,-3.6999106568400753,-4.717276304552797,1,Done,naphthalene_A1=-10_A2=0_a=6.0_b=7.4_theta=64_cx=0_cy=0_cz=0.log,,,
6.0,7.4,64.0,-10.0,5.0,-25.852966468082727,-3.6532797612017016,-4.636601736419834,1,Done,naphthalene_A1=-10_A2=5_a=6.0_b=7.4_theta=64_cx=0_cy=0_cz=0.log,,,
6.0,7.5,64.5,-10.0,10.0,-25.311977546662092,-3.627234331099317,-4.514377221115865,2,Done,naphthalene_A1=-10_A2=10_a=6.0_b=7.5_theta=64_cx=0_cy=0_cz=0.log,,,
6.0,7.7,64.5,-10.0,15.0,-24.83156216563657,-3.5610401837620884,-4.427370449528097,2,Done,naphthalene_A1=-10_A2=15_a=6.0_b=7.7_theta=64_cx=0_cy=0_cz=0.log,,,
6.0,7.8,64.0,-10.0,20.0,-24.06767290725839,-3.4412604474346162,-4.296288003097288,2,Done,naphthalene_A1=-10_A2=20_a=6.0_b=7.8_theta=64_cx=0_cy=0_cz=0.log,,,
6.0,7.4,64.5,-10.0,5.0,-26.032335181254894,-3.6811443426413466,-4.6675116239930485,1,Done,naphthalene_A1=-10_A2=5_a=6.0_b=7.4_theta=64_cx=0_cy=0_cz=0.log,,,
6.0,7.4,64.5,-10.0,0.0,-26.403171001002192,-3.7187058363342658,-4.741439832083414,1,Done,naphthalene_A1=-10_A2=0_a=6.0_b=7.4_theta=64_cx=0_cy=0_cz=0.log,,,
5.8,7.4,65.0,-10.0,10.0,-24.999872898100875,-3.96125476656016,-4.269340841245139,2,Done,naphthalene_A1=-10_A2=10_a=5.8_b=7.4_theta=65_cx=0_cy=0_cz=0.log,,,
5.7,7.6,64.0,-10.0,15.0,-23.766968860407356,-4.030149089463522,-3.92666767037008,2,Done,naphthalene_A1=-10_A2=15_a=5.7_b=7.6_theta=64_cx=0_cy=0_cz=0.log,,,
6.0,7.8,64.5,-10.0,20.0,-24.33354763954412,-3.4860790941165765,-4.340347362827743,2,Done,naphthalene_A1=-10_A2=20_a=6.0_b=7.8_theta=64_cx=0_cy=0_cz=0.log,,,
5.8,7.3,65.0,-10.0,5.0,-25.707149458816275,-3.9436744463746436,-4.454950141516747,1,Done,naphthalene_A1=-10_A2=5_a=5.8_b=7.3_theta=65_cx=0_cy=0_cz=0.log,,,
5.8,7.3,65.0,-10.0,0.0,-26.118304051226005,-3.884054721274879,-4.587548652169061,1,Done,naphthalene_A1=-10_A2=0_a=5.8_b=7.3_theta=65_cx=0_cy=0_cz=0.log,,,
5.8,7.5,65.0,-10.0,10.0,-25.55370569380466,-3.96125476656016,-4.407799040171085,2,Done,naphthalene_A1=-10_A2=10_a=5.8_b=7.5_theta=65_cx=0_cy=0_cz=0.log,,,
5.7,7.6,64.5,-10.0,15.0,-24.10973615758121,-4.03141854214482,-4.0117247683228925,2,Done,naphthalene_A1=-10_A2=15_a=5.7_b=7.6_theta=64_cx=0_cy=0_cz=0.log,,,
6.0,7.9,63.5,-10.0,20.0,-24.20227505755611,-3.39423045545118,-4.353453536663437,2,Done,naphthalene_A1=-10_A2=20_a=6.0_b=7.9_theta=63_cx=0_cy=0_cz=0.log,,,
5.8,7.4,65.0,-10.0,5.0,-26.145407463074665,-3.943674446374644,-4.564514642581344,1,Done,naphthalene_A1=-10_A2=5_a=5.8_b=7.4_theta=65_cx=0_cy=0_cz=0.log,,,
5.8,7.4,65.0,-10.0,0.0,-26.384345700964328,-3.884054721274879,-4.654059064603644,1,Done,naphthalene_A1=-10_A2=0_a=5.8_b=7.4_theta=65_cx=0_cy=0_cz=0.log,,,
5.8,7.6,64.0,-10.0,10.0,-25.54075765283779,-3.9489110173890367,-4.410733904514927,2,Done,naphthalene_A1=-10_A2=10_a=5.8_b=7.6_theta=64_cx=0_cy=0_cz=0.log,,,
5.7,7.6,65.0,-10.0,15.0,-24.405536841833964,-4.0223196471924885,-4.090224386862245,2,Done,naphthalene_A1=-10_A2=15_a=5.7_b=7.6_theta=65_cx=0_cy=0_cz=0.log,,,
6.0,7.9,64.0,-10.0,20.0,-24.43435461074114,-3.4412604474346162,-4.387958428967977,2,Done,naphthalene_A1=-10_A2=20_a=6.0_b=7.9_theta=64_cx=0_cy=0_cz=0.log,,,
5.8,7.5,64.0,-10.0,5.0,-26.134090947802182,-3.9649150323821214,-4.551065220759484,1,Done,naphthalene_A1=-10_A2=5_a=5.8_b=7.5_theta=64_cx=0_cy=0_cz=0.log,,,
5.8,7.6,64.5,-10.0,10.0,-25.727553574368358,-3.9593734916416,-4.45220164777129,2,Done,naphthalene_A1=-10_A2=10_a=5.8_b=7.6_theta=64_cx=0_cy=0_cz=0.log,,,
5.7,7.7,64.0,-10.0,15.0,-24.552049131598324,-4.030149089463522,-4.1229377381678205,2,Done,naphthalene_A1=-10_A2=15_a=5.7_b=7.7_theta=64_cx=0_cy=0_cz=0.log,,,
6.0,7.9,64.5,-10.0,20.0,-24.64734531007707,-3.4860790941165765,-4.418796780460982,2,Done,naphthalene_A1=-10_A2=20_a=6.0_b=7.9_theta=64_cx=0_cy=0_cz=0.log,,,
5.8,7.5,64.0,-10.0,0.0,-26.37186327204108,-3.949895580532029,-4.618018027744256,1,Done,naphthalene_A1=-10_A2=0_a=5.8_b=7.5_theta=64_cx=0_cy=0_cz=0.log,,,
5.8,7.5,64.5,-10.0,5.0,-26.27438586868811,-3.95983282889938,-4.5886800527223395,1,Done,naphthalene_A1=-10_A2=5_a=5.8_b=7.5_theta=64_cx=0_cy=0_cz=0.log,,,
5.8,7.6,65.0,-10.0,10.0,-25.876072641112838,-3.96125476656016,-4.488390776998131,2,Done,naphthalene_A1=-10_A2=10_a=5.8_b=7.6_theta=65_cx=0_cy=0_cz=0.log,,,
5.7,7.7,64.5,-10.0,15.0,-24.814560409868136,-4.03141854214482,-4.187930831394623,2,Done,naphthalene_A1=-10_A2=15_a=5.7_b=7.7_theta=64_cx=0_cy=0_cz=0.log,,,
5.7,7.8,64.0,-10.0,20.0,-23.72190736758057,-4.002083704748657,-3.9294349895208143,2,Done,naphthalene_A1=-10_A2=20_a=5.7_b=7.8_theta=64_cx=0_cy=0_cz=0.log,,,
5.8,7.5,64.5,-10.0,0.0,-26.44365794607438,-3.924219126347453,-4.648804923344869,1,Done,naphthalene_A1=-10_A2=0_a=5.8_b=7.5_theta=64_cx=0_cy=0_cz=0.log,,,
5.8,7.5,65.0,-10.0,5.0,-26.370362268178724,-3.9436744463746436,-4.620753343857358,1,Done,naphthalene_A1=-10_A2=5_a=5.8_b=7.5_theta=65_cx=0_cy=0_cz=0.log,,,
5.9,7.4,65.0,-10.0,10.0,-25.18651445244905,-3.8387372042052452,-4.377260011009639,2,Done,naphthalene_A1=-10_A2=10_a=5.9_b=7.4_theta=65_cx=0_cy=0_cz=0.log,,,
5.7,7.7,65.0,-10.0,15.0,-25.032728066435084,-4.0223196471924885,-4.247022193012526,2,Done,naphthalene_A1=-10_A2=15_a=5.7_b=7.7_theta=65_cx=0_cy=0_cz=0.log,,,
5.7,7.8,64.5,-10.0,20.0,-24.075781591469426,-4.0172512489371,-4.010319773398805,2,Done,naphthalene_A1=-10_A2=20_a=5.7_b=7.8_theta=64_cx=0_cy=0_cz=0.log,,,
5.8,7.5,65.0,-10.0,0.0,-26.46305302495602,-3.884054721274879,-4.673735895601566,1,Done,naphthalene_A1=-10_A2=0_a=5.8_b=7.5_theta=65_cx=0_cy=0_cz=0.log,,,
5.9,7.3,65.0,-10.0,5.0,-25.950345979887057,-3.8615879807039173,-4.556792504619806,1,Done,naphthalene_A1=-10_A2=5_a=5.9_b=7.3_theta=65_cx=0_cy=0_cz=0.log,,,
5.9,7.5,65.0,-10.0,10.0,-25.61905458569527,-3.8387372042052452,-4.485395044321193,2,Done,naphthalene_A1=-10_A2=10_a=5.9_b=7.5_theta=65_cx=0_cy=0_cz=0.log,,,
