a,b,theta,A1,A2,E,E_p,E_t,machine_type,status,file_name
5.8,9.0,65.0,0,36,-53.289371589431546,-7.383802238386124,-9.630441778164824,2,Done,tetracene_A1=0_A2=36_a=5.8_b=9.0_theta=65.0_cx=0_cy=0_cz=0.log
5.9,8.7,64.5,0,35,-54.536848919233314,-7.695889316732062,-9.786267571442297,1,Done,tetracene_A1=0_A2=35_a=5.9_b=8.7_theta=64.5_cx=0_cy=0_cz=0.log
5.9,8.9,65.0,0,34,-54.24286299431697,-7.591942285071127,-9.764744606043678,2,Done,tetracene_A1=0_A2=34_a=5.9_b=8.9_theta=65.0_cx=0_cy=0_cz=0.log
5.8,9.5,65.0,0,40,-49.68067704117857,-7.383425732376052,-8.728456394106615,2,Done,tetracene_A1=0_A2=40_a=5.8_b=9.5_theta=65.0_cx=0_cy=0_cz=0.log
5.8,9.1,64.0,0,36,-53.471462441608324,-7.767955075250938,-9.483888072776603,2,Done,tetracene_A1=0_A2=36_a=5.8_b=9.1_theta=64.0_cx=0_cy=0_cz=0.log
5.9,8.7,65.0,0,35,-54.603144095512114,-7.591875769197941,-9.854848139279056,1,Done,tetracene_A1=0_A2=35_a=5.9_b=8.7_theta=65.0_cx=0_cy=0_cz=0.log
6.0,8.7,64.0,0,34,-54.61920835170896,-7.537976425141096,-9.885813875356687,2,Done,tetracene_A1=0_A2=34_a=6.0_b=8.7_theta=64.0_cx=0_cy=0_cz=0.log
5.8,9.6,64.0,0,40,-49.86531558353454,-7.767593629425392,-8.582532081170937,2,Done,tetracene_A1=0_A2=40_a=5.8_b=9.6_theta=64.0_cx=0_cy=0_cz=0.log
5.8,9.1,64.5,0,36,-53.301279219100245,-7.602853429038078,-9.523893090256024,2,Done,tetracene_A1=0_A2=36_a=5.8_b=9.1_theta=64.5_cx=0_cy=0_cz=0.log
6.0,8.7,64.5,0,34,-54.76885191630572,-7.539059507311323,-9.92268322542077,2,Done,tetracene_A1=0_A2=34_a=6.0_b=8.7_theta=64.5_cx=0_cy=0_cz=0.log
5.8,9.6,64.5,0,40,-49.80771518568508,-7.602460607769897,-8.650698492536321,2,Done,tetracene_A1=0_A2=40_a=5.8_b=9.6_theta=64.5_cx=0_cy=0_cz=0.log
6.0,8.7,64.0,0,35,-54.342152646742754,-7.5380165858659876,-9.816529868752696,1,Done,tetracene_A1=0_A2=35_a=6.0_b=8.7_theta=64.0_cx=0_cy=0_cz=0.log
5.8,9.1,65.0,0,36,-52.98350313538685,-7.383802238386124,-9.553974664653653,2,Done,tetracene_A1=0_A2=36_a=5.8_b=9.1_theta=65.0_cx=0_cy=0_cz=0.log
6.0,8.7,65.0,0,34,-54.827704824274406,-7.513544950750656,-9.950153730693273,2,Done,tetracene_A1=0_A2=34_a=6.0_b=8.7_theta=65.0_cx=0_cy=0_cz=0.log
5.8,9.6,65.0,0,40,-49.60216550040059,-7.383425732376052,-8.70882850891212,2,Done,tetracene_A1=0_A2=40_a=5.8_b=9.6_theta=65.0_cx=0_cy=0_cz=0.log
6.0,8.7,64.5,0,35,-54.576326828682795,-7.539062017574906,-9.874550698383247,1,Done,tetracene_A1=0_A2=35_a=6.0_b=8.7_theta=64.5_cx=0_cy=0_cz=0.log
5.9,8.9,64.0,0,36,-54.02625909307972,-7.76066089887172,-9.626234323834069,2,Done,tetracene_A1=0_A2=36_a=5.9_b=8.9_theta=64.0_cx=0_cy=0_cz=0.log
6.0,8.8,64.0,0,34,-54.437938282731935,-7.537976425141096,-9.840496358112432,2,Done,tetracene_A1=0_A2=34_a=6.0_b=8.8_theta=64.0_cx=0_cy=0_cz=0.log
5.9,9.4,64.0,0,40,-50.165187552105635,-7.760486451094039,-8.66105366247939,2,Done,tetracene_A1=0_A2=40_a=5.9_b=9.4_theta=64.0_cx=0_cy=0_cz=0.log
6.0,8.7,65.0,0,35,-54.71598043385893,-7.513502280111425,-9.92224396840902,1,Done,tetracene_A1=0_A2=35_a=6.0_b=8.7_theta=65.0_cx=0_cy=0_cz=0.log
5.9,8.9,64.5,0,36,-54.13659543078393,-7.69580397522077,-9.686246870085595,2,Done,tetracene_A1=0_A2=36_a=5.9_b=8.9_theta=64.5_cx=0_cy=0_cz=0.log
6.0,8.8,64.5,0,34,-54.51086498447694,-7.539059507311323,-9.858186492463574,2,Done,tetracene_A1=0_A2=34_a=6.0_b=8.8_theta=64.5_cx=0_cy=0_cz=0.log
5.9,9.4,64.5,0,40,-50.3819144461304,-7.695490220445207,-8.747733501309996,2,Done,tetracene_A1=0_A2=40_a=5.9_b=9.4_theta=64.5_cx=0_cy=0_cz=0.log
5.9,8.6,64.5,0,35,-54.16406530863605,-7.695889316732062,-9.693071668792982,1,Done,tetracene_A1=0_A2=35_a=5.9_b=8.6_theta=64.5_cx=0_cy=0_cz=0.log
5.9,8.9,65.0,0,36,-54.1261084836442,-7.5917527771089235,-9.73565073235659,2,Done,tetracene_A1=0_A2=36_a=5.9_b=8.9_theta=65.0_cx=0_cy=0_cz=0.log
6.0,8.8,65.0,0,34,-54.49722793814726,-7.513544950750656,-9.867534509161487,2,Done,tetracene_A1=0_A2=34_a=6.0_b=8.8_theta=65.0_cx=0_cy=0_cz=0.log
5.9,9.4,65.0,0,40,-50.479002793552354,-7.591328580398112,-8.824086408189034,2,Done,tetracene_A1=0_A2=40_a=5.9_b=9.4_theta=65.0_cx=0_cy=0_cz=0.log
5.9,8.6,65.0,0,35,-54.335169715341166,-7.591875769197941,-9.787854544236323,1,Done,tetracene_A1=0_A2=35_a=5.9_b=8.6_theta=65.0_cx=0_cy=0_cz=0.log
5.9,9.0,64.0,0,36,-53.931241527898244,-7.76066089887172,-9.6024799325387,2,Done,tetracene_A1=0_A2=36_a=5.9_b=9.0_theta=64.0_cx=0_cy=0_cz=0.log
6.0,8.9,64.0,0,34,-54.051424753386534,-7.537976425141096,-9.743867975776084,2,Done,tetracene_A1=0_A2=34_a=6.0_b=8.9_theta=64.0_cx=0_cy=0_cz=0.log
5.9,9.5,64.0,0,40,-50.2615755982697,-7.760486451094039,-8.685150674020406,2,Done,tetracene_A1=0_A2=40_a=5.9_b=9.5_theta=64.0_cx=0_cy=0_cz=0.log
5.9,9.0,65.0,0,36,-53.87558892113157,-7.5917527771089235,-9.67302084172843,2,Done,tetracene_A1=0_A2=36_a=5.9_b=9.0_theta=65.0_cx=0_cy=0_cz=0.log
5.9,8.6,65.5,0,35,-54.36593778524548,-7.442796963383444,-9.870085964619648,1,Done,tetracene_A1=0_A2=35_a=5.9_b=8.6_theta=65.5_cx=0_cy=0_cz=0.log
6.0,8.9,64.5,0,34,-54.05928368889729,-7.539059507311323,-9.745291168568656,2,Done,tetracene_A1=0_A2=34_a=6.0_b=8.9_theta=64.5_cx=0_cy=0_cz=0.log
5.9,9.5,65.0,0,40,-50.425257816677906,-7.591328580398112,-8.810650163970422,2,Done,tetracene_A1=0_A2=40_a=5.9_b=9.5_theta=65.0_cx=0_cy=0_cz=0.log
5.9,9.1,64.0,0,36,-53.64710751036183,-7.76066089887172,-9.531446428154597,2,Done,tetracene_A1=0_A2=36_a=5.9_b=9.1_theta=64.0_cx=0_cy=0_cz=0.log
5.9,8.7,65.5,0,35,-54.53358084661886,-7.442796963383444,-9.911996729962993,1,Done,tetracene_A1=0_A2=35_a=5.9_b=8.7_theta=65.5_cx=0_cy=0_cz=0.log
6.0,8.9,65.0,0,34,-53.984715419821434,-7.513544950750656,-9.739406379580032,2,Done,tetracene_A1=0_A2=34_a=6.0_b=8.9_theta=65.0_cx=0_cy=0_cz=0.log
5.9,9.6,64.0,0,40,-50.20754196750931,-7.760486451094039,-8.671642266330311,2,Done,tetracene_A1=0_A2=40_a=5.9_b=9.6_theta=64.0_cx=0_cy=0_cz=0.log
5.9,9.1,64.5,0,36,-53.60823452100158,-7.69580397522077,-9.55415664264001,2,Done,tetracene_A1=0_A2=36_a=5.9_b=9.1_theta=64.5_cx=0_cy=0_cz=0.log
5.9,8.8,65.5,0,35,-54.43019480956718,-7.442796963383444,-9.886150220700074,1,Done,tetracene_A1=0_A2=35_a=5.9_b=8.8_theta=65.5_cx=0_cy=0_cz=0.log
5.8,8.6,64.0,0,34,-53.902732493588715,-7.768061751732602,-9.591652247530872,2,Done,tetracene_A1=0_A2=34_a=5.8_b=8.6_theta=64.0_cx=0_cy=0_cz=0.log
5.9,9.6,64.5,0,40,-50.277572083286934,-7.695490220445207,-8.721647910599131,2,Done,tetracene_A1=0_A2=40_a=5.9_b=9.6_theta=64.5_cx=0_cy=0_cz=0.log
5.9,9.1,65.0,0,36,-53.456387140555314,-7.5917527771089235,-9.568220396584367,2,Done,tetracene_A1=0_A2=36_a=5.9_b=9.1_theta=65.0_cx=0_cy=0_cz=0.log
5.8,8.6,64.5,0,34,-54.00222796970047,-7.6029952462995425,-9.699059369275346,2,Done,tetracene_A1=0_A2=34_a=5.8_b=8.6_theta=64.5_cx=0_cy=0_cz=0.log
5.9,9.6,65.0,0,40,-50.23371917475015,-7.5913285803981125,-8.762765503488481,2,Done,tetracene_A1=0_A2=40_a=5.9_b=9.6_theta=65.0_cx=0_cy=0_cz=0.log
6.0,8.6,64.5,0,35,-54.38354069646447,-7.539062017574906,-9.826354165328668,1,Done,tetracene_A1=0_A2=35_a=6.0_b=8.6_theta=64.5_cx=0_cy=0_cz=0.log
6.0,8.9,64.0,0,36,-53.88294835854322,-7.538079336751252,-9.701697421260178,2,Done,tetracene_A1=0_A2=36_a=6.0_b=8.9_theta=64.0_cx=0_cy=0_cz=0.log
5.8,8.6,65.0,0,34,-53.94063911796548,-7.3839540956541905,-9.793182731664274,2,Done,tetracene_A1=0_A2=34_a=5.8_b=8.6_theta=65.0_cx=0_cy=0_cz=0.log
6.0,9.4,64.0,0,40,-50.18809668812901,-7.538129537715577,-8.777959403174464,2,Done,tetracene_A1=0_A2=40_a=6.0_b=9.4_theta=64.0_cx=0_cy=0_cz=0.log
6.0,8.6,65.0,0,35,-54.61642220732757,-7.513502280111425,-9.897354411776178,1,Done,tetracene_A1=0_A2=35_a=6.0_b=8.6_theta=65.0_cx=0_cy=0_cz=0.log
6.0,8.9,64.5,0,36,-54.046670737909146,-7.539080842747352,-9.742127263103614,2,Done,tetracene_A1=0_A2=36_a=6.0_b=8.9_theta=64.5_cx=0_cy=0_cz=0.log
6.0,9.4,64.5,0,40,-50.4566835181322,-7.539021856850012,-8.844659951108044,2,Done,tetracene_A1=0_A2=40_a=6.0_b=9.4_theta=64.5_cx=0_cy=0_cz=0.log
5.9,8.6,64.0,0,34,-54.53924098750576,-7.7607161197811365,-9.754452186985873,2,Done,tetracene_A1=0_A2=34_a=5.9_b=8.6_theta=64.0_cx=0_cy=0_cz=0.log
6.0,8.6,65.5,0,35,-54.74155523162335,-7.4563047436531615,-9.957236436079254,1,Done,tetracene_A1=0_A2=35_a=6.0_b=8.6_theta=65.5_cx=0_cy=0_cz=0.log
6.0,8.9,65.0,0,36,-54.11999653629027,-7.513454589410684,-9.773271839367226,2,Done,tetracene_A1=0_A2=36_a=6.0_b=8.9_theta=65.0_cx=0_cy=0_cz=0.log
6.0,9.4,65.0,0,40,-50.63517999229953,-7.513272611424327,-8.902158692362717,2,Done,tetracene_A1=0_A2=40_a=6.0_b=9.4_theta=65.0_cx=0_cy=0_cz=0.log
5.9,8.6,64.5,0,34,-54.7367008139845,-7.695935752475632,-9.836207327258307,2,Done,tetracene_A1=0_A2=34_a=5.9_b=8.6_theta=64.5_cx=0_cy=0_cz=0.log
6.0,8.7,65.5,0,35,-54.752225411590175,-7.4563047436531615,-9.959903981070967,1,Done,tetracene_A1=0_A2=35_a=6.0_b=8.7_theta=65.5_cx=0_cy=0_cz=0.log
6.0,9.0,64.0,0,36,-53.652807810809456,-7.538079336751252,-9.644162284326741,2,Done,tetracene_A1=0_A2=36_a=6.0_b=9.0_theta=64.0_cx=0_cy=0_cz=0.log
6.0,9.5,64.0,0,40,-50.1557021115441,-7.538129537715577,-8.769860759028234,2,Done,tetracene_A1=0_A2=40_a=6.0_b=9.5_theta=64.0_cx=0_cy=0_cz=0.log
5.9,8.6,65.0,0,34,-54.80837500584312,-7.591942285071127,-9.906122608925218,2,Done,tetracene_A1=0_A2=34_a=5.9_b=8.6_theta=65.0_cx=0_cy=0_cz=0.log
6.0,8.8,65.5,0,35,-54.517526631476365,-7.4563047436531615,-9.901229286042508,1,Done,tetracene_A1=0_A2=35_a=6.0_b=8.8_theta=65.5_cx=0_cy=0_cz=0.log
6.0,9.0,64.5,0,36,-53.746911720605574,-7.539080842747352,-9.667187508777717,2,Done,tetracene_A1=0_A2=36_a=6.0_b=9.0_theta=64.5_cx=0_cy=0_cz=0.log
6.0,9.5,64.5,0,40,-50.35624426743015,-7.539021856850012,-8.819550138432534,2,Done,tetracene_A1=0_A2=40_a=6.0_b=9.5_theta=64.5_cx=0_cy=0_cz=0.log
6.0,8.6,64.0,0,34,-54.54453466203996,-7.537976425141096,-9.86714545293944,2,Done,tetracene_A1=0_A2=34_a=6.0_b=8.6_theta=64.0_cx=0_cy=0_cz=0.log
6.0,9.0,65.0,0,36,-53.75435900967568,-7.513454589410684,-9.681862457713578,2,Done,tetracene_A1=0_A2=36_a=6.0_b=9.0_theta=65.0_cx=0_cy=0_cz=0.log
6.1,8.6,64.5,0,35,-54.093769128667184,-7.222994015668519,-9.911945274332538,1,Done,tetracene_A1=0_A2=35_a=6.1_b=8.6_theta=64.5_cx=0_cy=0_cz=0.log
6.0,9.5,65.0,0,40,-50.469411930535,-7.513272611424327,-8.860716676921584,2,Done,tetracene_A1=0_A2=40_a=6.0_b=9.5_theta=65.0_cx=0_cy=0_cz=0.log
6.0,8.6,64.5,0,34,-54.78374398313464,-7.539059507311323,-9.926406242127996,2,Done,tetracene_A1=0_A2=34_a=6.0_b=8.6_theta=64.5_cx=0_cy=0_cz=0.log
6.0,9.1,64.0,0,36,-53.25416074856184,-7.538079336751252,-9.544500518764835,2,Done,tetracene_A1=0_A2=36_a=6.0_b=9.1_theta=64.0_cx=0_cy=0_cz=0.log
6.1,8.6,65.0,0,35,-54.341213891748346,-7.246021122671664,-9.962292911601251,1,Done,tetracene_A1=0_A2=35_a=6.1_b=8.6_theta=65.0_cx=0_cy=0_cz=0.log
6.0,9.6,64.0,0,40,-49.98729348788039,-7.538129537715577,-8.727758603112306,2,Done,tetracene_A1=0_A2=40_a=6.0_b=9.6_theta=64.0_cx=0_cy=0_cz=0.log
6.0,8.6,65.0,0,34,-54.92796837212518,-7.513544950750656,-9.975219617655966,2,Done,tetracene_A1=0_A2=34_a=6.0_b=8.6_theta=65.0_cx=0_cy=0_cz=0.log
6.0,9.1,64.5,0,36,-53.2881868504919,-7.539080842747352,-9.5525062912493,2,Done,tetracene_A1=0_A2=36_a=6.0_b=9.1_theta=64.5_cx=0_cy=0_cz=0.log
6.1,8.6,65.5,0,35,-54.50792823871597,-7.248209877521732,-10.002877120918127,1,Done,tetracene_A1=0_A2=35_a=6.1_b=8.6_theta=65.5_cx=0_cy=0_cz=0.log
6.0,9.6,64.5,0,40,-50.12573725380935,-7.539021856850012,-8.76192338502733,2,Done,tetracene_A1=0_A2=40_a=6.0_b=9.6_theta=64.5_cx=0_cy=0_cz=0.log
5.9,8.5,64.5,0,34,-54.260493515292175,-7.695935752475632,-9.717155502585227,2,Done,tetracene_A1=0_A2=34_a=5.9_b=8.5_theta=64.5_cx=0_cy=0_cz=0.log
6.0,9.1,65.0,0,36,-53.23912309855223,-7.513454589410684,-9.553053479932712,2,Done,tetracene_A1=0_A2=36_a=6.0_b=9.1_theta=65.0_cx=0_cy=0_cz=0.log
6.0,9.6,65.0,0,40,-50.179607731988646,-7.513272611424327,-8.788265627285,2,Done,tetracene_A1=0_A2=40_a=6.0_b=9.6_theta=65.0_cx=0_cy=0_cz=0.log
6.1,8.7,64.5,0,35,-54.12852816237137,-7.222994015668519,-9.920635032758582,1,Done,tetracene_A1=0_A2=35_a=6.1_b=8.7_theta=64.5_cx=0_cy=0_cz=0.log
5.9,8.5,65.0,0,34,-54.44341016956605,-7.591942285071127,-9.814881399855947,2,Done,tetracene_A1=0_A2=34_a=5.9_b=8.5_theta=65.0_cx=0_cy=0_cz=0.log
5.8,8.8,64.0,0,36,-53.24435151205397,-7.767955075250938,-9.427110340388024,2,Done,tetracene_A1=0_A2=36_a=5.8_b=8.8_theta=64.0_cx=0_cy=0_cz=0.log
5.9,9.3,64.5,0,40,-50.19635722925887,-7.695490220445207,-8.701344197092112,2,Done,tetracene_A1=0_A2=40_a=5.9_b=9.3_theta=64.5_cx=0_cy=0_cz=0.log
6.1,8.7,65.0,0,35,-54.29374401504175,-7.246021122671664,-9.950425442424605,1,Done,tetracene_A1=0_A2=35_a=6.1_b=8.7_theta=65.0_cx=0_cy=0_cz=0.log
5.9,8.5,65.5,0,34,-54.48532783798874,-7.4428722645388925,-9.899895827227738,2,Done,tetracene_A1=0_A2=34_a=5.9_b=8.5_theta=65.5_cx=0_cy=0_cz=0.log
5.8,8.8,64.5,0,36,-53.34679126390256,-7.602853429038078,-9.5352711014566,2,Done,tetracene_A1=0_A2=36_a=5.8_b=8.8_theta=64.5_cx=0_cy=0_cz=0.log
5.9,9.3,65.0,0,40,-50.373538442421705,-7.5913285803981125,-8.797720320406368,2,Done,tetracene_A1=0_A2=40_a=5.9_b=9.3_theta=65.0_cx=0_cy=0_cz=0.log
6.1,8.7,65.5,0,35,-54.38237101770938,-7.248209877521732,-9.971487815666476,1,Done,tetracene_A1=0_A2=35_a=6.1_b=8.7_theta=65.5_cx=0_cy=0_cz=0.log
5.9,8.6,65.5,0,34,-54.74353565322235,-7.4428722645388925,-9.964447781036142,2,Done,tetracene_A1=0_A2=34_a=5.9_b=8.6_theta=65.5_cx=0_cy=0_cz=0.log
5.8,8.8,65.0,0,36,-53.289401709567755,-7.383802238386124,-9.630449308198877,2,Done,tetracene_A1=0_A2=36_a=5.8_b=8.8_theta=65.0_cx=0_cy=0_cz=0.log
5.9,9.3,65.5,0,40,-50.41716795787215,-7.442194553790612,-8.883194712572731,2,Done,tetracene_A1=0_A2=40_a=5.9_b=9.3_theta=65.5_cx=0_cy=0_cz=0.log
5.9,8.7,65.5,0,34,-54.701457342365764,-7.4428722645388925,-9.953928203321992,2,Done,tetracene_A1=0_A2=34_a=5.9_b=8.7_theta=65.5_cx=0_cy=0_cz=0.log
6.1,8.8,64.5,0,35,-53.91742124781013,-7.222994015668519,-9.867858304118274,1,Done,tetracene_A1=0_A2=35_a=6.1_b=8.8_theta=64.5_cx=0_cy=0_cz=0.log
5.9,8.8,64.0,0,36,-53.88866873946972,-7.76066089887172,-9.59183673543157,2,Done,tetracene_A1=0_A2=36_a=5.9_b=8.8_theta=64.0_cx=0_cy=0_cz=0.log
5.9,9.4,65.5,0,40,-50.445476189488545,-7.442194553790612,-8.89027177047683,2,Done,tetracene_A1=0_A2=40_a=5.9_b=9.4_theta=65.5_cx=0_cy=0_cz=0.log
6.0,8.5,64.5,0,34,-54.49782532732934,-7.539059507311323,-9.854926578176674,2,Done,tetracene_A1=0_A2=34_a=6.0_b=8.5_theta=64.5_cx=0_cy=0_cz=0.log
6.1,8.8,65.0,0,35,-54.012694836361334,-7.246021122671664,-9.880163147754502,1,Done,tetracene_A1=0_A2=35_a=6.1_b=8.8_theta=65.0_cx=0_cy=0_cz=0.log
5.9,8.8,64.5,0,36,-54.09016722091474,-7.69580397522077,-9.674639817618301,2,Done,tetracene_A1=0_A2=36_a=5.9_b=8.8_theta=64.5_cx=0_cy=0_cz=0.log
5.9,9.5,65.5,0,40,-50.321076096734025,-7.442194553790612,-8.859171747288201,2,Done,tetracene_A1=0_A2=40_a=5.9_b=9.5_theta=65.5_cx=0_cy=0_cz=0.log
6.0,8.5,65.0,0,34,-54.741336857667186,-7.513544950750656,-9.92856173904147,2,Done,tetracene_A1=0_A2=34_a=6.0_b=8.5_theta=65.0_cx=0_cy=0_cz=0.log
6.1,8.8,65.5,0,35,-54.035430778516464,-7.248209877521732,-9.884752755868247,1,Done,tetracene_A1=0_A2=35_a=6.1_b=8.8_theta=65.5_cx=0_cy=0_cz=0.log
5.9,8.8,65.0,0,36,-54.16688910359518,-7.5917527771089235,-9.74584588734433,2,Done,tetracene_A1=0_A2=36_a=5.9_b=8.8_theta=65.0_cx=0_cy=0_cz=0.log
6.0,9.3,64.5,0,40,-50.40661073010415,-7.539021856850012,-8.832141754101029,2,Done,tetracene_A1=0_A2=40_a=6.0_b=9.3_theta=64.5_cx=0_cy=0_cz=0.log
6.0,8.5,65.5,0,34,-54.87643976067193,-7.456376279704273,-9.990921800315846,2,Done,tetracene_A1=0_A2=34_a=6.0_b=8.5_theta=65.5_cx=0_cy=0_cz=0.log
5.9,8.6,66.0,0,35,-54.2460030540824,-7.242958873743192,-9.940021326649005,1,Done,tetracene_A1=0_A2=35_a=5.9_b=8.6_theta=66.0_cx=0_cy=0_cz=0.log
6.0,8.8,64.0,0,36,-53.90336000360549,-7.538079336751252,-9.706800332525745,2,Done,tetracene_A1=0_A2=36_a=6.0_b=8.8_theta=64.0_cx=0_cy=0_cz=0.log
6.0,9.3,65.0,0,40,-50.65658561326563,-7.513272611424327,-8.907510097604243,2,Done,tetracene_A1=0_A2=40_a=6.0_b=9.3_theta=65.0_cx=0_cy=0_cz=0.log
6.0,8.6,65.5,0,34,-54.96820180281066,-7.456376279704273,-10.013862310850527,2,Done,tetracene_A1=0_A2=34_a=6.0_b=8.6_theta=65.5_cx=0_cy=0_cz=0.log
5.9,8.7,66.0,0,35,-54.318051242502406,-7.242958873743192,-9.958033373754006,1,Done,tetracene_A1=0_A2=35_a=5.9_b=8.7_theta=66.0_cx=0_cy=0_cz=0.log
6.0,8.8,64.5,0,36,-54.147524145431824,-7.539080842747352,-9.767340614984278,2,Done,tetracene_A1=0_A2=36_a=6.0_b=8.8_theta=64.5_cx=0_cy=0_cz=0.log
6.0,9.3,65.5,0,40,-50.80437174881809,-7.455880546942352,-8.973152663733345,2,Done,tetracene_A1=0_A2=40_a=6.0_b=9.3_theta=65.5_cx=0_cy=0_cz=0.log
6.0,8.7,65.5,0,34,-54.787064766511314,-7.456376279704273,-9.968578051775694,2,Done,tetracene_A1=0_A2=34_a=6.0_b=8.7_theta=65.5_cx=0_cy=0_cz=0.log
5.9,8.8,66.0,0,35,-54.13261199742556,-7.242958873743192,-9.911673562484792,1,Done,tetracene_A1=0_A2=35_a=5.9_b=8.8_theta=66.0_cx=0_cy=0_cz=0.log
6.0,8.8,65.0,0,36,-54.29741871356964,-7.513454589410684,-9.817627383687068,2,Done,tetracene_A1=0_A2=36_a=6.0_b=8.8_theta=65.0_cx=0_cy=0_cz=0.log
6.0,9.4,65.5,0,40,-50.71431151358411,-7.455880546942352,-8.950637604924848,2,Done,tetracene_A1=0_A2=40_a=6.0_b=9.4_theta=65.5_cx=0_cy=0_cz=0.log
6.1,8.5,64.5,0,34,-54.22473548538982,-7.222901144181378,-9.944733299256766,2,Done,tetracene_A1=0_A2=34_a=6.1_b=8.5_theta=64.5_cx=0_cy=0_cz=0.log
6.0,8.6,66.0,0,35,-54.749532139394425,-7.3622209144523385,-10.00627257762244,1,Done,tetracene_A1=0_A2=35_a=6.0_b=8.6_theta=66.0_cx=0_cy=0_cz=0.log
5.9,8.7,64.5,0,36,-53.7725467593409,-7.69580397522077,-9.595234702224843,2,Done,tetracene_A1=0_A2=36_a=5.9_b=8.7_theta=64.5_cx=0_cy=0_cz=0.log
6.0,9.5,65.5,0,40,-50.48609867668711,-7.455880546942352,-8.8935843957006,2,Done,tetracene_A1=0_A2=40_a=6.0_b=9.5_theta=65.5_cx=0_cy=0_cz=0.log
6.0,8.7,66.0,0,35,-54.675927726319074,-7.362220914452338,-9.987871474353597,1,Done,tetracene_A1=0_A2=35_a=6.0_b=8.7_theta=66.0_cx=0_cy=0_cz=0.log
6.1,8.5,65.0,0,34,-54.481575328391045,-7.245965901762247,-9.997410881216636,2,Done,tetracene_A1=0_A2=34_a=6.1_b=8.5_theta=65.0_cx=0_cy=0_cz=0.log
5.9,8.7,65.0,0,36,-53.94885447900742,-7.5917527771089235,-9.691337231197394,2,Done,tetracene_A1=0_A2=36_a=5.9_b=8.7_theta=65.0_cx=0_cy=0_cz=0.log
6.0,8.8,66.0,0,35,-54.369730456732206,-7.3622209144523385,-9.911322156956883,1,Done,tetracene_A1=0_A2=35_a=6.0_b=8.8_theta=66.0_cx=0_cy=0_cz=0.log
6.1,9.3,64.5,0,40,-50.140902915271,-7.223218664177692,-8.923616396728901,2,Done,tetracene_A1=0_A2=40_a=6.1_b=9.3_theta=64.5_cx=0_cy=0_cz=0.log
6.1,8.5,65.5,0,34,-54.65716266678646,-7.248201092355885,-10.040190120518673,2,Done,tetracene_A1=0_A2=34_a=6.1_b=8.5_theta=65.5_cx=0_cy=0_cz=0.log
6.1,8.6,66.0,0,35,-54.58663556282411,-7.2253095275955275,-10.034004126908258,1,Done,tetracene_A1=0_A2=35_a=6.1_b=8.6_theta=66.0_cx=0_cy=0_cz=0.log
5.9,8.7,65.5,0,36,-53.98536552116275,-7.442651381134055,-9.77501568972366,2,Done,tetracene_A1=0_A2=36_a=5.9_b=8.7_theta=65.5_cx=0_cy=0_cz=0.log
6.1,9.3,65.0,0,40,-50.414492255309604,-7.2461453694850215,-8.980550379084889,2,Done,tetracene_A1=0_A2=40_a=6.1_b=9.3_theta=65.0_cx=0_cy=0_cz=0.log
6.1,8.7,66.0,0,35,-54.387318306369714,-7.2253095275955275,-9.984174812794665,1,Done,tetracene_A1=0_A2=35_a=6.1_b=8.7_theta=66.0_cx=0_cy=0_cz=0.log
6.1,8.6,64.5,0,34,-54.342561783036224,-7.222901144181378,-9.974189873668363,2,Done,tetracene_A1=0_A2=34_a=6.1_b=8.6_theta=64.5_cx=0_cy=0_cz=0.log
5.9,8.8,65.5,0,36,-54.108048745896674,-7.442651381134055,-9.80568649590714,2,Done,tetracene_A1=0_A2=36_a=5.9_b=8.8_theta=65.5_cx=0_cy=0_cz=0.log
6.1,9.3,65.5,0,40,-50.61185921076685,-7.248212387552487,-9.02885860891547,2,Done,tetracene_A1=0_A2=40_a=6.1_b=9.3_theta=65.5_cx=0_cy=0_cz=0.log
6.1,8.8,66.0,0,35,-53.978618533117704,-7.225309527595527,-9.88199986948166,1,Done,tetracene_A1=0_A2=35_a=6.1_b=8.8_theta=66.0_cx=0_cy=0_cz=0.log
6.1,8.6,65.0,0,34,-54.5114824550692,-7.245965901762247,-10.004887662886176,2,Done,tetracene_A1=0_A2=34_a=6.1_b=8.6_theta=65.0_cx=0_cy=0_cz=0.log
5.9,8.9,65.5,0,36,-53.98434644448571,-7.442651381134055,-9.774760920554401,2,Done,tetracene_A1=0_A2=36_a=5.9_b=8.9_theta=65.5_cx=0_cy=0_cz=0.log
6.1,9.4,64.5,0,40,-50.072145389625796,-7.223218664177692,-8.906427015317604,2,Done,tetracene_A1=0_A2=40_a=6.1_b=9.4_theta=64.5_cx=0_cy=0_cz=0.log
6.1,8.6,65.5,0,34,-54.603427730500705,-7.248201092355885,-10.026756386447232,2,Done,tetracene_A1=0_A2=34_a=6.1_b=8.6_theta=65.5_cx=0_cy=0_cz=0.log
6.0,8.7,64.5,0,36,-54.0019368052017,-7.539080842747352,-9.730943779926749,2,Done,tetracene_A1=0_A2=36_a=6.0_b=8.7_theta=64.5_cx=0_cy=0_cz=0.log
6.1,9.4,65.0,0,40,-50.28229848877528,-7.246145369485021,-8.947501937451307,2,Done,tetracene_A1=0_A2=40_a=6.1_b=9.4_theta=65.0_cx=0_cy=0_cz=0.log
