a,b,a_step1,b_step1,theta,A1,A2,R3t,R3p,E,E_p,E_t1,E_t2
9.577577981932594,6.020797289396148,7.3,5.9,25.5,-40.34174589032438,15.15867028151854,-2.5,1.2,-50.7715617606882,-7.971550694666803,-9.808290034881791,-7.605940150795504
9.642613753542138,6.041522986797286,7.3,5.9,25.5,-40.794642998291415,16.51278508631704,-2.5,1.3,-50.57385971525218,-7.945575545774773,-9.808290034881791,-7.533064276969526
9.7082439194738,6.063827174318213,7.3,5.9,25.5,-41.24144431452801,17.881111145484425,-2.5,1.4,-50.41045611072332,-7.905055969837122,-9.808290034881791,-7.491882050642744
9.774456506629921,6.087692502089769,7.3,5.9,25.5,-41.68221883166516,19.263904505393715,-2.5,1.5,-50.276195326354355,-7.85100853361655,-9.808290034881791,-7.478799094678834
7.343704787094863,7.128113354878695,7.3,5.9,25.5,-6.254032743916467,-34.36882252140957,-2.4,-4.0,-50.60538330755662,-6.219787503709085,-9.87143071857281,-9.211473431496415
7.355270219373317,7.07248188403477,7.3,5.9,25.5,-7.028396238949604,-33.75260652875761,-2.4,-3.9,-50.6027590604499,-6.306533230934292,-9.87143071857281,-9.123415580717849
7.368174807915458,7.0178344238090995,7.3,5.9,25.5,-7.800187884181699,-33.12958486575468,-2.4,-3.8,-50.64586648729164,-6.385170274064876,-9.87143071857281,-9.066332251008134
7.3824115301167,6.96419413859206,7.3,5.9,25.5,-8.569141879837641,-32.49913615437183,-2.4,-3.7,-50.74369655130431,-6.45504351251293,-9.87143071857281,-9.045374044566415
7.397972695272672,6.911584478250989,7.3,5.9,25.5,-9.334998463138234,-31.860648618273807,-2.4,-3.6,-50.90309036639519,-6.516098980559036,-9.87143071857281,-9.064015484065749
7.414849964766651,6.860029154456998,7.3,5.9,25.5,-10.097504384075283,-31.213521384743192,-2.4,-3.5,-51.12806148699019,-6.568932812544517,-9.87143071857281,-9.123667212377768
7.433034373659253,6.809552114493288,7.3,5.9,25.5,-10.856413348062244,-30.557165852462823,-2.4,-3.4,-51.41786442976445,-6.614559064502828,-9.87143071857281,-9.222942431806588
7.4525163535546834,6.760177512462229,7.3,5.9,25.5,-11.611486423888492,-29.891007113066603,-2.4,-3.3,-51.767310943920165,-6.653942847275175,-9.87143071857281,-9.358281906112095
7.473285756613351,6.711929677819934,7.3,5.9,25.5,-12.36249241571431,-29.21448541370151,-2.4,-3.2,-52.16532547667157,-6.688356750644743,-9.87143071857281,-9.52287526911823
7.495331880577404,6.664833081180653,7.3,5.9,25.5,-13.10920819815429,-28.52705764719014,-2.4,-3.1,-52.598775499500334,-6.719646909390576,-9.87143071857281,-9.70831012178678
7.518643494673757,6.618912297349165,7.3,5.9,25.5,-13.851419013804989,-27.828198855760466,-2.4,-3.0,-53.053170550148934,-6.7502643772168085,-9.87143071857281,-9.904890179284848
7.543208866258444,6.57419196555744,7.3,5.9,25.5,-14.588918732874635,-27.117403733735056,-2.4,-2.9,-53.51033166528214,-6.782935057766736,-9.87143071857281,-10.100800056301525
7.569015788066504,6.5306967469022785,7.3,5.9,25.5,-15.321510074864795,-26.394188114064985,-2.4,-2.8,-53.95145488064736,-6.820332143921405,-9.87143071857281,-10.283964577829463
7.596051605933177,6.488451279003334,7.3,5.9,25.5,-16.049004792533193,-25.6580904231684,-2.4,-2.7,-54.35665314772632,-6.864901669207029,-9.87143071857281,-10.44199418608332
7.624303246854757,6.447480127925948,7.3,5.9,25.5,-16.771223818630418,-24.90867308820864,-2.4,-2.6,-54.70742119755596,-6.918528673704714,-9.87143071857281,-10.563751206500456
7.653757247260981,6.407807737440318,7.3,5.9,25.5,-17.48799737614855,-24.14552388073467,-2.4,-2.5,-54.98857328784652,-6.982318830210716,-9.87143071857281,-10.640537095139734
7.684399781375251,6.369458375717672,7.3,5.9,25.5,-18.199165053045398,-23.36825718052307,-2.4,-2.4,-55.1890840678243,-7.056490512215532,-9.87143071857281,-10.666620803123806
