R1,R2,heri,R3t,R3p,glide,phi1,phi2,FF
5.0,0.7,58.0,0.0,1.7,a,-25.0,25.0,-121.2773973228408
5.0,0.7,58.0,0.0,1.7,a,-20.0,45.0,-125.0545123201504
5.0,0.7,58.0,0.0,1.7,a,30.0,150.0,-95.59511065104306
5.0,0.7,58.0,0.0,1.8,a,25.0,-25.0,-101.37167248138812
5.0,0.7,58.0,0.0,1.8,a,-25.0,25.0,-119.70739468057886
5.0,0.7,58.0,0.0,1.8,a,-20.0,45.0,-124.99615259907972
5.0,0.7,58.0,0.0,1.8,a,30.0,150.0,-90.86333359863444
5.0,0.7,58.0,0.0,1.9,a,25.0,-25.0,-99.86265054812708
5.0,0.7,58.0,0.0,1.9,a,-25.0,25.0,-118.15606001308365
5.0,0.7,58.0,0.0,1.9,a,-20.0,45.0,-124.07386789971932
5.0,0.7,58.0,0.0,1.9,a,30.0,150.0,-85.6654351635345
5.0,0.7,58.0,0.0,2.0,a,25.0,-25.0,-99.06406165307412
5.0,0.7,58.0,0.0,2.0,a,-25.0,25.0,-116.63062705309342
5.0,0.7,58.0,0.0,2.0,a,-20.0,45.0,-122.61836103199398
5.0,0.7,58.0,0.0,2.0,a,-5.0,120.0,-9.41999455960144
5.0,0.7,58.0,0.0,2.0,a,30.0,150.0,-80.02863106890116
5.0,0.7,58.0,0.1,-2.0,a,80.0,-90.0,-128.59684378500316
5.0,0.7,58.0,0.1,-2.0,a,95.0,-85.0,-111.36487288155442
5.0,0.7,58.0,0.1,-2.0,a,30.0,-35.0,-136.0844349685334
5.0,0.7,58.0,0.1,-2.0,a,-155.0,-30.0,-125.55428307885626
5.0,0.7,58.0,0.1,-2.0,a,-35.0,20.0,-52.97501195329564
5.0,0.7,58.0,0.1,-2.0,a,-20.0,25.0,-8.905005533596166
5.0,0.7,58.0,0.1,-2.0,a,-160.0,140.0,-59.12429212709954
5.0,0.7,58.0,0.1,-2.0,a,30.0,145.0,-123.43496935692332
5.0,0.7,58.0,0.1,-2.0,a,180.0,150.0,-40.55811539029445
5.0,0.7,58.0,0.1,-1.9,a,80.0,-90.0,-130.14454656973075
5.0,0.7,58.0,0.1,-1.9,a,95.0,-85.0,-113.34266074547855
5.0,0.7,58.0,0.1,-1.9,a,30.0,-35.0,-136.5628491999754
5.0,0.7,58.0,0.1,-1.9,a,-155.0,-30.0,-127.32057627148188
5.0,0.7,58.0,0.1,-1.9,a,-35.0,20.0,-67.4729345993657
5.0,0.7,58.0,0.1,-1.9,a,-160.0,140.0,-60.69313369494792
5.0,0.7,58.0,0.1,-1.9,a,30.0,145.0,-123.48548351759511
5.0,0.7,58.0,0.1,-1.9,a,180.0,145.0,-39.83005917310477
5.0,0.7,58.0,0.1,-1.8,a,80.0,-90.0,-131.4052701061814
5.0,0.7,58.0,0.1,-1.8,a,95.0,-85.0,-115.19603101833168
5.0,0.7,58.0,0.1,-1.8,a,30.0,-35.0,-136.89498989660265
5.0,0.7,58.0,0.1,-1.8,a,-155.0,-30.0,-129.08897971773158
5.0,0.7,58.0,0.1,-1.8,a,-25.0,25.0,-80.2320621087734
5.0,0.7,58.0,0.1,-1.8,a,-160.0,140.0,-62.26409222806832
5.0,0.7,58.0,0.1,-1.8,a,30.0,145.0,-123.31994586515783
5.0,0.7,58.0,0.1,-1.8,a,180.0,145.0,-38.35854550825025
5.0,0.7,58.0,0.1,-1.7,a,80.0,-90.0,-132.2409569895559
5.0,0.7,58.0,0.1,-1.7,a,95.0,-85.0,-116.86367316576418
5.0,0.7,58.0,0.1,-1.7,a,30.0,-35.0,-136.99780803800874
5.0,0.7,58.0,0.1,-1.7,a,-150.0,-30.0,-131.0051673289413
5.0,0.7,58.0,0.1,-1.7,a,25.0,-25.0,-135.52173241193688
5.0,0.7,58.0,0.1,-1.7,a,-25.0,25.0,-104.45007085619756
5.0,0.7,58.0,0.1,-1.7,a,-160.0,140.0,-63.83057373477793
5.0,0.7,58.0,0.1,-1.7,a,180.0,140.0,-36.06569880251757
5.0,0.7,58.0,0.1,-1.7,a,30.0,145.0,-122.90796434832563
5.0,0.7,58.0,0.1,-1.6,a,80.0,-90.0,-132.4694538278633
5.0,0.7,58.0,0.1,-1.6,a,30.0,-35.0,-136.78108003369996
5.0,0.7,58.0,0.1,-1.6,a,-150.0,-30.0,-133.08040733165672
5.0,0.7,58.0,0.1,-1.6,a,25.0,-25.0,-135.29779123638772
5.0,0.7,58.0,0.1,-1.6,a,-25.0,25.0,-121.68927903637258
5.0,0.7,58.0,0.1,-1.6,a,-160.0,140.0,-65.38715832385961
5.0,0.7,58.0,0.1,-1.6,a,180.0,140.0,-33.741288474642936
5.0,0.7,58.0,0.1,-1.6,a,30.0,150.0,-122.80027402109624
5.0,0.7,58.0,0.1,-1.5,a,80.0,-90.0,-131.8558477517447
5.0,0.7,58.0,0.1,-1.5,a,30.0,-35.0,-136.15035835304943
5.0,0.7,58.0,0.1,-1.5,a,-150.0,-30.0,-135.1936184745729
5.0,0.7,58.0,0.1,-1.5,a,25.0,-25.0,-134.91243676786488
5.0,0.7,58.0,0.1,-1.5,a,-25.0,25.0,-133.45223654843142
5.0,0.7,58.0,0.1,-1.5,a,-155.0,140.0,-67.25965046677358
5.0,0.7,58.0,0.1,-1.5,a,180.0,140.0,-29.35417970271469
5.0,0.7,58.0,0.1,-1.5,a,30.0,150.0,-123.1476458471626
5.0,0.7,58.0,0.1,-1.4,a,85.0,-85.0,-133.3136650499475
5.0,0.7,58.0,0.1,-1.4,a,30.0,-35.0,-135.0104026419049
5.0,0.7,58.0,0.1,-1.4,a,-150.0,-30.0,-137.33022828252888
5.0,0.7,58.0,0.1,-1.4,a,-25.0,25.0,-141.0298508842872
5.0,0.7,58.0,0.1,-1.4,a,-155.0,140.0,-69.19108027648838
5.0,0.7,58.0,0.1,-1.4,a,180.0,140.0,-22.801124851181303
5.0,0.7,58.0,0.1,-1.4,a,30.0,150.0,-123.4548798362546
5.0,0.7,58.0,0.1,-1.3,a,85.0,-85.0,-135.0216477744377
5.0,0.7,58.0,0.1,-1.3,a,-150.0,-30.0,-139.46776489940754
5.0,0.7,58.0,0.1,-1.3,a,30.0,-30.0,-134.61184836517089
5.0,0.7,58.0,0.1,-1.3,a,-25.0,25.0,-145.46973563608282
5.0,0.7,58.0,0.1,-1.3,a,-155.0,140.0,-71.12372217004908
5.0,0.7,58.0,0.1,-1.3,a,180.0,140.0,-14.068955500488729
5.0,0.7,58.0,0.1,-1.3,a,30.0,150.0,-123.72061380932924
5.0,0.7,58.0,0.1,-1.2,a,85.0,-85.0,-136.5634014516662
5.0,0.7,58.0,0.1,-1.2,a,-150.0,-30.0,-141.5724686837101
5.0,0.7,58.0,0.1,-1.2,a,30.0,-30.0,-134.34358852965238
5.0,0.7,58.0,0.1,-1.2,a,-25.0,25.0,-147.5958298045072
5.0,0.7,58.0,0.1,-1.2,a,-155.0,140.0,-73.01681869606749
5.0,0.7,58.0,0.1,-1.2,a,180.0,140.0,-3.209972322523841
5.0,0.7,58.0,0.1,-1.2,a,30.0,150.0,-123.94441739612265
5.0,0.7,58.0,0.1,-1.1,a,85.0,-85.0,-137.91178324417731
5.0,0.7,58.0,0.1,-1.1,a,-150.0,-30.0,-143.59451128810184
5.0,0.7,58.0,0.1,-1.1,a,30.0,-30.0,-133.95984594236248
5.0,0.7,58.0,0.1,-1.1,a,-25.0,25.0,-148.0492095443021
5.0,0.7,58.0,0.1,-1.1,a,-155.0,140.0,-74.80867756983245
5.0,0.7,58.0,0.1,-1.1,a,30.0,150.0,-124.12653588783894
5.0,0.7,58.0,0.1,-1.0,a,85.0,-85.0,-139.04774988871637
5.0,0.7,58.0,0.1,-1.0,a,-150.0,-30.0,-145.46136130537883
5.0,0.7,58.0,0.1,-1.0,a,30.0,-30.0,-133.46728773147763
5.0,0.7,58.0,0.1,-1.0,a,-25.0,25.0,-147.33193677236503
5.0,0.7,58.0,0.1,-1.0,a,-155.0,145.0,-76.54955675019286
5.0,0.7,58.0,0.1,-1.0,a,30.0,150.0,-124.26768832410544
5.0,0.7,58.0,0.1,-0.9,a,85.0,-85.0,-139.96453558091002
5.0,0.7,58.0,0.1,-0.9,a,-150.0,-30.0,-147.0687955932965
5.0,0.7,58.0,0.1,-0.9,a,30.0,-30.0,-132.8803849554843
5.0,0.7,58.0,0.1,-0.9,a,-25.0,25.0,-145.84453361156844
5.0,0.7,58.0,0.1,-0.9,a,-155.0,145.0,-78.16720380191862
5.0,0.7,58.0,0.1,-0.9,a,30.0,150.0,-124.36898642881944
5.0,0.7,58.0,0.1,-0.8,a,85.0,-85.0,-140.67163904985355
5.0,0.7,58.0,0.1,-0.8,a,-150.0,-30.0,-148.26907558038752
5.0,0.7,58.0,0.1,-0.8,a,30.0,-30.0,-132.2218213880788
5.0,0.7,58.0,0.1,-0.8,a,-25.0,25.0,-143.91325812889173
5.0,0.7,58.0,0.1,-0.8,a,-155.0,145.0,-79.42174666023122
5.0,0.7,58.0,0.1,-0.8,a,30.0,150.0,-124.4319918615594
5.0,0.7,58.0,0.1,-0.7,a,85.0,-85.0,-141.19768593796584
5.0,0.7,58.0,0.1,-0.7,a,-150.0,-30.0,-148.8559286569141
5.0,0.7,58.0,0.1,-0.7,a,30.0,-30.0,-131.5221633571556
5.0,0.7,58.0,0.1,-0.7,a,-25.0,25.0,-141.80669898223914
5.0,0.7,58.0,0.1,-0.7,a,-155.0,145.0,-80.10028330848212
5.0,0.7,58.0,0.1,-0.7,a,30.0,150.0,-124.458865169951
5.0,0.7,58.0,0.1,-0.6,a,85.0,-85.0,-141.59085474320432
5.0,0.7,58.0,0.1,-0.6,a,-150.0,-30.0,-148.5462609055057
5.0,0.7,58.0,0.1,-0.6,a,30.0,-30.0,-130.81861431250022
5.0,0.7,58.0,0.1,-0.6,a,-25.0,25.0,-139.74320870210408
5.0,0.7,58.0,0.1,-0.6,a,-150.0,150.0,-79.94075284885973
5.0,0.7,58.0,0.1,-0.6,a,30.0,150.0,-124.45250614402144
5.0,0.7,58.0,0.1,-0.5,a,85.0,-85.0,-141.91523722831204
5.0,0.7,58.0,0.1,-0.5,a,-150.0,-30.0,-146.95907737674014
5.0,0.7,58.0,0.1,-0.5,a,30.0,-30.0,-130.15276740682518
5.0,0.7,58.0,0.1,-0.5,a,-25.0,25.0,-137.89191098646978
5.0,0.7,58.0,0.1,-0.5,a,-150.0,150.0,-78.6297300786543
5.0,0.7,58.0,0.1,-0.5,a,30.0,150.0,-124.41656420647024
5.0,0.7,58.0,0.1,-0.4,a,85.0,-85.0,-142.24135804450432
5.0,0.7,58.0,0.1,-0.4,a,-150.0,-30.0,-143.59302476138873
5.0,0.7,58.0,0.1,-0.4,a,30.0,-30.0,-129.56740335559624
5.0,0.7,58.0,0.1,-0.4,a,-25.0,25.0,-136.37063439115872
5.0,0.7,58.0,0.1,-0.4,a,-155.0,150.0,-75.99995172276567
5.0,0.7,58.0,0.1,-0.4,a,30.0,150.0,-124.35521598123827
5.0,0.7,58.0,0.1,-0.3,a,85.0,-85.0,-142.6291821422812
5.0,0.7,58.0,0.1,-0.3,a,-150.0,-30.0,-137.80540082193977
5.0,0.7,58.0,0.1,-0.3,a,30.0,-30.0,-129.10253986959174
5.0,0.7,58.0,0.1,-0.3,a,-25.0,25.0,-135.244116316408
5.0,0.7,58.0,0.1,-0.3,a,-155.0,150.0,-71.16552357035472
5.0,0.7,58.0,0.1,-0.3,a,30.0,150.0,-124.27265393959044
5.0,0.7,58.0,0.1,-0.2,a,85.0,-85.0,-143.10223876505174
5.0,0.7,58.0,0.1,-0.2,a,-150.0,-30.0,-128.79735266549304
5.0,0.7,58.0,0.1,-0.2,a,30.0,-30.0,-128.7910876592405
5.0,0.7,58.0,0.1,-0.2,a,-25.0,25.0,-134.52515022312355
5.0,0.7,58.0,0.1,-0.2,a,-155.0,150.0,-63.33502471161368
5.0,0.7,58.0,0.1,-0.2,a,30.0,150.0,-124.17228506228848
5.0,0.7,58.0,0.1,-0.1,a,85.0,-85.0,-143.6116840605479
5.0,0.7,58.0,0.1,-0.1,a,-155.0,-35.0,-116.23417456661178
5.0,0.7,58.0,0.1,-0.1,a,30.0,-30.0,-128.65456506065857
5.0,0.7,58.0,0.1,-0.1,a,-25.0,25.0,-134.18012872819514
5.0,0.7,58.0,0.1,-0.1,a,-155.0,150.0,-51.6409180924986
5.0,0.7,58.0,0.1,-0.1,a,30.0,150.0,-124.05568896745775
5.0,0.7,58.0,0.1,0.0,a,85.0,-85.0,-143.98857446702573
5.0,0.7,58.0,0.1,0.0,a,-155.0,-35.0,-99.0722936096922
5.0,0.7,58.0,0.1,0.0,a,30.0,-30.0,-128.6993394164855
5.0,0.7,58.0,0.1,0.0,a,-25.0,25.0,-134.13897210578992
5.0,0.7,58.0,0.1,0.0,a,-155.0,150.0,-35.10692900543764
5.0,0.7,58.0,0.1,0.0,a,30.0,150.0,-123.92143372448544
5.0,0.7,58.0,0.1,0.1,a,85.0,-85.0,-143.88035140196712
5.0,0.7,58.0,0.1,0.1,a,-155.0,-35.0,-76.01541992209894
5.0,0.7,58.0,0.1,0.1,a,30.0,-30.0,-128.9137966040942
5.0,0.7,58.0,0.1,0.1,a,-145.0,-25.0,-72.321386446836
5.0,0.7,58.0,0.1,0.1,a,-25.0,25.0,-134.30813669232435
5.0,0.7,58.0,0.1,0.1,a,-155.0,150.0,-12.677753229324734
5.0,0.7,58.0,0.1,0.1,a,30.0,150.0,-123.76390454865776
5.0,0.7,58.0,0.1,0.1,a,-145.0,155.0,-8.036020295391955
5.0,0.7,58.0,0.1,0.2,a,85.0,-85.0,-142.6622555352504
5.0,0.7,58.0,0.1,0.2,a,-155.0,-35.0,-45.983392267789135
5.0,0.7,58.0,0.1,0.2,a,30.0,-30.0,-129.26671706947434
5.0,0.7,58.0,0.1,0.2,a,-145.0,-25.0,-41.89980112340593
5.0,0.7,58.0,0.1,0.2,a,-25.0,25.0,-134.58462294745408
5.0,0.7,58.0,0.1,0.2,a,30.0,150.0,-123.5723624578448
5.0,0.7,58.0,0.1,0.3,a,85.0,-85.0,-139.30444003839287
5.0,0.7,58.0,0.1,0.3,a,-155.0,-35.0,-7.875304743553263
5.0,0.7,58.0,0.1,0.3,a,30.0,-30.0,-129.70699634715442
5.0,0.7,58.0,0.1,0.3,a,-145.0,-25.0,-2.999812858036744
5.0,0.7,58.0,0.1,0.3,a,-25.0,25.0,-134.86880200829532
5.0,0.7,58.0,0.1,0.3,a,30.0,150.0,-123.33048651546169
5.0,0.7,58.0,0.1,0.4,a,85.0,-85.0,-132.15858411897634
5.0,0.7,58.0,0.1,0.4,a,30.0,-30.0,-130.1647206331984
5.0,0.7,58.0,0.1,0.4,a,-25.0,25.0,-135.07436676987336
5.0,0.7,58.0,0.1,0.4,a,30.0,150.0,-123.01661764980044
5.0,0.7,58.0,0.1,0.5,a,85.0,-90.0,-121.10630057587986
5.0,0.7,58.0,0.1,0.5,a,30.0,-30.0,-130.5535058927525
5.0,0.7,58.0,0.1,0.5,a,-25.0,25.0,-135.13453256454082
5.0,0.7,58.0,0.1,0.5,a,30.0,150.0,-122.60478398693736
5.0,0.7,58.0,0.1,0.6,a,85.0,-90.0,-103.49225782989254
5.0,0.7,58.0,0.1,0.6,a,30.0,-30.0,-130.77393504703954
5.0,0.7,58.0,0.1,0.6,a,-25.0,25.0,-135.0044630921853
5.0,0.7,58.0,0.1,0.6,a,30.0,150.0,-122.0663661648226
5.0,0.7,58.0,0.1,0.7,a,85.0,-90.0,-72.50449808232928
5.0,0.7,58.0,0.1,0.7,a,30.0,-30.0,-130.71788991316708
5.0,0.7,58.0,0.1,0.7,a,-25.0,25.0,-134.66054878640952
5.0,0.7,58.0,0.1,0.7,a,30.0,150.0,-121.37202898877356
5.0,0.7,58.0,0.1,0.8,a,85.0,-90.0,-20.35794371645262
5.0,0.7,58.0,0.1,0.8,a,30.0,-30.0,-130.27358890207742
5.0,0.7,58.0,0.1,0.8,a,-25.0,25.0,-134.09751174541788
5.0,0.7,58.0,0.1,0.8,a,30.0,150.0,-120.49339872350816
5.0,0.7,58.0,0.1,0.9,a,30.0,-30.0,-129.331218199142
5.0,0.7,58.0,0.1,0.9,a,-25.0,25.0,-133.3243657843462
5.0,0.7,58.0,0.1,0.9,a,30.0,150.0,-119.40397653322935
5.0,0.7,58.0,0.1,1.0,a,30.0,-30.0,-127.78916836092448
5.0,0.7,58.0,0.1,1.0,a,-25.0,25.0,-132.36010660476947
5.0,0.7,58.0,0.1,1.0,a,30.0,150.0,-118.0789694271894
5.0,0.7,58.0,0.1,1.1,a,30.0,-30.0,-125.56101382446823
5.0,0.7,58.0,0.1,1.1,a,-25.0,25.0,-131.2297509033189
5.0,0.7,58.0,0.1,1.1,a,30.0,150.0,-116.49405761464104
5.0,0.7,58.0,0.1,1.2,a,30.0,-30.0,-122.58343427926168
5.0,0.7,58.0,0.1,1.2,a,-25.0,25.0,-129.96107358436674
5.0,0.7,58.0,0.1,1.2,a,30.0,150.0,-114.62352303623884
5.0,0.7,58.0,0.1,1.3,a,30.0,-30.0,-118.82520666726472
5.0,0.7,58.0,0.1,1.3,a,-25.0,25.0,-128.58216562436618
5.0,0.7,58.0,0.1,1.3,a,30.0,150.0,-112.4385165077278
5.0,0.7,58.0,0.1,1.4,a,25.0,-25.0,-114.73100083495754
5.0,0.7,58.0,0.1,1.4,a,-25.0,25.0,-127.11977569567952
5.0,0.7,58.0,0.1,1.4,a,-25.0,40.0,-121.33641156816614
5.0,0.7,58.0,0.1,1.4,a,30.0,150.0,-109.90638440817278
5.0,0.7,58.0,0.1,1.5,a,25.0,-25.0,-111.3392583925875
5.0,0.7,58.0,0.1,1.5,a,-25.0,25.0,-125.59830705291888
5.0,0.7,58.0,0.1,1.5,a,-25.0,40.0,-121.41895917234037
5.0,0.7,58.0,0.1,1.5,a,30.0,150.0,-106.99177311864416
5.0,0.7,58.0,0.1,1.6,a,25.0,-25.0,-107.9951554922552
5.0,0.7,58.0,0.1,1.6,a,-25.0,25.0,-124.03930529651517
5.0,0.7,58.0,0.1,1.6,a,-25.0,40.0,-120.8448556598789
5.0,0.7,58.0,0.1,1.6,a,30.0,150.0,-103.65966980625434
5.0,0.7,58.0,0.1,1.7,a,25.0,-25.0,-104.88147049339544
5.0,0.7,58.0,0.1,1.7,a,-25.0,25.0,-122.46127608041708
5.0,0.7,58.0,0.1,1.7,a,-20.0,45.0,-122.99685706313296
5.0,0.7,58.0,0.1,1.7,a,30.0,150.0,-99.87982703844057
5.0,0.7,58.0,0.1,1.8,a,25.0,-25.0,-102.17208419314692
5.0,0.7,58.0,0.1,1.8,a,-25.0,25.0,-120.87969905274392
5.0,0.7,58.0,0.1,1.8,a,-20.0,45.0,-124.25871160366378
5.0,0.7,58.0,0.1,1.8,a,30.0,150.0,-95.63152618665262
5.0,0.7,58.0,0.1,1.9,a,25.0,-25.0,-100.01404194956578
5.0,0.7,58.0,0.1,1.9,a,-30.0,25.0,-119.31934602623636
5.0,0.7,58.0,0.1,1.9,a,-20.0,45.0,-124.19911626400764
5.0,0.7,58.0,0.1,1.9,a,30.0,150.0,-90.90765452660798
5.0,0.7,58.0,0.1,2.0,a,25.0,-25.0,-98.51273227214372
5.0,0.7,58.0,0.1,2.0,a,-30.0,25.0,-117.79325940888036
5.0,0.7,58.0,0.1,2.0,a,-20.0,45.0,-123.27573381926928
5.0,0.7,58.0,0.1,2.0,a,30.0,150.0,-85.71753388182651
5.0,0.7,58.0,0.2,-2.0,a,80.0,-90.0,-126.70991302372636
5.0,0.7,58.0,0.2,-2.0,a,95.0,-85.0,-108.0884641641464
5.0,0.7,58.0,0.2,-2.0,a,180.0,-55.0,-17.740274243574568
5.0,0.7,58.0,0.2,-2.0,a,30.0,-35.0,-134.35670422076396
5.0,0.7,58.0,0.2,-2.0,a,-155.0,-30.0,-124.53356301545568
5.0,0.7,58.0,0.2,-2.0,a,-35.0,20.0,-35.395755483824395
5.0,0.7,58.0,0.2,-2.0,a,-160.0,140.0,-58.79386393861511
5.0,0.7,58.0,0.2,-2.0,a,30.0,145.0,-122.53393648306496
5.0,0.7,58.0,0.2,-2.0,a,180.0,150.0,-42.307844618673045
5.0,0.7,58.0,0.2,-1.9,a,80.0,-90.0,-128.4345327993658
5.0,0.7,58.0,0.2,-1.9,a,95.0,-85.0,-110.1361445935371
5.0,0.7,58.0,0.2,-1.9,a,30.0,-35.0,-134.9037437762745
5.0,0.7,58.0,0.2,-1.9,a,-155.0,-30.0,-126.3576248494488
5.0,0.7,58.0,0.2,-1.9,a,-35.0,20.0,-52.13955184965264
5.0,0.7,58.0,0.2,-1.9,a,-160.0,140.0,-60.43985054250416
5.0,0.7,58.0,0.2,-1.9,a,30.0,145.0,-122.76181634782948
5.0,0.7,58.0,0.2,-1.9,a,180.0,150.0,-41.274300207390496
5.0,0.7,58.0,0.2,-1.8,a,80.0,-90.0,-129.97466304536067
5.0,0.7,58.0,0.2,-1.8,a,95.0,-85.0,-112.11035346344002
5.0,0.7,58.0,0.2,-1.8,a,30.0,-35.0,-135.37728644059564
5.0,0.7,58.0,0.2,-1.8,a,-155.0,-30.0,-128.21787533120414
5.0,0.7,58.0,0.2,-1.8,a,-35.0,20.0,-66.63410409416127
5.0,0.7,58.0,0.2,-1.8,a,-160.0,140.0,-62.09831198778365
5.0,0.7,58.0,0.2,-1.8,a,30.0,145.0,-122.80745894138052
5.0,0.7,58.0,0.2,-1.8,a,180.0,145.0,-40.72925349220037
5.0,0.7,58.0,0.2,-1.7,a,80.0,-90.0,-131.22749218767464
5.0,0.7,58.0,0.2,-1.7,a,95.0,-85.0,-113.95979843230823
5.0,0.7,58.0,0.2,-1.7,a,30.0,-35.0,-135.7046827503748
5.0,0.7,58.0,0.2,-1.7,a,-150.0,-30.0,-130.2105809328267
5.0,0.7,58.0,0.2,-1.7,a,-30.0,25.0,-80.33051469961094
5.0,0.7,58.0,0.2,-1.7,a,-160.0,140.0,-63.76014722737915
5.0,0.7,58.0,0.2,-1.7,a,30.0,145.0,-122.63717690209512
5.0,0.7,58.0,0.2,-1.7,a,180.0,145.0,-39.30405572127542
5.0,0.7,58.0,0.2,-1.6,a,80.0,-90.0,-132.0549645442589
5.0,0.7,58.0,0.2,-1.6,a,30.0,-35.0,-135.8035364133433
5.0,0.7,58.0,0.2,-1.6,a,-150.0,-30.0,-132.33570863241854
5.0,0.7,58.0,0.2,-1.6,a,-25.0,25.0,-104.43533923513696
5.0,0.7,58.0,0.2,-1.6,a,-160.0,140.0,-65.4160929674496
5.0,0.7,58.0,0.2,-1.6,a,180.0,140.0,-37.07676137119344
5.0,0.7,58.0,0.2,-1.6,a,30.0,145.0,-122.22123090682528
5.0,0.7,58.0,0.2,-1.5,a,80.0,-90.0,-132.27493333628422
5.0,0.7,58.0,0.2,-1.5,a,30.0,-35.0,-135.58412576617604
5.0,0.7,58.0,0.2,-1.5,a,-150.0,-30.0,-134.50343994665664
5.0,0.7,58.0,0.2,-1.5,a,25.0,-25.0,-133.77671659692248
5.0,0.7,58.0,0.2,-1.5,a,-25.0,25.0,-121.66924946434376
5.0,0.7,58.0,0.2,-1.5,a,-155.0,140.0,-67.25276720130454
5.0,0.7,58.0,0.2,-1.5,a,180.0,140.0,-34.77680709595778
5.0,0.7,58.0,0.2,-1.5,a,30.0,150.0,-122.584957449908
5.0,0.7,58.0,0.2,-1.4,a,80.0,-90.0,-131.65249798917742
5.0,0.7,58.0,0.2,-1.4,a,30.0,-35.0,-134.9523323465609
5.0,0.7,58.0,0.2,-1.4,a,-150.0,-30.0,-136.69883923221684
5.0,0.7,58.0,0.2,-1.4,a,-25.0,25.0,-133.42675190346898
5.0,0.7,58.0,0.2,-1.4,a,-155.0,140.0,-69.2369866430792
5.0,0.7,58.0,0.2,-1.4,a,180.0,140.0,-30.39035003831836
5.0,0.7,58.0,0.2,-1.4,a,30.0,150.0,-122.93125753700974
5.0,0.7,58.0,0.2,-1.3,a,85.0,-85.0,-133.00147223641994
5.0,0.7,58.0,0.2,-1.3,a,30.0,-35.0,-133.81307493534686
5.0,0.7,58.0,0.2,-1.3,a,-150.0,-30.0,-138.8987517580435
5.0,0.7,58.0,0.2,-1.3,a,-25.0,25.0,-140.99875793048295
5.0,0.7,58.0,0.2,-1.3,a,-155.0,140.0,-71.22952249442248
5.0,0.7,58.0,0.2,-1.3,a,180.0,140.0,-23.799191691814567
5.0,0.7,58.0,0.2,-1.3,a,30.0,150.0,-123.2391898260322
5.0,0.7,58.0,0.2,-1.2,a,85.0,-85.0,-134.70133744412107
5.0,0.7,58.0,0.2,-1.2,a,-150.0,-30.0,-141.06839493427935
5.0,0.7,58.0,0.2,-1.2,a,30.0,-30.0,-133.56223887000678
5.0,0.7,58.0,0.2,-1.2,a,-25.0,25.0,-145.4328898657397
5.0,0.7,58.0,0.2,-1.2,a,-155.0,140.0,-73.1923254831322
5.0,0.7,58.0,0.2,-1.2,a,180.0,140.0,-14.967348915803749
5.0,0.7,58.0,0.2,-1.2,a,30.0,150.0,-123.5074017887638
5.0,0.7,58.0,0.2,-1.1,a,85.0,-85.0,-136.23465918568442
5.0,0.7,58.0,0.2,-1.1,a,-150.0,-30.0,-143.15661606540354
5.0,0.7,58.0,0.2,-1.1,a,30.0,-30.0,-133.29812753112964
5.0,0.7,58.0,0.2,-1.1,a,-25.0,25.0,-147.5531000290984
5.0,0.7,58.0,0.2,-1.1,a,-155.0,140.0,-75.06777661378321
5.0,0.7,58.0,0.2,-1.1,a,180.0,140.0,-3.912540403149216
5.0,0.7,58.0,0.2,-1.1,a,30.0,150.0,-123.73535387219856
5.0,0.7,58.0,0.2,-1.0,a,85.0,-85.0,-137.5743195317579
5.0,0.7,58.0,0.2,-1.0,a,-150.0,-30.0,-145.08935900831992
5.0,0.7,58.0,0.2,-1.0,a,30.0,-30.0,-132.92001050852778
5.0,0.7,58.0,0.2,-1.0,a,-25.0,25.0,-148.00048201434518
5.0,0.7,58.0,0.2,-1.0,a,-155.0,140.0,-76.77092140148521
5.0,0.7,58.0,0.2,-1.0,a,30.0,150.0,-123.92309792860291
5.0,0.7,58.0,0.2,-0.9,a,85.0,-85.0,-138.70130479501998
5.0,0.7,58.0,0.2,-0.9,a,-150.0,-30.0,-146.76082255150342
5.0,0.7,58.0,0.2,-0.9,a,30.0,-30.0,-132.43431097837754
5.0,0.7,58.0,0.2,-0.9,a,-25.0,25.0,-147.27711870334772
5.0,0.7,58.0,0.2,-0.9,a,-155.0,145.0,-78.2514815786783
5.0,0.7,58.0,0.2,-0.9,a,30.0,150.0,-124.071109045604
5.0,0.7,58.0,0.2,-0.8,a,85.0,-85.0,-139.60888270553374
5.0,0.7,58.0,0.2,-0.8,a,-150.0,-30.0,-148.0217964192594
5.0,0.7,58.0,0.2,-0.8,a,30.0,-30.0,-131.85523528681432
5.0,0.7,58.0,0.2,-0.8,a,-25.0,25.0,-145.7835560836154
5.0,0.7,58.0,0.2,-0.8,a,-155.0,145.0,-79.5329475252318
5.0,0.7,58.0,0.2,-0.8,a,30.0,150.0,-124.1802342347482
5.0,0.7,58.0,0.2,-0.7,a,85.0,-85.0,-140.3065886585303
5.0,0.7,58.0,0.2,-0.7,a,-150.0,-30.0,-148.6647750371654
5.0,0.7,58.0,0.2,-0.7,a,30.0,-30.0,-131.20520578016868
5.0,0.7,58.0,0.2,-0.7,a,-25.0,25.0,-143.84607839006875
5.0,0.7,58.0,0.2,-0.7,a,-155.0,145.0,-80.25132744209238
5.0,0.7,58.0,0.2,-0.7,a,30.0,150.0,-124.25177372824793
5.0,0.7,58.0,0.2,-0.6,a,85.0,-85.0,-140.8230872396344
5.0,0.7,58.0,0.2,-0.6,a,-150.0,-30.0,-148.4057436307209
