R1,R2,heri,R3t,R3p,glide,phi1,phi2,FF
5.0,1.0,58.0,-2.0,-2.0,b,-120.0,-15.0,-14.425972209618152
5.0,1.0,58.0,-2.0,-2.0,b,-130.0,-10.0,-12.341596021895912
5.0,1.0,58.0,-2.0,-2.0,b,10.0,-10.0,-122.95226111751006
5.0,1.0,58.0,-2.0,-2.0,b,-130.0,140.0,-130.42896095151315
5.0,1.0,58.0,-2.0,-2.0,b,0.0,140.0,-57.81900584657313
5.0,1.0,58.0,-2.0,-1.9,b,-125.0,-15.0,-23.249504959468457
5.0,1.0,58.0,-2.0,-1.9,b,5.0,-15.0,-125.83037812660436
5.0,1.0,58.0,-2.0,-1.9,b,-130.0,140.0,-132.4335797252812
5.0,1.0,58.0,-2.0,-1.9,b,0.0,140.0,-62.25726962902559
5.0,1.0,58.0,-2.0,-1.8,b,-125.0,-15.0,-33.6238963883828
5.0,1.0,58.0,-2.0,-1.8,b,5.0,-15.0,-128.7751614613075
5.0,1.0,58.0,-2.0,-1.8,b,-130.0,140.0,-133.64878862000486
5.0,1.0,58.0,-2.0,-1.8,b,0.0,140.0,-65.68274150685725
5.0,1.0,58.0,-2.0,-1.8,b,-105.0,160.0,-87.44102713785725
5.0,1.0,58.0,-2.0,-1.7,b,-125.0,-15.0,-41.89580974290045
5.0,1.0,58.0,-2.0,-1.7,b,5.0,-15.0,-131.32252311715604
5.0,1.0,58.0,-2.0,-1.7,b,-130.0,140.0,-133.8237494222134
5.0,1.0,58.0,-2.0,-1.7,b,0.0,140.0,-68.15466576256749
5.0,1.0,58.0,-2.0,-1.7,b,-105.0,160.0,-88.05776753487223
5.0,1.0,58.0,-2.0,-1.6,b,-20.0,-35.0,-8.451420051572025
5.0,1.0,58.0,-2.0,-1.6,b,-125.0,-15.0,-47.80750953706416
5.0,1.0,58.0,-2.0,-1.6,b,5.0,-15.0,-133.35034619928015
5.0,1.0,58.0,-2.0,-1.6,b,-130.0,140.0,-132.68707415059754
5.0,1.0,58.0,-2.0,-1.6,b,-5.0,140.0,-70.24265638608416
5.0,1.0,58.0,-2.0,-1.6,b,-105.0,160.0,-87.82646868529396
5.0,1.0,58.0,-2.0,-1.5,b,-20.0,-35.0,-26.30935529408022
5.0,1.0,58.0,-2.0,-1.5,b,-125.0,-15.0,-51.351898719720815
5.0,1.0,58.0,-2.0,-1.5,b,5.0,-15.0,-134.80947835360504
5.0,1.0,58.0,-2.0,-1.5,b,-135.0,135.0,-130.98929477556763
5.0,1.0,58.0,-2.0,-1.5,b,-5.0,140.0,-72.66815810408937
5.0,1.0,58.0,-2.0,-1.5,b,-130.0,145.0,-132.04613098946805
5.0,1.0,58.0,-2.0,-1.5,b,-115.0,155.0,-109.8594823936758
5.0,1.0,58.0,-2.0,-1.5,b,-105.0,160.0,-87.04528275354232
5.0,1.0,58.0,-2.0,-1.4,b,-20.0,-35.0,-42.20460252327241
5.0,1.0,58.0,-2.0,-1.4,b,-125.0,-15.0,-52.717087998394526
5.0,1.0,58.0,-2.0,-1.4,b,5.0,-15.0,-135.70746931209246
5.0,1.0,58.0,-2.0,-1.4,b,-135.0,135.0,-127.9197148522294
5.0,1.0,58.0,-2.0,-1.4,b,-5.0,140.0,-73.92700690372506
5.0,1.0,58.0,-2.0,-1.4,b,-130.0,145.0,-130.2762770863637
5.0,1.0,58.0,-2.0,-1.4,b,-115.0,155.0,-108.75462295162504
5.0,1.0,58.0,-2.0,-1.4,b,-105.0,160.0,-85.97213633458821
5.0,1.0,58.0,-2.0,-1.3,b,-20.0,-35.0,-55.602794138963766
5.0,1.0,58.0,-2.0,-1.3,b,-125.0,-15.0,-52.24144441672456
5.0,1.0,58.0,-2.0,-1.3,b,5.0,-15.0,-136.09012278505932
5.0,1.0,58.0,-2.0,-1.3,b,-135.0,135.0,-123.20781726179187
5.0,1.0,58.0,-2.0,-1.3,b,-5.0,140.0,-74.36739124203359
5.0,1.0,58.0,-2.0,-1.3,b,-130.0,145.0,-127.1339894315466
5.0,1.0,58.0,-2.0,-1.3,b,-115.0,155.0,-107.50083295430746
5.0,1.0,58.0,-2.0,-1.3,b,-105.0,160.0,-84.83489720781868
5.0,1.0,58.0,-2.0,-1.2,b,-20.0,-35.0,-66.34144936849927
5.0,1.0,58.0,-2.0,-1.2,b,-120.0,-15.0,-52.40148971531282
5.0,1.0,58.0,-2.0,-1.2,b,5.0,-15.0,-136.02467773870885
5.0,1.0,58.0,-2.0,-1.2,b,-135.0,135.0,-116.89196731505211
5.0,1.0,58.0,-2.0,-1.2,b,-5.0,140.0,-74.28392102203698
5.0,1.0,58.0,-2.0,-1.2,b,-130.0,145.0,-122.47188206356488
5.0,1.0,58.0,-2.0,-1.2,b,-115.0,155.0,-106.18383688019073
5.0,1.0,58.0,-2.0,-1.2,b,-105.0,160.0,-83.83464247772855
5.0,1.0,58.0,-2.0,-1.1,b,-20.0,-35.0,-74.53066183161161
5.0,1.0,58.0,-2.0,-1.1,b,-120.0,-15.0,-52.622428097162775
5.0,1.0,58.0,-2.0,-1.1,b,5.0,-15.0,-135.58659078406976
5.0,1.0,58.0,-2.0,-1.1,b,-135.0,135.0,-109.09976460420393
5.0,1.0,58.0,-2.0,-1.1,b,-5.0,140.0,-73.91165648318237
5.0,1.0,58.0,-2.0,-1.1,b,-130.0,145.0,-116.21184169600065
5.0,1.0,58.0,-2.0,-1.1,b,-115.0,155.0,-104.88971842493385
5.0,1.0,58.0,-2.0,-1.1,b,-105.0,160.0,-83.14251136654946
5.0,1.0,58.0,-2.0,-1.0,b,-85.0,-45.0,-0.4808324983732813
5.0,1.0,58.0,-2.0,-1.0,b,-120.0,-15.0,-52.47837358288224
5.0,1.0,58.0,-2.0,-1.0,b,5.0,-15.0,-134.85041362499953
5.0,1.0,58.0,-2.0,-1.0,b,-135.0,135.0,-100.0654446695382
5.0,1.0,58.0,-2.0,-1.0,b,-5.0,140.0,-73.42568090214385
5.0,1.0,58.0,-2.0,-1.0,b,-130.0,145.0,-108.39313856676144
5.0,1.0,58.0,-2.0,-1.0,b,-115.0,155.0,-103.69981928384844
5.0,1.0,58.0,-2.0,-1.0,b,-105.0,160.0,-82.89191664923761
5.0,1.0,58.0,-2.0,-0.9,b,-75.0,-50.0,-8.993353917983823
5.0,1.0,58.0,-2.0,-0.9,b,-85.0,-45.0,-11.516817776106093
5.0,1.0,58.0,-2.0,-0.9,b,-120.0,-15.0,-52.21017148558533
5.0,1.0,58.0,-2.0,-0.9,b,5.0,-15.0,-133.8843396858885
5.0,1.0,58.0,-2.0,-0.9,b,-135.0,135.0,-90.14607859238863
5.0,1.0,58.0,-2.0,-0.9,b,-5.0,140.0,-72.94443596088496
5.0,1.0,58.0,-2.0,-0.9,b,-125.0,150.0,-100.34601536388637
5.0,1.0,58.0,-2.0,-0.9,b,-115.0,155.0,-102.6896993566552
5.0,1.0,58.0,-2.0,-0.9,b,-105.0,160.0,-83.16918356424058
5.0,1.0,58.0,-2.0,-0.8,b,-75.0,-50.0,-28.298554922058432
5.0,1.0,58.0,-2.0,-0.8,b,-120.0,-15.0,-52.02397833311005
5.0,1.0,58.0,-2.0,-0.8,b,5.0,-15.0,-132.74757865832294
5.0,1.0,58.0,-2.0,-0.8,b,-135.0,135.0,-79.82949379325403
5.0,1.0,58.0,-2.0,-0.8,b,-5.0,140.0,-72.53604037825808
5.0,1.0,58.0,-2.0,-0.8,b,-125.0,150.0,-93.46300061578349
5.0,1.0,58.0,-2.0,-0.8,b,-115.0,155.0,-101.93166070418538
5.0,1.0,58.0,-2.0,-0.8,b,-105.0,160.0,-84.00643304059989
5.0,1.0,58.0,-2.0,-0.7,b,-75.0,-50.0,-38.58047705885759
5.0,1.0,58.0,-2.0,-0.7,b,-25.0,-40.0,-89.29497666667041
5.0,1.0,58.0,-2.0,-0.7,b,-120.0,-15.0,-52.07194186556163
5.0,1.0,58.0,-2.0,-0.7,b,5.0,-15.0,-131.48965168571775
5.0,1.0,58.0,-2.0,-0.7,b,-135.0,135.0,-69.7226429446244
5.0,1.0,58.0,-2.0,-0.7,b,-5.0,140.0,-72.22703285261017
5.0,1.0,58.0,-2.0,-0.7,b,-125.0,150.0,-86.43247542342223
5.0,1.0,58.0,-2.0,-0.7,b,-115.0,155.0,-101.49794580836108
5.0,1.0,58.0,-2.0,-0.7,b,-105.0,160.0,-85.38012889370579
5.0,1.0,58.0,-2.0,-0.6,b,-70.0,-50.0,-44.17283876597234
5.0,1.0,58.0,-2.0,-0.6,b,-50.0,-50.0,-11.714888681998373
5.0,1.0,58.0,-2.0,-0.6,b,-15.0,-35.0,-109.36176638950752
5.0,1.0,58.0,-2.0,-0.6,b,-120.0,-15.0,-52.43645721930246
5.0,1.0,58.0,-2.0,-0.6,b,5.0,-15.0,-130.1508247803398
5.0,1.0,58.0,-2.0,-0.6,b,-135.0,135.0,-60.50651541791315
5.0,1.0,58.0,-2.0,-0.6,b,-5.0,140.0,-72.01271982629258
5.0,1.0,58.0,-2.0,-0.6,b,-125.0,150.0,-79.8391387628086
5.0,1.0,58.0,-2.0,-0.6,b,-115.0,155.0,-101.46039177729205
5.0,1.0,58.0,-2.0,-0.6,b,-105.0,160.0,-87.21701972943247
5.0,1.0,58.0,-2.0,-0.5,b,-65.0,-55.0,-53.70167381744642
5.0,1.0,58.0,-2.0,-0.5,b,-15.0,-35.0,-110.21510004343344
5.0,1.0,58.0,-2.0,-0.5,b,-120.0,-15.0,-53.12136103610373
5.0,1.0,58.0,-2.0,-0.5,b,5.0,-15.0,-128.76309591411072
5.0,1.0,58.0,-2.0,-0.5,b,-135.0,135.0,-52.84576508807081
5.0,1.0,58.0,-2.0,-0.5,b,-5.0,140.0,-71.86797138602981
5.0,1.0,58.0,-2.0,-0.5,b,-125.0,150.0,-74.31272151191827
5.0,1.0,58.0,-2.0,-0.5,b,-115.0,155.0,-101.88316770887482
5.0,1.0,58.0,-2.0,-0.5,b,-105.0,160.0,-89.40678823328308
5.0,1.0,58.0,-2.0,-0.4,b,-60.0,-55.0,-67.47307584856004
5.0,1.0,58.0,-2.0,-0.4,b,-15.0,-35.0,-110.11528451174824
5.0,1.0,58.0,-2.0,-0.4,b,-120.0,-15.0,-54.05254801112885
5.0,1.0,58.0,-2.0,-0.4,b,5.0,-15.0,-127.3513512966564
5.0,1.0,58.0,-2.0,-0.4,b,-135.0,135.0,-47.25000320031391
5.0,1.0,58.0,-2.0,-0.4,b,-5.0,140.0,-71.75720364359745
5.0,1.0,58.0,-2.0,-0.4,b,-115.0,155.0,-102.8083011060228
5.0,1.0,58.0,-2.0,-0.4,b,-105.0,160.0,-91.81860939945958
5.0,1.0,58.0,-2.0,-0.3,b,-60.0,-55.0,-77.49900598893888
5.0,1.0,58.0,-2.0,-0.3,b,-120.0,-15.0,-55.0885356607331
5.0,1.0,58.0,-2.0,-0.3,b,5.0,-15.0,-125.93447450976235
5.0,1.0,58.0,-2.0,-0.3,b,-135.0,135.0,-43.89732411725437
5.0,1.0,58.0,-2.0,-0.3,b,-5.0,140.0,-71.64251777986723
5.0,1.0,58.0,-2.0,-0.3,b,-115.0,155.0,-104.23773152281358
5.0,1.0,58.0,-2.0,-0.2,b,-55.0,-55.0,-84.83792430773212
5.0,1.0,58.0,-2.0,-0.2,b,-115.0,-20.0,-56.54964705625938
5.0,1.0,58.0,-2.0,-0.2,b,5.0,-15.0,-124.52631686064188
5.0,1.0,58.0,-2.0,-0.2,b,-135.0,135.0,-42.442372752210005
5.0,1.0,58.0,-2.0,-0.2,b,-5.0,140.0,-71.48944378602559
5.0,1.0,58.0,-2.0,-0.2,b,-115.0,155.0,-106.11854835105382
5.0,1.0,58.0,-2.0,-0.1,b,-55.0,-55.0,-89.06634119474961
5.0,1.0,58.0,-2.0,-0.1,b,-115.0,-20.0,-58.40466940734265
5.0,1.0,58.0,-2.0,-0.1,b,-125.0,-15.0,-56.91126790290448
5.0,1.0,58.0,-2.0,-0.1,b,5.0,-15.0,-123.13651864676514
5.0,1.0,58.0,-2.0,-0.1,b,-135.0,135.0,-41.83210311618294
5.0,1.0,58.0,-2.0,-0.1,b,-5.0,140.0,-71.27027064855108
5.0,1.0,58.0,-2.0,-0.1,b,-110.0,155.0,-110.38765706267904
5.0,1.0,58.0,-2.0,0.0,b,-55.0,-55.0,-90.86642770809752
5.0,1.0,58.0,-2.0,0.0,b,-20.0,-40.0,-105.48635097196346
5.0,1.0,58.0,-2.0,0.0,b,-120.0,-20.0,-60.23842374546074
5.0,1.0,58.0,-2.0,0.0,b,5.0,-15.0,-121.77121433626507
5.0,1.0,58.0,-2.0,0.0,b,-135.0,135.0,-40.13665156815421
5.0,1.0,58.0,-2.0,0.0,b,0.0,135.0,-71.2429314116602
5.0,1.0,58.0,-2.0,0.0,b,-110.0,155.0,-115.085914003056
5.0,1.0,58.0,-2.0,0.1,b,-55.0,-55.0,-91.31072843967384
5.0,1.0,58.0,-2.0,0.1,b,-20.0,-40.0,-103.93931581188322
5.0,1.0,58.0,-2.0,0.1,b,-120.0,-20.0,-62.88963683202751
5.0,1.0,58.0,-2.0,0.1,b,5.0,-15.0,-120.43366768561998
5.0,1.0,58.0,-2.0,0.1,b,0.0,135.0,-71.26222858429179
5.0,1.0,58.0,-2.0,0.1,b,-110.0,155.0,-118.95702272975018
5.0,1.0,58.0,-2.0,0.1,b,-50.0,160.0,-12.178800906458722
5.0,1.0,58.0,-2.0,0.2,b,-55.0,-55.0,-91.05747072289763
5.0,1.0,58.0,-2.0,0.2,b,-20.0,-40.0,-102.26050946728408
5.0,1.0,58.0,-2.0,0.2,b,-120.0,-20.0,-64.35507191097118
5.0,1.0,58.0,-2.0,0.2,b,5.0,-15.0,-119.12487458686276
5.0,1.0,58.0,-2.0,0.2,b,0.0,135.0,-71.10337282606345
5.0,1.0,58.0,-2.0,0.2,b,-110.0,155.0,-122.00706093624257
5.0,1.0,58.0,-2.0,0.2,b,-50.0,160.0,-22.676071520574165
5.0,1.0,58.0,-2.0,0.2,b,-90.0,165.0,-52.12013300387495
5.0,1.0,58.0,-2.0,0.3,b,-55.0,-55.0,-90.49678140569064
5.0,1.0,58.0,-2.0,0.3,b,-20.0,-40.0,-100.56334565948455
5.0,1.0,58.0,-2.0,0.3,b,-115.0,-25.0,-67.88716420404403
5.0,1.0,58.0,-2.0,0.3,b,5.0,-15.0,-117.8441516189659
5.0,1.0,58.0,-2.0,0.3,b,-5.0,135.0,-71.48198384356618
5.0,1.0,58.0,-2.0,0.3,b,-110.0,155.0,-124.25468223315691
5.0,1.0,58.0,-2.0,0.3,b,-50.0,160.0,-29.611316643720503
5.0,1.0,58.0,-2.0,0.3,b,-90.0,165.0,-62.96726600281554
5.0,1.0,58.0,-2.0,0.4,b,-55.0,-55.0,-89.8446371955961
5.0,1.0,58.0,-2.0,0.4,b,-20.0,-40.0,-98.91975330061123
5.0,1.0,58.0,-2.0,0.4,b,-115.0,-25.0,-70.99050474801561
5.0,1.0,58.0,-2.0,0.4,b,5.0,-15.0,-116.58970607443372
5.0,1.0,58.0,-2.0,0.4,b,-5.0,135.0,-71.74327325611179
5.0,1.0,58.0,-2.0,0.4,b,-110.0,155.0,-125.73682656212917
5.0,1.0,58.0,-2.0,0.4,b,-55.0,160.0,-35.667788158276075
5.0,1.0,58.0,-2.0,0.4,b,-85.0,165.0,-70.69124299295268
5.0,1.0,58.0,-2.0,0.5,b,-55.0,-55.0,-89.20499508490563
5.0,1.0,58.0,-2.0,0.5,b,-115.0,-25.0,-73.07960611407887
5.0,1.0,58.0,-2.0,0.5,b,5.0,-15.0,-115.35916600074977
5.0,1.0,58.0,-2.0,0.5,b,-5.0,135.0,-71.55679612005689
5.0,1.0,58.0,-2.0,0.5,b,-110.0,155.0,-126.51558408882237
5.0,1.0,58.0,-2.0,0.5,b,-55.0,160.0,-41.42725028594125
5.0,1.0,58.0,-2.0,0.5,b,-85.0,165.0,-75.17888318038234
5.0,1.0,58.0,-2.0,0.6,b,-55.0,-55.0,-88.61213441623687
5.0,1.0,58.0,-2.0,0.6,b,-110.0,-30.0,-75.37286218968036
5.0,1.0,58.0,-2.0,0.6,b,5.0,-15.0,-114.15004085616916
5.0,1.0,58.0,-2.0,0.6,b,0.0,130.0,-71.52065179693106
5.0,1.0,58.0,-2.0,0.6,b,-110.0,155.0,-126.68307951507286
5.0,1.0,58.0,-2.0,0.6,b,-50.0,155.0,-45.1275016891775
5.0,1.0,58.0,-2.0,0.7,b,-55.0,-55.0,-88.06008988029244
5.0,1.0,58.0,-2.0,0.7,b,-110.0,-30.0,-78.55426536715383
5.0,1.0,58.0,-2.0,0.7,b,5.0,-15.0,-112.96008554989592
5.0,1.0,58.0,-2.0,0.7,b,0.0,130.0,-71.02879094761929
5.0,1.0,58.0,-2.0,0.7,b,-110.0,155.0,-126.3621915813715
5.0,1.0,58.0,-2.0,0.7,b,-50.0,155.0,-48.89495848030556
5.0,1.0,58.0,-2.0,0.8,b,-55.0,-55.0,-87.52309075292239
5.0,1.0,58.0,-2.0,0.8,b,-35.0,-50.0,-75.49655770377362
5.0,1.0,58.0,-2.0,0.8,b,-20.0,-40.0,-93.37388365480182
5.0,1.0,58.0,-2.0,0.8,b,-110.0,-30.0,-80.92968108962415
5.0,1.0,58.0,-2.0,0.8,b,5.0,-15.0,-111.78755073788584
5.0,1.0,58.0,-2.0,0.8,b,0.0,130.0,-70.11713975475128
5.0,1.0,58.0,-2.0,0.8,b,-110.0,155.0,-125.7016144191152
5.0,1.0,58.0,-2.0,0.8,b,-50.0,155.0,-50.68524135086811
5.0,1.0,58.0,-2.0,0.9,b,-55.0,-55.0,-86.96933680958817
5.0,1.0,58.0,-2.0,0.9,b,-35.0,-50.0,-74.8947817085382
5.0,1.0,58.0,-2.0,0.9,b,-20.0,-40.0,-92.2209650215741
5.0,1.0,58.0,-2.0,0.9,b,-110.0,-30.0,-82.69531852868738
5.0,1.0,58.0,-2.0,0.9,b,5.0,-15.0,-110.63131634882984
5.0,1.0,58.0,-2.0,0.9,b,0.0,130.0,-68.90887457542847
5.0,1.0,58.0,-2.0,0.9,b,-110.0,155.0,-124.86440349216556
5.0,1.0,58.0,-2.0,0.9,b,-50.0,155.0,-51.26654669846052
5.0,1.0,58.0,-2.0,1.0,b,-55.0,-55.0,-86.36966028468123
5.0,1.0,58.0,-2.0,1.0,b,-35.0,-50.0,-74.44911624130589
5.0,1.0,58.0,-2.0,1.0,b,-20.0,-40.0,-91.12285496217616
5.0,1.0,58.0,-2.0,1.0,b,-110.0,-30.0,-84.01169394068421
5.0,1.0,58.0,-2.0,1.0,b,5.0,-15.0,-109.49091924206512
5.0,1.0,58.0,-2.0,1.0,b,0.0,130.0,-67.52055202310096
5.0,1.0,58.0,-2.0,1.0,b,-110.0,155.0,-124.01006129907356
5.0,1.0,58.0,-2.0,1.0,b,-50.0,155.0,-51.15370480157311
5.0,1.0,58.0,-2.0,1.1,b,-65.0,-60.0,-84.71522173621841
5.0,1.0,58.0,-2.0,1.1,b,-55.0,-55.0,-85.70226382957193
5.0,1.0,58.0,-2.0,1.1,b,-35.0,-50.0,-74.08564369812063
5.0,1.0,58.0,-2.0,1.1,b,-20.0,-40.0,-90.05775674692245
5.0,1.0,58.0,-2.0,1.1,b,-110.0,-35.0,-85.17565379004722
5.0,1.0,58.0,-2.0,1.1,b,5.0,-15.0,-108.36649644160735
5.0,1.0,58.0,-2.0,1.1,b,0.0,130.0,-66.06236873076828
5.0,1.0,58.0,-2.0,1.1,b,-110.0,155.0,-123.27154196371366
5.0,1.0,58.0,-2.0,1.1,b,-50.0,155.0,-50.67994042892963
5.0,1.0,58.0,-2.0,1.2,b,-65.0,-60.0,-85.75863870880964
5.0,1.0,58.0,-2.0,1.2,b,-35.0,-50.0,-73.73439295436465
5.0,1.0,58.0,-2.0,1.2,b,-20.0,-40.0,-89.00725342352935
5.0,1.0,58.0,-2.0,1.2,b,-110.0,-35.0,-86.76236332709027
5.0,1.0,58.0,-2.0,1.2,b,5.0,-15.0,-107.25867092851566
5.0,1.0,58.0,-2.0,1.2,b,0.0,130.0,-64.6354656723424
5.0,1.0,58.0,-2.0,1.2,b,-35.0,150.0,-55.21432063125504
5.0,1.0,58.0,-2.0,1.2,b,-110.0,155.0,-122.73002983661917
5.0,1.0,58.0,-2.0,1.2,b,-50.0,155.0,-50.04840173509481
5.0,1.0,58.0,-2.0,1.3,b,-65.0,-60.0,-86.29959063982051
5.0,1.0,58.0,-2.0,1.3,b,-20.0,-40.0,-87.95770592514828
5.0,1.0,58.0,-2.0,1.3,b,-110.0,-35.0,-87.72471053937406
5.0,1.0,58.0,-2.0,1.3,b,5.0,-15.0,-106.16840746582892
5.0,1.0,58.0,-2.0,1.3,b,0.0,130.0,-63.32672527195001
5.0,1.0,58.0,-2.0,1.3,b,-40.0,150.0,-54.43785877022819
5.0,1.0,58.0,-2.0,1.3,b,-110.0,155.0,-122.39137952804344
5.0,1.0,58.0,-2.0,1.4,b,-65.0,-60.0,-86.40710160159033
5.0,1.0,58.0,-2.0,1.4,b,-20.0,-40.0,-86.90065571026008
5.0,1.0,58.0,-2.0,1.4,b,-110.0,-35.0,-88.11055277444746
5.0,1.0,58.0,-2.0,1.4,b,5.0,-15.0,-105.09686246470072
5.0,1.0,58.0,-2.0,1.4,b,0.0,130.0,-62.202444468124654
5.0,1.0,58.0,-2.0,1.4,b,-40.0,150.0,-53.59709813503278
5.0,1.0,58.0,-2.0,1.4,b,-110.0,155.0,-122.16808671886076
5.0,1.0,58.0,-2.0,1.5,b,-60.0,-60.0,-86.31010619955282
5.0,1.0,58.0,-2.0,1.5,b,-105.0,-40.0,-88.56810361354229
5.0,1.0,58.0,-2.0,1.5,b,-20.0,-40.0,-85.8324589260457
5.0,1.0,58.0,-2.0,1.5,b,5.0,-30.0,-100.16963932564606
5.0,1.0,58.0,-2.0,1.5,b,5.0,-15.0,-104.04524608611366
5.0,1.0,58.0,-2.0,1.5,b,0.0,130.0,-61.30282461509444
5.0,1.0,58.0,-2.0,1.5,b,-40.0,150.0,-52.7100573226256
5.0,1.0,58.0,-2.0,1.5,b,-110.0,155.0,-121.86940632171876
5.0,1.0,58.0,-2.0,1.6,b,-60.0,-60.0,-85.9178454800748
5.0,1.0,58.0,-2.0,1.6,b,-105.0,-40.0,-89.16740901360971
5.0,1.0,58.0,-2.0,1.6,b,-20.0,-40.0,-84.75343077624693
5.0,1.0,58.0,-2.0,1.6,b,5.0,-30.0,-99.3750116097825
5.0,1.0,58.0,-2.0,1.6,b,5.0,-15.0,-103.01470820113327
5.0,1.0,58.0,-2.0,1.6,b,0.0,130.0,-60.63917229762336
5.0,1.0,58.0,-2.0,1.6,b,-40.0,150.0,-51.83269194590923
5.0,1.0,58.0,-2.0,1.6,b,-110.0,155.0,-121.20024710848504
5.0,1.0,58.0,-2.0,1.6,b,-100.0,160.0,-108.65758073462364
5.0,1.0,58.0,-2.0,1.7,b,-60.0,-60.0,-85.2726536663977
5.0,1.0,58.0,-2.0,1.7,b,-105.0,-40.0,-89.57556745952036
5.0,1.0,58.0,-2.0,1.7,b,-20.0,-40.0,-83.6667677091975
5.0,1.0,58.0,-2.0,1.7,b,5.0,-30.0,-98.45746224876136
5.0,1.0,58.0,-2.0,1.7,b,5.0,-15.0,-102.00625373515174
5.0,1.0,58.0,-2.0,1.7,b,0.0,130.0,-60.19501201442533
5.0,1.0,58.0,-2.0,1.7,b,-40.0,150.0,-50.990253236270405
5.0,1.0,58.0,-2.0,1.7,b,-110.0,155.0,-119.76780351867444
5.0,1.0,58.0,-2.0,1.7,b,-100.0,160.0,-109.1288583186973
5.0,1.0,58.0,-2.0,1.8,b,-60.0,-60.0,-84.43181169105792
5.0,1.0,58.0,-2.0,1.8,b,-105.0,-40.0,-89.82270292796103
5.0,1.0,58.0,-2.0,1.8,b,-20.0,-40.0,-82.57746126895617
5.0,1.0,58.0,-2.0,1.8,b,0.0,-40.0,-95.10495457830534
5.0,1.0,58.0,-2.0,1.8,b,5.0,-30.0,-97.45098299571993
5.0,1.0,58.0,-2.0,1.8,b,5.0,-15.0,-101.02068803861414
5.0,1.0,58.0,-2.0,1.8,b,0.0,130.0,-59.93119275184312
5.0,1.0,58.0,-2.0,1.8,b,-40.0,150.0,-50.188920291688376
5.0,1.0,58.0,-2.0,1.8,b,-110.0,155.0,-117.0946398327068
5.0,1.0,58.0,-2.0,1.8,b,-100.0,160.0,-109.54020379248016
5.0,1.0,58.0,-2.0,1.9,b,-15.0,-70.0,-18.30925411191505
5.0,1.0,58.0,-2.0,1.9,b,-60.0,-60.0,-83.44758470693124
5.0,1.0,58.0,-2.0,1.9,b,-105.0,-40.0,-89.91568620612261
5.0,1.0,58.0,-2.0,1.9,b,-20.0,-40.0,-81.49134561242433
5.0,1.0,58.0,-2.0,1.9,b,0.0,-40.0,-94.87930647429212
5.0,1.0,58.0,-2.0,1.9,b,5.0,-30.0,-96.3852336773116
5.0,1.0,58.0,-2.0,1.9,b,5.0,-15.0,-100.05858953989564
5.0,1.0,58.0,-2.0,1.9,b,0.0,130.0,-59.79393786775653
5.0,1.0,58.0,-2.0,1.9,b,-45.0,150.0,-49.97770337155934
5.0,1.0,58.0,-2.0,1.9,b,-110.0,155.0,-112.63866200705134
5.0,1.0,58.0,-2.0,1.9,b,-100.0,160.0,-109.86135794297492
5.0,1.0,58.0,-2.0,2.0,b,-15.0,-70.0,-34.909402339083506
5.0,1.0,58.0,-2.0,2.0,b,-60.0,-60.0,-82.36522813143851
5.0,1.0,58.0,-2.0,2.0,b,-40.0,-55.0,-76.10769849588239
5.0,1.0,58.0,-2.0,2.0,b,-105.0,-40.0,-89.84662630341201
5.0,1.0,58.0,-2.0,2.0,b,-20.0,-40.0,-80.4143511378347
5.0,1.0,58.0,-2.0,2.0,b,0.0,-40.0,-94.31045953015962
5.0,1.0,58.0,-2.0,2.0,b,5.0,-30.0,-95.28490014364873
5.0,1.0,58.0,-2.0,2.0,b,5.0,-15.0,-99.12030498665392
5.0,1.0,58.0,-2.0,2.0,b,0.0,130.0,-59.724055748653385
5.0,1.0,58.0,-2.0,2.0,b,-45.0,150.0,-49.73952869561841
5.0,1.0,58.0,-2.0,2.0,b,-105.0,155.0,-112.4690911936424
5.0,1.0,58.0,-1.9,-2.0,b,-125.0,-10.0,-10.909120802073408
5.0,1.0,58.0,-1.9,-2.0,b,10.0,-10.0,-122.85262480380337
5.0,1.0,58.0,-1.9,-2.0,b,-130.0,140.0,-129.75737535035955
5.0,1.0,58.0,-1.9,-2.0,b,0.0,140.0,-53.25095756056984
5.0,1.0,58.0,-1.9,-1.9,b,-125.0,-10.0,-19.23412645400376
5.0,1.0,58.0,-1.9,-1.9,b,10.0,-10.0,-125.36438098194522
5.0,1.0,58.0,-1.9,-1.9,b,-130.0,140.0,-132.36952404997464
5.0,1.0,58.0,-1.9,-1.9,b,0.0,140.0,-58.66596325769872
5.0,1.0,58.0,-1.9,-1.8,b,-120.0,-15.0,-27.81113582838082
5.0,1.0,58.0,-1.9,-1.8,b,10.0,-10.0,-127.84117958307506
5.0,1.0,58.0,-1.9,-1.8,b,-130.0,140.0,-134.42475760180855
5.0,1.0,58.0,-1.9,-1.8,b,0.0,140.0,-63.10295417632784
5.0,1.0,58.0,-1.9,-1.7,b,-120.0,-15.0,-35.69124311642859
5.0,1.0,58.0,-1.9,-1.7,b,-130.0,-10.0,-34.9742797649709
5.0,1.0,58.0,-1.9,-1.7,b,10.0,-10.0,-130.0764620322331
5.0,1.0,58.0,-1.9,-1.7,b,-130.0,140.0,-135.69320850174284
5.0,1.0,58.0,-1.9,-1.7,b,0.0,140.0,-66.52741392277711
5.0,1.0,58.0,-1.9,-1.6,b,-125.0,-15.0,-43.25961523268408
