a,b,theta,E,E_p,E_t
6.405802945806907,6.375397134256935,20.0,-62.858,-7.7,-11.8645
6.59374146996409,6.443801162922069,20.0,-67.1626,-7.5069,-13.0372
6.78167999412127,6.512205191587203,20.0,-67.7582,-7.2479,-13.3156
6.9696185182784545,6.580609220252336,20.0,-66.094,-6.945,-13.051
7.157557042435635,6.64901324891747,20.0,-63.1616,-6.6152,-12.4828
7.345495566592816,6.717417277582603,20.0,-59.5962,-6.2709,-11.7636
7.533434090749998,6.785821306247738,20.0,-55.7546,-5.9241,-10.9766
7.721372614907179,6.854225334912871,20.0,-51.8288,-5.5792,-10.1676
5.773583344670229,6.358123572418716,20.0,-5.8318,-7.7345,2.4093
5.961521868827411,6.4265276010838495,20.0,-32.9186,-7.5621,-4.4486
6.149460392984593,6.494931629748983,20.0,-50.2674,-7.3181,-8.9078
6.3373989171417735,6.5633356584141165,20.0,-60.0678,-7.0247,-11.5046
6.525337441298957,6.631739687079251,20.0,-64.4044,-6.6998,-12.7512
6.713275965456137,6.700143715744384,20.0,-65.087,-6.3587,-13.0924
6.901214489613321,6.768547744409519,20.0,-63.5294,-6.0113,-12.8767
7.089153013770502,6.836951773074652,20.0,-60.7224,-5.6664,-12.3474
7.277091537927682,6.905355801739786,20.0,-57.276,-5.3278,-11.6551
7.465030062084865,6.973759830404919,20.0,-53.5584,-5.0004,-10.8894
7.652968586242046,7.042163859070053,20.0,-49.7698,-4.6875,-10.0987
6.625669395360115,4.909226523943292,22.5,129.76,67.6404,-1.3802
6.810445301862371,4.985763210416309,22.5,78.6094,53.0229,-6.8591
6.9952212083646295,5.062299896889328,22.5,40.3908,40.7088,-10.2567
7.179997114866886,5.1388365833623455,22.5,12.3274,30.4333,-12.1348
7.364773021369144,5.215373269835364,22.5,-7.851,21.9331,-12.9293
7.549548927871401,5.291909956308381,22.5,-22.052,14.958,-12.992
7.734324834373657,5.368446642781399,22.5,-31.831,9.2709,-12.5932
7.919100740875917,5.444983329254418,22.5,-38.3968,4.6674,-11.9329
8.103876647378174,5.521520015727435,22.5,-42.627,0.9695,-11.1415
8.288652553880432,5.598056702200454,22.5,-45.1428,-1.964,-10.3037
8.473428460382689,5.674593388673472,22.5,-46.3656,-4.2498,-9.4665
6.549132708887097,5.094002430445549,22.5,63.1354,36.2207,-2.3265
6.733908615389353,5.170539116918567,22.5,23.1118,26.7115,-7.5778
6.9186845218916115,5.247075803391585,22.5,-5.4446,18.8735,-10.7979
7.103460428393868,5.323612489864603,22.5,-25.2188,12.4578,-12.5336
7.288236334896126,5.400149176337621,22.5,-38.3778,7.2429,-13.2159
7.473012241398383,5.476685862810639,22.5,-46.7042,3.0345,-13.1933
7.657788147900639,5.553222549283657,22.5,-51.6182,-0.3317,-12.7387
7.842564054402899,5.629759235756675,22.5,-54.1454,-2.9837,-12.0445
8.027339960905156,5.7062959222296925,22.5,-54.991,-5.0293,-11.2331
8.212115867407414,5.78283260870271,22.5,-54.642,-6.5506,-10.3852
8.39689177390967,5.859369295175728,22.5,-53.4118,-7.6235,-9.5412
6.472596022414079,5.2787783369478065,22.5,19.5376,16.056,-3.1436
6.657371928916335,5.3553150234208236,22.5,-12.4526,10.1645,-8.1954
6.842147835418594,5.431851709893842,22.5,-34.2552,5.3886,-11.2581
7.02692374192085,5.50838839636686,22.5,-48.3624,1.547,-12.8641
7.211699648423108,5.584925082839879,22.5,-56.7944,-1.51,-13.4436
7.396475554925365,5.661461769312896,22.5,-61.1788,-3.8992,-13.3451
7.581251461427621,5.737998455785914,22.5,-62.8016,-5.7178,-12.8415
7.7660273679298815,5.814535142258933,22.5,-62.5696,-7.0466,-12.1191
7.950803274432138,5.89107182873195,22.5,-61.0874,-7.9521,-11.2958
8.135579180934396,5.967608515204969,22.5,-58.7698,-8.5015,-10.4417
8.320355087436653,6.044145201677987,22.5,-55.9038,-8.7617,-9.5951
6.396059335941061,5.463554243450064,22.5,-7.7446,3.6929,-3.7826
6.580835242443317,5.540090929923082,22.5,-34.3258,0.1925,-8.6777
6.765611148945576,5.6166276163961,22.5,-51.6032,-2.5742,-11.6137
6.950387055447832,5.693164302869118,22.5,-61.8748,-4.7176,-13.1099
7.1351629619500905,5.769700989342136,22.5,-67.0522,-6.3229,-13.6016
7.319938868452347,5.8462376758151535,22.5,-68.7052,-7.468,-13.4423
7.5047147749546035,5.9227743622881714,22.5,-68.0418,-8.2199,-12.9005
7.6894906814568635,5.999311048761189,22.5,-65.9134,-8.6407,-12.158
7.87426658795912,6.075847735234207,22.5,-62.9022,-8.7981,-11.3265
8.059042494461378,6.152384421707225,22.5,-59.393,-8.7517,-10.4724
8.243818400963635,6.228921108180243,22.5,-55.6278,-8.5573,-9.6283
6.319522649468043,5.64833014995232,22.5,-23.8872,-3.533,-4.2053
6.5042985559702995,5.724866836425338,22.5,-46.8634,-5.4431,-8.9943
6.689074462472558,5.801403522898356,22.5,-61.0674,-6.8497,-11.842
6.873850368974814,5.877940209371374,22.5,-68.6788,-7.8236,-13.2579
7.0586262754770726,5.954476895844393,22.5,-71.6012,-8.4306,-13.685
7.243402181979329,6.03101358231741,22.5,-71.3942,-8.7347,-13.4812
7.428178088481586,6.107550268790428,22.5,-69.2596,-8.8,-12.9149
7.612953994983846,6.184086955263447,22.5,-66.0276,-8.6864,-12.1637
7.797729901486102,6.260623641736464,22.5,-62.2098,-8.4431,-11.3309
7.98250580798836,6.337160328209483,22.5,-58.1502,-8.1139,-10.4806
8.167281714490617,6.4136970146825005,22.5,-54.0262,-7.7301,-9.6415
6.242985962995025,5.833106056454579,22.5,-32.1444,-7.3018,-4.3852
6.427761869497282,5.909642742927596,22.5,-52.7368,-8.1164,-9.126
6.61253777599954,5.9861794294006145,22.5,-64.8962,-8.5899,-11.9291
6.797313682501796,6.0627161158736325,22.5,-70.7756,-8.788,-13.2999
6.982089589004055,6.13925280234665,22.5,-72.3024,-8.7724,-13.6894
7.166865495506311,6.215789488819668,22.5,-71.0494,-8.5987,-13.463
7.351641402008568,6.292326175292686,22.5,-68.1808,-8.3146,-12.8879
7.536417308510828,6.368862861765704,22.5,-64.4648,-7.959,-12.1367
7.721193215013084,6.445399548238722,22.5,-60.3686,-7.5627,-11.3108
7.9059691215153425,6.52193623471174,22.5,-56.161,-7.1457,-10.4674
8.090745028017599,6.598472921184758,22.5,-51.9868,-6.723,-9.6352
6.166449276522006,6.017881962956836,22.5,-34.667,-8.7009,-4.3163
6.351225183024263,6.094418649429853,22.5,-53.847,-8.8031,-9.0602
6.536001089526521,6.170955335902872,22.5,-64.8898,-8.7159,-11.8645
6.7207769960287775,6.24749202237589,22.5,-69.9118,-8.4927,-13.2316
6.905552902531036,6.324028708848909,22.5,-70.8096,-8.1754,-13.6147
7.090328809033292,6.400565395321926,22.5,-69.1542,-7.7991,-13.389
7.275104715535549,6.477102081794944,22.5,-66.0666,-7.3915,-12.8209
7.459880622037809,6.553638768267962,22.5,-62.265,-6.9707,-12.0809
7.644656528540065,6.6301754547409795,22.5,-58.1686,-6.5493,-11.2675
7.829432435042324,6.706712141213998,22.5,-54.0124,-6.1354,-10.4354
8.014208341544581,6.783248827687016,22.5,-49.9276,-5.736,-9.6139
6.089912590048989,6.2026578694590935,22.5,-33.291,-8.6375,-4.004
6.274688496551246,6.2791945559321105,22.5,-51.942,-8.3698,-8.8006
6.459464403053504,6.355731242405129,22.5,-62.6526,-8.0249,-11.6507
6.6442403095557605,6.432267928878147,22.5,-67.4812,-7.6336,-13.0535
6.829016216058019,6.508804615351165,22.5,-68.2976,-7.2178,-13.4655
7.013792122560275,6.585341301824183,22.5,-66.6522,-6.7951,-13.2655
7.198568029062532,6.661877988297201,22.5,-63.632,-6.3762,-12.7199
7.383343935564792,6.738414674770219,22.5,-59.9348,-5.9674,-12.0
7.568119842067048,6.814951361243237,22.5,-55.9676,-5.5742,-11.2048
7.752895748569307,6.891488047716255,22.5,-51.9418,-5.1967,-10.3871
7.937671655071563,6.968024734189273,22.5,-47.9872,-4.8386,-9.5775
6.01337590357597,6.38743377596135,22.5,-29.6236,-7.8662,-3.4728
6.198151810078227,6.463970462434368,22.5,-48.3676,-7.463,-8.3604
6.382927716580485,6.540507148907386,22.5,-59.275,-7.0435,-11.297
6.567703623082742,6.617043835380404,22.5,-64.3404,-6.6214,-12.7744
6.752479529585,6.693580521853423,22.5,-65.4082,-6.2057,-13.2492
6.9372554360872565,6.77011720832644,22.5,-63.9958,-5.8031,-13.0974
7.122031342589513,6.8466538947994575,22.5,-61.1904,-5.4162,-12.5895
7.306807249091773,6.923190581272476,22.5,-57.686,-5.0462,-11.8984
7.4915831555940295,6.999727267745493,22.5,-53.8944,-4.6956,-11.1258
7.676359062096288,7.076263954218512,22.5,-50.029,-4.3645,-10.325
7.861134968598544,7.15280064069153,22.5,-46.2242,-4.0535,-9.5293
5.9368392171029525,6.572209682463608,22.5,-24.765,-6.8679,-2.7573
6.121615123605209,6.648746368936625,22.5,-43.9566,-6.4477,-7.7653
6.306391030107467,6.725283055409644,22.5,-55.3656,-6.037,-10.8229
6.491166936609724,6.801819741882662,22.5,-60.9218,-5.6407,-12.4101
6.675942843111982,6.87835642835568,22.5,-62.427,-5.2607,-12.9764
6.8607187496142386,6.954893114828698,22.5,-61.372,-4.8988,-12.8936
7.045494656116495,7.031429801301716,22.5,-58.8536,-4.5552,-12.4358
7.230270562618755,7.107966487774734,22.5,-55.5902,-4.2329,-11.7811
7.415046469121012,7.184503174247752,22.5,-51.9896,-3.93,-11.0324
7.59982237562327,7.26103986072077,22.5,-48.2986,-3.6459,-10.2517
7.784598282125526,7.3375765471937875,22.5,-44.6448,-3.3806,-9.4709
5.860302530629935,6.756985588965865,22.5,-19.3698,-5.8721,-1.9064
6.045078437132191,6.833522275438883,22.5,-39.192,-5.4814,-7.0573
6.229854343634449,6.910058961911901,22.5,-51.2522,-5.1089,-10.2586
6.414630250136706,6.9865956483849185,22.5,-57.4304,-4.754,-11.9806
6.599406156638964,7.063132334857937,22.5,-59.483,-4.4197,-12.6609
6.784182063141221,7.139669021330954,22.5,-58.8676,-4.1056,-12.6641
6.968957969643477,7.216205707803972,22.5,-56.6812,-3.8102,-12.2652
7.153733876145737,7.292742394276991,22.5,-53.6678,-3.5337,-11.6501
7.338509782647994,7.369279080750008,22.5,-50.271,-3.2765,-10.9295
7.523285689150252,7.445815767223027,22.5,-46.752,-3.0382,-10.1689
7.7080615956525085,7.522352453696045,22.5,-43.2454,-2.8175,-9.4026
6.574273077508081,4.831038553184236,25.0,130.8998,47.7623,8.8438
6.75553463491541,4.915562205532375,25.0,71.0316,35.1396,0.1881
6.936796192322741,5.000085857880515,25.0,27.1142,24.8083,-5.6256
7.11805774973007,5.084609510228655,25.0,-4.4036,16.4542,-9.328
7.299319307137401,5.169133162576795,25.0,-26.3954,9.7625,-11.4801
7.480580864544731,5.253656814924935,25.0,-41.1508,4.453,-12.5142
7.661842421952059,5.338180467273075,25.0,-50.4996,0.2816,-12.7657
7.843103979359391,5.422704119621215,25.0,-55.8924,-2.953,-12.4966
8.02436553676672,5.5072277719693545,25.0,-58.4622,-5.4055,-11.9128
8.205627094174051,5.591751424317494,25.0,-59.0594,-7.1965,-11.1666
8.38688865158138,5.676275076665634,25.0,-58.2504,-8.4224,-10.3514
6.489749425159941,5.012300110591566,25.0,76.6368,23.4864,7.416
6.67101098256727,5.096823762939705,25.0,27.173,15.3913,-0.9024
6.852272539974601,5.181347415287846,25.0,-8.0092,8.9172,-6.4609
7.0335340973819305,5.265871067635985,25.0,-32.2876,3.7864,-9.9651
7.2147956547892615,5.350394719984125,25.0,-48.326,-0.2408,-11.9611
7.396057212196591,5.434918372332264,25.0,-58.1814,-3.3537,-12.8685
7.577318769603919,5.519442024680405,25.0,-63.4902,-5.7021,-13.0215
7.758580327011251,5.603965677028545,25.0,-65.541,-7.4059,-12.6823
7.93984188441858,5.688489329376685,25.0,-65.3326,-8.5585,-12.0539
8.12110344182591,5.773012981724825,25.0,-63.622,-9.2496,-11.2807
8.30236499923324,5.857536634072964,25.0,-60.9382,-9.5669,-10.4511
6.405225772811801,5.193561667998895,25.0,40.7732,8.0982,6.1442
6.58648733021913,5.278085320347035,25.0,-1.1966,3.1405,-1.8694
6.767748887626461,5.362608972695175,25.0,-30.2934,-0.7425,-7.2021
6.949010445033791,5.447132625043315,25.0,-49.5888,-3.7368,-10.5288
7.130272002441122,5.5316562773914555,25.0,-61.4936,-5.9856,-12.3806
7.311533559848451,5.6161799297395945,25.0,-67.8826,-7.6035,-13.1689
7.492795117255779,5.700703582087734,25.0,-70.2892,-8.6852,-13.2297
7.674056674663111,5.785227234435875,25.0,-69.933,-9.3173,-12.8246
7.85531823207044,5.869750886784015,25.0,-67.8034,-9.5869,-12.1574
8.036579789477772,5.954274539132155,25.0,-64.6128,-9.5794,-11.3635
8.2178413468851,6.038798191480295,25.0,-60.8376,-9.3712,-10.5238
6.320702120463661,5.374823225406225,25.0,17.9924,-1.2266,5.1114
6.5019636778709895,5.459346877754365,25.0,-18.8178,-4.1049,-2.652
6.6832252352783215,5.543870530102505,25.0,-43.7408,-6.2558,-7.8073
6.86448679268565,5.628394182450645,25.0,-59.546,-7.791,-10.991
7.045748350092982,5.712917834798786,25.0,-68.477,-8.8025,-12.718
7.22700990750031,5.797441487146925,25.0,-72.3584,-9.3762,-13.4015
7.408271464907639,5.8819651394950645,25.0,-72.7236,-9.6014,-13.3802
7.589533022314971,5.966488791843205,25.0,-70.8096,-9.56,-12.9224
7.770794579722299,6.051012444191345,25.0,-67.5564,-9.3292,-12.2245
7.952056137129631,6.135536096539485,25.0,-63.6032,-8.9718,-11.4149
8.13331769453696,6.220059748887625,25.0,-59.3528,-8.5372,-10.5696
6.23617846811552,5.556084782813555,25.0,4.4948,-6.5142,4.3808
6.4174400255228505,5.6406084351616945,25.0,-28.7456,-7.9678,-3.2025
6.598701582930181,5.725132087509834,25.0,-50.7754,-8.9103,-8.2387
6.779963140337511,5.809655739857975,25.0,-64.1486,-9.4289,-11.3227
6.961224697744841,5.894179392206115,25.0,-71.0456,-9.6102,-12.9563
7.142486255152171,5.978703044554255,25.0,-73.3004,-9.5374,-13.5564
7.3237478125595,6.063226696902394,25.0,-72.4538,-9.2847,-13.4711
7.505009369966832,6.1477503492505345,25.0,-69.7148,-8.9122,-12.9726
7.68627092737416,6.232274001598674,25.0,-65.9598,-8.4707,-12.2546
7.867532484781492,6.316797653946814,25.0,-61.7346,-7.9923,-11.4375
8.04879404218882,6.401321306294954,25.0,-57.366,-7.5012,-10.5909
6.151654815767381,5.737346340220885,25.0,-2.052,-9.0088,3.9914
6.33291637317471,5.821869992569025,25.0,-32.9046,-9.4741,-3.4891
6.514177930582042,5.906393644917165,25.0,-53.1018,-9.6133,-8.4688
6.69543948798937,5.990917297265305,25.0,-65.0368,-9.5104,-11.504
6.876701045396702,6.075440949613445,25.0,-70.7896,-9.2364,-13.0792
7.0579626028040305,6.159964601961585,25.0,-72.2032,-8.852,-13.6248
7.239224160211359,6.244488254309724,25.0,-70.7996,-8.4036,-13.4981
7.420485717618691,6.329011906657865,25.0,-67.7508,-7.9214,-12.977
7.601747275026019,6.413535559006005,25.0,-63.854,-7.4304,-12.2483
7.783008832433351,6.498059211354144,25.0,-59.6172,-6.945,-11.4318
7.96427038984068,6.582582863702284,25.0,-55.3068,-6.4716,-10.5909
6.067131163419241,5.918607897628215,25.0,-3.3912,-9.612,3.9582
6.248392720826571,6.003131549976354,25.0,-32.9462,-9.4797,-3.4967
6.429654278233901,6.087655202324495,25.0,-52.3016,-9.1856,-8.4826
6.610915835641231,6.172178854672635,25.0,-63.6534,-8.7899,-11.5184
6.792177393048561,6.2567025070207745,25.0,-68.9872,-8.334,-13.0798
6.973438950455892,6.341226159368914,25.0,-70.1212,-7.8512,-13.6047
7.15470050786322,6.425749811717054,25.0,-68.571,-7.3595,-13.463
7.335962065270552,6.510273464065195,25.0,-65.492,-6.8748,-12.9356
7.51722362267788,6.594797116413334,25.0,-61.653,-6.4051,-12.2107
7.698485180085212,6.679320768761475,25.0,-57.5054,-5.9517,-11.4005
7.879746737492541,6.763844421109614,25.0,-53.3112,-5.519,-10.5683
5.982607511071102,6.099869455035545,25.0,-1.1952,-9.1348,4.2686
6.16386906847843,6.184393107383684,25.0,-30.3776,-8.7272,-3.2308
6.345130625885762,6.268916759731825,25.0,-49.6442,-8.2657,-8.2782
6.5263921832930905,6.353440412079965,25.0,-61.011,-7.7797,-11.3629
6.707653740700422,6.437964064428105,25.0,-66.3926,-7.2887,-12.9538
6.888915298107751,6.5224877167762445,25.0,-67.594,-6.8058,-13.4956
7.070176855515079,6.607011369124384,25.0,-66.1428,-6.3374,-13.367
7.251438412922411,6.691535021472525,25.0,-63.1918,-5.8877,-12.8541
7.43269997032974,6.776058673820664,25.0,-59.4908,-5.4582,-12.1436
7.613961527737072,6.860582326168805,25.0,-55.5026,-5.0531,-11.3491
7.7952230851444,6.945105978516944,25.0,-51.4614,-4.6731,-10.5288
5.898083858722961,6.281131012442875,25.0,3.1706,-8.1973,4.8913
6.07934541613029,6.365654664791014,25.0,-26.2736,-7.7088,-2.714
6.260606973537621,6.450178317139155,25.0,-45.904,-7.2184,-7.8668
6.441868530944951,6.534701969487295,25.0,-57.651,-6.7381,-11.0437
6.623130088352282,6.619225621835435,25.0,-63.3698,-6.2715,-12.7067
6.804391645759611,6.703749274183575,25.0,-64.8588,-5.8244,-13.3025
6.985653203166939,6.7882729265317145,25.0,-63.6672,-5.3992,-13.2172
7.166914760574271,6.872796578879855,25.0,-60.9418,-4.9973,-12.7368
7.3481763179816,6.957320231227994,25.0,-57.4502,-4.6185,-12.0533
7.529437875388932,7.041843883576135,25.0,-53.6424,-4.2648,-11.2782
7.71069943279626,7.126367535924274,25.0,-49.7636,-3.9344,-10.4737
5.813560206374822,6.462392569850206,25.0,8.8156,-7.1482,5.778
5.99482176378215,6.546916222198345,25.0,-21.2658,-6.6685,-1.9822
6.176083321189482,6.631439874546485,25.0,-41.507,-6.2063,-7.2736
6.357344878596811,6.715963526894624,25.0,-53.8318,-5.7617,-10.5771
6.538606436004143,6.800487179242765,25.0,-60.0828,-5.339,-12.3512
6.719867993411471,6.885010831590904,25.0,-62.0342,-4.9415,-13.0378
6.9011295508187995,6.969534483939045,25.0,-61.2166,-4.5665,-13.0209
7.0823911082261315,7.054058136287185,25.0,-58.7874,-4.2147,-12.5895
7.26365266563346,7.138581788635324,25.0,-55.5412,-3.8886,-11.941
7.444914223040792,7.223105440983464,25.0,-51.9456,-3.5882,-11.1923
7.62617578044812,7.307629093331604,25.0,-48.2432,-3.311,-10.4053
5.729036554026681,6.643654127257536,25.0,15.187,-6.1411,6.8673
5.9102981114340105,6.728177779605675,25.0,-15.73,-5.699,-1.083
6.091559668841342,6.8127014319538155,25.0,-36.7086,-5.2807,-6.5368
6.272821226248671,6.8972250843019545,25.0,-49.7408,-4.885,-9.9927
6.454082783656002,6.981748736650095,25.0,-56.6576,-4.5144,-11.9072
6.635344341063331,7.066272388998234,25.0,-59.1848,-4.1664,-12.713
6.81660589847066,7.150796041346375,25.0,-58.8338,-3.8441,-12.7864
6.997867455877992,7.235319693694515,25.0,-56.7704,-3.5474,-12.4189
7.17912901328532,7.319843346042655,25.0,-53.7992,-3.2722,-11.8137
7.360390570692652,7.4043669983907945,25.0,-50.4116,-3.0182,-11.0938
7.54165212809998,7.488890650738934,25.0,-46.8852,-2.7862,-10.3282
6.63433805219074,4.580999739058493,27.5,217.8862,59.5033,24.7199
6.811740218826383,4.6733494617055,27.5,133.9612,43.6956,11.6425
6.98914238546203,4.765699184352507,27.5,71.3866,30.7657,2.4638
7.1665445520976725,4.858048906999513,27.5,25.5726,20.3641,-3.7889
7.343946718733317,4.9503986296465206,27.5,-7.239,12.1279,-7.8737
7.521348885368962,5.042748352293527,27.5,-30.0588,5.6984,-10.3639
7.698751052004605,5.135098074940533,27.5,-45.2596,0.7444,-11.6871
7.876153218640249,5.227447797587541,27.5,-54.7288,-3.0132,-12.1756
8.053555385275894,5.319797520234547,27.5,-59.9448,-5.7968,-12.0878
8.230957551911539,5.412147242881554,27.5,-62.0682,-7.7765,-11.6288
8.408359718547183,5.504496965528561,27.5,-62.0142,-9.0865,-10.9603
6.541988329543733,4.758401905694138,27.5,154.072,31.6912,22.6724
6.7193904961793764,4.850751628341143,27.5,82.4986,21.1035,10.0729
6.896792662815022,4.943101350988151,27.5,30.45,12.7092,1.2579
7.074194829450666,5.035451073635158,27.5,-6.5708,6.1486,-4.717
7.2515969960863105,5.127800796282165,27.5,-32.1782,1.0893,-8.5892
7.428999162721954,5.220150518929172,27.5,-49.1704,-2.7536,-10.9158
7.606401329357598,5.312500241576178,27.5,-59.6588,-5.6074,-12.111
7.783803495993243,5.404849964223185,27.5,-65.2874,-7.6467,-12.4985
7.961205662628887,5.497199686870192,27.5,-67.3496,-9.005,-12.3349
8.138607829264533,5.589549409517199,27.5,-66.9006,-9.8027,-11.8238
8.316009995900178,5.681899132164205,27.5,-64.7858,-10.1551,-11.1189
6.449638606896726,4.935804072329781,27.5,109.224,13.3018,20.6551
6.62704077353237,5.028153794976788,27.5,47.3866,6.6089,8.5422
6.804442940168015,5.120503517623796,27.5,3.2282,1.4423,0.0859
6.981845106803659,5.212853240270801,27.5,-27.445,-2.4889,-5.6168
7.159247273439304,5.305202962917809,27.5,-47.9498,-5.4143,-9.2803
7.336649440074948,5.397552685564816,27.5,-60.7862,-7.5119,-11.4406
7.514051606710591,5.4899024082118215,27.5,-67.8562,-8.9197,-12.5042
7.691453773346236,5.582252130858829,27.5,-70.669,-9.7581,-12.7882
7.868855939981881,5.674601853505836,27.5,-70.4722,-10.1413,-12.5474
8.046258106617525,5.7669515761528425,27.5,-68.2888,-10.177,-11.9837
8.22366027325317,5.859301298799849,27.5,-64.9202,-9.9651,-11.2475
6.357288884249719,5.113206238965426,27.5,78.804,1.8016,18.8002
6.534691050885363,5.205555961612433,27.5,24.1568,-2.218,7.1482
6.712093217521009,5.29790568425944,27.5,-14.3502,-5.2149,-0.9801
6.889495384156652,5.390255406906446,27.5,-40.4986,-7.3727,-6.4383
7.066897550792297,5.482605129553454,27.5,-57.3022,-8.8313,-9.9099
7.244299717427941,5.57495485220046,27.5,-67.0786,-9.7099,-11.9147
7.421701884063585,5.667304574847466,27.5,-71.6486,-10.1237,-12.8503
7.599104050699229,5.759654297494474,27.5,-72.5016,-10.1852,-13.0328
7.776506217334874,5.8520040201414805,27.5,-70.8534,-9.9895,-12.7186
7.953908383970519,5.944353742788487,27.5,-67.6804,-9.6246,-12.1078
8.131310550606164,6.036703465435494,27.5,-63.6922,-9.1555,-11.3453
6.264939161602713,5.290608405601071,27.5,58.8786,-5.0117,17.2255
6.442341328238356,5.3829581282480765,27.5,9.4742,-7.2291,5.9831
6.619743494874002,5.475307850895084,27.5,-24.9568,-8.7372,-1.8706
6.797145661509646,5.567657573542091,27.5,-47.8444,-9.6584,-7.1319
6.97454782814529,5.660007296189098,27.5,-61.9956,-10.1056,-10.4461
7.151949994780934,5.752357018836105,27.5,-69.642,-10.1902,-12.3154
7.329352161416578,5.844706741483111,27.5,-72.5618,-10.0121,-13.1344
7.506754328052223,5.9370564641301184,27.5,-72.2144,-9.6578,-13.2247
7.684156494687867,6.029406186777125,27.5,-69.7676,-9.1944,-12.8447
7.861558661323512,6.121755909424132,27.5,-66.1266,-8.6733,-12.195
8.038960827959157,6.2141056320711385,27.5,-61.899,-8.1271,-11.4112
6.172589438955706,5.4680105722367145,27.5,46.835,-8.6419,16.0297
6.34999160559135,5.560360294883721,27.5,1.2718,-9.6045,5.1202
6.527393772226995,5.652710017530729,27.5,-30.2922,-10.0855,-2.5303
6.704795938862639,5.745059740177735,27.5,-51.0052,-10.194,-7.6543
6.882198105498284,5.837409462824742,27.5,-63.4904,-10.0328,-10.8562
7.0596002721339275,5.929759185471749,27.5,-69.864,-9.6904,-12.6208
7.237002438769571,6.022108908118755,27.5,-71.8442,-9.2345,-13.3438
7.414404605405216,6.114458630765762,27.5,-70.8598,-8.7159,-13.357
7.591806772040861,6.206808353412769,27.5,-68.0392,-8.171,-12.9243
7.769208938676505,6.299158076059776,27.5,-64.223,-7.6223,-12.2446
7.94661110531215,6.391507798706782,27.5,-59.9572,-7.0836,-11.4475
6.080239716308699,5.645412738872359,27.5,40.9854,-10.0617,15.2772
6.257641882944343,5.737762461519365,27.5,-1.9642,-10.1965,4.6072
6.4350440495799885,5.830112184166373,27.5,-31.7834,-10.0535,-2.9191
6.612446216215632,5.922461906813379,27.5,-51.3372,-9.7218,-7.9734
6.789848382851277,6.014811629460387,27.5,-63.0064,-9.2728,-11.1152
6.967250549486921,6.1071613521073935,27.5,-68.7666,-8.7579,-12.8127
7.144652716122565,6.199511074754399,27.5,-70.3028,-8.2142,-13.4686
7.322054882758209,6.291860797401407,27.5,-69.0326,-7.6655,-13.4254
7.499457049393854,6.384210520048414,27.5,-66.0752,-7.125,-12.9563
7.676859216029499,6.47656024269542,27.5,-62.2388,-6.6026,-12.2584
7.854261382665143,6.568909965342427,27.5,-58.0232,-6.1016,-11.455
5.9878899936616925,5.822814905508004,27.5,39.8666,-10.0729,15.0031
6.165292160297336,5.91516462815501,27.5,-1.6318,-9.7531,4.4686
6.342694326932982,6.007514350802017,27.5,-30.6862,-9.3117,-3.0157
6.520096493568626,6.099864073449023,27.5,-49.87,-8.8,-8.0675
6.69749866020427,6.192213796096031,27.5,-61.3318,-8.2575,-11.2042
6.874900826839914,6.284563518743038,27.5,-66.928,-7.7082,-12.8779
7.052302993475558,6.376913241390044,27.5,-68.3316,-7.167,-13.4994
7.229705160111203,6.469262964037052,27.5,-66.9944,-6.6428,-13.4272
7.407107326746847,6.561612686684057,27.5,-64.0486,-6.1405,-12.9419
7.584509493382492,6.653962409331065,27.5,-60.2798,-5.6645,-12.2377
7.761911660018137,6.746312131978071,27.5,-56.177,-5.2161,-11.4362
5.895540271014686,6.000217072143648,27.5,42.1418,-9.3493,15.2101
6.07294243765033,6.092566794790654,27.5,1.116,-8.842,4.7
6.250344604285975,6.184916517437662,27.5,-27.8892,-8.3008,-2.8219
6.427746770921619,6.277266240084668,27.5,-47.2314,-7.7515,-7.9321
6.605148937557264,6.369615962731675,27.5,-58.8736,-7.209,-11.1139
6.782551104192907,6.461965685378682,27.5,-64.6014,-6.6829,-12.8089
6.959953270828551,6.554315408025688,27.5,-66.1014,-6.1787,-13.436
7.137355437464196,6.646665130672695,27.5,-64.865,-5.7009,-13.3658
7.3147576040998405,6.739014853319702,27.5,-62.0316,-5.25,-12.8829
7.492159770735485,6.831364575966709,27.5,-58.4022,-4.8273,-12.1869
7.66956193737113,6.9237142986137155,27.5,-54.4428,-4.4342,-11.3936
5.803190548367679,6.177619238779291,27.5,46.7896,-8.3434,15.8691
5.980592715003323,6.269968961426298,27.5,5.501,-7.7947,5.2726
6.1579948816389685,6.362318684073306,27.5,-23.9298,-7.2517,-2.3566
6.335397048274612,6.454668406720312,27.5,-43.7458,-6.7237,-7.5746
6.512799214910257,6.54701812936732,27.5,-55.826,-6.2182,-10.8474
6.690201381545901,6.639367852014326,27.5,-61.905,-5.7385,-12.607
6.8676035481815445,6.731717574661332,27.5,-63.6862,-5.2845,-13.2793
7.045005714817189,6.824067297308339,27.5,-62.6838,-4.8599,-13.241
7.222407881452834,6.916417019955347,27.5,-60.0652,-4.4636,-12.7845
7.3998100480884785,7.0087667426023526,27.5,-56.6298,-4.1005,-12.1072
7.577212214724123,7.10111646524936,27.5,-52.8626,-3.7657,-11.3328
5.7108408257206715,6.355021405414936,27.5,53.1206,-7.2937,16.927
5.888242992356316,6.447371128061943,27.5,11.0354,-6.7657,6.1417
