a,b,theta,E,E_p,E_t,machine_type,status,file_name
4.0,11.3,35.0,-29.75763865793124,-6.4758768446045005,-4.201471242180561,2,Done,anthracene_theta=35_a=4.0_b=11.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.1,11.4,35.0,-30.466747548198327,-6.962089162901975,-4.135642305598594,1,Done,anthracene_theta=35_a=4.1_b=11.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.2,6.5,35.0,-36.43700821069069,-2.8180771289626136,-7.700213488191366,1,Done,anthracene_theta=35_a=7.2_b=6.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.5,6.2,30.0,-40.20490706549026,-4.408759757992812,-7.846846887376159,2,Done,anthracene_theta=30_a=7.5_b=6.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.6,5.8,30.0,-41.719671024242416,-5.725924583268353,-7.566955464426428,1,Done,anthracene_theta=30_a=7.6_b=5.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.6,5.4,35.0,-38.53542926069349,-6.102441878523678,-6.582636375911534,2,Done,anthracene_theta=35_a=8.6_b=5.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.0,11.4,35.0,-29.41112261591479,-6.4758768446045005,-4.114842231676448,1,Done,anthracene_theta=35_a=4.0_b=11.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.5,6.3,30.0,-39.49604666884989,-4.070678705233149,-7.838672314595898,2,Done,anthracene_theta=30_a=7.5_b=6.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.3,6.5,35.0,-36.85182244097814,-2.8180771289626136,-7.803917045763228,1,Done,anthracene_theta=35_a=7.3_b=6.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.0,7.0,40.0,-32.87192058702931,-1.0296911991899833,-7.7031345471623345,1,Done,anthracene_theta=40_a=7.0_b=7.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.1,7.1,40.0,-33.173107816372074,-0.9571422579465434,-7.814705825119744,2,Done,anthracene_theta=40_a=7.1_b=7.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.3,6.0,30.0,-40.70996727375313,-5.099180145538412,-7.627901745669077,2,Done,anthracene_theta=30_a=7.3_b=6.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.5,5.3,35.0,-38.67481429129839,-6.222355274367146,-6.557525935641023,1,Done,anthracene_theta=35_a=8.5_b=5.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.4,6.5,35.0,-36.989199440460645,-2.8180771289626136,-7.838261295633856,1,Done,anthracene_theta=35_a=7.4_b=6.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.0,11.5,35.0,-28.98767133732327,-6.4758768446045005,-4.008979412028567,1,Done,anthracene_theta=35_a=4.0_b=11.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.0,7.1,40.0,-33.10143111459911,-1.0296911991899833,-7.7605121790547855,2,Done,anthracene_theta=40_a=7.0_b=7.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.4,6.0,30.0,-41.116578694200136,-5.099180145538412,-7.729554600780832,2,Done,anthracene_theta=30_a=7.4_b=6.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.3,6.4,35.0,-36.8659865965601,-3.070358739234507,-7.681317279522773,1,Done,anthracene_theta=35_a=7.3_b=6.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.5,5.4,35.0,-38.822095909155905,-6.102441878523678,-6.6543030380271375,1,Done,anthracene_theta=35_a=8.5_b=5.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.0,7.2,40.0,-33.14500289899297,-1.0296911991899833,-7.771405125153251,2,Done,anthracene_theta=40_a=7.0_b=7.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.1,11.3,35.0,-30.88127563381568,-6.962089162901975,-4.239274327002931,1,Done,anthracene_theta=35_a=4.1_b=11.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.5,6.0,30.0,-41.23931713984348,-5.099180145538412,-7.760239212191664,2,Done,anthracene_theta=30_a=7.5_b=6.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.1,7.0,40.0,-34.262909453362234,-1.529156528529711,-7.801149099075701,2,Done,anthracene_theta=40_a=7.1_b=7.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.4,6.4,35.0,-37.19029129459523,-3.070358739234507,-7.762393454031553,1,Done,anthracene_theta=35_a=7.4_b=6.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.5,5.5,35.0,-38.64300204464234,-5.882687876583077,-6.719406572869048,1,Done,anthracene_theta=35_a=8.5_b=5.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.1,11.5,35.0,-29.989496072754264,-6.962089162901975,-4.0163294367375775,1,Done,anthracene_theta=35_a=4.1_b=11.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.4,5.9,30.0,-41.172095758840435,-5.430294582154602,-7.5778766486328095,2,Done,anthracene_theta=30_a=7.4_b=5.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.1,7.2,40.0,-33.06627800408751,-0.9571422579465434,-7.787998372048607,2,Done,anthracene_theta=40_a=7.1_b=7.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.5,6.4,35.0,-37.262073418824,-3.070358739234507,-7.780338985088746,1,Done,anthracene_theta=35_a=7.5_b=6.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.6,5.5,35.0,-38.237492532934986,-5.882687876583077,-6.61802919494221,1,Done,anthracene_theta=35_a=8.6_b=5.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.2,11.3,35.0,-31.22272139508277,-7.0908717850688845,-4.2602444562362525,1,Done,anthracene_theta=35_a=4.2_b=11.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.2,7.0,40.0,-34.3868200883735,-1.529156528529711,-7.832126757828518,2,Done,anthracene_theta=40_a=7.2_b=7.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.5,5.9,30.0,-41.48688238463365,-5.430294582154602,-7.6565733050811104,2,Done,anthracene_theta=30_a=7.5_b=5.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.5,6.5,35.0,-36.900487096514546,-2.8180771289626136,-7.816083209647331,1,Done,anthracene_theta=35_a=7.5_b=6.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.7,5.5,35.0,-37.717073389329016,-5.882687876583077,-6.487924409040716,1,Done,anthracene_theta=35_a=8.7_b=5.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.2,11.4,35.0,-30.75147895514965,-7.0908717850688845,-4.14243384625297,1,Done,anthracene_theta=35_a=4.2_b=11.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.2,7.1,40.0,-34.069124325877056,-1.4161946885287762,-7.809183737204876,2,Done,anthracene_theta=40_a=7.2_b=7.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.6,5.9,30.0,-41.53914643800817,-5.430294582154602,-7.669639318424742,2,Done,anthracene_theta=30_a=7.6_b=5.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.5,6.6,35.0,-36.41716885357164,-2.5854202661430463,-7.811582080321388,1,Done,anthracene_theta=35_a=7.5_b=6.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.4,5.3,35.0,-38.64171439409257,-6.222355274367146,-6.549250961339568,1,Done,anthracene_theta=35_a=8.4_b=5.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.2,7.2,40.0,-32.78803755994886,-0.8904404549393803,-7.751789162517525,2,Done,anthracene_theta=40_a=7.2_b=7.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.6,6.0,30.0,-41.12721373373642,-5.099180145538412,-7.7322133606649,2,Done,anthracene_theta=30_a=7.6_b=6.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.2,11.5,35.0,-30.23029424995184,-7.0908717850688845,-4.012137669953518,1,Done,anthracene_theta=35_a=4.2_b=11.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.4,6.3,35.0,-37.219239585800096,-3.3421157499542464,-7.633752021472901,1,Done,anthracene_theta=35_a=7.4_b=6.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.1,6.9,40.0,-34.26306005613879,-1.6539268520427868,-7.7388015880133025,2,Done,anthracene_theta=40_a=7.1_b=6.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.4,5.4,35.0,-38.94842371228151,-6.102441878523678,-6.685884988808539,1,Done,anthracene_theta=35_a=8.4_b=5.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.6,6.1,30.0,-40.54392310814001,-4.75456545886118,-7.758698047604412,2,Done,anthracene_theta=30_a=7.6_b=6.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.1,11.2,35.0,-31.21553013054654,-6.962089162901975,-4.322837951185647,1,Done,anthracene_theta=35_a=4.1_b=11.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.5,6.3,35.0,-37.476900212001055,-3.3421157499542464,-7.698167178023143,1,Done,anthracene_theta=35_a=7.5_b=6.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.2,6.9,40.0,-34.55831104121171,-1.6539268520427868,-7.812614334281534,2,Done,anthracene_theta=40_a=7.2_b=6.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.5,5.8,30.0,-41.47979403170757,-5.725924583268353,-7.5069862162927175,2,Done,anthracene_theta=30_a=7.5_b=5.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.4,5.5,35.0,-38.91075303195976,-5.882687876583077,-6.786344319698403,1,Done,anthracene_theta=35_a=8.4_b=5.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.2,11.2,35.0,-31.628183216322213,-7.0908717850688845,-4.361609911546111,1,Done,anthracene_theta=35_a=4.2_b=11.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.3,6.9,40.0,-34.608300998341285,-1.6539268520427868,-7.82511182356393,2,Done,anthracene_theta=40_a=7.3_b=6.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.6,6.3,35.0,-37.50240472843871,-3.3421157499542464,-7.704543307132552,1,Done,anthracene_theta=35_a=7.6_b=6.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.7,5.9,30.0,-41.37296421988867,-5.430294582154602,-7.628093763894866,2,Done,anthracene_theta=30_a=7.7_b=5.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.3,5.3,35.0,-38.395697843283415,-6.222355274367146,-6.4877468236372815,1,Done,anthracene_theta=35_a=8.3_b=5.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.3,7.0,40.0,-34.293205636553466,-1.529156528529711,-7.808723144873513,2,Done,anthracene_theta=40_a=7.3_b=7.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.3,11.2,35.0,-31.4792148526758,-6.9746393628884125,-4.382484031724744,1,Done,anthracene_theta=35_a=4.3_b=11.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.6,6.4,35.0,-37.12743236264214,-3.070358739234507,-7.746678721043281,1,Done,anthracene_theta=35_a=7.6_b=6.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.7,6.0,30.0,-40.822695680428296,-5.099180145538412,-7.656083847337867,2,Done,anthracene_theta=30_a=7.7_b=6.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.3,5.4,35.0,-38.888044699793674,-6.102441878523678,-6.6707902356865825,1,Done,anthracene_theta=35_a=8.3_b=5.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.3,7.1,40.0,-33.85567052429542,-1.4161946885287762,-7.7558202868094686,2,Done,anthracene_theta=40_a=7.3_b=7.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.3,11.3,35.0,-31.0143203039188,-6.9746393628884125,-4.266260394535493,1,Done,anthracene_theta=35_a=4.3_b=11.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.6,6.5,35.0,-36.62991733429953,-2.8180771289626136,-7.748440769093577,1,Done,anthracene_theta=35_a=7.6_b=6.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.5,5.7,30.0,-41.13685730728321,-5.9534082534955814,-7.307510200073012,2,Done,anthracene_theta=30_a=7.5_b=5.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.2,6.8,40.0,-34.550504817161716,-1.790921070263721,-7.742165669158568,2,Done,anthracene_theta=40_a=7.2_b=6.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.3,5.5,35.0,-39.01636045519263,-5.882687876583077,-6.812746175506617,1,Done,anthracene_theta=35_a=8.3_b=5.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.3,11.4,35.0,-30.49671742576175,-6.9746393628884125,-4.136859674996232,1,Done,anthracene_theta=35_a=4.3_b=11.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.5,6.2,35.0,-37.520175811601796,-3.633080841740593,-7.563503532030152,1,Done,anthracene_theta=35_a=7.5_b=6.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
9.6,5.0,40.0,-34.461310545681044,-6.2720277111511695,-5.479313780844676,2,Done,anthracene_theta=40_a=9.6_b=5.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
9.7,5.1,40.0,-33.56030658702366,-6.159069635905325,-5.310541828803252,2,Done,anthracene_theta=40_a=9.7_b=5.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.2,5.4,35.0,-38.61309993849136,-6.102441878523678,-6.602054045361003,1,Done,anthracene_theta=35_a=8.2_b=5.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.6,6.2,35.0,-37.731069372734055,-3.6330808417405933,-7.616226922313218,1,Done,anthracene_theta=35_a=7.6_b=6.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.1,11.1,35.0,-31.451403609709807,-6.962089162901975,-4.381806320976467,1,Done,anthracene_theta=35_a=4.1_b=11.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.3,6.8,40.0,-34.76975430129096,-1.790921070263721,-7.796978040190879,2,Done,anthracene_theta=40_a=7.3_b=6.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
9.6,5.1,40.0,-34.20462381467223,-6.159069635905325,-5.471621135715394,2,Done,anthracene_theta=40_a=9.6_b=5.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.2,5.5,35.0,-38.93385293032043,-5.882687876583077,-6.792119294288567,1,Done,anthracene_theta=35_a=8.2_b=5.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.7,6.2,35.0,-37.72494487487711,-3.6330808417405933,-7.614695797848983,1,Done,anthracene_theta=35_a=7.7_b=6.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.4,6.8,40.0,-34.764382815454155,-1.790921070263721,-7.795635168731677,2,Done,anthracene_theta=40_a=7.4_b=6.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.2,11.1,35.0,-31.95064303535037,-7.0908717850688845,-4.442224866303151,1,Done,anthracene_theta=35_a=4.2_b=11.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
9.6,5.2,40.0,-33.69661179906689,-5.9488713562022895,-5.449717271665577,2,Done,anthracene_theta=40_a=9.6_b=5.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.2,5.6,35.0,-38.95285644312389,-5.599869119585493,-6.938279550988227,1,Done,anthracene_theta=35_a=8.2_b=5.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.4,6.9,40.0,-34.459897392895066,-1.6539268520427868,-7.788010922202375,2,Done,anthracene_theta=40_a=7.4_b=6.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.7,6.3,35.0,-37.336262670578435,-3.3421157499542464,-7.663007792667487,1,Done,anthracene_theta=35_a=7.7_b=6.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
9.7,5.0,40.0,-33.867359780473635,-6.2720277111511695,-5.3308260895428266,2,Done,anthracene_theta=40_a=9.7_b=5.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.3,11.1,35.0,-31.87567316088825,-6.9746393628884125,-4.481598608777858,1,Done,anthracene_theta=35_a=4.3_b=11.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.4,7.0,40.0,-34.02591147669591,-1.529156528529711,-7.741899604909122,2,Done,anthracene_theta=40_a=7.4_b=7.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.3,5.6,35.0,-38.86380524327978,-5.599869119585493,-6.9160167510272,1,Done,anthracene_theta=35_a=8.3_b=5.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.7,6.4,35.0,-36.825238606659696,-3.070358739234507,-7.671130282047669,1,Done,anthracene_theta=35_a=7.7_b=6.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
9.7,5.2,40.0,-33.010868871351704,-5.9488713562022895,-5.278281539736781,2,Done,anthracene_theta=40_a=9.7_b=5.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.1,11.0,35.0,-31.570971875218678,-6.962089162901975,-4.411698387353682,1,Done,anthracene_theta=35_a=4.1_b=11.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.2,6.7,40.0,-34.329877321142696,-1.9407679480500517,-7.61208535626065,2,Done,anthracene_theta=40_a=7.2_b=6.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.4,5.6,35.0,-38.61144582205453,-5.599869119585493,-6.852926895720882,1,Done,anthracene_theta=35_a=8.4_b=5.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.5,6.1,35.0,-37.367121102754034,-3.9424620971549302,-7.3705492271110415,1,Done,anthracene_theta=35_a=7.5_b=6.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
9.8,5.0,40.0,-33.21927749272436,-6.2720277111511695,-5.168805517605506,2,Done,anthracene_theta=40_a=9.8_b=5.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.2,11.0,35.0,-32.17269121389836,-7.0908717850688845,-4.497736910940148,1,Done,anthracene_theta=35_a=4.2_b=11.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.3,6.7,40.0,-34.74544707336463,-1.9407679480500517,-7.715977794316133,2,Done,anthracene_theta=40_a=7.3_b=6.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.6,6.1,35.0,-37.7892320191022,-3.94246209715493,-7.476076956198086,1,Done,anthracene_theta=35_a=7.6_b=6.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.5,10.7,40.0,-31.938800667179752,-6.604971967055462,-4.682214183267206,1,Done,anthracene_theta=40_a=4.5_b=10.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.6,10.8,40.0,-31.06208636518568,-6.426659980323166,-4.552191601134837,2,Done,anthracene_theta=40_a=4.6_b=10.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.4,6.7,40.0,-34.909006300382316,-1.940767948050052,-7.756867601070553,2,Done,anthracene_theta=40_a=7.4_b=6.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.3,11.0,35.0,-32.187033583177254,-6.9746393628884125,-4.559438714350109,1,Done,anthracene_theta=35_a=4.3_b=11.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.7,6.1,35.0,-37.96799455792643,-3.9424620971549302,-7.520767590904143,1,Done,anthracene_theta=35_a=7.7_b=6.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
9.8,5.1,40.0,-32.873745386023074,-6.159069635905325,-5.138901528553106,2,Done,anthracene_theta=40_a=9.8_b=5.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.5,10.8,40.0,-31.455510035390034,-6.604971967055462,-4.561391525319777,1,Done,anthracene_theta=40_a=4.5_b=10.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.3,6.6,40.0,-34.502994779730216,-2.1041778271319345,-7.573659781366588,2,Done,anthracene_theta=40_a=7.3_b=6.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.2,10.9,35.0,-32.27714150818065,-7.0908717850688845,-4.52384948451072,1,Done,anthracene_theta=35_a=4.2_b=10.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.6,6.0,35.0,-37.64969387603925,-4.267396815237589,-7.2787250613910155,1,Done,anthracene_theta=35_a=7.6_b=6.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
9.8,5.2,40.0,-32.29351198906079,-5.9488713562022895,-5.098942319164053,2,Done,anthracene_theta=40_a=9.8_b=5.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.4,6.6,40.0,-34.86279395339079,-2.1041778271319345,-7.6636095747817325,2,Done,anthracene_theta=40_a=7.4_b=6.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.5,10.9,40.0,-30.9162681021262,-6.604971967055462,-4.426581042003818,1,Done,anthracene_theta=40_a=4.5_b=10.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.3,10.9,35.0,-32.396606862312176,-6.9746393628884125,-4.6118320341338395,1,Done,anthracene_theta=35_a=4.3_b=10.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.5,6.6,40.0,-34.989424216444604,-2.1041784546687268,-7.695266826776787,2,Done,anthracene_theta=40_a=7.5_b=6.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
9.5,4.9,40.0,-34.810100683942444,-6.237495835754089,-5.583777253108567,2,Done,anthracene_theta=40_a=9.5_b=4.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.7,6.0,35.0,-38.038868047297,-4.267396815237589,-7.376018604205456,1,Done,anthracene_theta=35_a=7.7_b=6.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.6,10.7,40.0,-31.59456625138409,-6.426659980323166,-4.685311572684442,1,Done,anthracene_theta=40_a=4.6_b=10.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.4,10.9,35.0,-32.10751802590677,-6.705111267743633,-4.674323872604873,1,Done,anthracene_theta=35_a=4.4_b=10.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.5,6.7,40.0,-34.86551483673975,-1.940767948050052,-7.745994735159911,2,Done,anthracene_theta=40_a=7.5_b=6.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
9.5,5.0,40.0,-34.98410167731345,-6.2720277111511695,-5.610011563752779,2,Done,anthracene_theta=40_a=9.5_b=5.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.8,6.0,35.0,-38.19527115020901,-4.267396815237589,-7.415119379933457,1,Done,anthracene_theta=35_a=7.8_b=6.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.6,10.9,40.0,-30.485281683737412,-6.426659980323166,-4.407990430772768,1,Done,anthracene_theta=40_a=4.6_b=10.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.5,6.8,40.0,-34.576907927403234,-1.790921070263721,-7.748766446718947,2,Done,anthracene_theta=40_a=7.5_b=6.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.4,11.0,35.0,-31.806313225766644,-6.705111267743633,-4.599022672569845,1,Done,anthracene_theta=35_a=4.4_b=11.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
9.5,5.1,40.0,-34.7912879337091,-6.159069635905325,-5.618287165474613,2,Done,anthracene_theta=40_a=9.5_b=5.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.8,6.1,35.0,-37.94011052348651,-3.9424620971549302,-7.513796582294162,1,Done,anthracene_theta=35_a=7.8_b=6.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.7,10.7,40.0,-30.999839883530512,-6.149943130440079,-4.674988405662589,1,Done,anthracene_theta=40_a=4.7_b=10.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.4,6.5,40.0,-34.59572067740373,-2.2824107473716144,-7.507724795665124,2,Done,anthracene_theta=40_a=7.4_b=6.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.4,11.1,35.0,-31.418524595675983,-6.705111267743633,-4.502075515047182,1,Done,anthracene_theta=35_a=4.4_b=11.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
9.6,4.9,40.0,-34.36149880522862,-6.237495835754089,-5.471626783430112,2,Done,anthracene_theta=40_a=9.6_b=4.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.8,6.2,35.0,-37.537229023175314,-3.633080841740593,-7.567766834923532,1,Done,anthracene_theta=35_a=7.8_b=6.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.5,6.5,40.0,-34.91991744330153,-2.2824107473716144,-7.588773987139575,2,Done,anthracene_theta=40_a=7.5_b=6.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.7,10.8,40.0,-30.42715166741982,-6.149943130440079,-4.531816351634916,1,Done,anthracene_theta=40_a=4.7_b=10.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.2,10.8,35.0,-32.246835285564885,-7.0908717850688845,-4.516272928856778,1,Done,anthracene_theta=35_a=4.2_b=10.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
9.7,4.9,40.0,-33.827209180919446,-6.237495835754089,-5.338054377352818,2,Done,anthracene_theta=40_a=9.7_b=4.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.7,5.9,35.0,-37.908270666375756,-4.603020538692364,-7.175557397247758,1,Done,anthracene_theta=35_a=7.7_b=5.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.6,6.5,40.0,-35.02669454505667,-2.2824107473716144,-7.615468262578361,2,Done,anthracene_theta=40_a=7.6_b=6.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.7,10.9,40.0,-29.82030180701986,-6.149943130440079,-4.3801038865349256,1,Done,anthracene_theta=40_a=4.7_b=10.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.3,10.8,35.0,-32.487851836252965,-6.9746393628884125,-4.634643277619034,1,Done,anthracene_theta=35_a=4.3_b=10.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
9.4,4.9,40.0,-35.15292696724646,-6.237495835754089,-5.669483823934572,2,Done,anthracene_theta=40_a=9.4_b=4.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.8,5.9,35.0,-38.27408389560878,-4.603020538692364,-7.267010704556012,1,Done,anthracene_theta=35_a=7.8_b=5.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.6,6.6,40.0,-34.92372893949505,-2.1041784546687268,-7.678843007539399,2,Done,anthracene_theta=40_a=7.6_b=6.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.4,10.6,40.0,-32.239400547463454,-6.622445610235445,-4.7486273317481364,1,Done,anthracene_theta=40_a=4.4_b=10.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
9.4,5.0,40.0,-35.41709110722878,-6.2720277111511695,-5.718258921231607,2,Done,anthracene_theta=40_a=9.4_b=5.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.4,10.8,35.0,-32.306102350121364,-6.705111267743633,-4.7239699536585285,1,Done,anthracene_theta=35_a=4.4_b=10.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.6,6.7,40.0,-34.65369256120175,-1.940767948050052,-7.693039166275412,2,Done,anthracene_theta=40_a=7.6_b=6.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.9,5.9,35.0,-38.41434995108285,-4.6030205386923635,-7.302077218424529,1,Done,anthracene_theta=35_a=7.9_b=5.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.4,10.7,40.0,-31.90152657264844,-6.622445610235445,-4.664158838044386,1,Done,anthracene_theta=40_a=4.4_b=10.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.5,6.4,40.0,-34.630309028318145,-2.4775713776471093,-7.418791568255982,2,Done,anthracene_theta=40_a=7.5_b=6.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
