a,b,theta,A1,A2,E,E_p,E_t,machine_type,status,file_name
5.8,8.3,64.5,0,25,-38.51839361945167,-5.55621450394392,-6.851491152890958,2,Done,anthracene_A1=0_A2=25_a=5.8_b=8.3_theta=64.5_cx=0_cy=0_cz=0.log
6.0,8.0,64.0,0,20,-38.34383288794197,-5.49951019033324,-6.836203126818871,2,Done,anthracene_A1=0_A2=20_a=6.0_b=8.0_theta=64.0_cx=0_cy=0_cz=0.log
5.8,8.3,65.0,0,27,-38.558606969891116,-5.3988149154465646,-6.940244284749498,1,Done,anthracene_A1=0_A2=27_a=5.8_b=8.3_theta=65.0_cx=0_cy=0_cz=0.log
5.8,8.3,64.5,0,26,-38.634623531717814,-5.556218268931843,-6.880546748463532,2,Done,anthracene_A1=0_A2=26_a=5.8_b=8.3_theta=64.5_cx=0_cy=0_cz=0.log
5.8,8.4,64.5,0,28,-38.944264576071866,-5.556272234651259,-6.957930026692338,1,Done,anthracene_A1=0_A2=28_a=5.8_b=8.4_theta=64.5_cx=0_cy=0_cz=0.log
6.0,7.8,64.5,0,15,-39.032279128208756,-5.501703965011983,-7.007217799546198,1,Done,anthracene_A1=0_A2=15_a=6.0_b=7.8_theta=64.5_cx=0_cy=0_cz=0.log
5.8,8.3,65.0,0,25,-38.28317024069838,-5.398872646386735,-6.871356236981227,2,Done,anthracene_A1=0_A2=25_a=5.8_b=8.3_theta=65.0_cx=0_cy=0_cz=0.log
6.0,8.0,64.5,0,20,-38.41726410738193,-5.501432880759238,-6.853599586465862,2,Done,anthracene_A1=0_A2=20_a=6.0_b=8.0_theta=64.5_cx=0_cy=0_cz=0.log
5.8,8.3,65.0,0,26,-38.43291169707664,-5.398831230821087,-6.908812308858613,2,Done,anthracene_A1=0_A2=26_a=5.8_b=8.3_theta=65.0_cx=0_cy=0_cz=0.log
5.8,8.4,64.0,0,27,-38.92451558099128,-5.674716002191419,-6.893770894152112,1,Done,anthracene_A1=0_A2=27_a=5.8_b=8.4_theta=64.0_cx=0_cy=0_cz=0.log
5.9,8.1,65.0,0,25,-38.572971928631894,-5.546796833747067,-6.869844565284437,2,Done,anthracene_A1=0_A2=25_a=5.9_b=8.1_theta=65.0_cx=0_cy=0_cz=0.log
5.9,8.2,63.5,0,28,-38.479600950842716,-5.688164796563799,-6.7758178394287825,1,Done,anthracene_A1=0_A2=28_a=5.9_b=8.2_theta=63.5_cx=0_cy=0_cz=0.log
6.0,7.8,65.0,0,15,-39.018594390247024,-5.484633183223195,-7.0123320059501575,1,Done,anthracene_A1=0_A2=15_a=6.0_b=7.8_theta=65.0_cx=0_cy=0_cz=0.log
6.0,8.0,65.0,0,20,-38.42949051246978,-5.484359588706868,-6.865192833764013,2,Done,anthracene_A1=0_A2=20_a=6.0_b=8.0_theta=65.0_cx=0_cy=0_cz=0.log
5.9,8.1,65.0,0,26,-38.56440265197307,-5.546847034478558,-6.867677145753987,2,Done,anthracene_A1=0_A2=26_a=5.9_b=8.1_theta=65.0_cx=0_cy=0_cz=0.log
5.8,8.4,64.5,0,27,-38.789590890984975,-5.556237094220705,-6.919279175635892,1,Done,anthracene_A1=0_A2=27_a=5.8_b=8.4_theta=64.5_cx=0_cy=0_cz=0.log
5.9,8.2,65.0,0,25,-38.71759039396421,-5.546796833747067,-6.905999181617518,2,Done,anthracene_A1=0_A2=25_a=5.9_b=8.2_theta=65.0_cx=0_cy=0_cz=0.log
5.8,8.1,64.0,0,20,-38.419078866718344,-5.674771223100834,-6.767384105129168,2,Done,anthracene_A1=0_A2=20_a=5.8_b=8.1_theta=64.0_cx=0_cy=0_cz=0.log
5.9,8.2,64.0,0,28,-38.715100434143096,-5.666520721628331,-6.845514747721609,1,Done,anthracene_A1=0_A2=28_a=5.9_b=8.2_theta=64.0_cx=0_cy=0_cz=0.log
5.8,7.8,63.5,0,15,-38.96269579930231,-5.7589956152951345,-6.861176142178008,1,Done,anthracene_A1=0_A2=15_a=5.8_b=7.8_theta=63.5_cx=0_cy=0_cz=0.log
5.9,8.2,65.0,0,26,-38.81948546739296,-5.546847034478558,-6.931447849608957,2,Done,anthracene_A1=0_A2=26_a=5.9_b=8.2_theta=65.0_cx=0_cy=0_cz=0.log
5.8,8.4,65.0,0,27,-38.54934241226874,-5.3988149154465646,-6.937928145343904,1,Done,anthracene_A1=0_A2=27_a=5.8_b=8.4_theta=65.0_cx=0_cy=0_cz=0.log
5.9,8.3,64.0,0,25,-38.77386549045332,-5.666331213666125,-6.860300765780266,2,Done,anthracene_A1=0_A2=25_a=5.9_b=8.3_theta=64.0_cx=0_cy=0_cz=0.log
5.8,8.1,64.5,0,20,-38.26775106508285,-5.5564253472257406,-6.788725092657843,2,Done,anthracene_A1=0_A2=20_a=5.8_b=8.1_theta=64.5_cx=0_cy=0_cz=0.log
5.9,8.2,64.5,0,28,-38.86997743183747,-5.620832973625512,-6.907077871146612,1,Done,anthracene_A1=0_A2=28_a=5.9_b=8.2_theta=64.5_cx=0_cy=0_cz=0.log
5.9,8.3,64.0,0,26,-38.90758285112679,-5.666407769895159,-6.893691827834117,2,Done,anthracene_A1=0_A2=26_a=5.9_b=8.3_theta=64.0_cx=0_cy=0_cz=0.log
5.8,7.9,63.5,0,15,-39.09648846182972,-5.7589956152951345,-6.8946243078098615,1,Done,anthracene_A1=0_A2=15_a=5.8_b=7.9_theta=63.5_cx=0_cy=0_cz=0.log
5.9,8.2,65.0,0,27,-38.896184759913005,-5.546907275565901,-6.950592552195302,1,Done,anthracene_A1=0_A2=27_a=5.9_b=8.2_theta=65.0_cx=0_cy=0_cz=0.log
5.9,8.3,64.5,0,25,-38.743832862004645,-5.620642210589721,-6.8756371102062985,2,Done,anthracene_A1=0_A2=25_a=5.9_b=8.3_theta=64.5_cx=0_cy=0_cz=0.log
5.8,8.1,65.0,0,20,-38.01247999630869,-5.399112355313264,-6.80356382142054,2,Done,anthracene_A1=0_A2=20_a=5.8_b=8.1_theta=65.0_cx=0_cy=0_cz=0.log
5.9,8.3,64.5,0,26,-38.908448815112926,-5.620711236726493,-6.916756585414988,2,Done,anthracene_A1=0_A2=26_a=5.9_b=8.3_theta=64.5_cx=0_cy=0_cz=0.log
5.9,8.3,63.5,0,28,-38.94854921381921,-5.688164796563799,-6.893054905172902,1,Done,anthracene_A1=0_A2=28_a=5.9_b=8.3_theta=63.5_cx=0_cy=0_cz=0.log
5.8,7.9,64.0,0,15,-39.017843888839714,-5.674961986253037,-6.916979979083407,1,Done,anthracene_A1=0_A2=15_a=5.8_b=7.9_theta=64.0_cx=0_cy=0_cz=0.log
5.9,8.3,65.0,0,27,-39.00275854836218,-5.546907275565901,-6.977235999307594,1,Done,anthracene_A1=0_A2=27_a=5.9_b=8.3_theta=65.0_cx=0_cy=0_cz=0.log
5.9,8.3,65.0,0,25,-38.63359190453775,-5.546796833747067,-6.884999559260905,2,Done,anthracene_A1=0_A2=25_a=5.9_b=8.3_theta=65.0_cx=0_cy=0_cz=0.log
5.9,8.1,64.0,0,20,-38.52796942181885,-5.6662170068593705,-6.798883852025027,2,Done,anthracene_A1=0_A2=20_a=5.9_b=8.1_theta=64.0_cx=0_cy=0_cz=0.log
5.9,8.3,65.0,0,26,-38.82742221374065,-5.546847034478558,-6.9334320361958826,2,Done,anthracene_A1=0_A2=26_a=5.9_b=8.3_theta=65.0_cx=0_cy=0_cz=0.log
5.9,8.3,64.5,0,28,-39.16564257396385,-5.620832973625512,-6.980994156678207,1,Done,anthracene_A1=0_A2=28_a=5.9_b=8.3_theta=64.5_cx=0_cy=0_cz=0.log
5.8,7.9,64.5,0,15,-38.842901630792774,-5.556579714640975,-6.932435550377704,1,Done,anthracene_A1=0_A2=15_a=5.8_b=7.9_theta=64.5_cx=0_cy=0_cz=0.log
5.9,8.4,64.0,0,27,-39.03959589498117,-5.666480561019852,-6.926658693235368,1,Done,anthracene_A1=0_A2=27_a=5.9_b=8.4_theta=64.0_cx=0_cy=0_cz=0.log
6.0,8.1,65.0,0,25,-38.64490465540439,-5.4845189763000235,-6.9189666757010855,2,Done,anthracene_A1=0_A2=25_a=6.0_b=8.1_theta=65.0_cx=0_cy=0_cz=0.log
5.9,8.1,64.5,0,20,-38.480351452715695,-5.620634680381046,-6.809770522988401,2,Done,anthracene_A1=0_A2=20_a=5.9_b=8.1_theta=64.5_cx=0_cy=0_cz=0.log
6.0,8.1,65.0,0,26,-38.6916340701282,-5.4845829823752865,-6.930617026344408,2,Done,anthracene_A1=0_A2=26_a=6.0_b=8.1_theta=65.0_cx=0_cy=0_cz=0.log
5.9,8.4,63.5,0,28,-39.14364960277453,-5.688164796563799,-6.9418300024117325,1,Done,anthracene_A1=0_A2=28_a=5.9_b=8.4_theta=63.5_cx=0_cy=0_cz=0.log
5.9,7.8,63.5,0,15,-39.10463605122641,-5.688089495408349,-6.932114265102428,1,Done,anthracene_A1=0_A2=15_a=5.9_b=7.8_theta=63.5_cx=0_cy=0_cz=0.log
5.9,8.4,64.5,0,27,-39.004043688299134,-5.620775242568923,-6.940623300790322,1,Done,anthracene_A1=0_A2=27_a=5.9_b=8.4_theta=64.5_cx=0_cy=0_cz=0.log
6.0,8.2,65.0,0,25,-38.674141601193696,-5.4845189763000235,-6.926275912148412,2,Done,anthracene_A1=0_A2=25_a=6.0_b=8.2_theta=65.0_cx=0_cy=0_cz=0.log
5.9,8.1,65.0,0,20,-38.35352666163818,-5.546904765535146,-6.81492928264197,2,Done,anthracene_A1=0_A2=20_a=5.9_b=8.1_theta=65.0_cx=0_cy=0_cz=0.log
6.0,8.2,65.0,0,26,-38.82170183304697,-5.4845829823752865,-6.9631339670741,2,Done,anthracene_A1=0_A2=26_a=6.0_b=8.2_theta=65.0_cx=0_cy=0_cz=0.log
5.9,8.4,64.0,0,28,-39.2140637554694,-5.666520721628331,-6.970255578053184,1,Done,anthracene_A1=0_A2=28_a=5.9_b=8.4_theta=64.0_cx=0_cy=0_cz=0.log
5.9,7.9,63.5,0,15,-39.110931232105926,-5.688089495408349,-6.9336880603223126,1,Done,anthracene_A1=0_A2=15_a=5.9_b=7.9_theta=63.5_cx=0_cy=0_cz=0.log
5.9,8.4,65.0,0,27,-38.888222912792116,-5.546907275565901,-6.94860209041508,1,Done,anthracene_A1=0_A2=27_a=5.9_b=8.4_theta=65.0_cx=0_cy=0_cz=0.log
6.0,8.3,64.0,0,25,-38.50182986515574,-5.499811394955032,-6.8755517688114205,2,Done,anthracene_A1=0_A2=25_a=6.0_b=8.3_theta=64.0_cx=0_cy=0_cz=0.log
6.0,8.1,64.0,0,20,-38.24779373710044,-5.49951019033324,-6.8121933391084895,2,Done,anthracene_A1=0_A2=20_a=6.0_b=8.1_theta=64.0_cx=0_cy=0_cz=0.log
6.0,8.3,64.0,0,26,-38.680323829408735,-5.499886696226895,-6.920137609238736,2,Done,anthracene_A1=0_A2=26_a=6.0_b=8.3_theta=64.0_cx=0_cy=0_cz=0.log
5.9,8.4,64.5,0,28,-39.209849398117505,-5.620832973625512,-6.992045862716623,1,Done,anthracene_A1=0_A2=28_a=5.9_b=8.4_theta=64.5_cx=0_cy=0_cz=0.log
6.0,8.2,65.0,0,27,-38.949161663651466,-5.484633183223195,-6.994973824301269,1,Done,anthracene_A1=0_A2=27_a=6.0_b=8.2_theta=65.0_cx=0_cy=0_cz=0.log
5.9,7.9,64.0,0,15,-39.111684244126074,-5.666520721744746,-6.944660700159148,1,Done,anthracene_A1=0_A2=15_a=5.9_b=7.9_theta=64.0_cx=0_cy=0_cz=0.log
6.0,8.3,64.5,0,25,-38.527725948253654,-5.501668824697845,-6.8810970747144875,2,Done,anthracene_A1=0_A2=25_a=6.0_b=8.3_theta=64.5_cx=0_cy=0_cz=0.log
6.0,8.1,64.5,0,20,-38.258790222229436,-5.501432880759238,-6.8139811151777385,2,Done,anthracene_A1=0_A2=20_a=6.0_b=8.1_theta=64.5_cx=0_cy=0_cz=0.log
6.0,8.3,64.5,0,26,-38.73306730017065,-5.501736595644616,-6.932398527220358,2,Done,anthracene_A1=0_A2=26_a=6.0_b=8.3_theta=64.5_cx=0_cy=0_cz=0.log
6.0,8.3,65.0,0,27,-38.94235694548113,-5.484633183223195,-6.993272644758692,1,Done,anthracene_A1=0_A2=27_a=6.0_b=8.3_theta=65.0_cx=0_cy=0_cz=0.log
6.0,8.2,63.5,0,28,-38.48529372178018,-5.482360342051834,-6.880143259419127,1,Done,anthracene_A1=0_A2=28_a=6.0_b=8.2_theta=63.5_cx=0_cy=0_cz=0.log
6.0,8.3,65.0,0,25,-38.49479422322474,-5.484518976300024,-6.8814390676561725,2,Done,anthracene_A1=0_A2=25_a=6.0_b=8.3_theta=65.0_cx=0_cy=0_cz=0.log
5.9,7.9,64.5,0,15,-39.040117983706295,-5.620924590155481,-6.949567200848832,1,Done,anthracene_A1=0_A2=15_a=5.9_b=7.9_theta=64.5_cx=0_cy=0_cz=0.log
6.0,8.1,65.0,0,20,-38.211699361680076,-5.484359588706868,-6.810745046066586,2,Done,anthracene_A1=0_A2=20_a=6.0_b=8.1_theta=65.0_cx=0_cy=0_cz=0.log
6.0,8.3,65.0,0,26,-38.72547944937833,-5.4845829823752865,-6.939078371156938,2,Done,anthracene_A1=0_A2=26_a=6.0_b=8.3_theta=65.0_cx=0_cy=0_cz=0.log
5.8,8.3,63.5,0,25,-38.681789693189785,-5.758728296146728,-6.791083275224082,2,Done,anthracene_A1=0_A2=25_a=5.8_b=8.3_theta=63.5_cx=0_cy=0_cz=0.log
6.0,8.4,64.0,0,27,-38.753039688803256,-5.49993062193971,-6.938294611230957,1,Done,anthracene_A1=0_A2=27_a=6.0_b=8.4_theta=64.0_cx=0_cy=0_cz=0.log
6.0,8.2,64.0,0,28,-38.73480424797162,-5.499944427283482,-6.933728848351167,1,Done,anthracene_A1=0_A2=28_a=6.0_b=8.2_theta=64.0_cx=0_cy=0_cz=0.log
5.8,8.2,63.5,0,29,-37.83609446580522,-5.7589391394285485,-6.579554046737031,2,Done,anthracene_A1=0_A2=29_a=5.8_b=8.2_theta=63.5_cx=0_cy=0_cz=0.log
5.9,8.3,64.0,0,29,-39.12489709444343,-5.6665382919600225,-6.9479551276308475,1,Done,anthracene_A1=0_A2=29_a=5.9_b=8.3_theta=64.0_cx=0_cy=0_cz=0.log
6.0,7.8,63.5,0,15,-38.88067773217335,-5.482088002492674,-6.9791254317970015,2,Done,anthracene_A1=0_A2=15_a=6.0_b=7.8_theta=63.5_cx=0_cy=0_cz=0.log
5.8,8.4,63.5,0,25,-38.70386800519191,-5.758728296146728,-6.796602853224613,2,Done,anthracene_A1=0_A2=25_a=5.8_b=8.4_theta=63.5_cx=0_cy=0_cz=0.log
5.8,8.4,64.0,0,26,-38.77278366312385,-5.6746632914291695,-6.8558642700663786,1,Done,anthracene_A1=0_A2=26_a=5.8_b=8.4_theta=64.0_cx=0_cy=0_cz=0.log
6.0,8.4,64.5,0,27,-38.773019607411705,-5.5017867964925244,-6.942361503606661,2,Done,anthracene_A1=0_A2=27_a=6.0_b=8.4_theta=64.5_cx=0_cy=0_cz=0.log
6.0,8.2,64.5,0,28,-38.92391819180922,-5.501806876738557,-6.980076109583024,1,Done,anthracene_A1=0_A2=28_a=6.0_b=8.2_theta=64.5_cx=0_cy=0_cz=0.log
5.8,8.2,64.0,0,29,-38.070110514992855,-5.6748051086906335,-6.680125074402895,1,Done,anthracene_A1=0_A2=29_a=5.8_b=8.2_theta=64.0_cx=0_cy=0_cz=0.log
6.0,7.9,63.5,0,15,-38.773406153079115,-5.482088002492674,-6.952307537023442,2,Done,anthracene_A1=0_A2=15_a=6.0_b=7.9_theta=63.5_cx=0_cy=0_cz=0.log
5.8,8.4,64.0,0,25,-38.59858186729252,-5.674624385777861,-6.8123332739341995,2,Done,anthracene_A1=0_A2=25_a=5.8_b=8.4_theta=64.0_cx=0_cy=0_cz=0.log
6.0,8.4,65.0,0,27,-38.73429722036235,-5.484633183223195,-6.941257713478991,2,Done,anthracene_A1=0_A2=27_a=6.0_b=8.4_theta=65.0_cx=0_cy=0_cz=0.log
5.8,8.4,64.5,0,26,-38.604641103651375,-5.556218268931843,-6.873051141446923,1,Done,anthracene_A1=0_A2=26_a=5.8_b=8.4_theta=64.5_cx=0_cy=0_cz=0.log
6.0,7.9,64.0,0,15,-38.813245507888496,-5.499756174045615,-6.9534332899493165,2,Done,anthracene_A1=0_A2=15_a=6.0_b=7.9_theta=64.0_cx=0_cy=0_cz=0.log
6.0,8.3,63.5,0,28,-38.804897115100175,-5.482360342051834,-6.960044107749129,1,Done,anthracene_A1=0_A2=28_a=6.0_b=8.3_theta=63.5_cx=0_cy=0_cz=0.log
5.8,8.2,64.5,0,29,-38.197469944600016,-5.556318670511246,-6.771208150894381,1,Done,anthracene_A1=0_A2=29_a=5.8_b=8.2_theta=64.5_cx=0_cy=0_cz=0.log
5.8,8.4,64.5,0,25,-38.39984694030136,-5.55621450394392,-6.8218544831033805,2,Done,anthracene_A1=0_A2=25_a=5.8_b=8.4_theta=64.5_cx=0_cy=0_cz=0.log
5.8,8.3,63.5,0,30,-38.43453820282594,-5.758947924594394,-6.729160588409285,2,Done,anthracene_A1=0_A2=30_a=5.8_b=8.3_theta=63.5_cx=0_cy=0_cz=0.log
5.9,8.4,64.0,0,30,-39.42548944475129,-5.6665307618677625,-7.023106980253942,1,Done,anthracene_A1=0_A2=30_a=5.9_b=8.4_theta=64.0_cx=0_cy=0_cz=0.log
6.0,7.9,64.5,0,15,-38.80040414305404,-5.501703965011983,-6.9492490532575175,2,Done,anthracene_A1=0_A2=15_a=6.0_b=7.9_theta=64.5_cx=0_cy=0_cz=0.log
5.8,8.4,65.0,0,26,-38.3330171252601,-5.398831230821087,-6.883838665904478,1,Done,anthracene_A1=0_A2=26_a=5.8_b=8.4_theta=65.0_cx=0_cy=0_cz=0.log
6.0,8.3,64.0,0,28,-38.97503515635617,-5.499944427283482,-6.993786575447303,1,Done,anthracene_A1=0_A2=28_a=6.0_b=8.3_theta=64.0_cx=0_cy=0_cz=0.log
5.9,8.3,63.5,0,25,-38.73092874651775,-5.6879652484785765,-6.838749562390149,2,Done,anthracene_A1=0_A2=25_a=5.9_b=8.3_theta=63.5_cx=0_cy=0_cz=0.log
5.8,8.3,63.5,0,29,-38.61415666551329,-5.7589391394285485,-6.774069596664049,2,Done,anthracene_A1=0_A2=29_a=5.8_b=8.3_theta=63.5_cx=0_cy=0_cz=0.log
5.8,8.3,64.0,0,30,-38.61731931567192,-5.6748502894770345,-6.816904684179463,2,Done,anthracene_A1=0_A2=30_a=5.8_b=8.3_theta=64.0_cx=0_cy=0_cz=0.log
5.9,8.5,64.0,0,31,-39.61468119896017,-5.6665069164009765,-7.0704168415395525,1,Done,anthracene_A1=0_A2=31_a=5.9_b=8.5_theta=64.0_cx=0_cy=0_cz=0.log
5.9,8.4,64.0,0,26,-38.8385693016462,-5.666407769895159,-6.876438440463972,1,Done,anthracene_A1=0_A2=26_a=5.9_b=8.4_theta=64.0_cx=0_cy=0_cz=0.log
6.0,8.3,64.5,0,28,-39.087595390155904,-5.501806876738557,-7.0209954091697,1,Done,anthracene_A1=0_A2=28_a=6.0_b=8.3_theta=64.5_cx=0_cy=0_cz=0.log
5.9,8.4,63.5,0,25,-38.64192774752155,-5.6879652484785765,-6.816499312641097,2,Done,anthracene_A1=0_A2=25_a=5.9_b=8.4_theta=63.5_cx=0_cy=0_cz=0.log
5.8,8.3,64.0,0,29,-38.74627513042649,-5.6748051086906335,-6.849166228261312,2,Done,anthracene_A1=0_A2=29_a=5.8_b=8.3_theta=64.0_cx=0_cy=0_cz=0.log
5.8,8.3,64.5,0,30,-38.69448045548052,-5.556377656525002,-6.8954312856076285,2,Done,anthracene_A1=0_A2=30_a=5.8_b=8.3_theta=64.5_cx=0_cy=0_cz=0.log
5.8,8.4,63.5,0,31,-38.87882783287205,-5.758952944655903,-6.8402304858900616,1,Done,anthracene_A1=0_A2=31_a=5.8_b=8.4_theta=63.5_cx=0_cy=0_cz=0.log
5.9,8.4,64.5,0,26,-38.77428215672262,-5.620711236726493,-6.88321492081741,1,Done,anthracene_A1=0_A2=26_a=5.9_b=8.4_theta=64.5_cx=0_cy=0_cz=0.log
6.0,8.4,63.5,0,28,-38.872851428110145,-5.482360342051834,-6.977032686001621,1,Done,anthracene_A1=0_A2=28_a=6.0_b=8.4_theta=63.5_cx=0_cy=0_cz=0.log
5.9,8.4,64.0,0,25,-38.62094381335192,-5.666331213666125,-6.822070346504916,2,Done,anthracene_A1=0_A2=25_a=5.9_b=8.4_theta=64.0_cx=0_cy=0_cz=0.log
5.8,8.3,64.5,0,29,-38.77457081153989,-5.556318670511246,-6.915483367629348,2,Done,anthracene_A1=0_A2=29_a=5.8_b=8.3_theta=64.5_cx=0_cy=0_cz=0.log
5.8,8.4,63.5,0,30,-39.02821537363343,-5.758947924594394,-6.877579881111162,2,Done,anthracene_A1=0_A2=30_a=5.8_b=8.4_theta=63.5_cx=0_cy=0_cz=0.log
5.8,8.4,64.0,0,31,-39.01824549492449,-5.674890450085512,-6.917116148688367,1,Done,anthracene_A1=0_A2=31_a=5.8_b=8.4_theta=64.0_cx=0_cy=0_cz=0.log
5.9,8.4,65.0,0,26,-38.63143578055315,-5.546847034478558,-6.884435427899008,1,Done,anthracene_A1=0_A2=26_a=5.9_b=8.4_theta=65.0_cx=0_cy=0_cz=0.log
6.0,8.4,64.0,0,28,-38.974390076007694,-5.499944427283482,-6.993625305360182,1,Done,anthracene_A1=0_A2=28_a=6.0_b=8.4_theta=64.0_cx=0_cy=0_cz=0.log
5.9,8.4,64.5,0,25,-38.53022594749928,-5.620642210589721,-6.822235381579957,2,Done,anthracene_A1=0_A2=25_a=5.9_b=8.4_theta=64.5_cx=0_cy=0_cz=0.log
5.8,8.4,63.5,0,29,-39.07248996919952,-5.7589391394285485,-6.888652922585608,2,Done,anthracene_A1=0_A2=29_a=5.8_b=8.4_theta=63.5_cx=0_cy=0_cz=0.log
5.8,8.4,64.0,0,30,-39.11594880162738,-5.6748502894770345,-6.941562055668326,2,Done,anthracene_A1=0_A2=30_a=5.8_b=8.4_theta=64.0_cx=0_cy=0_cz=0.log
5.8,8.4,64.5,0,31,-39.05296938819811,-5.556451702606863,-6.9850164957460965,1,Done,anthracene_A1=0_A2=31_a=5.8_b=8.4_theta=64.5_cx=0_cy=0_cz=0.log
6.0,8.4,64.0,0,26,-38.51099653076381,-5.499886696226895,-6.877805784577505,1,Done,anthracene_A1=0_A2=26_a=6.0_b=8.4_theta=64.0_cx=0_cy=0_cz=0.log
6.0,8.3,63.5,0,25,-38.42277615587227,-5.4822499002330005,-6.864569088851567,2,Done,anthracene_A1=0_A2=25_a=6.0_b=8.3_theta=63.5_cx=0_cy=0_cz=0.log
6.0,8.4,64.5,0,28,-39.021295193117105,-5.501806876738557,-7.004420359910001,1,Done,anthracene_A1=0_A2=28_a=6.0_b=8.4_theta=64.5_cx=0_cy=0_cz=0.log
5.8,8.4,64.0,0,29,-39.114076311932884,-5.6748051086906335,-6.941116523637903,2,Done,anthracene_A1=0_A2=29_a=5.8_b=8.4_theta=64.0_cx=0_cy=0_cz=0.log
5.8,8.4,64.5,0,30,-39.10095633286983,-5.556377656525002,-6.9970502549549565,2,Done,anthracene_A1=0_A2=30_a=5.8_b=8.4_theta=64.5_cx=0_cy=0_cz=0.log
5.8,8.5,63.5,0,31,-39.3113754959777,-5.758952944655903,-6.948367401666473,1,Done,anthracene_A1=0_A2=31_a=5.8_b=8.5_theta=63.5_cx=0_cy=0_cz=0.log
6.0,8.4,64.5,0,26,-38.506282676476985,-5.501736595644616,-6.8757023712969385,1,Done,anthracene_A1=0_A2=26_a=6.0_b=8.4_theta=64.5_cx=0_cy=0_cz=0.log
6.0,8.4,63.5,0,25,-38.234663717914366,-5.4822499002330005,-6.817540979362093,2,Done,anthracene_A1=0_A2=25_a=6.0_b=8.4_theta=63.5_cx=0_cy=0_cz=0.log
5.8,8.5,63.5,0,28,-39.129397595999755,-5.758909018826671,-6.902894889586606,1,Done,anthracene_A1=0_A2=28_a=5.8_b=8.5_theta=63.5_cx=0_cy=0_cz=0.log
5.8,8.4,64.5,0,29,-39.054942279821255,-5.556318670511246,-6.985576234699693,2,Done,anthracene_A1=0_A2=29_a=5.8_b=8.4_theta=64.5_cx=0_cy=0_cz=0.log
5.8,8.5,63.5,0,30,-39.331470876466476,-5.758947924594394,-6.953393756819423,2,Done,anthracene_A1=0_A2=30_a=5.8_b=8.5_theta=63.5_cx=0_cy=0_cz=0.log
5.8,8.5,64.0,0,31,-39.362208826001726,-5.674890450085512,-7.003106981457679,1,Done,anthracene_A1=0_A2=31_a=5.8_b=8.5_theta=64.0_cx=0_cy=0_cz=0.log
6.0,8.4,64.0,0,25,-38.25736702908762,-5.499811394955032,-6.814436059794389,2,Done,anthracene_A1=0_A2=25_a=6.0_b=8.4_theta=64.0_cx=0_cy=0_cz=0.log
6.0,8.4,65.0,0,26,-38.444420230342075,-5.4845829823752865,-6.8688135663978755,1,Done,anthracene_A1=0_A2=26_a=6.0_b=8.4_theta=65.0_cx=0_cy=0_cz=0.log
5.8,8.5,64.0,0,28,-39.05473896628247,-5.674762438051403,-6.926303522544912,1,Done,anthracene_A1=0_A2=28_a=5.8_b=8.5_theta=64.0_cx=0_cy=0_cz=0.log
5.9,8.2,63.5,0,29,-38.33527867123485,-5.688159776502289,-6.739739779557568,2,Done,anthracene_A1=0_A2=29_a=5.9_b=8.2_theta=63.5_cx=0_cy=0_cz=0.log
5.8,8.5,64.0,0,30,-39.335213345941156,-5.6748502894770345,-6.996378191746771,2,Done,anthracene_A1=0_A2=30_a=5.8_b=8.5_theta=64.0_cx=0_cy=0_cz=0.log
5.8,8.5,64.5,0,31,-39.31136796600185,-5.556451702606863,-7.049616140197031,1,Done,anthracene_A1=0_A2=31_a=5.8_b=8.5_theta=64.5_cx=0_cy=0_cz=0.log
6.0,8.4,64.5,0,25,-38.22997998329811,-5.501668824697845,-6.8066605834756055,2,Done,anthracene_A1=0_A2=25_a=6.0_b=8.4_theta=64.5_cx=0_cy=0_cz=0.log
5.8,8.5,63.5,0,32,-39.16301958169788,-5.758957964833826,-6.911275913007557,1,Done,anthracene_A1=0_A2=32_a=5.8_b=8.5_theta=63.5_cx=0_cy=0_cz=0.log
5.9,8.6,64.0,0,32,-39.689962319796905,-5.666484326240608,-7.089248416828923,2,Done,anthracene_A1=0_A2=32_a=5.9_b=8.6_theta=64.0_cx=0_cy=0_cz=0.log
5.8,8.5,64.5,0,28,-38.88447291310877,-5.556272234651259,-6.9429821109515615,1,Done,anthracene_A1=0_A2=28_a=5.8_b=8.5_theta=64.5_cx=0_cy=0_cz=0.log
5.9,8.2,64.0,0,29,-38.61603919533081,-5.666538291960023,-6.820740652852693,2,Done,anthracene_A1=0_A2=29_a=5.9_b=8.2_theta=64.0_cx=0_cy=0_cz=0.log
5.8,8.5,64.5,0,30,-39.23936746828258,-5.556377656525002,-7.031653038808145,1,Done,anthracene_A1=0_A2=30_a=5.8_b=8.5_theta=64.5_cx=0_cy=0_cz=0.log
5.8,8.6,63.5,0,31,-39.481116951443255,-5.758952944655903,-6.9908027655328615,2,Done,anthracene_A1=0_A2=31_a=5.8_b=8.6_theta=63.5_cx=0_cy=0_cz=0.log
5.9,8.7,64.0,0,33,-39.64851653878577,-5.666466755792499,-7.0788957568001925,2,Done,anthracene_A1=0_A2=33_a=5.9_b=8.7_theta=64.0_cx=0_cy=0_cz=0.log
5.8,8.5,64.0,0,32,-39.26776606100611,-5.674936885829084,-6.9794730723369875,1,Done,anthracene_A1=0_A2=32_a=5.8_b=8.5_theta=64.0_cx=0_cy=0_cz=0.log
