a,b,theta,A1,A2,E,E_p,E_t,machine_type,status,file_name
6.1,8.5,68.5,-6,33,-39.53486192692071,-5.3787659709341815,-7.194332496263088,1,Done,anthracene_A1=-6_A2=33_a=6.1_b=8.5_theta=68.5_cx=0_cy=0_cz=0.log
5.7,8.8,64.5,-9,33,-35.797605640720576,-6.0790119101293385,-5.909895455115475,2,Done,anthracene_A1=-9_A2=33_a=5.7_b=8.8_theta=64.5_cx=0_cy=0_cz=0.log
5.9,8.7,70.5,-10,33,-38.99628766463138,-5.923497361829504,-6.787323235243092,1,Done,anthracene_A1=-10_A2=33_a=5.9_b=8.7_theta=70.5_cx=0_cy=0_cz=0.log
5.7,8.9,66.0,-8,33,-38.262966928305104,-6.136239567073063,-6.497621948539744,2,Done,anthracene_A1=-8_A2=33_a=5.7_b=8.9_theta=66.0_cx=0_cy=0_cz=0.log
6.0,9.0,65.5,-11,33,-35.363308479310945,-5.2111329495674,-6.235260645044036,1,Done,anthracene_A1=-11_A2=33_a=6.0_b=9.0_theta=65.5_cx=0_cy=0_cz=0.log
6.1,8.5,69.0,-6,33,-39.59362196386793,-5.385438912315293,-7.205686034809332,1,Done,anthracene_A1=-6_A2=33_a=6.1_b=8.5_theta=69.0_cx=0_cy=0_cz=0.log
5.8,8.5,68.5,-7,33,-39.27702057827264,-5.7752631845651194,-6.9316235522856005,2,Done,anthracene_A1=-7_A2=33_a=5.8_b=8.5_theta=68.5_cx=0_cy=0_cz=0.log
5.7,8.8,65.0,-9,33,-36.344299882650375,-6.121252118377013,-6.025448911474086,2,Done,anthracene_A1=-9_A2=33_a=5.7_b=8.8_theta=65.0_cx=0_cy=0_cz=0.log
5.9,8.8,70.5,-10,33,-38.79810494696722,-5.9234973618295035,-6.7377775558270505,1,Done,anthracene_A1=-10_A2=33_a=5.9_b=8.8_theta=70.5_cx=0_cy=0_cz=0.log
5.7,8.9,65.0,-11,33,-34.44568052655086,-6.077912512701005,-5.572463875287212,1,Done,anthracene_A1=-11_A2=33_a=5.7_b=8.9_theta=65.0_cx=0_cy=0_cz=0.log
6.1,8.5,69.5,-6,33,-39.59922688337974,-5.376094033475965,-7.211759704106952,1,Done,anthracene_A1=-6_A2=33_a=6.1_b=8.5_theta=69.5_cx=0_cy=0_cz=0.log
5.7,9.0,66.0,-8,33,-38.272279177326716,-6.136239567073063,-6.499950010795146,2,Done,anthracene_A1=-8_A2=33_a=5.7_b=9.0_theta=66.0_cx=0_cy=0_cz=0.log
5.8,8.6,68.5,-7,33,-39.432570267468684,-5.77526318456512,-6.970510974584613,2,Done,anthracene_A1=-7_A2=33_a=5.8_b=8.6_theta=68.5_cx=0_cy=0_cz=0.log
6.0,8.6,70.5,-10,33,-38.94408636307344,-5.759633165434934,-6.8562050080508925,1,Done,anthracene_A1=-10_A2=33_a=6.0_b=8.6_theta=70.5_cx=0_cy=0_cz=0.log
5.7,8.9,65.5,-11,33,-35.042497757589445,-6.1322373083094135,-5.694505785242653,1,Done,anthracene_A1=-11_A2=33_a=5.7_b=8.9_theta=65.5_cx=0_cy=0_cz=0.log
5.9,8.3,70.0,-6,33,-39.33132278406993,-5.298994389828295,-7.183333501103334,1,Done,anthracene_A1=-6_A2=33_a=5.9_b=8.3_theta=70.0_cx=0_cy=0_cz=0.log
5.7,8.8,65.5,-9,33,-36.83734704041853,-6.152825911529362,-6.132923804339953,2,Done,anthracene_A1=-9_A2=33_a=5.7_b=8.8_theta=65.5_cx=0_cy=0_cz=0.log
5.8,8.8,66.0,-8,33,-38.31935748690739,-5.989399717072956,-6.585139513190369,2,Done,anthracene_A1=-8_A2=33_a=5.8_b=8.8_theta=66.0_cx=0_cy=0_cz=0.log
6.0,8.7,70.5,-10,33,-38.80108687374741,-5.759633165434934,-6.820455135719385,1,Done,anthracene_A1=-10_A2=33_a=6.0_b=8.7_theta=70.5_cx=0_cy=0_cz=0.log
5.7,8.9,66.0,-11,33,-35.590469609946005,-6.178523701033555,-5.808355551969727,1,Done,anthracene_A1=-11_A2=33_a=5.7_b=8.9_theta=66.0_cx=0_cy=0_cz=0.log
5.9,8.4,70.0,-6,33,-39.510117953410365,-5.298994389828295,-7.228032293438447,1,Done,anthracene_A1=-6_A2=33_a=5.9_b=8.4_theta=70.0_cx=0_cy=0_cz=0.log
5.8,8.7,68.5,-7,33,-39.395993964280926,-5.77526318456512,-6.961366898787674,2,Done,anthracene_A1=-7_A2=33_a=5.8_b=8.7_theta=68.5_cx=0_cy=0_cz=0.log
5.7,8.9,64.5,-9,33,-36.340077995322645,-6.0790119101293385,-6.045513543765992,2,Done,anthracene_A1=-9_A2=33_a=5.7_b=8.9_theta=64.5_cx=0_cy=0_cz=0.log
6.0,8.8,70.5,-10,33,-38.523295727558434,-5.759633165434934,-6.751007349172141,1,Done,anthracene_A1=-10_A2=33_a=6.0_b=8.8_theta=70.5_cx=0_cy=0_cz=0.log
5.7,9.0,65.0,-11,33,-35.03758811904117,-6.077912512701005,-5.720440773409791,1,Done,anthracene_A1=-11_A2=33_a=5.7_b=9.0_theta=65.0_cx=0_cy=0_cz=0.log
5.9,8.5,70.0,-6,33,-39.4697966708336,-5.298994389828295,-7.2179519727942525,1,Done,anthracene_A1=-6_A2=33_a=5.9_b=8.5_theta=70.0_cx=0_cy=0_cz=0.log
5.8,8.9,66.0,-8,33,-38.36473399004899,-5.989399717072956,-6.596483638975768,2,Done,anthracene_A1=-8_A2=33_a=5.8_b=8.9_theta=66.0_cx=0_cy=0_cz=0.log
5.9,8.5,68.5,-7,33,-39.66744475043379,-5.789743605302648,-7.021989384957124,2,Done,anthracene_A1=-7_A2=33_a=5.9_b=8.5_theta=68.5_cx=0_cy=0_cz=0.log
5.8,8.5,70.0,-10,33,-38.3014583918266,-6.0042102079605675,-6.573259493976368,1,Done,anthracene_A1=-10_A2=33_a=5.8_b=8.5_theta=70.0_cx=0_cy=0_cz=0.log
5.7,9.0,65.5,-11,33,-35.55152131896466,-6.1322373083094135,-5.821761675586457,1,Done,anthracene_A1=-11_A2=33_a=5.7_b=9.0_theta=65.5_cx=0_cy=0_cz=0.log
6.0,8.3,70.0,-6,33,-39.810311207082115,-5.423615365754813,-7.240770118893124,1,Done,anthracene_A1=-6_A2=33_a=6.0_b=8.3_theta=70.0_cx=0_cy=0_cz=0.log
5.7,8.9,65.0,-9,33,-36.80592384980992,-6.121252118377013,-6.140854903263973,2,Done,anthracene_A1=-9_A2=33_a=5.7_b=8.9_theta=65.0_cx=0_cy=0_cz=0.log
5.8,9.0,66.0,-8,33,-38.2638027719222,-5.989399717072956,-6.571250834444072,2,Done,anthracene_A1=-8_A2=33_a=5.8_b=9.0_theta=66.0_cx=0_cy=0_cz=0.log
5.8,8.5,70.5,-10,33,-38.473017116310075,-5.923775976290925,-6.656366290932058,1,Done,anthracene_A1=-10_A2=33_a=5.8_b=8.5_theta=70.5_cx=0_cy=0_cz=0.log
5.7,9.0,66.0,-11,33,-36.01930994447321,-6.178523701033555,-5.9155656356015225,1,Done,anthracene_A1=-11_A2=33_a=5.7_b=9.0_theta=66.0_cx=0_cy=0_cz=0.log
5.9,8.6,68.5,-7,33,-39.70598139497452,-5.789743605302648,-7.031623546092305,2,Done,anthracene_A1=-7_A2=33_a=5.9_b=8.6_theta=68.5_cx=0_cy=0_cz=0.log
6.0,8.4,70.0,-6,33,-39.8795632107649,-5.423615365754813,-7.258083119813818,1,Done,anthracene_A1=-6_A2=33_a=6.0_b=8.4_theta=70.0_cx=0_cy=0_cz=0.log
5.7,8.9,65.5,-9,33,-37.22041930491105,-6.152825911529362,-6.228691870463082,2,Done,anthracene_A1=-9_A2=33_a=5.7_b=8.9_theta=65.5_cx=0_cy=0_cz=0.log
5.9,8.8,66.0,-8,33,-38.21585096768104,-5.739748628693633,-6.6840884275734425,2,Done,anthracene_A1=-8_A2=33_a=5.9_b=8.8_theta=66.0_cx=0_cy=0_cz=0.log
5.7,9.1,65.0,-11,33,-35.43147112615406,-6.077912512701005,-5.818911525188012,1,Done,anthracene_A1=-11_A2=33_a=5.7_b=9.1_theta=65.0_cx=0_cy=0_cz=0.log
5.8,8.5,71.0,-10,33,-38.55159140820615,-5.8135525898542255,-6.7311215571244265,1,Done,anthracene_A1=-10_A2=33_a=5.8_b=8.5_theta=71.0_cx=0_cy=0_cz=0.log
6.0,8.5,70.0,-6,33,-39.74727908265777,-5.423615365754813,-7.225012087787036,1,Done,anthracene_A1=-6_A2=33_a=6.0_b=8.5_theta=70.0_cx=0_cy=0_cz=0.log
5.9,8.7,68.5,-7,33,-39.56940258783288,-5.789743605302648,-6.9974788443068965,2,Done,anthracene_A1=-7_A2=33_a=5.9_b=8.7_theta=68.5_cx=0_cy=0_cz=0.log
5.7,9.0,64.5,-9,33,-36.68197305407375,-6.0790119101293385,-6.1309873084537685,2,Done,anthracene_A1=-9_A2=33_a=5.7_b=9.0_theta=64.5_cx=0_cy=0_cz=0.log
6.1,8.3,70.0,-6,33,-39.787522554164745,-5.347792077460326,-7.272984599811026,1,Done,anthracene_A1=-6_A2=33_a=6.1_b=8.3_theta=70.0_cx=0_cy=0_cz=0.log
5.7,9.1,65.5,-11,33,-35.87138073658572,-6.1322373083094135,-5.90172652999172,1,Done,anthracene_A1=-11_A2=33_a=5.7_b=9.1_theta=65.5_cx=0_cy=0_cz=0.log
5.8,8.6,71.0,-10,33,-38.73150856536813,-5.8135525898542255,-6.77610084641492,1,Done,anthracene_A1=-10_A2=33_a=5.8_b=8.6_theta=71.0_cx=0_cy=0_cz=0.log
5.9,8.9,66.0,-8,33,-38.148905691457905,-5.739748628693633,-6.667352108517663,2,Done,anthracene_A1=-8_A2=33_a=5.9_b=8.9_theta=66.0_cx=0_cy=0_cz=0.log
6.0,8.5,68.5,-7,33,-39.61068772617728,-5.637344016809948,-7.083999923139343,2,Done,anthracene_A1=-7_A2=33_a=6.0_b=8.5_theta=68.5_cx=0_cy=0_cz=0.log
5.7,9.1,66.0,-11,33,-36.26767589198426,-6.178523701033555,-5.977657122479286,1,Done,anthracene_A1=-11_A2=33_a=5.7_b=9.1_theta=66.0_cx=0_cy=0_cz=0.log
6.1,8.4,70.0,-6,33,-39.75960588944145,-5.347792077460326,-7.266005433630197,1,Done,anthracene_A1=-6_A2=33_a=6.1_b=8.4_theta=70.0_cx=0_cy=0_cz=0.log
5.8,8.7,71.0,-10,33,-38.723383565666154,-5.8135525898542255,-6.774069596489426,1,Done,anthracene_A1=-10_A2=33_a=5.8_b=8.7_theta=71.0_cx=0_cy=0_cz=0.log
5.7,9.0,65.0,-9,33,-37.075115599902354,-6.121252118377013,-6.208152840787079,2,Done,anthracene_A1=-9_A2=33_a=5.7_b=9.0_theta=65.0_cx=0_cy=0_cz=0.log
5.9,9.0,66.0,-8,33,-37.950785723747686,-5.739748628693633,-6.617822116590105,2,Done,anthracene_A1=-8_A2=33_a=5.9_b=9.0_theta=66.0_cx=0_cy=0_cz=0.log
5.8,8.9,66.0,-11,33,-35.85440784576349,-5.930320905521513,-5.9984415086801155,1,Done,anthracene_A1=-11_A2=33_a=5.8_b=8.9_theta=66.0_cx=0_cy=0_cz=0.log
6.1,8.5,70.0,-6,33,-39.54664656566457,-5.347792077460326,-7.212765602685978,1,Done,anthracene_A1=-6_A2=33_a=6.1_b=8.5_theta=70.0_cx=0_cy=0_cz=0.log
6.0,8.6,68.5,-7,33,-39.545594858704135,-5.637344016809948,-7.06772670627106,2,Done,anthracene_A1=-7_A2=33_a=6.0_b=8.6_theta=68.5_cx=0_cy=0_cz=0.log
5.9,8.5,70.0,-10,33,-38.69476157962345,-5.9460111655062065,-6.700684812152757,1,Done,anthracene_A1=-10_A2=33_a=5.9_b=8.5_theta=70.0_cx=0_cy=0_cz=0.log
5.7,9.0,65.5,-9,33,-37.419134151190526,-6.152825911529362,-6.278370582032949,2,Done,anthracene_A1=-9_A2=33_a=5.7_b=9.0_theta=65.5_cx=0_cy=0_cz=0.log
5.8,9.0,66.0,-11,33,-36.131636743899435,-5.930320905521513,-6.067748733214103,1,Done,anthracene_A1=-11_A2=33_a=5.8_b=9.0_theta=66.0_cx=0_cy=0_cz=0.log
5.7,8.8,66.5,-8,33,-38.35734945256263,-6.117158242966981,-6.530758241657168,2,Done,anthracene_A1=-8_A2=33_a=5.7_b=8.8_theta=66.5_cx=0_cy=0_cz=0.log
5.8,8.6,63.5,-12,33,-27.060369753977284,-5.5066939246607935,-4.011745476163924,1,Done,anthracene_A1=-12_A2=33_a=5.8_b=8.6_theta=63.5_cx=0_cy=0_cz=0.log
5.9,8.7,64.0,-12,33,-30.63978970563039,-5.252588770119472,-5.033653041347861,1,Done,anthracene_A1=-12_A2=33_a=5.9_b=8.7_theta=64.0_cx=0_cy=0_cz=0.log
5.9,8.5,70.5,-10,33,-38.91659389482811,-5.9234973618295035,-6.767399792792276,2,Done,anthracene_A1=-10_A2=33_a=5.9_b=8.5_theta=70.5_cx=0_cy=0_cz=0.log
6.0,8.7,68.5,-7,33,-39.32087850803509,-5.637344016809948,-7.0115476186037995,1,Done,anthracene_A1=-7_A2=33_a=6.0_b=8.7_theta=68.5_cx=0_cy=0_cz=0.log
5.8,8.8,65.5,-9,33,-37.118689893512055,-5.9351477125892425,-6.312098617083392,2,Done,anthracene_A1=-9_A2=33_a=5.8_b=8.8_theta=65.5_cx=0_cy=0_cz=0.log
5.8,9.1,65.0,-11,33,-35.47135566151701,-5.796912279562093,-5.9693827755982065,1,Done,anthracene_A1=-11_A2=33_a=5.8_b=9.1_theta=65.0_cx=0_cy=0_cz=0.log
5.8,8.6,64.0,-12,33,-28.12012872309424,-5.590399993699975,-4.234832183923571,1,Done,anthracene_A1=-12_A2=33_a=5.8_b=8.6_theta=64.0_cx=0_cy=0_cz=0.log
5.7,8.9,66.5,-8,33,-38.46100657433272,-6.117158242966981,-6.556672522099688,2,Done,anthracene_A1=-8_A2=33_a=5.7_b=8.9_theta=66.5_cx=0_cy=0_cz=0.log
5.9,8.5,71.0,-10,33,-39.067349407356225,-5.880362324533053,-6.826656189572533,2,Done,anthracene_A1=-10_A2=33_a=5.9_b=8.5_theta=71.0_cx=0_cy=0_cz=0.log
5.8,8.5,69.0,-7,33,-39.270604916615405,-5.650712489732541,-6.9922949842875814,1,Done,anthracene_A1=-7_A2=33_a=5.8_b=8.5_theta=69.0_cx=0_cy=0_cz=0.log
5.8,9.1,65.5,-11,33,-35.877183949342,-5.866196913761088,-6.036197530454956,1,Done,anthracene_A1=-11_A2=33_a=5.8_b=9.1_theta=65.5_cx=0_cy=0_cz=0.log
5.8,8.6,64.5,-12,33,-29.136765203438696,-5.671341253444552,-4.448520674137399,1,Done,anthracene_A1=-12_A2=33_a=5.8_b=8.6_theta=64.5_cx=0_cy=0_cz=0.log
5.8,8.9,65.5,-9,33,-37.35270092310385,-5.9351477125892425,-6.37060137448134,2,Done,anthracene_A1=-9_A2=33_a=5.8_b=8.9_theta=65.5_cx=0_cy=0_cz=0.log
5.7,9.0,66.5,-8,33,-38.40887555340305,-6.117158242966981,-6.5436397668672726,2,Done,anthracene_A1=-8_A2=33_a=5.7_b=9.0_theta=66.5_cx=0_cy=0_cz=0.log
5.8,8.6,69.0,-7,33,-39.357981918612495,-5.650712489732541,-7.014139234786852,1,Done,anthracene_A1=-7_A2=33_a=5.8_b=8.6_theta=69.0_cx=0_cy=0_cz=0.log
5.8,9.1,66.0,-11,33,-36.24827328231186,-5.930320905521513,-6.096907867817207,1,Done,anthracene_A1=-11_A2=33_a=5.8_b=9.1_theta=66.0_cx=0_cy=0_cz=0.log
5.8,8.7,63.5,-12,33,-28.80756592750549,-5.5066939246607935,-4.448544519545977,1,Done,anthracene_A1=-12_A2=33_a=5.8_b=8.7_theta=63.5_cx=0_cy=0_cz=0.log
5.9,8.6,71.0,-10,33,-39.13287149206735,-5.880362324533053,-6.8430367107503125,2,Done,anthracene_A1=-10_A2=33_a=5.9_b=8.6_theta=71.0_cx=0_cy=0_cz=0.log
5.8,9.0,64.5,-9,33,-36.7229343969375,-5.817770711961202,-6.271848243253771,2,Done,anthracene_A1=-9_A2=33_a=5.8_b=9.0_theta=64.5_cx=0_cy=0_cz=0.log
5.8,8.7,69.0,-7,33,-39.26152108144015,-5.650712489732541,-6.990024025493767,1,Done,anthracene_A1=-7_A2=33_a=5.8_b=8.7_theta=69.0_cx=0_cy=0_cz=0.log
5.9,8.9,66.0,-11,33,-35.863828025991104,-5.624535282608122,-6.1536893651937135,1,Done,anthracene_A1=-11_A2=33_a=5.9_b=8.9_theta=66.0_cx=0_cy=0_cz=0.log
5.8,8.7,64.0,-12,33,-29.749802312813696,-5.590399993699975,-4.642250581353436,1,Done,anthracene_A1=-12_A2=33_a=5.8_b=8.7_theta=64.0_cx=0_cy=0_cz=0.log
5.8,8.8,66.5,-8,33,-38.60337353311479,-6.011795548954978,-6.6449456088012075,2,Done,anthracene_A1=-8_A2=33_a=5.8_b=8.8_theta=66.5_cx=0_cy=0_cz=0.log
5.9,8.7,71.0,-10,33,-39.026734450133524,-5.880362324533053,-6.816502450266852,2,Done,anthracene_A1=-10_A2=33_a=5.9_b=8.7_theta=71.0_cx=0_cy=0_cz=0.log
5.9,8.5,69.0,-7,33,-39.746375468326725,-5.737690395792015,-7.067748669185676,1,Done,anthracene_A1=-7_A2=33_a=5.9_b=8.5_theta=69.0_cx=0_cy=0_cz=0.log
5.9,9.0,66.0,-11,33,-36.00662671169265,-5.624535282608122,-6.189389036619103,1,Done,anthracene_A1=-11_A2=33_a=5.9_b=9.0_theta=66.0_cx=0_cy=0_cz=0.log
5.8,9.0,65.0,-9,33,-37.091468509752296,-5.879894201993011,-6.33292002644157,2,Done,anthracene_A1=-9_A2=33_a=5.8_b=9.0_theta=65.0_cx=0_cy=0_cz=0.log
5.8,8.7,64.5,-12,33,-30.65112504619173,-5.671341253444552,-4.827110634825658,1,Done,anthracene_A1=-12_A2=33_a=5.8_b=8.7_theta=64.5_cx=0_cy=0_cz=0.log
5.8,8.9,66.5,-8,33,-38.5877510444261,-6.011795548954978,-6.641039986629039,2,Done,anthracene_A1=-8_A2=33_a=5.8_b=8.9_theta=66.5_cx=0_cy=0_cz=0.log
5.9,8.6,69.0,-7,33,-39.72407627315261,-5.737690395792015,-7.062173870392144,1,Done,anthracene_A1=-7_A2=33_a=5.9_b=8.6_theta=69.0_cx=0_cy=0_cz=0.log
5.9,9.1,65.0,-11,33,-35.306292921071865,-5.474373394623399,-6.089386532956269,1,Done,anthracene_A1=-11_A2=33_a=5.9_b=9.1_theta=65.0_cx=0_cy=0_cz=0.log
6.0,8.5,70.0,-10,33,-38.689154150662944,-5.746811881195754,-6.798882597067858,2,Done,anthracene_A1=-10_A2=33_a=6.0_b=8.5_theta=70.0_cx=0_cy=0_cz=0.log
5.8,8.8,63.5,-12,33,-30.21514113806188,-5.5066939246607935,-4.800438322185074,1,Done,anthracene_A1=-12_A2=33_a=5.8_b=8.8_theta=63.5_cx=0_cy=0_cz=0.log
5.8,9.0,65.5,-9,33,-37.42160905059427,-5.9351477125892425,-6.387828406353947,2,Done,anthracene_A1=-9_A2=33_a=5.8_b=9.0_theta=65.5_cx=0_cy=0_cz=0.log
5.9,8.7,69.0,-7,33,-39.53430971875787,-5.737690395792015,-7.01473223179346,1,Done,anthracene_A1=-7_A2=33_a=5.9_b=8.7_theta=69.0_cx=0_cy=0_cz=0.log
5.8,9.0,66.5,-8,33,-38.432505070231855,-6.011795548954978,-6.602228493080474,2,Done,anthracene_A1=-8_A2=33_a=5.8_b=9.0_theta=66.5_cx=0_cy=0_cz=0.log
5.9,9.1,65.5,-11,33,-35.67078586947173,-5.5512559197377405,-6.1420685074990615,1,Done,anthracene_A1=-11_A2=33_a=5.9_b=9.1_theta=65.5_cx=0_cy=0_cz=0.log
5.8,8.8,64.0,-12,33,-31.050555241992694,-5.590399993699975,-4.967438813648187,1,Done,anthracene_A1=-12_A2=33_a=5.8_b=8.8_theta=64.0_cx=0_cy=0_cz=0.log
6.0,8.5,70.5,-10,33,-38.92360192607157,-5.759633165434934,-6.851083898800424,2,Done,anthracene_A1=-10_A2=33_a=6.0_b=8.5_theta=70.5_cx=0_cy=0_cz=0.log
5.9,8.8,65.5,-9,33,-37.11014069686644,-5.645022229058667,-6.455024059687276,2,Done,anthracene_A1=-9_A2=33_a=5.9_b=8.8_theta=65.5_cx=0_cy=0_cz=0.log
6.0,8.5,69.0,-7,33,-39.732030589366325,-5.63264396681916,-7.116685663932003,1,Done,anthracene_A1=-7_A2=33_a=6.0_b=8.5_theta=69.0_cx=0_cy=0_cz=0.log
5.9,9.1,66.0,-11,33,-36.00637821783312,-5.624535282608122,-6.189326913154218,1,Done,anthracene_A1=-11_A2=33_a=5.9_b=9.1_theta=66.0_cx=0_cy=0_cz=0.log
5.8,8.8,64.5,-12,33,-31.847312218276787,-5.671341253444552,-5.12615742784692,1,Done,anthracene_A1=-12_A2=33_a=5.8_b=8.8_theta=64.5_cx=0_cy=0_cz=0.log
5.9,8.8,66.5,-8,33,-38.490833379793905,-5.786584720015526,-6.729415984940715,2,Done,anthracene_A1=-8_A2=33_a=5.9_b=8.8_theta=66.5_cx=0_cy=0_cz=0.log
6.0,8.5,71.0,-10,33,-39.10385040892288,-5.7586994307348505,-6.896612886863295,2,Done,anthracene_A1=-10_A2=33_a=6.0_b=8.5_theta=71.0_cx=0_cy=0_cz=0.log
6.0,8.6,69.0,-7,33,-39.6126606175676,-5.63264396681916,-7.0868431709823225,1,Done,anthracene_A1=-7_A2=33_a=6.0_b=8.6_theta=69.0_cx=0_cy=0_cz=0.log
5.6,9.0,65.5,-11,33,-35.090374260675155,-6.311607276787982,-5.6167899267748,1,Done,anthracene_A1=-11_A2=33_a=5.6_b=9.0_theta=65.5_cx=0_cy=0_cz=0.log
5.9,8.6,63.5,-12,33,-28.35769145842641,-5.165923364227638,-4.506461182492785,1,Done,anthracene_A1=-12_A2=33_a=5.9_b=8.6_theta=63.5_cx=0_cy=0_cz=0.log
5.9,8.9,65.5,-9,33,-37.212336975848295,-5.645022229058667,-6.4805731294327416,2,Done,anthracene_A1=-9_A2=33_a=5.9_b=8.9_theta=65.5_cx=0_cy=0_cz=0.log
5.9,8.9,66.5,-8,33,-38.36990467295982,-5.786584720015526,-6.699183808232192,2,Done,anthracene_A1=-8_A2=33_a=5.9_b=8.9_theta=66.5_cx=0_cy=0_cz=0.log
6.0,8.7,69.0,-7,33,-39.34080069535412,-5.63264396681916,-7.018878190428951,1,Done,anthracene_A1=-7_A2=33_a=6.0_b=8.7_theta=69.0_cx=0_cy=0_cz=0.log
5.6,9.0,66.0,-11,33,-35.573587080696605,-6.326386392232963,-5.7302035740576684,1,Done,anthracene_A1=-11_A2=33_a=5.6_b=9.0_theta=66.0_cx=0_cy=0_cz=0.log
6.0,8.6,71.0,-10,33,-39.067146094283096,-5.7586994307348505,-6.887436808203348,2,Done,anthracene_A1=-10_A2=33_a=6.0_b=8.6_theta=71.0_cx=0_cy=0_cz=0.log
5.9,8.6,64.0,-12,33,-29.292013687314462,-5.252588770119472,-4.69670903676888,1,Done,anthracene_A1=-12_A2=33_a=5.9_b=8.6_theta=64.0_cx=0_cy=0_cz=0.log
5.9,9.0,64.5,-9,33,-36.533024769974865,-5.505004667676985,-6.3807538586552255,2,Done,anthracene_A1=-9_A2=33_a=5.9_b=9.0_theta=64.5_cx=0_cy=0_cz=0.log
5.8,8.4,68.5,-7,33,-38.890022611012675,-5.77526318456512,-6.834874060470611,1,Done,anthracene_A1=-7_A2=33_a=5.8_b=8.4_theta=68.5_cx=0_cy=0_cz=0.log
5.9,9.0,66.5,-8,33,-38.12374002998696,-5.786584720015526,-6.637642647488973,2,Done,anthracene_A1=-8_A2=33_a=5.9_b=9.0_theta=66.5_cx=0_cy=0_cz=0.log
5.6,9.0,66.5,-11,33,-35.994181933114305,-6.326732777757571,-5.835179094399789,1,Done,anthracene_A1=-11_A2=33_a=5.6_b=9.0_theta=66.5_cx=0_cy=0_cz=0.log
5.9,8.6,64.5,-12,33,-30.190156200202185,-5.337523503694683,-4.878777298203205,1,Done,anthracene_A1=-12_A2=33_a=5.9_b=8.6_theta=64.5_cx=0_cy=0_cz=0.log
6.0,8.7,71.0,-10,33,-38.87368225166574,-5.7586994307348505,-6.839070847549009,2,Done,anthracene_A1=-10_A2=33_a=6.0_b=8.7_theta=71.0_cx=0_cy=0_cz=0.log
5.8,8.4,69.0,-7,33,-38.96102160285227,-5.650712489732541,-6.914899155846799,1,Done,anthracene_A1=-7_A2=33_a=5.8_b=8.4_theta=69.0_cx=0_cy=0_cz=0.log
5.9,9.0,65.0,-9,33,-36.86508047161625,-5.577179612824694,-6.427680311491712,2,Done,anthracene_A1=-9_A2=33_a=5.9_b=9.0_theta=65.0_cx=0_cy=0_cz=0.log
5.6,9.1,65.5,-11,33,-35.56817543460056,-6.311607276787982,-5.736240220256151,1,Done,anthracene_A1=-11_A2=33_a=5.6_b=9.1_theta=65.5_cx=0_cy=0_cz=0.log
5.9,8.7,63.5,-12,33,-29.80895642563701,-5.165923364227638,-4.869277424295434,1,Done,anthracene_A1=-12_A2=33_a=5.9_b=8.7_theta=63.5_cx=0_cy=0_cz=0.log
5.7,8.7,66.0,-8,33,-37.7240161600057,-6.136239567073063,-6.362884256464895,2,Done,anthracene_A1=-8_A2=33_a=5.7_b=8.7_theta=66.0_cx=0_cy=0_cz=0.log
5.8,8.5,71.5,-10,33,-38.530248537892476,-5.669677096884698,-6.797723586030768,2,Done,anthracene_A1=-10_A2=33_a=5.8_b=8.5_theta=71.5_cx=0_cy=0_cz=0.log
5.8,8.4,69.5,-7,33,-38.9229668865446,-5.488836245029233,-6.9863235991215324,1,Done,anthracene_A1=-7_A2=33_a=5.8_b=8.4_theta=69.5_cx=0_cy=0_cz=0.log
5.6,9.1,66.0,-11,33,-35.9702010108158,-6.326386392232963,-5.829357056587467,1,Done,anthracene_A1=-11_A2=33_a=5.6_b=9.1_theta=66.0_cx=0_cy=0_cz=0.log
5.9,8.7,64.5,-12,33,-31.43632579850964,-5.337523503694683,-5.190319697780068,1,Done,anthracene_A1=-12_A2=33_a=5.9_b=8.7_theta=64.5_cx=0_cy=0_cz=0.log
5.9,9.0,65.5,-9,33,-37.166563886683434,-5.645022229058667,-6.4691298571415246,2,Done,anthracene_A1=-9_A2=33_a=5.9_b=9.0_theta=65.5_cx=0_cy=0_cz=0.log
5.7,8.7,66.5,-8,33,-38.06796443089843,-6.117158242966981,-6.458411986241118,2,Done,anthracene_A1=-8_A2=33_a=5.7_b=8.7_theta=66.5_cx=0_cy=0_cz=0.log
5.8,8.5,69.5,-7,33,-39.1581024134066,-5.488836245029233,-7.045107480837033,1,Done,anthracene_A1=-7_A2=33_a=5.8_b=8.5_theta=69.5_cx=0_cy=0_cz=0.log
5.6,9.1,66.5,-11,33,-36.31256293761544,-6.326732777757571,-5.9147743455250765,1,Done,anthracene_A1=-11_A2=33_a=5.6_b=9.1_theta=66.5_cx=0_cy=0_cz=0.log
5.9,8.8,63.5,-12,33,-30.95471940445713,-5.165923364227638,-5.1557181690004645,1,Done,anthracene_A1=-12_A2=33_a=5.9_b=8.8_theta=63.5_cx=0_cy=0_cz=0.log
5.8,8.6,71.5,-10,33,-38.641719414154075,-5.669677096884698,-6.825591305096169,2,Done,anthracene_A1=-10_A2=33_a=5.8_b=8.6_theta=71.5_cx=0_cy=0_cz=0.log
5.7,8.9,66.0,-9,33,-37.580241068731986,-6.1719762615393865,-6.309072136413307,2,Done,anthracene_A1=-9_A2=33_a=5.7_b=8.9_theta=66.0_cx=0_cy=0_cz=0.log
