,R1,R2,heri,R3t,R3p,phi1,phi2,FF
0,5.0,0.7,58.0,-0.09999999999999988,-0.3999999999999999,-180.0,-180.0,1357.6162618181752
1,5.0,0.7,58.0,-0.09999999999999988,-0.3999999999999999,-180.0,-175.0,2186.164961589704
2,5.0,0.7,58.0,-0.09999999999999988,-0.3999999999999999,-180.0,-170.0,4587.879572053539
3,5.0,0.7,58.0,-0.09999999999999988,-0.3999999999999999,-180.0,-165.0,12072.923754440748
4,5.0,0.7,58.0,-0.09999999999999988,-0.3999999999999999,-180.0,-160.0,25600.19026207146
5,5.0,0.7,58.0,-0.09999999999999988,-0.3999999999999999,-180.0,-155.0,30301.18316848915
6,5.0,0.7,58.0,-0.09999999999999988,-0.3999999999999999,-180.0,-150.0,22380.66184033308
7,5.0,0.7,58.0,-0.09999999999999988,-0.3999999999999999,-180.0,-145.0,18035.12527568121
8,5.0,0.7,58.0,-0.09999999999999988,-0.3999999999999999,-180.0,-140.0,25114.772207701913
9,5.0,0.7,58.0,-0.09999999999999988,-0.3999999999999999,-180.0,-135.0,182809.60815992687
10,5.0,0.7,58.0,-0.09999999999999988,-0.3999999999999999,-180.0,-130.0,9954763.700049128
11,5.0,0.7,58.0,-0.09999999999999988,-0.3999999999999999,-180.0,-125.0,1393456223.1522913
12,5.0,0.7,58.0,-0.09999999999999988,-0.3999999999999999,-180.0,-120.0,7368445817.746887
13,5.0,0.7,58.0,-0.09999999999999988,-0.3999999999999999,-180.0,-115.0,98675558.34845863
14,5.0,0.7,58.0,-0.09999999999999988,-0.3999999999999999,-180.0,-110.0,2484535.646304159
15,5.0,0.7,58.0,-0.09999999999999988,-0.3999999999999999,-180.0,-105.0,2234411.7456257367
16,5.0,0.7,58.0,-0.09999999999999988,-0.3999999999999999,-180.0,-100.0,16304310.933898175
17,5.0,0.7,58.0,-0.09999999999999988,-0.3999999999999999,-180.0,-95.0,1810039276.7987077
18,5.0,0.7,58.0,-0.09999999999999988,-0.3999999999999999,-180.0,-90.0,6527378024.522642
19,5.0,0.7,58.0,-0.09999999999999988,-0.3999999999999999,-180.0,-85.0,74653668.13214058
20,5.0,0.7,58.0,-0.09999999999999988,-0.3999999999999999,-180.0,-80.0,1950628.2275266896
21,5.0,0.7,58.0,-0.09999999999999988,-0.3999999999999999,-180.0,-75.0,7990246.184422037
22,5.0,0.7,58.0,-0.09999999999999988,-0.3999999999999999,-180.0,-70.0,724007.451510755
23,5.0,0.7,58.0,-0.09999999999999988,-0.3999999999999999,-180.0,-65.0,16115.57030830127
24,5.0,0.7,58.0,-0.09999999999999988,-0.3999999999999999,-180.0,-60.0,1543.6905232433526
25,5.0,0.7,58.0,-0.09999999999999988,-0.3999999999999999,-180.0,-55.0,1682.9531578309127
26,5.0,0.7,58.0,-0.09999999999999988,-0.3999999999999999,-180.0,-50.0,8467.273105343333
27,5.0,0.7,58.0,-0.09999999999999988,-0.3999999999999999,-180.0,-45.0,198649.15040082962
28,5.0,0.7,58.0,-0.09999999999999988,-0.3999999999999999,-180.0,-40.0,13953745.230972715
29,5.0,0.7,58.0,-0.09999999999999988,-0.3999999999999999,-180.0,-35.0,1561739004.164264
30,5.0,0.7,58.0,-0.09999999999999988,-0.3999999999999999,-180.0,-30.0,3059795745.738168
31,5.0,0.7,58.0,-0.09999999999999988,-0.3999999999999999,-180.0,-25.0,75314411.61423074
32,5.0,0.7,58.0,-0.09999999999999988,-0.3999999999999999,-180.0,-20.0,7457177238.022906
33,5.0,0.7,58.0,-0.09999999999999988,-0.3999999999999999,-180.0,-15.0,2108440083057.364
34,5.0,0.7,58.0,-0.09999999999999988,-0.3999999999999999,-180.0,-10.0,3.359067412426779e+18
35,5.0,0.7,58.0,-0.09999999999999988,-0.3999999999999999,-180.0,-5.0,13111991136.573584
36,5.0,0.7,58.0,-0.09999999999999988,-0.3999999999999999,-180.0,0.0,33521366281.26665
37,5.0,0.7,58.0,-0.09999999999999988,-0.3999999999999999,-180.0,5.0,8191662577.710784
38,5.0,0.7,58.0,-0.09999999999999988,-0.3999999999999999,-180.0,10.0,123913798.32636279
39,5.0,0.7,58.0,-0.09999999999999988,-0.3999999999999999,-180.0,15.0,140740569.47575444
40,5.0,0.7,58.0,-0.09999999999999988,-0.3999999999999999,-180.0,20.0,110115106.289908
41,5.0,0.7,58.0,-0.09999999999999988,-0.3999999999999999,-180.0,25.0,1577811406.8878012
42,5.0,0.7,58.0,-0.09999999999999988,-0.3999999999999999,-180.0,30.0,29460757953.255318
43,5.0,0.7,58.0,-0.09999999999999988,-0.3999999999999999,-180.0,35.0,2683946740.973141
44,5.0,0.7,58.0,-0.09999999999999988,-0.3999999999999999,-180.0,40.0,189991945.36365268
45,5.0,0.7,58.0,-0.09999999999999988,-0.3999999999999999,-180.0,45.0,312537774.04615724
46,5.0,0.7,58.0,-0.09999999999999988,-0.3999999999999999,-180.0,50.0,123727690.91766256
47,5.0,0.7,58.0,-0.09999999999999988,-0.3999999999999999,-180.0,55.0,138543806.13460994
48,5.0,0.7,58.0,-0.09999999999999988,-0.3999999999999999,-180.0,60.0,982777539.7085336
49,5.0,0.7,58.0,-0.09999999999999988,-0.3999999999999999,-180.0,65.0,1080915388.284405
50,5.0,0.7,58.0,-0.09999999999999988,-0.3999999999999999,-180.0,70.0,153199256.17434216
51,5.0,0.7,58.0,-0.09999999999999988,-0.3999999999999999,-180.0,75.0,13743480.2448044
52,5.0,0.7,58.0,-0.09999999999999988,-0.3999999999999999,-180.0,80.0,6668200.419967549
53,5.0,0.7,58.0,-0.09999999999999988,-0.3999999999999999,-180.0,85.0,29588244.316577885
54,5.0,0.7,58.0,-0.09999999999999988,-0.3999999999999999,-180.0,90.0,181499181.20611316
55,5.0,0.7,58.0,-0.09999999999999988,-0.3999999999999999,-180.0,95.0,300711136.00535643
56,5.0,0.7,58.0,-0.09999999999999988,-0.3999999999999999,-180.0,100.0,93053756.85024524
57,5.0,0.7,58.0,-0.09999999999999988,-0.3999999999999999,-180.0,105.0,11068431.64885849
58,5.0,0.7,58.0,-0.09999999999999988,-0.3999999999999999,-180.0,110.0,1096866.132597574
59,5.0,0.7,58.0,-0.09999999999999988,-0.3999999999999999,-180.0,115.0,127427.25916160873
60,5.0,0.7,58.0,-0.09999999999999988,-0.3999999999999999,-180.0,120.0,19329.357501226776
61,5.0,0.7,58.0,-0.09999999999999988,-0.3999999999999999,-180.0,125.0,4172.805571103574
62,5.0,0.7,58.0,-0.09999999999999988,-0.3999999999999999,-180.0,130.0,1487.3377167362776
63,5.0,0.7,58.0,-0.09999999999999988,-0.3999999999999999,-180.0,135.0,869.7556453618791
64,5.0,0.7,58.0,-0.09999999999999988,-0.3999999999999999,-180.0,140.0,651.1332970840455
65,5.0,0.7,58.0,-0.09999999999999988,-0.3999999999999999,-180.0,145.0,520.5466354165527
66,5.0,0.7,58.0,-0.09999999999999988,-0.3999999999999999,-180.0,150.0,428.03897300211423
67,5.0,0.7,58.0,-0.09999999999999988,-0.3999999999999999,-180.0,155.0,379.80057556069323
