R1,R2,heri,R3t,R3p,phi1,phi2,FF
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,-180.0,1248.2735122465142
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,-175.0,1250.8818327707397
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,-170.0,1238.4910016635802
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,-165.0,1193.4547056152699
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,-160.0,1141.123536195005
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,-155.0,1120.1620386170098
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,-150.0,1166.752665427186
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,-145.0,1327.6287163934144
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,-140.0,1679.8329764843133
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,-135.0,2327.76363430432
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,-130.0,3351.163536470566
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,-125.0,4767.412503990361
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,-120.0,6525.011524372546
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,-115.0,8353.56347682575
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,-110.0,9684.179394649198
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,-105.0,9935.705585782176
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,-100.0,8949.339029227647
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,-95.0,7130.19053306131
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,-90.0,5162.180178902293
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,-85.0,3559.7840612982036
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,-80.0,2471.294774728532
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,-75.0,1802.2564247297294
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,-70.0,1417.4513608887485
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,-65.0,1238.9414998794466
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,-60.0,1264.3351772474448
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,-55.0,1930.227771730469
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,-50.0,9470.264042199198
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,-45.0,168436.6310016271
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,-40.0,5949885.9535939135
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,-35.0,134102087.32227048
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,-30.0,120167692.03932452
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,-25.0,28288340.93129284
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,-20.0,358460481.7616356
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,-15.0,5040975426.144845
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,-10.0,10218869313.509623
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,-5.0,60563021970.6602
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,0.0,4.375934820509674e+16
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,5.0,9446987159882.768
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,10.0,4328441364.022697
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,15.0,217031647052.79883
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,20.0,327422560393.67566
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,25.0,104217314702.02118
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,30.0,1.01590019427918e+17
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,35.0,4665033263695.784
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,40.0,8443115100.23672
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,45.0,889878810.8775166
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,50.0,45159180.909729205
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,55.0,3151109.4001050103
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,60.0,831440.2640145251
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,65.0,748065.346369198
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,70.0,547548.4357765837
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,75.0,296862.5529236799
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,80.0,186161.78157257524
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,85.0,143761.25155580603
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,90.0,142990.65470592922
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,95.0,158305.39618071239
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,100.0,135959.73081485258
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,105.0,80754.83239971087
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,110.0,36469.91520145065
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,115.0,16132.050351887967
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,120.0,10013.623385608254
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,125.0,9309.815563393553
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,130.0,9812.026728950219
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,135.0,9760.902798651068
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,140.0,8684.554839991253
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,145.0,6908.0444891631005
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,150.0,5032.592525599492
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,155.0,3493.9430326847655
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,160.0,2430.782537548931
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,165.0,1785.4491578948243
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,170.0,1439.664444119589
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,175.0,1287.712438672245
5.0,0.7,58.0,1.8000000000000003,2.0,-180.0,180.0,1248.2735122465142
5.0,0.7,58.0,1.8000000000000003,2.0,-175.0,-180.0,18268.392166739115
5.0,0.7,58.0,1.8000000000000003,2.0,-175.0,-175.0,18293.992472945163
5.0,0.7,58.0,1.8000000000000003,2.0,-175.0,-170.0,18284.602552091394
5.0,0.7,58.0,1.8000000000000003,2.0,-175.0,-165.0,18242.32306621226
5.0,0.7,58.0,1.8000000000000003,2.0,-175.0,-160.0,18194.235707181168
5.0,0.7,58.0,1.8000000000000003,2.0,-175.0,-155.0,18165.937915085895
5.0,0.7,58.0,1.8000000000000003,2.0,-175.0,-150.0,18171.53509174217
5.0,0.7,58.0,1.8000000000000003,2.0,-175.0,-145.0,18222.54978852524
5.0,0.7,58.0,1.8000000000000003,2.0,-175.0,-140.0,18336.940243416142
5.0,0.7,58.0,1.8000000000000003,2.0,-175.0,-135.0,18522.74506987874
5.0,0.7,58.0,1.8000000000000003,2.0,-175.0,-130.0,18720.757329161246
5.0,0.7,58.0,1.8000000000000003,2.0,-175.0,-125.0,18837.049759150592
5.0,0.7,58.0,1.8000000000000003,2.0,-175.0,-120.0,18896.646651267507
