R1,R2,heri,R3t,R3p,phi1,phi2,FF
5.0,0.7,58.0,1.8000000000000003,0.7000000000000002,-180.0,-180.0,2460.8176476705867
5.0,0.7,58.0,1.8000000000000003,0.7000000000000002,-180.0,-175.0,2564.909416860861
5.0,0.7,58.0,1.8000000000000003,0.7000000000000002,-180.0,-170.0,2467.8352198177945
5.0,0.7,58.0,1.8000000000000003,0.7000000000000002,-180.0,-165.0,2204.990955431888
5.0,0.7,58.0,1.8000000000000003,0.7000000000000002,-180.0,-160.0,1878.7572415418624
5.0,0.7,58.0,1.8000000000000003,0.7000000000000002,-180.0,-155.0,1585.7625753720095
5.0,0.7,58.0,1.8000000000000003,0.7000000000000002,-180.0,-150.0,1374.7152801683606
5.0,0.7,58.0,1.8000000000000003,0.7000000000000002,-180.0,-145.0,1256.607872685489
5.0,0.7,58.0,1.8000000000000003,0.7000000000000002,-180.0,-140.0,1230.2963890197918
5.0,0.7,58.0,1.8000000000000003,0.7000000000000002,-180.0,-135.0,1284.2809438725837
5.0,0.7,58.0,1.8000000000000003,0.7000000000000002,-180.0,-130.0,1359.4595080139645
5.0,0.7,58.0,1.8000000000000003,0.7000000000000002,-180.0,-125.0,1367.4020089148937
5.0,0.7,58.0,1.8000000000000003,0.7000000000000002,-180.0,-120.0,1305.7400793841557
5.0,0.7,58.0,1.8000000000000003,0.7000000000000002,-180.0,-115.0,1245.8398559400655
5.0,0.7,58.0,1.8000000000000003,0.7000000000000002,-180.0,-110.0,1234.5624225635045
5.0,0.7,58.0,1.8000000000000003,0.7000000000000002,-180.0,-105.0,1263.7683668960162
5.0,0.7,58.0,1.8000000000000003,0.7000000000000002,-180.0,-100.0,1283.48261213796
5.0,0.7,58.0,1.8000000000000003,0.7000000000000002,-180.0,-95.0,1258.2909494213354
5.0,0.7,58.0,1.8000000000000003,0.7000000000000002,-180.0,-90.0,1233.7224316218317
5.0,0.7,58.0,1.8000000000000003,0.7000000000000002,-180.0,-85.0,1284.1292079135037
5.0,0.7,58.0,1.8000000000000003,0.7000000000000002,-180.0,-80.0,1430.347546878498
5.0,0.7,58.0,1.8000000000000003,0.7000000000000002,-180.0,-75.0,1647.5768064048486
