R1,R2,heri,R3t,R3p,phi1,phi2,FF
5.0,0.7,58.0,-1.4,-0.7999999999999998,-180.0,-180.0,1356.2380260953726
5.0,0.7,58.0,-1.4,-0.7999999999999998,-180.0,-175.0,4742.561466879394
5.0,0.7,58.0,-1.4,-0.7999999999999998,-180.0,-170.0,41402.910181791565
5.0,0.7,58.0,-1.4,-0.7999999999999998,-180.0,-165.0,655870.7656752093
5.0,0.7,58.0,-1.4,-0.7999999999999998,-180.0,-160.0,19229629.25595027
5.0,0.7,58.0,-1.4,-0.7999999999999998,-180.0,-155.0,903226089.0553707
5.0,0.7,58.0,-1.4,-0.7999999999999998,-180.0,-150.0,6233968418.101647
5.0,0.7,58.0,-1.4,-0.7999999999999998,-180.0,-145.0,66464904885.040245
5.0,0.7,58.0,-1.4,-0.7999999999999998,-180.0,-140.0,389833526157333.44
5.0,0.7,58.0,-1.4,-0.7999999999999998,-180.0,-135.0,82764512309803.88
5.0,0.7,58.0,-1.4,-0.7999999999999998,-180.0,-130.0,23214832537.1448
5.0,0.7,58.0,-1.4,-0.7999999999999998,-180.0,-125.0,307336063729.86896
5.0,0.7,58.0,-1.4,-0.7999999999999998,-180.0,-120.0,5870163042.8375025
5.0,0.7,58.0,-1.4,-0.7999999999999998,-180.0,-115.0,347261683.8262396
5.0,0.7,58.0,-1.4,-0.7999999999999998,-180.0,-110.0,244414304.22439992
5.0,0.7,58.0,-1.4,-0.7999999999999998,-180.0,-105.0,650993526563.2972
5.0,0.7,58.0,-1.4,-0.7999999999999998,-180.0,-100.0,257128195.5055599
5.0,0.7,58.0,-1.4,-0.7999999999999998,-180.0,-95.0,3379043.767343295
5.0,0.7,58.0,-1.4,-0.7999999999999998,-180.0,-90.0,1169584.4310201865
5.0,0.7,58.0,-1.4,-0.7999999999999998,-180.0,-85.0,423484.559180446
5.0,0.7,58.0,-1.4,-0.7999999999999998,-180.0,-80.0,425146.1541287629
5.0,0.7,58.0,-1.4,-0.7999999999999998,-180.0,-75.0,475609.93124341493
5.0,0.7,58.0,-1.4,-0.7999999999999998,-180.0,-70.0,696667.9404930099
5.0,0.7,58.0,-1.4,-0.7999999999999998,-180.0,-65.0,182112.9656106432
5.0,0.7,58.0,-1.4,-0.7999999999999998,-180.0,-60.0,28591.41472442614
