,R1,R2,heri,R3t,R3p,phi1,phi2,FF
0,5.0,0.7,58.0,0.0,1.8000000000000005,-180.0,-180.0,1626.9524436124661
1,5.0,0.7,58.0,0.0,1.8000000000000005,-180.0,-175.0,2233.6276152044247
2,5.0,0.7,58.0,0.0,1.8000000000000005,-180.0,-170.0,3714.5326195543457
3,5.0,0.7,58.0,0.0,1.8000000000000005,-180.0,-165.0,7289.484319351608
4,5.0,0.7,58.0,0.0,1.8000000000000005,-180.0,-160.0,12577.776316316016
5,5.0,0.7,58.0,0.0,1.8000000000000005,-180.0,-155.0,14186.390150454989
6,5.0,0.7,58.0,0.0,1.8000000000000005,-180.0,-150.0,11479.763589245083
7,5.0,0.7,58.0,0.0,1.8000000000000005,-180.0,-145.0,10435.753408875982
8,5.0,0.7,58.0,0.0,1.8000000000000005,-180.0,-140.0,20338.910059304475
9,5.0,0.7,58.0,0.0,1.8000000000000005,-180.0,-135.0,280094.77860770514
10,5.0,0.7,58.0,0.0,1.8000000000000005,-180.0,-130.0,24674853.38960992
11,5.0,0.7,58.0,0.0,1.8000000000000005,-180.0,-125.0,7394101638.301034
12,5.0,0.7,58.0,0.0,1.8000000000000005,-180.0,-120.0,30941717771.552094
13,5.0,0.7,58.0,0.0,1.8000000000000005,-180.0,-115.0,133865904.25237788
14,5.0,0.7,58.0,0.0,1.8000000000000005,-180.0,-110.0,2191470.448770805
15,5.0,0.7,58.0,0.0,1.8000000000000005,-180.0,-105.0,1847895.041401633
16,5.0,0.7,58.0,0.0,1.8000000000000005,-180.0,-100.0,34732172.98098129
17,5.0,0.7,58.0,0.0,1.8000000000000005,-180.0,-95.0,10023621008.945705
18,5.0,0.7,58.0,0.0,1.8000000000000005,-180.0,-90.0,25324037216.28904
19,5.0,0.7,58.0,0.0,1.8000000000000005,-180.0,-85.0,98111009.88344136
20,5.0,0.7,58.0,0.0,1.8000000000000005,-180.0,-80.0,1250927.9231538791
21,5.0,0.7,58.0,0.0,1.8000000000000005,-180.0,-75.0,2058399.535318451
22,5.0,0.7,58.0,0.0,1.8000000000000005,-180.0,-70.0,238661.63887661762
23,5.0,0.7,58.0,0.0,1.8000000000000005,-180.0,-65.0,9192.1605763779
24,5.0,0.7,58.0,0.0,1.8000000000000005,-180.0,-60.0,2733.812872421261
25,5.0,0.7,58.0,0.0,1.8000000000000005,-180.0,-55.0,4461.9814729356485
26,5.0,0.7,58.0,0.0,1.8000000000000005,-180.0,-50.0,8706.753825281963
27,5.0,0.7,58.0,0.0,1.8000000000000005,-180.0,-45.0,35621.774018165124
28,5.0,0.7,58.0,0.0,1.8000000000000005,-180.0,-40.0,562997.5539315172
29,5.0,0.7,58.0,0.0,1.8000000000000005,-180.0,-35.0,12761399.155863535
30,5.0,0.7,58.0,0.0,1.8000000000000005,-180.0,-30.0,427643432.641662
31,5.0,0.7,58.0,0.0,1.8000000000000005,-180.0,-25.0,363109809.2621076
32,5.0,0.7,58.0,0.0,1.8000000000000005,-180.0,-20.0,11506140.47382929
33,5.0,0.7,58.0,0.0,1.8000000000000005,-180.0,-15.0,5777407.213661957
34,5.0,0.7,58.0,0.0,1.8000000000000005,-180.0,-10.0,5069352.979869683
35,5.0,0.7,58.0,0.0,1.8000000000000005,-180.0,-5.0,17141268.85602225
36,5.0,0.7,58.0,0.0,1.8000000000000005,-180.0,0.0,488744313.6005405
37,5.0,0.7,58.0,0.0,1.8000000000000005,-180.0,5.0,315637286.02234685
38,5.0,0.7,58.0,0.0,1.8000000000000005,-180.0,10.0,8596152.925304525
39,5.0,0.7,58.0,0.0,1.8000000000000005,-180.0,15.0,842911.2026332434
40,5.0,0.7,58.0,0.0,1.8000000000000005,-180.0,20.0,515982.01328644744
41,5.0,0.7,58.0,0.0,1.8000000000000005,-180.0,25.0,468987.9579690993
42,5.0,0.7,58.0,0.0,1.8000000000000005,-180.0,30.0,634413.1107095149
43,5.0,0.7,58.0,0.0,1.8000000000000005,-180.0,35.0,3090297.93208784
44,5.0,0.7,58.0,0.0,1.8000000000000005,-180.0,40.0,39256254.61304363
45,5.0,0.7,58.0,0.0,1.8000000000000005,-180.0,45.0,408298028.77424914
46,5.0,0.7,58.0,0.0,1.8000000000000005,-180.0,50.0,898056346.9347795
47,5.0,0.7,58.0,0.0,1.8000000000000005,-180.0,55.0,216706728.41300645
48,5.0,0.7,58.0,0.0,1.8000000000000005,-180.0,60.0,17219973.691873472
49,5.0,0.7,58.0,0.0,1.8000000000000005,-180.0,65.0,1462230.3090551172
50,5.0,0.7,58.0,0.0,1.8000000000000005,-180.0,70.0,268288.6058218936
51,5.0,0.7,58.0,0.0,1.8000000000000005,-180.0,75.0,167083.20443591927
52,5.0,0.7,58.0,0.0,1.8000000000000005,-180.0,80.0,411610.6419713664
53,5.0,0.7,58.0,0.0,1.8000000000000005,-180.0,85.0,3634786.3840665314
54,5.0,0.7,58.0,0.0,1.8000000000000005,-180.0,90.0,51367191.15717023
55,5.0,0.7,58.0,0.0,1.8000000000000005,-180.0,95.0,484385211.7593928
56,5.0,0.7,58.0,0.0,1.8000000000000005,-180.0,100.0,831912136.6422331
