R1,R2,heri,R3t,R3p,phi1,phi2,FF
5.0,0.7,58.0,1.5,-0.3999999999999999,-180.0,-180.0,466.9571778768175
5.0,0.7,58.0,1.5,-0.3999999999999999,-180.0,-175.0,670.8481646977434
5.0,0.7,58.0,1.5,-0.3999999999999999,-180.0,-170.0,722.9832457352275
5.0,0.7,58.0,1.5,-0.3999999999999999,-180.0,-165.0,573.9334576479399
5.0,0.7,58.0,1.5,-0.3999999999999999,-180.0,-160.0,350.0488762246107
5.0,0.7,58.0,1.5,-0.3999999999999999,-180.0,-155.0,184.96879286836926
5.0,0.7,58.0,1.5,-0.3999999999999999,-180.0,-150.0,120.00786319359356
5.0,0.7,58.0,1.5,-0.3999999999999999,-180.0,-145.0,175.86411185278246
5.0,0.7,58.0,1.5,-0.3999999999999999,-180.0,-140.0,468.8652256123401
5.0,0.7,58.0,1.5,-0.3999999999999999,-180.0,-135.0,1243.3434262374421
5.0,0.7,58.0,1.5,-0.3999999999999999,-180.0,-130.0,2327.520912671819
5.0,0.7,58.0,1.5,-0.3999999999999999,-180.0,-125.0,2579.871940190724
5.0,0.7,58.0,1.5,-0.3999999999999999,-180.0,-120.0,1846.0996647234351
5.0,0.7,58.0,1.5,-0.3999999999999999,-180.0,-115.0,1188.750615693632
5.0,0.7,58.0,1.5,-0.3999999999999999,-180.0,-110.0,1016.3808560072127
5.0,0.7,58.0,1.5,-0.3999999999999999,-180.0,-105.0,1410.88072512673
5.0,0.7,58.0,1.5,-0.3999999999999999,-180.0,-100.0,2058.207219471579
5.0,0.7,58.0,1.5,-0.3999999999999999,-180.0,-95.0,1876.0264177110603
5.0,0.7,58.0,1.5,-0.3999999999999999,-180.0,-90.0,951.2946455004951
5.0,0.7,58.0,1.5,-0.3999999999999999,-180.0,-85.0,328.23939806352047
5.0,0.7,58.0,1.5,-0.3999999999999999,-180.0,-80.0,128.52332518442833
5.0,0.7,58.0,1.5,-0.3999999999999999,-180.0,-75.0,85.56278189072702
5.0,0.7,58.0,1.5,-0.3999999999999999,-180.0,-70.0,66.9474718895818
5.0,0.7,58.0,1.5,-0.3999999999999999,-180.0,-65.0,67.25256431508465
5.0,0.7,58.0,1.5,-0.3999999999999999,-180.0,-60.0,102.68735853700731
5.0,0.7,58.0,1.5,-0.3999999999999999,-180.0,-55.0,182.6964935133243
5.0,0.7,58.0,1.5,-0.3999999999999999,-180.0,-50.0,349.06604482848655
