,R1,R2,heri,R3t,R3p,phi1,phi2,FF
0,5.0,0.7,58.0,-2.0,1.8000000000000005,-180.0,-180.0,2945.3861201409754
1,5.0,0.7,58.0,-2.0,1.8000000000000005,-180.0,-175.0,3555.861185403025
2,5.0,0.7,58.0,-2.0,1.8000000000000005,-180.0,-170.0,12536.72782759736
3,5.0,0.7,58.0,-2.0,1.8000000000000005,-180.0,-165.0,125787.62847604402
4,5.0,0.7,58.0,-2.0,1.8000000000000005,-180.0,-160.0,2496963.0415465683
5,5.0,0.7,58.0,-2.0,1.8000000000000005,-180.0,-155.0,69497327.88719428
6,5.0,0.7,58.0,-2.0,1.8000000000000005,-180.0,-150.0,702486723.0770217
7,5.0,0.7,58.0,-2.0,1.8000000000000005,-180.0,-145.0,467877800.2052727
8,5.0,0.7,58.0,-2.0,1.8000000000000005,-180.0,-140.0,4326697057.961748
9,5.0,0.7,58.0,-2.0,1.8000000000000005,-180.0,-135.0,14636363921.019371
10,5.0,0.7,58.0,-2.0,1.8000000000000005,-180.0,-130.0,2002764983.8022056
11,5.0,0.7,58.0,-2.0,1.8000000000000005,-180.0,-125.0,6308121506.860232
12,5.0,0.7,58.0,-2.0,1.8000000000000005,-180.0,-120.0,1400164328.8137352
13,5.0,0.7,58.0,-2.0,1.8000000000000005,-180.0,-115.0,5378504906.156057
14,5.0,0.7,58.0,-2.0,1.8000000000000005,-180.0,-110.0,174604735.02927384
15,5.0,0.7,58.0,-2.0,1.8000000000000005,-180.0,-105.0,3649455687.590053
16,5.0,0.7,58.0,-2.0,1.8000000000000005,-180.0,-100.0,811307387.0517867
17,5.0,0.7,58.0,-2.0,1.8000000000000005,-180.0,-95.0,5958779461.637544
18,5.0,0.7,58.0,-2.0,1.8000000000000005,-180.0,-90.0,364952793.2260161
19,5.0,0.7,58.0,-2.0,1.8000000000000005,-180.0,-85.0,318532483.06830573
20,5.0,0.7,58.0,-2.0,1.8000000000000005,-180.0,-80.0,1968874.8363881868
21,5.0,0.7,58.0,-2.0,1.8000000000000005,-180.0,-75.0,252622.31548533263
22,5.0,0.7,58.0,-2.0,1.8000000000000005,-180.0,-70.0,49479.39622012163
23,5.0,0.7,58.0,-2.0,1.8000000000000005,-180.0,-65.0,30098.88736829067
24,5.0,0.7,58.0,-2.0,1.8000000000000005,-180.0,-60.0,16247.0274745236
25,5.0,0.7,58.0,-2.0,1.8000000000000005,-180.0,-55.0,4973.227622013485
26,5.0,0.7,58.0,-2.0,1.8000000000000005,-180.0,-50.0,5803.900261484918
27,5.0,0.7,58.0,-2.0,1.8000000000000005,-180.0,-45.0,8994.582675846816
28,5.0,0.7,58.0,-2.0,1.8000000000000005,-180.0,-40.0,11242.816024242029
29,5.0,0.7,58.0,-2.0,1.8000000000000005,-180.0,-35.0,10702.41579001266
30,5.0,0.7,58.0,-2.0,1.8000000000000005,-180.0,-30.0,9678.130760869868
31,5.0,0.7,58.0,-2.0,1.8000000000000005,-180.0,-25.0,13074.230329730632
32,5.0,0.7,58.0,-2.0,1.8000000000000005,-180.0,-20.0,31515.872488335517
33,5.0,0.7,58.0,-2.0,1.8000000000000005,-180.0,-15.0,101117.15534476023
34,5.0,0.7,58.0,-2.0,1.8000000000000005,-180.0,-10.0,328489.87449408264
35,5.0,0.7,58.0,-2.0,1.8000000000000005,-180.0,-5.0,873880.2798138785
36,5.0,0.7,58.0,-2.0,1.8000000000000005,-180.0,0.0,1547549.8396155138
