R1,R2,heri,R3t,R3p,phi1,phi2,FF
5.0,1.0,58.0,0.1,0.8,-180.0,-180.0,176915445.64309406
5.0,1.0,58.0,0.1,0.8,-180.0,-175.0,147546218.9046404
5.0,1.0,58.0,0.1,0.8,-180.0,-170.0,113773830.20559214
5.0,1.0,58.0,0.1,0.8,-180.0,-165.0,96371375.59333399
5.0,1.0,58.0,0.1,0.8,-180.0,-160.0,139321871.28511527
5.0,1.0,58.0,0.1,0.8,-180.0,-155.0,429460074.9207783
5.0,1.0,58.0,0.1,0.8,-180.0,-150.0,1865664424.4085076
5.0,1.0,58.0,0.1,0.8,-180.0,-145.0,8573057614.358517
5.0,1.0,58.0,0.1,0.8,-180.0,-140.0,33901599296.97348
5.0,1.0,58.0,0.1,0.8,-180.0,-135.0,87737347126.40056
5.0,1.0,58.0,0.1,0.8,-180.0,-130.0,112012674672.82588
5.0,1.0,58.0,0.1,0.8,-180.0,-125.0,64589452405.19811
5.0,1.0,58.0,0.1,0.8,-180.0,-120.0,20372107148.423847
5.0,1.0,58.0,0.1,0.8,-180.0,-115.0,4860143360.397085
5.0,1.0,58.0,0.1,0.8,-180.0,-110.0,1458847340.1258419
5.0,1.0,58.0,0.1,0.8,-180.0,-105.0,1291815946.346206
5.0,1.0,58.0,0.1,0.8,-180.0,-100.0,1968793361.428266
5.0,1.0,58.0,0.1,0.8,-180.0,-95.0,2468570846.0498385
5.0,1.0,58.0,0.1,0.8,-180.0,-90.0,2425322088.7391033
5.0,1.0,58.0,0.1,0.8,-180.0,-85.0,2393006215.7973237
5.0,1.0,58.0,0.1,0.8,-180.0,-80.0,2154745393.376754
5.0,1.0,58.0,0.1,0.8,-180.0,-75.0,1213151674.0133915
5.0,1.0,58.0,0.1,0.8,-180.0,-70.0,561141219.7900914
5.0,1.0,58.0,0.1,0.8,-180.0,-65.0,753975327.5313405
5.0,1.0,58.0,0.1,0.8,-180.0,-60.0,2945586636.6791244
5.0,1.0,58.0,0.1,0.8,-180.0,-55.0,13143449400.192091
5.0,1.0,58.0,0.1,0.8,-180.0,-50.0,47383306479.05471
5.0,1.0,58.0,0.1,0.8,-180.0,-45.0,102256021654.75343
5.0,1.0,58.0,0.1,0.8,-180.0,-40.0,103014162265.68423
5.0,1.0,58.0,0.1,0.8,-180.0,-35.0,48306112295.03357
5.0,1.0,58.0,0.1,0.8,-180.0,-30.0,13468083895.232851
5.0,1.0,58.0,0.1,0.8,-180.0,-25.0,2981411395.371937
5.0,1.0,58.0,0.1,0.8,-180.0,-20.0,641945909.2512511
5.0,1.0,58.0,0.1,0.8,-180.0,-15.0,157042391.3603762
5.0,1.0,58.0,0.1,0.8,-180.0,-10.0,75392985.65589613
5.0,1.0,58.0,0.1,0.8,-180.0,-5.0,172092592.81999302
5.0,1.0,58.0,0.1,0.8,-180.0,0.0,598504919.0953804
5.0,1.0,58.0,0.1,0.8,-180.0,5.0,1331521560.3863435
5.0,1.0,58.0,0.1,0.8,-180.0,10.0,1362115009.0106394
5.0,1.0,58.0,0.1,0.8,-180.0,15.0,634536220.1242049
5.0,1.0,58.0,0.1,0.8,-180.0,20.0,180734794.45391056
5.0,1.0,58.0,0.1,0.8,-180.0,25.0,54311768.840061225
5.0,1.0,58.0,0.1,0.8,-180.0,30.0,47405261.896227665
5.0,1.0,58.0,0.1,0.8,-180.0,35.0,181090139.53672826
5.0,1.0,58.0,0.1,0.8,-180.0,40.0,1955484351.4154928
5.0,1.0,58.0,0.1,0.8,-180.0,45.0,49945614875.38268
5.0,1.0,58.0,0.1,0.8,-180.0,50.0,3781549798618.937
5.0,1.0,58.0,0.1,0.8,-180.0,55.0,1173692700113615.5
5.0,1.0,58.0,0.1,0.8,-180.0,60.0,3.818078365239307e+16
5.0,1.0,58.0,0.1,0.8,-180.0,65.0,261314718573915.7
5.0,1.0,58.0,0.1,0.8,-180.0,70.0,1159207919301.0977
5.0,1.0,58.0,0.1,0.8,-180.0,75.0,20779422252.96037
5.0,1.0,58.0,0.1,0.8,-180.0,80.0,1182234000.4376602
5.0,1.0,58.0,0.1,0.8,-180.0,85.0,1017133718.2810985
5.0,1.0,58.0,0.1,0.8,-180.0,90.0,1519039191.935488
5.0,1.0,58.0,0.1,0.8,-180.0,95.0,9094591809.33464
5.0,1.0,58.0,0.1,0.8,-180.0,100.0,301878862184.0948
5.0,1.0,58.0,0.1,0.8,-180.0,105.0,2549425870305966.5
5.0,1.0,58.0,0.1,0.8,-180.0,110.0,31137665827271.824
5.0,1.0,58.0,0.1,0.8,-180.0,115.0,11629745348.519854
5.0,1.0,58.0,0.1,0.8,-180.0,120.0,1769043779.2786646
5.0,1.0,58.0,0.1,0.8,-180.0,125.0,7757873868.6604595
5.0,1.0,58.0,0.1,0.8,-180.0,130.0,170268660494.1969
5.0,1.0,58.0,0.1,0.8,-180.0,135.0,157564581762.02896
5.0,1.0,58.0,0.1,0.8,-180.0,140.0,17598817677237.84
5.0,1.0,58.0,0.1,0.8,-180.0,145.0,6552220981420340.0
5.0,1.0,58.0,0.1,0.8,-180.0,150.0,1.5410852279181382e+16
5.0,1.0,58.0,0.1,0.8,-180.0,155.0,46012799757345.7
5.0,1.0,58.0,0.1,0.8,-180.0,160.0,316339028561.7447
5.0,1.0,58.0,0.1,0.8,-180.0,165.0,8399178968.058743
5.0,1.0,58.0,0.1,0.8,-180.0,170.0,615360603.9572729
5.0,1.0,58.0,0.1,0.8,-180.0,175.0,214088079.5900806
5.0,1.0,58.0,0.1,0.8,-180.0,180.0,176915445.6430934
5.0,1.0,58.0,0.1,0.8,-175.0,-180.0,188959805942.3691
5.0,1.0,58.0,0.1,0.8,-175.0,-175.0,6442118799.8741455
5.0,1.0,58.0,0.1,0.8,-175.0,-170.0,523443933.12636316
5.0,1.0,58.0,0.1,0.8,-175.0,-165.0,598922269.6020491
5.0,1.0,58.0,0.1,0.8,-175.0,-160.0,3573950973.1272554
5.0,1.0,58.0,0.1,0.8,-175.0,-155.0,26039802757.862213
5.0,1.0,58.0,0.1,0.8,-175.0,-150.0,175183223347.4584
5.0,1.0,58.0,0.1,0.8,-175.0,-145.0,693150287035.5015
5.0,1.0,58.0,0.1,0.8,-175.0,-140.0,901689775488.2278
5.0,1.0,58.0,0.1,0.8,-175.0,-135.0,334176939626.21326
5.0,1.0,58.0,0.1,0.8,-175.0,-130.0,57296919912.471054
5.0,1.0,58.0,0.1,0.8,-175.0,-125.0,7875943034.588796
5.0,1.0,58.0,0.1,0.8,-175.0,-120.0,1284714904.6450007
5.0,1.0,58.0,0.1,0.8,-175.0,-115.0,552622755.3617593
5.0,1.0,58.0,0.1,0.8,-175.0,-110.0,772252360.9808637
5.0,1.0,58.0,0.1,0.8,-175.0,-105.0,1185888557.741269
