R1,R2,heri,R3t,R3p,phi1,phi2,FF
5.0,1.0,58.0,1.8,1.8,-180.0,-180.0,7797232310.893094
5.0,1.0,58.0,1.8,1.8,-180.0,-175.0,229937990.40722778
5.0,1.0,58.0,1.8,1.8,-180.0,-170.0,196623326.7242823
5.0,1.0,58.0,1.8,1.8,-180.0,-165.0,5495792436.490368
5.0,1.0,58.0,1.8,1.8,-180.0,-160.0,27815772027.099358
5.0,1.0,58.0,1.8,1.8,-180.0,-155.0,3896469174.735618
5.0,1.0,58.0,1.8,1.8,-180.0,-150.0,264979109.54319045
5.0,1.0,58.0,1.8,1.8,-180.0,-145.0,168519341.43526465
5.0,1.0,58.0,1.8,1.8,-180.0,-140.0,297412302.1761109
5.0,1.0,58.0,1.8,1.8,-180.0,-135.0,688350907.7043595
5.0,1.0,58.0,1.8,1.8,-180.0,-130.0,1381510605.1864831
5.0,1.0,58.0,1.8,1.8,-180.0,-125.0,1847331971.8382096
5.0,1.0,58.0,1.8,1.8,-180.0,-120.0,1331539667.8713503
5.0,1.0,58.0,1.8,1.8,-180.0,-115.0,979055142.4208317
5.0,1.0,58.0,1.8,1.8,-180.0,-110.0,4023933644.124054
5.0,1.0,58.0,1.8,1.8,-180.0,-105.0,40949958131.67931
5.0,1.0,58.0,1.8,1.8,-180.0,-100.0,914449329846.5206
5.0,1.0,58.0,1.8,1.8,-180.0,-95.0,11505312578990.953
5.0,1.0,58.0,1.8,1.8,-180.0,-90.0,125718836956176.69
5.0,1.0,58.0,1.8,1.8,-180.0,-85.0,155781062807001.53
5.0,1.0,58.0,1.8,1.8,-180.0,-80.0,17769265736493.938
5.0,1.0,58.0,1.8,1.8,-180.0,-75.0,947288492353.2095
5.0,1.0,58.0,1.8,1.8,-180.0,-70.0,449692746328.0749
5.0,1.0,58.0,1.8,1.8,-180.0,-65.0,35149310795.28316
5.0,1.0,58.0,1.8,1.8,-180.0,-60.0,795719539.635869
5.0,1.0,58.0,1.8,1.8,-180.0,-55.0,244725717.07151875
5.0,1.0,58.0,1.8,1.8,-180.0,-50.0,284948070.3016285
5.0,1.0,58.0,1.8,1.8,-180.0,-45.0,390233342.6076302
5.0,1.0,58.0,1.8,1.8,-180.0,-40.0,375041968.57928866
5.0,1.0,58.0,1.8,1.8,-180.0,-35.0,239514833.09331003
5.0,1.0,58.0,1.8,1.8,-180.0,-30.0,110401306.42919517
5.0,1.0,58.0,1.8,1.8,-180.0,-25.0,42016589.38708515
5.0,1.0,58.0,1.8,1.8,-180.0,-20.0,14988743.672179345
5.0,1.0,58.0,1.8,1.8,-180.0,-15.0,5525341.989432384
5.0,1.0,58.0,1.8,1.8,-180.0,-10.0,2225713.357783049
5.0,1.0,58.0,1.8,1.8,-180.0,-5.0,994900.556796522
5.0,1.0,58.0,1.8,1.8,-180.0,0.0,492529.8764092695
5.0,1.0,58.0,1.8,1.8,-180.0,5.0,273510.5330790711
5.0,1.0,58.0,1.8,1.8,-180.0,10.0,180573.81057472812
5.0,1.0,58.0,1.8,1.8,-180.0,15.0,160578.01485794754
5.0,1.0,58.0,1.8,1.8,-180.0,20.0,214594.21317002835
5.0,1.0,58.0,1.8,1.8,-180.0,25.0,396433.0423442677
5.0,1.0,58.0,1.8,1.8,-180.0,30.0,830219.9097293083
5.0,1.0,58.0,1.8,1.8,-180.0,35.0,1696752.0428238115
5.0,1.0,58.0,1.8,1.8,-180.0,40.0,3069251.5995446197
5.0,1.0,58.0,1.8,1.8,-180.0,45.0,4562810.282153742
5.0,1.0,58.0,1.8,1.8,-180.0,50.0,5288130.585231437
5.0,1.0,58.0,1.8,1.8,-180.0,55.0,4686770.435089104
5.0,1.0,58.0,1.8,1.8,-180.0,60.0,3257119.0762408604
5.0,1.0,58.0,1.8,1.8,-180.0,65.0,1976446.0208271567
5.0,1.0,58.0,1.8,1.8,-180.0,70.0,2151057.2328006774
5.0,1.0,58.0,1.8,1.8,-180.0,75.0,12809771.756494598
5.0,1.0,58.0,1.8,1.8,-180.0,80.0,57403719.18220172
5.0,1.0,58.0,1.8,1.8,-180.0,85.0,44968282.10628427
5.0,1.0,58.0,1.8,1.8,-180.0,90.0,8248443.3381583365
5.0,1.0,58.0,1.8,1.8,-180.0,95.0,5348581.390616506
5.0,1.0,58.0,1.8,1.8,-180.0,100.0,11846861.298357718
5.0,1.0,58.0,1.8,1.8,-180.0,105.0,10551196.676091619
5.0,1.0,58.0,1.8,1.8,-180.0,110.0,4649882.545351112
5.0,1.0,58.0,1.8,1.8,-180.0,115.0,7143754.102308663
5.0,1.0,58.0,1.8,1.8,-180.0,120.0,40879495.85670715
5.0,1.0,58.0,1.8,1.8,-180.0,125.0,75846814.0986742
5.0,1.0,58.0,1.8,1.8,-180.0,130.0,198920655.00272283
5.0,1.0,58.0,1.8,1.8,-180.0,135.0,125901712955.7202
5.0,1.0,58.0,1.8,1.8,-180.0,140.0,19241678425.2032
5.0,1.0,58.0,1.8,1.8,-180.0,145.0,82893189225.15384
5.0,1.0,58.0,1.8,1.8,-180.0,150.0,5284198922.313397
5.0,1.0,58.0,1.8,1.8,-180.0,155.0,40850903952.335976
5.0,1.0,58.0,1.8,1.8,-180.0,160.0,2360518332.6766567
5.0,1.0,58.0,1.8,1.8,-180.0,165.0,24432198276.40968
5.0,1.0,58.0,1.8,1.8,-180.0,170.0,3357250924550233.5
5.0,1.0,58.0,1.8,1.8,-180.0,175.0,1943433255235732.2
5.0,1.0,58.0,1.8,1.8,-180.0,180.0,7797232310.89321
5.0,1.0,58.0,1.8,1.8,-175.0,-180.0,31148138736.61247
5.0,1.0,58.0,1.8,1.8,-175.0,-175.0,612552690.9517951
5.0,1.0,58.0,1.8,1.8,-175.0,-170.0,863052989.6268051
5.0,1.0,58.0,1.8,1.8,-175.0,-165.0,22307972499.67845
5.0,1.0,58.0,1.8,1.8,-175.0,-160.0,32943103272.35731
5.0,1.0,58.0,1.8,1.8,-175.0,-155.0,1736853621.3144937
5.0,1.0,58.0,1.8,1.8,-175.0,-150.0,364391118.90038466
5.0,1.0,58.0,1.8,1.8,-175.0,-145.0,519543826.2559767
5.0,1.0,58.0,1.8,1.8,-175.0,-140.0,660561715.8090051
5.0,1.0,58.0,1.8,1.8,-175.0,-135.0,565624440.3231359
5.0,1.0,58.0,1.8,1.8,-175.0,-130.0,349481992.4525222
5.0,1.0,58.0,1.8,1.8,-175.0,-125.0,334362888.81743664
5.0,1.0,58.0,1.8,1.8,-175.0,-120.0,1443975704.590643
5.0,1.0,58.0,1.8,1.8,-175.0,-115.0,15302643600.463928
5.0,1.0,58.0,1.8,1.8,-175.0,-110.0,290916352899.53796
5.0,1.0,58.0,1.8,1.8,-175.0,-105.0,11321862336450.482
5.0,1.0,58.0,1.8,1.8,-175.0,-100.0,798391520845274.6
5.0,1.0,58.0,1.8,1.8,-175.0,-95.0,1.0351439058924408e+16
5.0,1.0,58.0,1.8,1.8,-175.0,-90.0,838256757823110.1
5.0,1.0,58.0,1.8,1.8,-175.0,-85.0,11890009845518.846
5.0,1.0,58.0,1.8,1.8,-175.0,-80.0,302689373072.1064
5.0,1.0,58.0,1.8,1.8,-175.0,-75.0,17183307638.174248
5.0,1.0,58.0,1.8,1.8,-175.0,-70.0,1287776847067.429
5.0,1.0,58.0,1.8,1.8,-175.0,-65.0,23138281513.1476
5.0,1.0,58.0,1.8,1.8,-175.0,-60.0,340552075.2666402
