R1,R2,heri,R3t,R3p,phi1,phi2,FF
5.0,1.0,58.0,-1.6,1.5,-180.0,-180.0,2548874556984.374
5.0,1.0,58.0,-1.6,1.5,-180.0,-175.0,2304353876609.9688
5.0,1.0,58.0,-1.6,1.5,-180.0,-170.0,20225149440409.32
5.0,1.0,58.0,-1.6,1.5,-180.0,-165.0,35044502285191.613
5.0,1.0,58.0,-1.6,1.5,-180.0,-160.0,4850957900742.304
5.0,1.0,58.0,-1.6,1.5,-180.0,-155.0,260123290558.86908
5.0,1.0,58.0,-1.6,1.5,-180.0,-150.0,16193782590.527996
5.0,1.0,58.0,-1.6,1.5,-180.0,-145.0,3840479825.797716
5.0,1.0,58.0,-1.6,1.5,-180.0,-140.0,15177928708.198885
5.0,1.0,58.0,-1.6,1.5,-180.0,-135.0,100128748543.89116
5.0,1.0,58.0,-1.6,1.5,-180.0,-130.0,607506008269.5223
5.0,1.0,58.0,-1.6,1.5,-180.0,-125.0,2233167481091.793
5.0,1.0,58.0,-1.6,1.5,-180.0,-120.0,2973343341886.082
5.0,1.0,58.0,-1.6,1.5,-180.0,-115.0,1240314527598.456
5.0,1.0,58.0,-1.6,1.5,-180.0,-110.0,243038612887.02927
5.0,1.0,58.0,-1.6,1.5,-180.0,-105.0,36845781649.82458
5.0,1.0,58.0,-1.6,1.5,-180.0,-100.0,5789763725.209569
5.0,1.0,58.0,-1.6,1.5,-180.0,-95.0,1113288825.7729862
5.0,1.0,58.0,-1.6,1.5,-180.0,-90.0,449131308.01547813
5.0,1.0,58.0,-1.6,1.5,-180.0,-85.0,683147195.1781638
5.0,1.0,58.0,-1.6,1.5,-180.0,-80.0,1454485028.1273537
5.0,1.0,58.0,-1.6,1.5,-180.0,-75.0,2714981438.974317
5.0,1.0,58.0,-1.6,1.5,-180.0,-70.0,4724392589.425474
5.0,1.0,58.0,-1.6,1.5,-180.0,-65.0,7703150234.597944
5.0,1.0,58.0,-1.6,1.5,-180.0,-60.0,9016357104.057606
5.0,1.0,58.0,-1.6,1.5,-180.0,-55.0,6314212851.046707
5.0,1.0,58.0,-1.6,1.5,-180.0,-50.0,2771392320.8506794
5.0,1.0,58.0,-1.6,1.5,-180.0,-45.0,905911222.9992515
5.0,1.0,58.0,-1.6,1.5,-180.0,-40.0,289518777.0250858
5.0,1.0,58.0,-1.6,1.5,-180.0,-35.0,243049909.43440074
5.0,1.0,58.0,-1.6,1.5,-180.0,-30.0,1077435047.1007204
5.0,1.0,58.0,-1.6,1.5,-180.0,-25.0,9013392636.48733
5.0,1.0,58.0,-1.6,1.5,-180.0,-20.0,121151789715.90964
5.0,1.0,58.0,-1.6,1.5,-180.0,-15.0,3123608707561.9175
5.0,1.0,58.0,-1.6,1.5,-180.0,-10.0,200491498398816.53
5.0,1.0,58.0,-1.6,1.5,-180.0,-5.0,2.618241332942602e+16
5.0,1.0,58.0,-1.6,1.5,-180.0,0.0,1.3665114032746021e+17
5.0,1.0,58.0,-1.6,1.5,-180.0,5.0,2024406478577979.0
5.0,1.0,58.0,-1.6,1.5,-180.0,10.0,19816539825061.28
5.0,1.0,58.0,-1.6,1.5,-180.0,15.0,514999323525.0684
5.0,1.0,58.0,-1.6,1.5,-180.0,20.0,29100469903.21999
5.0,1.0,58.0,-1.6,1.5,-180.0,25.0,2922756283.4224343
5.0,1.0,58.0,-1.6,1.5,-180.0,30.0,715878357.0486147
5.0,1.0,58.0,-1.6,1.5,-180.0,35.0,1120599198.1878242
5.0,1.0,58.0,-1.6,1.5,-180.0,40.0,4148266319.3934364
5.0,1.0,58.0,-1.6,1.5,-180.0,45.0,24479596452.026535
5.0,1.0,58.0,-1.6,1.5,-180.0,50.0,188263081822.71667
5.0,1.0,58.0,-1.6,1.5,-180.0,55.0,1041717803617.571
5.0,1.0,58.0,-1.6,1.5,-180.0,60.0,1925744916686.313
5.0,1.0,58.0,-1.6,1.5,-180.0,65.0,820188187633.2008
5.0,1.0,58.0,-1.6,1.5,-180.0,70.0,130923744831.25366
5.0,1.0,58.0,-1.6,1.5,-180.0,75.0,17339648315.446594
5.0,1.0,58.0,-1.6,1.5,-180.0,80.0,455376306355.53564
5.0,1.0,58.0,-1.6,1.5,-180.0,85.0,1653725815044.8704
5.0,1.0,58.0,-1.6,1.5,-180.0,90.0,45771354328.32653
