R1,R2,heri,phi,E_mono_i,E_mono_t,E_t1,E_t3,E_p,E
5.0,0.8,57.0,11.0,-1059765.069411477,-1059765.03915922,-12.11094927485101,-11.519320296589285,-6.179517676588148,-2119589.7281451933
5.2,0.7,57.0,-139.0,-1059766.372254014,-1059766.3529580815,-13.621849027695134,-10.549767145887017,-4.677879971684888,-2119590.424204386
5.2,0.6,57.0,11.0,-1059765.0675603226,-1059765.0383246315,-11.03620034805499,-10.131663508247584,-6.518824884202331,-2119585.479262435
4.8,0.5,57.0,11.0,-1059765.0676230735,-1059765.0382493304,-11.461162670282647,-11.115084629971534,-4.996209519682452,-2119585.2507860437
5.0,1.2,57.0,-136.0,-1059766.5395795556,-1059766.5237286529,-13.791791286319494,-13.232290819752961,-7.289670717902482,-2119601.690813856
5.1,0.9,57.0,-137.0,-1059766.483511537,-1059766.4662738375,-13.864588720956817,-12.24445830238983,-7.516641085036099,-2119600.2011615913
5.2,1.1,57.0,-136.0,-1059766.5398682102,-1059766.5238792554,-12.98263596650213,-11.925124738598242,-7.236765349982306,-2119597.352799576
5.2,0.5,57.0,11.0,-1059765.0668888867,-1059765.037715947,-10.964438304537907,-10.01347199990414,-6.682586168637499,-2119585.42559778
4.7,0.5,57.0,11.0,-1059765.0678552522,-1059765.0383811074,-10.107447897084057,-10.236551804468036,-3.5763991186395288,-2119577.947034
4.9,0.9,57.0,-137.0,-1059766.483323284,-1059766.4655835764,-13.758570906706154,-13.207648502429947,-5.5963287078775465,-2119598.0740030943
5.0,0.6,57.0,11.0,-1059765.0679807542,-1059765.0385505352,-12.060183716006577,-11.317927237600088,-6.6813750746659935,-2119590.225503346
4.7,0.9,57.0,11.0,-1059765.070095463,-1059765.0390588182,-9.968799562659115,-10.77448475244455,-6.427892409963533,-2119584.4515077313
5.2,1.0,57.0,-136.0,-1059766.5398933105,-1059766.5243812634,-12.998154288623482,-11.88096686033532,-7.718115721363574,-2119598.2587483143
4.6,0.9,57.0,11.0,-1059765.0701268383,-1059765.038983517,-7.278413188876584,-9.037242142949253,-6.586878343252465,-2119575.9141777055
4.8,0.8,57.0,11.0,-1059765.069725232,-1059765.03915922,-11.501517838332802,-11.56510342634283,-6.5658316584303975,-2119589.373790298
4.7,0.8,57.0,11.0,-1059765.069857009,-1059765.0391403944,-10.038026465801522,-10.71880578971468,-6.66644661151804,-2119584.9555551372
4.7,0.6,57.0,11.0,-1059765.0686835654,-1059765.0388329148,-10.11789593892172,-10.453193356981501,-5.7674193093553185,-2119582.7845336907
5.0,0.5,57.0,11.0,-1059765.067215192,-1059765.037979501,-11.979918912053108,-11.153921224176884,-6.378501097671688,-2119589.129877161
4.8,0.9,57.0,11.0,-1059765.0700327118,-1059765.039115294,-11.456123764859512,-11.617180481553078,-6.2168921725824475,-2119588.689540844
5.1,1.0,57.0,-136.0,-1059766.5398242844,-1059766.5240173077,-13.650783514138311,-12.66618267330341,-7.802791920024902,-2119601.303357807
5.1,1.1,57.0,-136.0,-1059766.5398054593,-1059766.523653352,-13.610007914016023,-12.69706871570088,-7.539331846870482,-2119600.7562757647
5.1,0.8,57.0,-138.0,-1059766.4276819723,-1059766.4089758992,-13.987963462248445,-11.764030371559784,-5.971008653985336,-2119596.282662847
4.8,0.7,57.0,11.0,-1059765.0691855734,-1059765.039046268,-11.522570798872039,-11.466101174009964,-6.677051530685276,-2119589.4396788487
5.0,0.7,57.0,11.0,-1059765.0687588665,-1059765.0389458665,-12.102584566688165,-11.439344147220254,-6.543115795822814,-2119590.2777937525
5.0,0.7,58.0,11.0,-1059765.06866474,-1059765.0390839186,-12.077251987764612,-11.52683786652051,-6.513277695514262,-2119590.342483758
5.0,1.0,58.0,-135.0,-1059766.5964068612,-1059766.5818800046,-13.936294289072976,-13.346591766225174,-7.7257587923668325,-2119603.195576561
5.0,0.9,58.0,-136.0,-1059766.5397113326,-1059766.5237223778,-14.04940924118273,-13.005056898808107,-7.333401890238747,-2119601.839169771
5.0,0.8,58.0,-136.0,-1059766.539673682,-1059766.5242369361,-14.067061097593978,-12.8922745261807,-5.475871888687834,-2119597.934325643
5.1,0.5,58.0,11.0,-1059765.0669641881,-1059765.0382556056,-11.609091877471656,-10.814959147246554,-6.890323354396969,-2119588.733968552
4.9,1.1,58.0,-135.0,-1059766.5963629356,-1059766.582093358,-13.581732313381508,-13.460076950257644,-7.70361396484077,-2119602.6693027504
5.2,0.7,58.0,-138.0,-1059766.4277321731,-1059766.4094402567,-13.663691394031048,-10.761369792977348,-6.04954153066501,-2119593.786377865
5.0,1.1,58.0,-135.0,-1059766.5964005862,-1059766.5819176552,-13.85507566924207,-13.33086636569351,-7.533972911303863,-2119602.618148134
5.0,1.2,58.0,-135.0,-1059766.5962374336,-1059766.58221886,-13.716320658568293,-13.260221289936453,-6.968793479492888,-2119601.06912715
5.0,0.5,58.0,11.0,-1059765.0671273407,-1059765.0383622823,-11.956167658558115,-11.259474680991843,-6.854580384679139,-2119590.2459350713
4.9,1.2,58.0,-135.0,-1059766.5961119314,-1059766.5825514405,-13.400450949789956,-13.344960240414366,-7.313221168704331,-2119601.29592809
4.9,1.0,58.0,-135.0,-1059766.5964256865,-1059766.5818611793,-13.697200428694487,-13.50868387427181,-7.554210108704865,-2119602.698475689
5.0,0.6,58.0,11.0,-1059765.0678803527,-1059765.0388203645,-12.035484922118485,-11.414613978471607,-6.831406440585852,-2119590.6697114
5.2,0.9,58.0,-136.0,-1059766.5398995858,-1059766.5243310626,-13.297187904128805,-11.66631451412104,-7.832943775458261,-2119598.6571230358
4.9,0.8,58.0,11.0,-1059765.0695118785,-1059765.0391529447,-12.013785626739264,-11.76972816255875,-6.316452909028158,-2119590.30859822
5.2,1.0,58.0,-135.0,-1059766.5964256865,-1059766.5822439604,-13.028061415534467,-12.072784116957337,-7.486112723359838,-2119598.3525861586
4.8,0.5,58.0,11.0,-1059765.0675226718,-1059765.0385693605,-11.264902642229572,-11.042870779056102,-6.159349505091086,-2119587.040337885
5.1,0.9,58.0,-136.0,-1059766.5397866338,-1059766.523985932,-13.861513922223821,-12.428852115757763,-7.729624254396185,-2119601.1037531504
4.7,0.9,58.0,11.0,-1059765.0700703624,-1059765.0389395913,-9.661275737220421,-10.499942852417007,-6.366810586536303,-2119583.165068306
4.7,0.8,58.0,11.0,-1059765.0698130834,-1059765.0390839186,-9.720857811393216,-10.454674280714244,-6.7481797891668975,-2119583.9563207645
4.7,0.7,58.0,11.0,-1059765.0693048004,-1059765.039115294,-9.765003140317276,-10.360409728484228,-6.8929777215234935,-2119584.145201275
5.1,1.0,58.0,-135.0,-1059766.5964005862,-1059766.582018057,-13.646591746946797,-12.819012733874843,-7.681362460134551,-2119601.472352525
4.7,0.6,58.0,11.0,-1059765.068583164,-1059765.038989792,-9.784606552449986,-10.213854767847806,-6.571341196075082,-2119583.2471779888
5.2,1.1,58.0,-135.0,-1059766.5964382365,-1059766.581961581,-13.004354087403044,-12.102402589051053,-6.895362259354442,-2119597.182637689
4.7,0.5,58.0,11.0,-1059765.0677485755,-1059765.038669762,-9.769276482984424,-10.01170242135413,-5.283289069775492,-2119580.2349542854
4.6,0.9,58.0,11.0,-1059765.0701142882,-1059765.0388454648,-6.8035449963063,-8.548694231780246,-6.598920260556042,-2119574.0112787304
5.1,1.1,58.0,-135.0,-1059766.5964194115,-1059766.5818800046,-13.596598025411367,-12.829912582179531,-7.250752548221499,-2119600.532825728
4.6,0.8,58.0,11.0,-1059765.0699260351,-1059765.0390337177,-6.893347952514887,-8.50440457626246,-6.868266377830878,-2119574.6409975663
4.6,0.7,58.0,11.0,-1059765.0694993285,-1059765.039102744,-6.981801762012765,-8.408841077936813,-6.796466683037579,-2119574.4828211186
4.6,0.6,58.0,11.0,-1059765.0688278927,-1059765.0390211677,-7.056475451914594,-8.258044150425121,-6.023393188603222,-2119572.7836746424
5.2,1.2,58.0,-135.0,-1059766.5963692106,-1059766.5819427557,-12.939431902719662,-12.097514286404476,-6.18071622075513,-2119595.613636786
4.6,0.5,58.0,11.0,-1059765.0679933045,-1059765.0387576134,-7.102158179972321,-8.047709073172882,-3.84535617986694,-2119568.097197784
4.9,0.9,58.0,-136.0,-1059766.539673682,-1059766.5235906008,-13.640981807839125,-13.256393478717655,-6.523656710749492,-2119599.9053282775
4.8,0.7,58.0,11.0,-1059765.069097722,-1059765.039115294,-11.331625780789182,-11.369050476932898,-6.851631087483838,-2119589.2128277067
4.8,0.6,58.0,11.0,-1059765.068338435,-1059765.0389395913,-11.31740640453063,-11.231989742955193,-6.829178779851645,-2119588.864427881
4.8,0.8,58.0,11.0,-1059765.069668756,-1059765.0391278444,-11.315147368237376,-11.457039929460734,-6.557027692673728,-2119588.7672265815
5.2,0.8,58.0,-137.0,-1059766.48368724,-1059766.4666691688,-13.52357468707487,-11.21975329797715,-7.569132296834141,-2119597.5752769727
5.1,1.2,58.0,-135.0,-1059766.5963127348,-1059766.582018057,-13.497181616025046,-12.796522775199264,-6.582699127029628,-2119598.931137828
4.9,0.7,58.0,11.0,-1059765.0688843685,-1059765.039102744,-12.01353462273255,-11.689243730157614,-6.7155178936664015,-2119590.944579606
5.1,0.6,58.0,11.0,-1059765.0676669993,-1059765.0387450634,-11.685717123560607,-10.949014108395204,-6.680339683080092,-2119588.7365538925
4.9,0.6,58.0,11.0,-1059765.0681062562,-1059765.0388831154,-11.98007578914985,-11.56338404910639,-6.894050763687119,-2119590.9820105755
4.9,0.5,58.0,11.0,-1059765.0673155936,-1059765.038468959,-11.907943515107036,-11.38985870918259,-6.641214434755966,-2119589.9838178707
5.2,0.5,58.0,11.0,-1059765.0668261356,-1059765.038148929,-11.014519877266139,-10.180119830649346,-6.807812064187601,-2119586.109878609
5.1,0.7,58.0,11.0,-1059765.0684451116,-1059765.0390525432,-11.728143074549735,-11.045575347263366,-6.2646582333836704,-2119588.1842509652
4.8,1.2,58.0,-135.0,-1059766.5959111282,-1059766.5829969724,-12.285572757944465,-12.858947470085695,-7.577478179708123,-2119598.6229049163
5.2,0.6,58.0,11.0,-1059765.067466196,-1059765.038669762,-11.084675495279953,-10.29316575708799,-6.467783220577985,-2119585.7973849038
4.8,1.1,58.0,-135.0,-1059766.5962813592,-1059766.582407113,-12.512223094934598,-13.026618142146617,-7.711683743400499,-2119599.679738433
4.8,1.0,58.0,-135.0,-1059766.5964382365,-1059766.5819804063,-12.66708001238294,-13.114777022274211,-7.071598442969844,-2119598.885329598
4.8,0.9,58.0,-136.0,-1059766.539679957,-1059766.5236282514,-12.354385504499078,-13.006757450522855,-5.157046607462689,-2119594.099687333
5.1,0.8,58.0,-137.0,-1059766.4835491877,-1059766.4662173614,-13.993472999660298,-11.960597879020497,-6.862775665242225,-2119598.583459637
5.2,0.5,59.0,11.0,-1059765.0667633847,-1059765.0385128846,-11.061859231675044,-10.340768665308133,-6.797389123123139,-2119586.5053103096
5.0,1.1,59.0,-134.0,-1059766.653058464,-1059766.6404078624,-13.779109308728948,-13.350626655621454,-7.266892105340958,-2119602.0867224657
5.1,0.9,59.0,-135.0,-1059766.5963001845,-1059766.5820557075,-13.849798310548067,-12.597106372471899,-7.755176461534575,-2119601.582518181
5.1,0.6,59.0,11.0,-1059765.0675665976,-1059765.0389521415,-11.701649602269754,-11.078569823410362,-6.609738532686606,-2119588.8864346556
5.0,1.2,59.0,-134.0,-1059766.6529078616,-1059766.6407843684,-13.62969290255569,-13.24888218427077,-6.630515389144421,-2119600.3118731817
5.1,1.1,59.0,-134.0,-1059766.6530710142,-1059766.6402572598,-13.574773227563128,-12.934644001536071,-6.925200360128656,-2119600.1625634525
5.1,0.5,59.0,11.0,-1059765.066895162,-1059765.0385944608,-11.626624506898224,-10.952132833423093,-6.989256581058726,-2119589.2415174656
5.1,0.8,59.0,-135.0,-1059766.596262534,-1059766.5824886893,-13.846742336638272,-12.499735646182671,-7.25164361204952,-2119600.374994413
5.1,0.7,59.0,-137.0,-1059766.4836056635,-1059766.466192261,-13.99804754764773,-11.651580579346046,-5.710849283263087,-2119595.670752745
5.1,1.0,59.0,-134.0,-1059766.6530396387,-1059766.640188234,-13.634229799965397,-12.946805145358667,-7.473662925418466,-2119601.4026236143
4.9,0.7,59.0,11.0,-1059765.068790242,-1059765.0391341194,-11.91088026179932,-11.68252309737727,-6.6695339609868824,-2119590.6337990016
5.2,0.6,59.0,-138.0,-1059766.4275815708,-1059766.4093837808,-13.71120645198971,-10.504774678964168,-4.433395800413564,-2119590.1357192146
5.0,1.0,59.0,-134.0,-1059766.6530647392,-1059766.640200784,-13.870110809570178,-13.395330468192697,-7.635460103629157,-2119603.095068286
4.8,0.9,59.0,-135.0,-1059766.5963001845,-1059766.5821184586,-12.125325528904796,-12.880471063079312,-6.1603346958290786,-2119595.5106812185
4.8,0.8,59.0,11.0,-1059765.069606005,-1059765.0390525432,-11.116691055241972,-11.32391368271783,-6.464074636576697,-2119587.918017297
4.8,0.7,59.0,11.0,-1059765.0690098705,-1059765.039115294,-11.128645121119916,-11.246547975344583,-6.8952744079288095,-2119588.6490601734
4.8,0.6,59.0,11.0,-1059765.0682317582,-1059765.039046268,-11.110867763170972,-11.121265602996573,-7.10751711553894,-2119588.7865789896
4.8,0.5,59.0,11.0,-1059765.0674222703,-1059765.0388078142,-11.056255567353219,-10.944954119157046,-6.890731235733256,-2119587.890111929
5.2,1.0,59.0,-135.0,-1059766.5963566604,-1059766.5819929566,-13.298643726855516,-11.928745471639559,-7.24961675493978,-2119598.132361524
4.7,0.9,59.0,11.0,-1059765.070045262,-1059765.0387764387,-9.339701962890103,-10.194314106600359,-6.237857281463221,-2119581.6525684027
4.8,1.0,59.0,-134.0,-1059766.6530898395,-1059766.6405396394,-12.42142867273651,-12.874490892514586,-7.38197116414085,-2119598.649410938
4.7,0.8,59.0,11.0,-1059765.0697566075,-1059765.0389960674,-9.390003164298832,-10.15899156872183,-6.726888374891132,-2119582.6605188907
4.7,0.6,59.0,11.0,-1059765.0684764872,-1059765.0390650935,-9.437104064505547,-9.942180588375777,-7.060296987649053,-2119582.9867048617
4.7,0.5,59.0,11.0,-1059765.0676418988,-1059765.03886429,-9.416233082534745,-9.75437312060967,-6.415599488886073,-2119581.278917573
5.2,1.1,59.0,-134.0,-1059766.6530710142,-1059766.640200784,-13.019646506058052,-12.260359406005591,-6.538152192020789,-2119596.9295880063
4.6,0.9,59.0,11.0,-1059765.070095463,-1059765.038657212,-6.312775700585917,-8.020362187409773,-6.528676791349426,-2119571.8323820336
4.6,0.8,59.0,11.0,-1059765.0698821095,-1059765.038920766,-6.38810200127773,-7.987129257759079,-6.938779676100239,-2119572.736824746
4.6,0.7,59.0,11.0,-1059765.069424027,-1059765.0390588182,-6.4622360318899155,-7.904435990378261,-7.110435036942363,-2119573.0626969635
4.6,0.6,59.0,11.0,-1059765.068721216,-1059765.0390713685,-6.524183819303289,-7.768448297865689,-6.80937456456013,-2119572.3118059477
4.6,0.5,59.0,11.0,-1059765.0678803527,-1059765.038920766,-6.559876588173211,-7.574792436789721,-5.526166814845055,-2119569.4284727983
4.7,0.7,59.0,11.0,-1059765.069223224,-1059765.0390964688,-9.425175099400803,-10.07599082076922,-7.051775402389467,-2119583.214202338
4.8,1.1,59.0,-134.0,-1059766.652926687,-1059766.641010272,-12.257303432095796,-12.745317959459499,-7.651160403853282,-2119598.60150055
5.2,0.9,59.0,-135.0,-1059766.5963692106,-1059766.5822565106,-13.318943675607443,-11.865366961807013,-7.697345139924437,-2119598.941937276
4.9,0.5,59.0,11.0,-1059765.0672214672,-1059765.0387387883,-11.8046679191757,-11.405326830456033,-7.086332377744839,-2119590.6986145102
5.0,0.9,59.0,-135.0,-1059766.596268809,-1059766.5819490307,-13.987781484378502,-13.114607594441622,-7.590467636939138,-2119602.5639312714
5.0,0.8,59.0,-135.0,-1059766.596206058,-1059766.582212585,-14.013277215417475,-13.020612871507183,-6.428030462004244,-2119600.102259741
5.0,0.7,59.0,11.0,-1059765.0685643384,-1059765.0391403944,-12.04467794392258,-11.598926215432584,-6.397589951753616,-2119590.190092955
5.0,0.6,59.0,11.0,-1059765.067773676,-1059765.038989792,-12.003827043110505,-11.496234203921631,-6.848041730700061,-2119590.8029694236
5.0,0.5,59.0,11.0,-1059765.0670457643,-1059765.038669762,-11.92589030135423,-11.350614233408123,-7.097633833065629,-2119590.853992262
5.2,0.7,59.0,-137.0,-1059766.48369979,-1059766.466618968,-13.697031001094729,-10.969012852292508,-6.943642878672108,-2119596.169692222
